"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, Curl Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"East Lyme School District","=""0450011""","All Grades","Curl Up",87.1
"East Windsor School District","=""0470011""","All Grades","Curl Up",69.1
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up",82.9
"Eastford School District","=""0390011""","All Grades","Curl Up",95.6
"Easton School District","=""0460011""","All Grades","Curl Up",89.8
"Ellington School District","=""0480011""","All Grades","Curl Up",85.8
"Elm City College Preparatory School District","=""2890013""","All Grades","Curl Up",76.1
"Enfield School District","=""0490011""","All Grades","Curl Up",88.9
"Essex School District","=""0500011""","All Grades","Curl Up",96.9
"Explorations District","=""2720013""","All Grades","Curl Up",65.0
"Fairfield School District","=""0510011""","All Grades","Curl Up",91.2
"Farmington School District","=""0520011""","All Grades","Curl Up",85.8
"Franklin School District","=""0530011""","All Grades","Curl Up",92.0
"Glastonbury School District","=""0540011""","All Grades","Curl Up",88.5
"Granby School District","=""0560011""","All Grades","Curl Up",87.7
"Great Oaks Charter School District","=""2940013""","All Grades","Curl Up",46.6
"Greenwich School District","=""0570011""","All Grades","Curl Up",95.8
"Griswold School District","=""0580011""","All Grades","Curl Up",80.0
"Groton School District","=""0590011""","All Grades","Curl Up",84.0
"Guilford School District","=""0600011""","All Grades","Curl Up",94.9
"Hamden School District","=""0620011""","All Grades","Curl Up",83.9
"Hampton School District","=""0630011""","All Grades","Curl Up",81.5
"Hartford School District","=""0640011""","All Grades","Curl Up",78.2
"Hartland School District","=""0650011""","All Grades","Curl Up",100.0
"Hebron School District","=""0670011""","All Grades","Curl Up",73.6
"Highville Charter School District","=""2860013""","All Grades","Curl Up",70.4
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",74.5
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",66.5
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",44.4
"Kent School District","=""0680011""","All Grades","Curl Up",84.6
"Killingly School District","=""0690011""","All Grades","Curl Up",83.6
"Learn","=""2450014""","All Grades","Curl Up",79.1
"Lebanon School District","=""0710011""","All Grades","Curl Up",90.4
"Ledyard School District","=""0720011""","All Grades","Curl Up",83.0
"Lisbon School District","=""0730011""","All Grades","Curl Up",72.9
"Litchfield School District","=""0740011""","All Grades","Curl Up",94.2
"Madison School District","=""0760011""","All Grades","Curl Up",92.3
"Manchester School District","=""0770011""","All Grades","Curl Up",82.1
"Mansfield School District","=""0780011""","All Grades","Curl Up",88.8
"Marlborough School District","=""0790011""","All Grades","Curl Up",94.8
"Meriden School District","=""0800011""","All Grades","Curl Up",76.6
"Middletown School District","=""0830011""","All Grades","Curl Up",79.8
"Milford School District","=""0840011""","All Grades","Curl Up",92.1
"Monroe School District","=""0850011""","All Grades","Curl Up",89.0
"Montville School District","=""0860011""","All Grades","Curl Up",76.5
"Naugatuck School District","=""0880011""","All Grades","Curl Up",82.0
"New Beginnings Inc Family Academy District","=""2800013""","All Grades","Curl Up",80.3
"New Britain School District","=""0890011""","All Grades","Curl Up",75.9
"New Canaan School District","=""0900011""","All Grades","Curl Up",94.2
"New Fairfield School District","=""0910011""","All Grades","Curl Up",91.5
"New Hartford School District","=""0920011""","All Grades","Curl Up",90.6
"New Haven School District","=""0930011""","All Grades","Curl Up",80.3
"New London School District","=""0950011""","All Grades","Curl Up",71.2
"New Milford School District","=""0960011""","All Grades","Curl Up",78.8
"Newington School District","=""0940011""","All Grades","Curl Up",86.0
"Newtown School District","=""0970011""","All Grades","Curl Up",94.0
"Norfolk School District","=""0980011""","All Grades","Curl Up",96.2
"North Branford School District","=""0990011""","All Grades","Curl Up",85.5
"North Canaan School District","=""1000011""","All Grades","Curl Up",54.0
"North Haven School District","=""1010011""","All Grades","Curl Up",79.3
"North Stonington School District","=""1020011""","All Grades","Curl Up",93.0
"Norwalk School District","=""1030011""","All Grades","Curl Up",85.0
"Norwich Free Academy District","=""9010022""","All Grades","Curl Up",83.1
"Norwich School District","=""1040011""","All Grades","Curl Up",75.2
"Odyssey Community School District","=""2630013""","All Grades","Curl Up",59.4
"Old Saybrook School District","=""1060011""","All Grades","Curl Up",89.6
"Orange School District","=""1070011""","All Grades","Curl Up",73.4
"Oxford School District","=""1080011""","All Grades","Curl Up",88.1
"Park City Prep Charter School District","=""2830013""","All Grades","Curl Up",81.1
"Plainfield School District","=""1090011""","All Grades","Curl Up",89.7
"Plainville School District","=""1100011""","All Grades","Curl Up",88.7
"Plymouth School District","=""1110011""","All Grades","Curl Up",87.7
"Pomfret School District","=""1120011""","All Grades","Curl Up",81.8
"Portland School District","=""1130011""","All Grades","Curl Up",77.0
"Preston School District","=""1140011""","All Grades","Curl Up",89.3
"Putnam School District","=""1160011""","All Grades","Curl Up",71.5
"Redding School District","=""1170011""","All Grades","Curl Up",96.1
"Regional School District 01","=""2010012""","All Grades","Curl Up",70.0
"Regional School District 04","=""2040012""","All Grades","Curl Up",87.5
"Regional School District 05","=""2050012""","All Grades","Curl Up",94.9
"Regional School District 06","=""2060012""","All Grades","Curl Up",95.0
"Regional School District 07","=""2070012""","All Grades","Curl Up",78.5
"Regional School District 08","=""2080012""","All Grades","Curl Up",88.8
"Regional School District 10","=""2100012""","All Grades","Curl Up",93.1
"Regional School District 11","=""2110012""","All Grades","Curl Up",93.7
"Regional School District 12","=""2120012""","All Grades","Curl Up",87.9
"Regional School District 13","=""2130012""","All Grades","Curl Up",91.0
"Regional School District 14","=""2140012""","All Grades","Curl Up",82.8
"Regional School District 15","=""2150012""","All Grades","Curl Up",86.9
"Regional School District 16","=""2160012""","All Grades","Curl Up",90.7
"Regional School District 17","=""2170012""","All Grades","Curl Up",92.6
"Regional School District 18","=""2180012""","All Grades","Curl Up",92.6
"Regional School District 19","=""2190012""","All Grades","Curl Up",81.1
"Ridgefield School District","=""1180011""","All Grades","Curl Up",92.6
"Rocky Hill School District","=""1190011""","All Grades","Curl Up",88.9
"Salem School District","=""1210011""","All Grades","Curl Up",79.6
"Salisbury School District","=""1220011""","All Grades","Curl Up",75.4
"Scotland School District","=""1230011""","All Grades","Curl Up",77.1
"Seymour School District","=""1240011""","All Grades","Curl Up",91.1
"Sharon School District","=""1250011""","All Grades","Curl Up",68.3
"Shelton School District","=""1260011""","All Grades","Curl Up",86.5
"Sherman School District","=""1270011""","All Grades","Curl Up",83.8
"Side By Side Charter School District","=""2700013""","All Grades","Curl Up",88.7
"Simsbury School District","=""1280011""","All Grades","Curl Up",93.6
"Somers School District","=""1290011""","All Grades","Curl Up",74.8
"South Windsor School District","=""1320011""","All Grades","Curl Up",89.9
"Southington School District","=""1310011""","All Grades","Curl Up",87.2
"Sprague School District","=""1330011""","All Grades","Curl Up",69.1
"Stafford School District","=""1340011""","All Grades","Curl Up",72.9
"Stamford Academy District","=""2820013""","All Grades","Curl Up",81.0
"Stamford School District","=""1350011""","All Grades","Curl Up",77.9
"Sterling School District","=""1360011""","All Grades","Curl Up",78.0
"Stonington School District","=""1370011""","All Grades","Curl Up",92.9
"Stratford School District","=""1380011""","All Grades","Curl Up",88.8
"Suffield School District","=""1390011""","All Grades","Curl Up",80.9
"The Bridge Academy District","=""2690013""","All Grades","Curl Up",73.4
"The Gilbert School District","=""9020022""","All Grades","Curl Up",48.9
"Thomaston School District","=""1400011""","All Grades","Curl Up",71.5
"Thompson School District","=""1410011""","All Grades","Curl Up",79.2
"Tolland School District","=""1420011""","All Grades","Curl Up",96.2
"Torrington School District","=""1430011""","All Grades","Curl Up",85.3
"Trailblazers Academy District","=""2780013""","All Grades","Curl Up",77.0
"Trumbull School District","=""1440011""","All Grades","Curl Up",87.3
"Union School District","=""1450011""","All Grades","Curl Up",100.0
"Vernon School District","=""1460011""","All Grades","Curl Up",88.6
"Voluntown School District","=""1470011""","All Grades","Curl Up",91.9
"Wallingford School District","=""1480011""","All Grades","Curl Up",81.2
"Waterbury School District","=""1510011""","All Grades","Curl Up",81.9
"Waterford School District","=""1520011""","All Grades","Curl Up",75.3
"Watertown School District","=""1530011""","All Grades","Curl Up",84.9
"West Hartford School District","=""1550011""","All Grades","Curl Up",87.5
"West Haven School District","=""1560011""","All Grades","Curl Up",62.9
"Westbrook School District","=""1540011""","All Grades","Curl Up",93.6
"Weston School District","=""1570011""","All Grades","Curl Up",79.5
"Westport School District","=""1580011""","All Grades","Curl Up",87.4
"Wethersfield School District","=""1590011""","All Grades","Curl Up",80.9
"Willington School District","=""1600011""","All Grades","Curl Up",81.1
"Wilton School District","=""1610011""","All Grades","Curl Up",94.9
"Winchester School District","=""1620011""","All Grades","Curl Up",82.5
"Windham School District","=""1630011""","All Grades","Curl Up",84.7
"Windsor Locks School District","=""1650011""","All Grades","Curl Up",83.0
"Windsor School District","=""1640011""","All Grades","Curl Up",76.0
"Wolcott School District","=""1660011""","All Grades","Curl Up",89.0
"Woodbridge School District","=""1670011""","All Grades","Curl Up",92.9
"Woodstock Academy District","=""9030022""","All Grades","Curl Up",82.6
"Woodstock School District","=""1690011""","All Grades","Curl Up",85.2

