"Physical Fitness Tests: Students Reaching Health Standard, 2010-11"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Bethel School District","=""0090011""","All Grades","Sit and Reach",86.0
"Bloomfield School District","=""0110011""","All Grades","All Tests - District",33.8
"Bloomfield School District","=""0110011""","All Grades","Curl Up",84.4
"Bloomfield School District","=""0110011""","All Grades","Mile Run",50.0
"Bloomfield School District","=""0110011""","All Grades","Push Up",70.3
"Bloomfield School District","=""0110011""","All Grades","Sit and Reach",67.2
"Bolton School District","=""0120011""","All Grades","All Tests - District",59.0
"Bolton School District","=""0120011""","All Grades","Curl Up",92.7
"Bolton School District","=""0120011""","All Grades","Mile Run",79.2
"Bolton School District","=""0120011""","All Grades","Push Up",77.0
"Bolton School District","=""0120011""","All Grades","Sit and Reach",83.7
"Bozrah School District","=""0130011""","All Grades","All Tests - District",74.0
"Bozrah School District","=""0130011""","All Grades","Curl Up",94.8
"Bozrah School District","=""0130011""","All Grades","Mile Run",85.7
"Bozrah School District","=""0130011""","All Grades","Push Up",85.7
"Bozrah School District","=""0130011""","All Grades","Sit and Reach",85.7
"Branford School District","=""0140011""","All Grades","All Tests - District",49.0
"Branford School District","=""0140011""","All Grades","Curl Up",77.6
"Branford School District","=""0140011""","All Grades","Mile Run",69.7
"Branford School District","=""0140011""","All Grades","Push Up",75.2
"Branford School District","=""0140011""","All Grades","Sit and Reach",85.6
"Bridgeport Achievement First District","=""2850013""","All Grades","All Tests - District",25.0
"Bridgeport Achievement First District","=""2850013""","All Grades","Curl Up",83.8
"Bridgeport Achievement First District","=""2850013""","All Grades","Mile Run",39.2
"Bridgeport Achievement First District","=""2850013""","All Grades","Push Up",58.8
"Bridgeport Achievement First District","=""2850013""","All Grades","Sit and Reach",63.5
"Bridgeport School District","=""0150011""","All Grades","All Tests - District",41.6
"Bridgeport School District","=""0150011""","All Grades","Curl Up",82.5
"Bridgeport School District","=""0150011""","All Grades","Mile Run",60.5
"Bridgeport School District","=""0150011""","All Grades","Push Up",68.1
"Bridgeport School District","=""0150011""","All Grades","Sit and Reach",78.1
"Bristol School District","=""0170011""","All Grades","All Tests - District",60.6
"Bristol School District","=""0170011""","All Grades","Curl Up",85.9
"Bristol School District","=""0170011""","All Grades","Mile Run",71.2
"Bristol School District","=""0170011""","All Grades","Push Up",79.5
"Bristol School District","=""0170011""","All Grades","Sit and Reach",90.7
"Brookfield School District","=""0180011""","All Grades","All Tests - District",63.3
"Brookfield School District","=""0180011""","All Grades","Curl Up",90.6
"Brookfield School District","=""0180011""","All Grades","Mile Run",81.6
"Brookfield School District","=""0180011""","All Grades","Push Up",77.4
"Brookfield School District","=""0180011""","All Grades","Sit and Reach",83.2
"Brooklyn School District","=""0190011""","All Grades","All Tests - District",40.5
"Brooklyn School District","=""0190011""","All Grades","Curl Up",70.4
"Brooklyn School District","=""0190011""","All Grades","Mile Run",56.6
"Brooklyn School District","=""0190011""","All Grades","Push Up",58.6
"Brooklyn School District","=""0190011""","All Grades","Sit and Reach",71.7
"Canaan School District","=""0210011""","All Grades","All Tests - District",60.0
"Canaan School District","=""0210011""","All Grades","Curl Up",100.0
"Canaan School District","=""0210011""","All Grades","Mile Run",60.0
"Canaan School District","=""0210011""","All Grades","Push Up",92.0
"Canaan School District","=""0210011""","All Grades","Sit and Reach",100.0
"Canterbury School District","=""0220011""","All Grades","All Tests - District",55.3
"Canterbury School District","=""0220011""","All Grades","Curl Up",73.5
"Canterbury School District","=""0220011""","All Grades","Mile Run",77.6
"Canterbury School District","=""0220011""","All Grades","Push Up",68.8
"Canterbury School District","=""0220011""","All Grades","Sit and Reach",87.6
"Canton School District","=""0230011""","All Grades","All Tests - District",75.0
"Canton School District","=""0230011""","All Grades","Curl Up",97.4
"Canton School District","=""0230011""","All Grades","Mile Run",86.6
"Canton School District","=""0230011""","All Grades","Push Up",95.6
"Canton School District","=""0230011""","All Grades","Sit and Reach",88.1
"Capitol Region Education Council","=""2410014""","All Grades","All Tests - District",33.2
"Capitol Region Education Council","=""2410014""","All Grades","Curl Up",75.4
"Capitol Region Education Council","=""2410014""","All Grades","Mile Run",48.4
"Capitol Region Education Council","=""2410014""","All Grades","Push Up",64.7
"Capitol Region Education Council","=""2410014""","All Grades","Sit and Reach",73.3
"Chaplin School District","=""0240011""","All Grades","All Tests - District",49.0
"Chaplin School District","=""0240011""","All Grades","Curl Up",64.7
"Chaplin School District","=""0240011""","All Grades","Mile Run",90.2
"Chaplin School District","=""0240011""","All Grades","Push Up",66.7
"Chaplin School District","=""0240011""","All Grades","Sit and Reach",100.0
"Cheshire School District","=""0250011""","All Grades","All Tests - District",63.1
"Cheshire School District","=""0250011""","All Grades","Curl Up",88.4
"Cheshire School District","=""0250011""","All Grades","Mile Run",82.8
"Cheshire School District","=""0250011""","All Grades","Push Up",83.7
"Cheshire School District","=""0250011""","All Grades","Sit and Reach",83.7
"Chester School District","=""0260011""","All Grades","All Tests - District",19.5
"Chester School District","=""0260011""","All Grades","Curl Up",65.5
"Chester School District","=""0260011""","All Grades","Mile Run",69.0
"Chester School District","=""0260011""","All Grades","Push Up",65.5
"Chester School District","=""0260011""","All Grades","Sit and Reach",49.4
"Clinton School District","=""0270011""","All Grades","All Tests - District",41.3
"Clinton School District","=""0270011""","All Grades","Curl Up",82.3
"Clinton School District","=""0270011""","All Grades","Mile Run",76.4
"Clinton School District","=""0270011""","All Grades","Push Up",63.2
"Clinton School District","=""0270011""","All Grades","Sit and Reach",74.6
"Colchester School District","=""0280011""","All Grades","All Tests - District",44.8
"Colchester School District","=""0280011""","All Grades","Curl Up",79.9
"Colchester School District","=""0280011""","All Grades","Mile Run",73.6
"Colchester School District","=""0280011""","All Grades","Push Up",63.8
"Colchester School District","=""0280011""","All Grades","Sit and Reach",76.3
"Colebrook School District","=""0290011""","All Grades","All Tests - District",51.3
"Colebrook School District","=""0290011""","All Grades","Curl Up",71.8
"Colebrook School District","=""0290011""","All Grades","Mile Run",87.2
"Colebrook School District","=""0290011""","All Grades","Push Up",76.9
"Colebrook School District","=""0290011""","All Grades","Sit and Reach",59.0
"Columbia School District","=""0300011""","All Grades","All Tests - District",72.8
"Columbia School District","=""0300011""","All Grades","Curl Up",95.7
"Columbia School District","=""0300011""","All Grades","Mile Run",77.8
"Columbia School District","=""0300011""","All Grades","Push Up",89.5
"Columbia School District","=""0300011""","All Grades","Sit and Reach",92.0
"Connecticut Technical High School System","=""9000016""","All Grades","All Tests - District",39.7
"Connecticut Technical High School System","=""9000016""","All Grades","Curl Up",91.0
"Connecticut Technical High School System","=""9000016""","All Grades","Mile Run",47.6
"Connecticut Technical High School System","=""9000016""","All Grades","Push Up",73.2
"Connecticut Technical High School System","=""9000016""","All Grades","Sit and Reach",82.7
"Cooperative Educational Services","=""2430014""","All Grades","All Tests - District",40.6
"Cooperative Educational Services","=""2430014""","All Grades","Curl Up",93.4
"Cooperative Educational Services","=""2430014""","All Grades","Mile Run",50.0
"Cooperative Educational Services","=""2430014""","All Grades","Push Up",86.8
"Cooperative Educational Services","=""2430014""","All Grades","Sit and Reach",78.3
"Cornwall School District","=""0310011""","All Grades","All Tests - District",80.5
"Cornwall School District","=""0310011""","All Grades","Curl Up",87.8
"Cornwall School District","=""0310011""","All Grades","Mile Run",87.8
"Cornwall School District","=""0310011""","All Grades","Push Up",85.4
"Cornwall School District","=""0310011""","All Grades","Sit and Reach",95.1
"Coventry School District","=""0320011""","All Grades","All Tests - District",51.5
"Coventry School District","=""0320011""","All Grades","Curl Up",91.4
"Coventry School District","=""0320011""","All Grades","Mile Run",75.4
"Coventry School District","=""0320011""","All Grades","Push Up",74.1
"Coventry School District","=""0320011""","All Grades","Sit and Reach",82.5
"Cromwell School District","=""0330011""","All Grades","All Tests - District",49.6
"Cromwell School District","=""0330011""","All Grades","Curl Up",88.1
"Cromwell School District","=""0330011""","All Grades","Mile Run",68.8
"Cromwell School District","=""0330011""","All Grades","Push Up",79.7
"Cromwell School District","=""0330011""","All Grades","Sit and Reach",78.4
"Danbury School District","=""0340011""","All Grades","All Tests - District",31.9
"Danbury School District","=""0340011""","All Grades","Curl Up",80.2
"Danbury School District","=""0340011""","All Grades","Mile Run",54.0
"Danbury School District","=""0340011""","All Grades","Push Up",64.5
"Danbury School District","=""0340011""","All Grades","Sit and Reach",71.2
"Darien School District","=""0350011""","All Grades","All Tests - District",76.4
"Darien School District","=""0350011""","All Grades","Curl Up",93.9
"Darien School District","=""0350011""","All Grades","Mile Run",90.8
"Darien School District","=""0350011""","All Grades","Push Up",90.3
"Darien School District","=""0350011""","All Grades","Sit and Reach",90.8
"Deep River School District","=""0360011""","All Grades","All Tests - District",76.8
"Deep River School District","=""0360011""","All Grades","Curl Up",90.9
"Deep River School District","=""0360011""","All Grades","Mile Run",94.9
"Deep River School District","=""0360011""","All Grades","Push Up",85.9
"Deep River School District","=""0360011""","All Grades","Sit and Reach",85.9
"Derby School District","=""0370011""","All Grades","All Tests - District",32.4
"Derby School District","=""0370011""","All Grades","Curl Up",65.6
"Derby School District","=""0370011""","All Grades","Mile Run",56.9
"Derby School District","=""0370011""","All Grades","Push Up",57.9
"Derby School District","=""0370011""","All Grades","Sit and Reach",75.5
"East Granby School District","=""0400011""","All Grades","All Tests - District",48.9
"East Granby School District","=""0400011""","All Grades","Curl Up",87.9
"East Granby School District","=""0400011""","All Grades","Mile Run",58.1
"East Granby School District","=""0400011""","All Grades","Push Up",83.5
"East Granby School District","=""0400011""","All Grades","Sit and Reach",84.6
"East Haddam School District","=""0410011""","All Grades","All Tests - District",33.4
"East Haddam School District","=""0410011""","All Grades","Curl Up",72.2
"East Haddam School District","=""0410011""","All Grades","Mile Run",73.7
"East Haddam School District","=""0410011""","All Grades","Push Up",45.7
"East Haddam School District","=""0410011""","All Grades","Sit and Reach",69.9
"East Hampton School District","=""0420011""","All Grades","All Tests - District",53.5
"East Hampton School District","=""0420011""","All Grades","Curl Up",83.6
"East Hampton School District","=""0420011""","All Grades","Mile Run",79.0
"East Hampton School District","=""0420011""","All Grades","Push Up",71.2
"East Hampton School District","=""0420011""","All Grades","Sit and Reach",77.6
"East Hartford School District","=""0430011""","All Grades","All Tests - District",56.6
"East Hartford School District","=""0430011""","All Grades","Curl Up",84.8
"East Hartford School District","=""0430011""","All Grades","Mile Run",69.5
"East Hartford School District","=""0430011""","All Grades","Push Up",75.9
"East Hartford School District","=""0430011""","All Grades","Sit and Reach",82.9
"East Haven School District","=""0440011""","All Grades","All Tests - District",38.2
"East Haven School District","=""0440011""","All Grades","Curl Up",86.7
"East Haven School District","=""0440011""","All Grades","Mile Run",58.5
"East Haven School District","=""0440011""","All Grades","Push Up",65.1
"East Haven School District","=""0440011""","All Grades","Sit and Reach",88.3
"East Lyme School District","=""0450011""","All Grades","All Tests - District",68.1
"East Lyme School District","=""0450011""","All Grades","Curl Up",87.3
"East Lyme School District","=""0450011""","All Grades","Mile Run",76.2
"East Lyme School District","=""0450011""","All Grades","Push Up",83.0
"East Lyme School District","=""0450011""","All Grades","Sit and Reach",91.3
"East Windsor School District","=""0470011""","All Grades","All Tests - District",34.8
"East Windsor School District","=""0470011""","All Grades","Curl Up",63.3
"East Windsor School District","=""0470011""","All Grades","Mile Run",68.5
"East Windsor School District","=""0470011""","All Grades","Push Up",55.1
"East Windsor School District","=""0470011""","All Grades","Sit and Reach",78.4
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","All Tests - District","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up",73.8
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Mile Run",19.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Push Up",64.3
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Sit and Reach",57.1
"Eastford School District","=""0390011""","All Grades","All Tests - District",84.1
"Eastford School District","=""0390011""","All Grades","Curl Up",87.3
"Eastford School District","=""0390011""","All Grades","Mile Run",87.3
"Eastford School District","=""0390011""","All Grades","Push Up",100.0
"Eastford School District","=""0390011""","All Grades","Sit and Reach",98.4
"Easton School District","=""0460011""","All Grades","All Tests - District",60.4
"Easton School District","=""0460011""","All Grades","Curl Up",89.4
"Easton School District","=""0460011""","All Grades","Mile Run",85.0
"Easton School District","=""0460011""","All Grades","Push Up",81.9
"Easton School District","=""0460011""","All Grades","Sit and Reach",84.7
"Ellington School District","=""0480011""","All Grades","All Tests - District",56.8
"Ellington School District","=""0480011""","All Grades","Curl Up",83.8
"Ellington School District","=""0480011""","All Grades","Mile Run",80.6
"Ellington School District","=""0480011""","All Grades","Push Up",72.2
"Ellington School District","=""0480011""","All Grades","Sit and Reach",84.9
"Elm City College Preparatory School District","=""2890013""","All Grades","All Tests - District",35.5
"Elm City College Preparatory School District","=""2890013""","All Grades","Curl Up",62.5
"Elm City College Preparatory School District","=""2890013""","All Grades","Mile Run",63.8
"Elm City College Preparatory School District","=""2890013""","All Grades","Push Up",62.5
"Elm City College Preparatory School District","=""2890013""","All Grades","Sit and Reach",77.6
"Enfield School District","=""0490011""","All Grades","All Tests - District",57.3
"Enfield School District","=""0490011""","All Grades","Curl Up",86.2
"Enfield School District","=""0490011""","All Grades","Mile Run",76.3
"Enfield School District","=""0490011""","All Grades","Push Up",82.1
"Enfield School District","=""0490011""","All Grades","Sit and Reach",84.7
"Essex School District","=""0500011""","All Grades","All Tests - District",52.6
"Essex School District","=""0500011""","All Grades","Curl Up",96.8
"Essex School District","=""0500011""","All Grades","Mile Run",77.9
"Essex School District","=""0500011""","All Grades","Push Up",74.7
"Essex School District","=""0500011""","All Grades","Sit and Reach",74.0
"Explorations District","=""2720013""","All Grades","All Tests - District",0.0
"Explorations District","=""2720013""","All Grades","Curl Up",73.9
"Explorations District","=""2720013""","All Grades","Mile Run","*"
"Explorations District","=""2720013""","All Grades","Push Up",52.2
"Explorations District","=""2720013""","All Grades","Sit and Reach",69.6
"Fairfield School District","=""0510011""","All Grades","All Tests - District",64.4
"Fairfield School District","=""0510011""","All Grades","Curl Up",88.3
"Fairfield School District","=""0510011""","All Grades","Mile Run",86.4
"Fairfield School District","=""0510011""","All Grades","Push Up",80.2
"Fairfield School District","=""0510011""","All Grades","Sit and Reach",81.6
"Farmington School District","=""0520011""","All Grades","All Tests - District",59.2
"Farmington School District","=""0520011""","All Grades","Curl Up",87.1
"Farmington School District","=""0520011""","All Grades","Mile Run",81.0
"Farmington School District","=""0520011""","All Grades","Push Up",79.1
"Farmington School District","=""0520011""","All Grades","Sit and Reach",81.5
"Franklin School District","=""0530011""","All Grades","All Tests - District",56.5
"Franklin School District","=""0530011""","All Grades","Curl Up",79.0
"Franklin School District","=""0530011""","All Grades","Mile Run",77.4
"Franklin School District","=""0530011""","All Grades","Push Up",77.4
"Franklin School District","=""0530011""","All Grades","Sit and Reach",90.3
"Glastonbury School District","=""0540011""","All Grades","All Tests - District",60.3
"Glastonbury School District","=""0540011""","All Grades","Curl Up",91.5
"Glastonbury School District","=""0540011""","All Grades","Mile Run",82.3
"Glastonbury School District","=""0540011""","All Grades","Push Up",79.0
"Glastonbury School District","=""0540011""","All Grades","Sit and Reach",82.2
"Granby School District","=""0560011""","All Grades","All Tests - District",60.2
"Granby School District","=""0560011""","All Grades","Curl Up",86.1
"Granby School District","=""0560011""","All Grades","Mile Run",88.0
"Granby School District","=""0560011""","All Grades","Push Up",75.5
"Granby School District","=""0560011""","All Grades","Sit and Reach",85.6
"Greenwich School District","=""0570011""","All Grades","All Tests - District",64.1
"Greenwich School District","=""0570011""","All Grades","Curl Up",93.0
"Greenwich School District","=""0570011""","All Grades","Mile Run",88.9
"Greenwich School District","=""0570011""","All Grades","Push Up",76.6
"Greenwich School District","=""0570011""","All Grades","Sit and Reach",81.7
"Griswold School District","=""0580011""","All Grades","All Tests - District",50.5
"Griswold School District","=""0580011""","All Grades","Curl Up",86.4
"Griswold School District","=""0580011""","All Grades","Mile Run",58.9
"Griswold School District","=""0580011""","All Grades","Push Up",81.7
"Griswold School District","=""0580011""","All Grades","Sit and Reach",82.2
"Groton School District","=""0590011""","All Grades","All Tests - District",46.6
"Groton School District","=""0590011""","All Grades","Curl Up",76.7
"Groton School District","=""0590011""","All Grades","Mile Run",64.4
"Groton School District","=""0590011""","All Grades","Push Up",71.4
"Groton School District","=""0590011""","All Grades","Sit and Reach",87.8
"Guilford School District","=""0600011""","All Grades","All Tests - District",66.8
"Guilford School District","=""0600011""","All Grades","Curl Up",92.0
"Guilford School District","=""0600011""","All Grades","Mile Run",87.9
"Guilford School District","=""0600011""","All Grades","Push Up",89.3
"Guilford School District","=""0600011""","All Grades","Sit and Reach",83.9
"Hamden School District","=""0620011""","All Grades","All Tests - District",52.4
"Hamden School District","=""0620011""","All Grades","Curl Up",86.4
"Hamden School District","=""0620011""","All Grades","Mile Run",66.9
"Hamden School District","=""0620011""","All Grades","Push Up",78.2
"Hamden School District","=""0620011""","All Grades","Sit and Reach",85.4
"Hampton School District","=""0630011""","All Grades","All Tests - District",70.4
"Hampton School District","=""0630011""","All Grades","Curl Up",77.8
"Hampton School District","=""0630011""","All Grades","Mile Run",92.6
"Hampton School District","=""0630011""","All Grades","Push Up",85.2
"Hampton School District","=""0630011""","All Grades","Sit and Reach",100.0
"Hartford School District","=""0640011""","All Grades","All Tests - District",37.4
"Hartford School District","=""0640011""","All Grades","Curl Up",65.9
"Hartford School District","=""0640011""","All Grades","Mile Run",59.5
"Hartford School District","=""0640011""","All Grades","Push Up",60.1
"Hartford School District","=""0640011""","All Grades","Sit and Reach",72.9
"Hartland School District","=""0650011""","All Grades","All Tests - District",76.6
"Hartland School District","=""0650011""","All Grades","Curl Up",96.9
"Hartland School District","=""0650011""","All Grades","Mile Run",87.5
"Hartland School District","=""0650011""","All Grades","Push Up",87.5
"Hartland School District","=""0650011""","All Grades","Sit and Reach",95.3
"Hebron School District","=""0670011""","All Grades","All Tests - District",72.3
"Hebron School District","=""0670011""","All Grades","Curl Up",81.8
"Hebron School District","=""0670011""","All Grades","Mile Run",92.4
"Hebron School District","=""0670011""","All Grades","Push Up",89.2
"Hebron School District","=""0670011""","All Grades","Sit and Reach",91.1
"Highville Charter School District","=""2860013""","All Grades","All Tests - District",52.2
"Highville Charter School District","=""2860013""","All Grades","Curl Up",81.2
"Highville Charter School District","=""2860013""","All Grades","Mile Run",85.5
"Highville Charter School District","=""2860013""","All Grades","Push Up",84.1
"Highville Charter School District","=""2860013""","All Grades","Sit and Reach",92.8
"Integrated Day Charter School District","=""2640013""","All Grades","All Tests - District",75.5
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",91.5
"Integrated Day Charter School District","=""2640013""","All Grades","Mile Run",87.2
"Integrated Day Charter School District","=""2640013""","All Grades","Push Up",91.5
"Integrated Day Charter School District","=""2640013""","All Grades","Sit and Reach",89.4
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","All Tests - District",23.0
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",69.9
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Mile Run",41.6
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Push Up",68.1
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Sit and Reach",64.6
"Jumoke Academy District","=""2610013""","All Grades","All Tests - District",11.8
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",42.0
"Jumoke Academy District","=""2610013""","All Grades","Mile Run",47.9
"Jumoke Academy District","=""2610013""","All Grades","Push Up",58.8
"Jumoke Academy District","=""2610013""","All Grades","Sit and Reach",38.7
"Kent School District","=""0680011""","All Grades","All Tests - District",67.0
"Kent School District","=""0680011""","All Grades","Curl Up",92.0
"Kent School District","=""0680011""","All Grades","Mile Run",81.8
"Kent School District","=""0680011""","All Grades","Push Up",86.4
"Kent School District","=""0680011""","All Grades","Sit and Reach",81.8
"Killingly School District","=""0690011""","All Grades","All Tests - District",35.7
"Killingly School District","=""0690011""","All Grades","Curl Up",72.6
"Killingly School District","=""0690011""","All Grades","Mile Run",56.4
"Killingly School District","=""0690011""","All Grades","Push Up",65.7
"Killingly School District","=""0690011""","All Grades","Sit and Reach",80.2
"Learn","=""2450014""","All Grades","All Tests - District",42.4
"Learn","=""2450014""","All Grades","Curl Up",67.4
"Learn","=""2450014""","All Grades","Mile Run",78.5
"Learn","=""2450014""","All Grades","Push Up",68.8
"Learn","=""2450014""","All Grades","Sit and Reach",79.9
"Lebanon School District","=""0710011""","All Grades","All Tests - District",54.1
"Lebanon School District","=""0710011""","All Grades","Curl Up",83.1
"Lebanon School District","=""0710011""","All Grades","Mile Run",75.1
"Lebanon School District","=""0710011""","All Grades","Push Up",78.1
"Lebanon School District","=""0710011""","All Grades","Sit and Reach",79.6
"Ledyard School District","=""0720011""","All Grades","All Tests - District",53.6
"Ledyard School District","=""0720011""","All Grades","Curl Up",89.2
"Ledyard School District","=""0720011""","All Grades","Mile Run",70.5
"Ledyard School District","=""0720011""","All Grades","Push Up",74.9
"Ledyard School District","=""0720011""","All Grades","Sit and Reach",79.0
"Lisbon School District","=""0730011""","All Grades","All Tests - District",41.3
"Lisbon School District","=""0730011""","All Grades","Curl Up",84.1
"Lisbon School District","=""0730011""","All Grades","Mile Run",77.2
"Lisbon School District","=""0730011""","All Grades","Push Up",66.1
"Lisbon School District","=""0730011""","All Grades","Sit and Reach",63.5
"Litchfield School District","=""0740011""","All Grades","All Tests - District",60.1
"Litchfield School District","=""0740011""","All Grades","Curl Up",93.8
"Litchfield School District","=""0740011""","All Grades","Mile Run",75.6
"Litchfield School District","=""0740011""","All Grades","Push Up",83.4
"Litchfield School District","=""0740011""","All Grades","Sit and Reach",88.8
"Madison School District","=""0760011""","All Grades","All Tests - District",65.5
"Madison School District","=""0760011""","All Grades","Curl Up",92.2
"Madison School District","=""0760011""","All Grades","Mile Run",85.2
"Madison School District","=""0760011""","All Grades","Push Up",87.5
"Madison School District","=""0760011""","All Grades","Sit and Reach",85.5
"Manchester School District","=""0770011""","All Grades","All Tests - District",52.5
"Manchester School District","=""0770011""","All Grades","Curl Up",82.3
"Manchester School District","=""0770011""","All Grades","Mile Run",77.1
"Manchester School District","=""0770011""","All Grades","Push Up",71.1
"Manchester School District","=""0770011""","All Grades","Sit and Reach",83.8
"Mansfield School District","=""0780011""","All Grades","All Tests - District",64.3
"Mansfield School District","=""0780011""","All Grades","Curl Up",94.8
"Mansfield School District","=""0780011""","All Grades","Mile Run",81.6
"Mansfield School District","=""0780011""","All Grades","Push Up",76.9
"Mansfield School District","=""0780011""","All Grades","Sit and Reach",85.1
"Marlborough School District","=""0790011""","All Grades","All Tests - District",47.4
"Marlborough School District","=""0790011""","All Grades","Curl Up",83.3
"Marlborough School District","=""0790011""","All Grades","Mile Run",84.9
"Marlborough School District","=""0790011""","All Grades","Push Up",75.5
"Marlborough School District","=""0790011""","All Grades","Sit and Reach",71.9
"Meriden School District","=""0800011""","All Grades","All Tests - District",29.3
"Meriden School District","=""0800011""","All Grades","Curl Up",67.6
"Meriden School District","=""0800011""","All Grades","Mile Run",55.0
"Meriden School District","=""0800011""","All Grades","Push Up",59.9
"Meriden School District","=""0800011""","All Grades","Sit and Reach",75.6
"Middletown School District","=""0830011""","All Grades","All Tests - District",39.3
"Middletown School District","=""0830011""","All Grades","Curl Up",76.0
"Middletown School District","=""0830011""","All Grades","Mile Run",66.4
"Middletown School District","=""0830011""","All Grades","Push Up",61.2
"Middletown School District","=""0830011""","All Grades","Sit and Reach",78.3
"Milford School District","=""0840011""","All Grades","All Tests - District",51.6
"Milford School District","=""0840011""","All Grades","Curl Up",88.8
"Milford School District","=""0840011""","All Grades","Mile Run",68.8
"Milford School District","=""0840011""","All Grades","Push Up",78.2
"Milford School District","=""0840011""","All Grades","Sit and Reach",85.5
