"Physical Fitness Tests: Students Reaching Health Standard, 2012-13"
"All Districts, Curl Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"New Hartford School District","=""0920011""","All Grades","Curl Up",97.6
"New Haven School District","=""0930011""","All Grades","Curl Up",77.2
"New London School District","=""0950011""","All Grades","Curl Up",73.4
"New Milford School District","=""0960011""","All Grades","Curl Up",75.1
"Newington School District","=""0940011""","All Grades","Curl Up",91.5
"Newtown School District","=""0970011""","All Grades","Curl Up",95.3
"Norfolk School District","=""0980011""","All Grades","Curl Up",97.4
"North Branford School District","=""0990011""","All Grades","Curl Up",92.8
"North Canaan School District","=""1000011""","All Grades","Curl Up",88.1
"North Haven School District","=""1010011""","All Grades","Curl Up",85.0
"North Stonington School District","=""1020011""","All Grades","Curl Up",95.9
"Norwalk School District","=""1030011""","All Grades","Curl Up",82.7
"Norwich Free Academy District","=""9010022""","All Grades","Curl Up",84.5
"Norwich School District","=""1040011""","All Grades","Curl Up",76.7
"Odyssey Community School District","=""2630013""","All Grades","Curl Up",86.3
"Old Saybrook School District","=""1060011""","All Grades","Curl Up",90.2
"Orange School District","=""1070011""","All Grades","Curl Up",84.4
"Oxford School District","=""1080011""","All Grades","Curl Up",92.4
"Park City Prep Charter School District","=""2830013""","All Grades","Curl Up",59.9
"Plainfield School District","=""1090011""","All Grades","Curl Up",89.9
"Plainville School District","=""1100011""","All Grades","Curl Up",91.3
"Plymouth School District","=""1110011""","All Grades","Curl Up",88.2
"Pomfret School District","=""1120011""","All Grades","Curl Up",76.9
"Portland School District","=""1130011""","All Grades","Curl Up",76.0
"Preston School District","=""1140011""","All Grades","Curl Up",89.5
"Putnam School District","=""1160011""","All Grades","Curl Up",74.9
"Redding School District","=""1170011""","All Grades","Curl Up",93.1
"Regional School District 01","=""2010012""","All Grades","Curl Up",46.9
"Regional School District 04","=""2040012""","All Grades","Curl Up",76.7
"Regional School District 05","=""2050012""","All Grades","Curl Up",96.4
"Regional School District 06","=""2060012""","All Grades","Curl Up",86.4
"Regional School District 07","=""2070012""","All Grades","Curl Up",82.2
"Regional School District 08","=""2080012""","All Grades","Curl Up",92.8
"Regional School District 10","=""2100012""","All Grades","Curl Up",90.7
"Regional School District 11","=""2110012""","All Grades","Curl Up",93.1
"Regional School District 12","=""2120012""","All Grades","Curl Up",91.7
"Regional School District 13","=""2130012""","All Grades","Curl Up",91.0
"Regional School District 14","=""2140012""","All Grades","Curl Up",93.3
"Regional School District 15","=""2150012""","All Grades","Curl Up",84.4
"Regional School District 16","=""2160012""","All Grades","Curl Up",89.8
"Regional School District 17","=""2170012""","All Grades","Curl Up",83.9
"Regional School District 18","=""2180012""","All Grades","Curl Up",91.3
"Regional School District 19","=""2190012""","All Grades","Curl Up",74.1
"Ridgefield School District","=""1180011""","All Grades","Curl Up",90.5
"Rocky Hill School District","=""1190011""","All Grades","Curl Up",89.3
"Salem School District","=""1210011""","All Grades","Curl Up",96.4
"Salisbury School District","=""1220011""","All Grades","Curl Up",73.5
"Scotland School District","=""1230011""","All Grades","Curl Up",94.7
"Seymour School District","=""1240011""","All Grades","Curl Up",86.6
"Sharon School District","=""1250011""","All Grades","Curl Up",87.3
"Shelton School District","=""1260011""","All Grades","Curl Up",91.9
"Sherman School District","=""1270011""","All Grades","Curl Up",76.7
"Side By Side Charter School District","=""2700013""","All Grades","Curl Up",91.9
"Simsbury School District","=""1280011""","All Grades","Curl Up",87.3
"Somers School District","=""1290011""","All Grades","Curl Up",83.0
"South Windsor School District","=""1320011""","All Grades","Curl Up",91.5
"Southington School District","=""1310011""","All Grades","Curl Up",86.2
"Sprague School District","=""1330011""","All Grades","Curl Up",70.3
"Stafford School District","=""1340011""","All Grades","Curl Up",76.8
"Stamford Academy District","=""2820013""","All Grades","Curl Up",88.5
"Stamford School District","=""1350011""","All Grades","Curl Up",84.7
"Sterling School District","=""1360011""","All Grades","Curl Up",93.1
"Stonington School District","=""1370011""","All Grades","Curl Up",90.8
"Stratford School District","=""1380011""","All Grades","Curl Up",91.7
"Suffield School District","=""1390011""","All Grades","Curl Up",74.1
"The Bridge Academy District","=""2690013""","All Grades","Curl Up",46.8
"The Gilbert School District","=""9020022""","All Grades","Curl Up",76.3
"Thomaston School District","=""1400011""","All Grades","Curl Up",90.1
"Thompson School District","=""1410011""","All Grades","Curl Up",79.8
"Tolland School District","=""1420011""","All Grades","Curl Up",95.5
"Torrington School District","=""1430011""","All Grades","Curl Up",56.1
"Trailblazers Academy District","=""2780013""","All Grades","Curl Up",79.7
"Trumbull School District","=""1440011""","All Grades","Curl Up",91.1
"Union School District","=""1450011""","All Grades","Curl Up",100.0
"Vernon School District","=""1460011""","All Grades","Curl Up",82.0
"Voluntown School District","=""1470011""","All Grades","Curl Up",93.8
"Wallingford School District","=""1480011""","All Grades","Curl Up",86.9
"Waterbury School District","=""1510011""","All Grades","Curl Up",83.3
"Waterford School District","=""1520011""","All Grades","Curl Up",80.5
"Watertown School District","=""1530011""","All Grades","Curl Up",80.9
"West Hartford School District","=""1550011""","All Grades","Curl Up",89.2
"West Haven School District","=""1560011""","All Grades","Curl Up",70.2
"Westbrook School District","=""1540011""","All Grades","Curl Up",92.9
"Weston School District","=""1570011""","All Grades","Curl Up",92.0
"Westport School District","=""1580011""","All Grades","Curl Up",88.5
"Wethersfield School District","=""1590011""","All Grades","Curl Up",76.4
"Willington School District","=""1600011""","All Grades","Curl Up",90.9
"Wilton School District","=""1610011""","All Grades","Curl Up",97.4
"Winchester School District","=""1620011""","All Grades","Curl Up",72.3
"Windham School District","=""1630011""","All Grades","Curl Up",87.5
"Windsor Locks School District","=""1650011""","All Grades","Curl Up",79.8
"Windsor School District","=""1640011""","All Grades","Curl Up",75.5
"Wolcott School District","=""1660011""","All Grades","Curl Up",92.3
"Woodbridge School District","=""1670011""","All Grades","Curl Up",89.1
"Woodstock Academy District","=""9030022""","All Grades","Curl Up",81.5
"Woodstock School District","=""1690011""","All Grades","Curl Up",82.6

