"Physical Fitness Tests: Students Reaching Health Standard, 2013-14"
"All Districts, Push Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"New Britain School District","=""0890011""","All Grades","Push Up",60.0
"New Canaan School District","=""0900011""","All Grades","Push Up",93.0
"New Fairfield School District","=""0910011""","All Grades","Push Up",85.1
"New Hartford School District","=""0920011""","All Grades","Push Up",75.2
"New Haven School District","=""0930011""","All Grades","Push Up",60.4
"New London School District","=""0950011""","All Grades","Push Up",58.0
"New Milford School District","=""0960011""","All Grades","Push Up",61.8
"Newington School District","=""0940011""","All Grades","Push Up",67.6
"Newtown School District","=""0970011""","All Grades","Push Up",86.7
"Norfolk School District","=""0980011""","All Grades","Push Up",47.1
"North Branford School District","=""0990011""","All Grades","Push Up",84.9
"North Canaan School District","=""1000011""","All Grades","Push Up",53.0
"North Haven School District","=""1010011""","All Grades","Push Up",71.1
"North Stonington School District","=""1020011""","All Grades","Push Up",64.5
"Norwalk School District","=""1030011""","All Grades","Push Up",74.2
"Norwich Free Academy District","=""9010022""","All Grades","Push Up",66.1
"Norwich School District","=""1040011""","All Grades","Push Up",57.2
"Odyssey Community School District","=""2630013""","All Grades","Push Up",51.4
"Old Saybrook School District","=""1060011""","All Grades","Push Up",77.8
"Orange School District","=""1070011""","All Grades","Push Up",67.9
"Oxford School District","=""1080011""","All Grades","Push Up",74.3
"Park City Prep Charter School District","=""2830013""","All Grades","Push Up",65.6
"Plainfield School District","=""1090011""","All Grades","Push Up",74.0
"Plainville School District","=""1100011""","All Grades","Push Up",79.4
"Plymouth School District","=""1110011""","All Grades","Push Up",68.1
"Pomfret School District","=""1120011""","All Grades","Push Up",63.9
"Portland School District","=""1130011""","All Grades","Push Up",69.5
"Preston School District","=""1140011""","All Grades","Push Up",70.6
"Putnam School District","=""1160011""","All Grades","Push Up",72.1
"Redding School District","=""1170011""","All Grades","Push Up",90.8
"Regional School District 01","=""2010012""","All Grades","Push Up",78.0
"Regional School District 04","=""2040012""","All Grades","Push Up",69.0
"Regional School District 05","=""2050012""","All Grades","Push Up",90.8
"Regional School District 06","=""2060012""","All Grades","Push Up",85.3
"Regional School District 07","=""2070012""","All Grades","Push Up",56.9
"Regional School District 08","=""2080012""","All Grades","Push Up",82.7
"Regional School District 10","=""2100012""","All Grades","Push Up",83.2
"Regional School District 11","=""2110012""","All Grades","Push Up",81.6
"Regional School District 12","=""2120012""","All Grades","Push Up",83.7
"Regional School District 13","=""2130012""","All Grades","Push Up",78.8
"Regional School District 14","=""2140012""","All Grades","Push Up",73.3
"Regional School District 15","=""2150012""","All Grades","Push Up",78.1
"Regional School District 16","=""2160012""","All Grades","Push Up",79.5
"Regional School District 17","=""2170012""","All Grades","Push Up",83.6
"Regional School District 18","=""2180012""","All Grades","Push Up",76.8
"Regional School District 19","=""2190012""","All Grades","Push Up",82.3
"Ridgefield School District","=""1180011""","All Grades","Push Up",84.8
"Rocky Hill School District","=""1190011""","All Grades","Push Up",79.8
"Salem School District","=""1210011""","All Grades","Push Up",60.0
"Salisbury School District","=""1220011""","All Grades","Push Up",67.0
"Scotland School District","=""1230011""","All Grades","Push Up",48.3
"Seymour School District","=""1240011""","All Grades","Push Up",72.2
"Sharon School District","=""1250011""","All Grades","Push Up",54.9
"Shelton School District","=""1260011""","All Grades","Push Up",77.9
"Sherman School District","=""1270011""","All Grades","Push Up",82.9
"Side By Side Charter School District","=""2700013""","All Grades","Push Up",77.3
"Simsbury School District","=""1280011""","All Grades","Push Up",84.3
"Somers School District","=""1290011""","All Grades","Push Up",72.1
"South Windsor School District","=""1320011""","All Grades","Push Up",78.7
"Southington School District","=""1310011""","All Grades","Push Up",75.8
"Sprague School District","=""1330011""","All Grades","Push Up",72.9
"Stafford School District","=""1340011""","All Grades","Push Up",63.8
"Stamford Academy District","=""2820013""","All Grades","Push Up",30.0
"Stamford School District","=""1350011""","All Grades","Push Up",71.0
"Sterling School District","=""1360011""","All Grades","Push Up",79.9
"Stonington School District","=""1370011""","All Grades","Push Up",78.7
"Stratford School District","=""1380011""","All Grades","Push Up",82.4
"Suffield School District","=""1390011""","All Grades","Push Up",70.1
"The Bridge Academy District","=""2690013""","All Grades","Push Up",56.7
"The Gilbert School District","=""9020022""","All Grades","Push Up",61.3
"Thomaston School District","=""1400011""","All Grades","Push Up",61.8
"Thompson School District","=""1410011""","All Grades","Push Up",76.3
"Tolland School District","=""1420011""","All Grades","Push Up",74.4
"Torrington School District","=""1430011""","All Grades","Push Up",69.0
"Trailblazers Academy District","=""2780013""","All Grades","Push Up",61.0
"Trumbull School District","=""1440011""","All Grades","Push Up",82.0
"Union School District","=""1450011""","All Grades","Push Up",100.0
"Vernon School District","=""1460011""","All Grades","Push Up",77.8
"Voluntown School District","=""1470011""","All Grades","Push Up",76.5
"Wallingford School District","=""1480011""","All Grades","Push Up",69.0
"Waterbury School District","=""1510011""","All Grades","Push Up",65.6
"Waterford School District","=""1520011""","All Grades","Push Up",75.2
"Watertown School District","=""1530011""","All Grades","Push Up",78.5
"West Hartford School District","=""1550011""","All Grades","Push Up",82.2
"West Haven School District","=""1560011""","All Grades","Push Up",50.1
"Westbrook School District","=""1540011""","All Grades","Push Up",74.7
"Weston School District","=""1570011""","All Grades","Push Up",75.0
"Westport School District","=""1580011""","All Grades","Push Up",84.2
"Wethersfield School District","=""1590011""","All Grades","Push Up",64.2
"Willington School District","=""1600011""","All Grades","Push Up",72.4
"Wilton School District","=""1610011""","All Grades","Push Up",94.1
"Winchester School District","=""1620011""","All Grades","Push Up",78.1
"Windham School District","=""1630011""","All Grades","Push Up",73.7
"Windsor Locks School District","=""1650011""","All Grades","Push Up",59.0
"Windsor School District","=""1640011""","All Grades","Push Up",60.5
"Wolcott School District","=""1660011""","All Grades","Push Up",82.3
"Woodbridge School District","=""1670011""","All Grades","Push Up",69.8
"Woodstock Academy District","=""9030022""","All Grades","Push Up",81.1
"Woodstock School District","=""1690011""","All Grades","Push Up",72.6

