"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"East Hartford School District","=""0430011""","All Grades","Mile Run",62.2
"East Hartford School District","=""0430011""","All Grades","Push Up",73.0
"East Hartford School District","=""0430011""","All Grades","Sit and Reach",84.5
"East Haven School District","=""0440011""","All Grades","All Tests - District",49.4
"East Haven School District","=""0440011""","All Grades","Curl Up",83.9
"East Haven School District","=""0440011""","All Grades","Mile Run",59.3
"East Haven School District","=""0440011""","All Grades","Push Up",73.9
"East Haven School District","=""0440011""","All Grades","Sit and Reach",88.3
"East Lyme School District","=""0450011""","All Grades","All Tests - District",63.3
"East Lyme School District","=""0450011""","All Grades","Curl Up",89.5
"East Lyme School District","=""0450011""","All Grades","Mile Run",78.1
"East Lyme School District","=""0450011""","All Grades","Push Up",83.9
"East Lyme School District","=""0450011""","All Grades","Sit and Reach",85.5
"East Windsor School District","=""0470011""","All Grades","All Tests - District",45.6
"East Windsor School District","=""0470011""","All Grades","Curl Up",85.1
"East Windsor School District","=""0470011""","All Grades","Mile Run",70.0
"East Windsor School District","=""0470011""","All Grades","Push Up",60.7
"East Windsor School District","=""0470011""","All Grades","Sit and Reach",75.9
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","All Tests - District",19.7
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up",74.6
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Mile Run",28.2
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Push Up",67.6
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Sit and Reach",66.2
"Eastford School District","=""0390011""","All Grades","All Tests - District",75.0
"Eastford School District","=""0390011""","All Grades","Curl Up",89.6
"Eastford School District","=""0390011""","All Grades","Mile Run",81.3
"Eastford School District","=""0390011""","All Grades","Push Up",77.1
"Eastford School District","=""0390011""","All Grades","Sit and Reach",95.8
"Easton School District","=""0460011""","All Grades","All Tests - District",68.4
"Easton School District","=""0460011""","All Grades","Curl Up",93.4
"Easton School District","=""0460011""","All Grades","Mile Run",83.0
"Easton School District","=""0460011""","All Grades","Push Up",84.3
"Easton School District","=""0460011""","All Grades","Sit and Reach",88.5
"Ellington School District","=""0480011""","All Grades","All Tests - District",49.4
"Ellington School District","=""0480011""","All Grades","Curl Up",77.1
"Ellington School District","=""0480011""","All Grades","Mile Run",82.5
"Ellington School District","=""0480011""","All Grades","Push Up",71.5
"Ellington School District","=""0480011""","All Grades","Sit and Reach",83.3
"Elm City College Preparatory School District","=""2890013""","All Grades","All Tests - District",34.0
"Elm City College Preparatory School District","=""2890013""","All Grades","Curl Up",59.1
"Elm City College Preparatory School District","=""2890013""","All Grades","Mile Run",69.2
"Elm City College Preparatory School District","=""2890013""","All Grades","Push Up",57.2
"Elm City College Preparatory School District","=""2890013""","All Grades","Sit and Reach",64.2
"Enfield School District","=""0490011""","All Grades","All Tests - District",53.6
"Enfield School District","=""0490011""","All Grades","Curl Up",88.8
"Enfield School District","=""0490011""","All Grades","Mile Run",71.1
"Enfield School District","=""0490011""","All Grades","Push Up",75.0
"Enfield School District","=""0490011""","All Grades","Sit and Reach",83.5
"Essex School District","=""0500011""","All Grades","All Tests - District",54.7
"Essex School District","=""0500011""","All Grades","Curl Up",94.3
"Essex School District","=""0500011""","All Grades","Mile Run",75.5
"Essex School District","=""0500011""","All Grades","Push Up",74.2
"Essex School District","=""0500011""","All Grades","Sit and Reach",83.6
"Explorations District","=""2720013""","All Grades","All Tests - District","*"
"Explorations District","=""2720013""","All Grades","Curl Up","*"
"Explorations District","=""2720013""","All Grades","Mile Run","*"
"Explorations District","=""2720013""","All Grades","Push Up","*"
"Explorations District","=""2720013""","All Grades","Sit and Reach","*"
"Fairfield School District","=""0510011""","All Grades","All Tests - District",65.2
"Fairfield School District","=""0510011""","All Grades","Curl Up",88.7
"Fairfield School District","=""0510011""","All Grades","Mile Run",85.1
"Fairfield School District","=""0510011""","All Grades","Push Up",79.4
"Fairfield School District","=""0510011""","All Grades","Sit and Reach",82.5
"Farmington School District","=""0520011""","All Grades","All Tests - District",55.4
"Farmington School District","=""0520011""","All Grades","Curl Up",83.6
"Farmington School District","=""0520011""","All Grades","Mile Run",78.2
"Farmington School District","=""0520011""","All Grades","Push Up",72.2
"Farmington School District","=""0520011""","All Grades","Sit and Reach",83.5
"Franklin School District","=""0530011""","All Grades","All Tests - District",42.7
"Franklin School District","=""0530011""","All Grades","Curl Up",72.0
"Franklin School District","=""0530011""","All Grades","Mile Run",68.0
"Franklin School District","=""0530011""","All Grades","Push Up",66.7
"Franklin School District","=""0530011""","All Grades","Sit and Reach",81.3
"Glastonbury School District","=""0540011""","All Grades","All Tests - District",60.7
"Glastonbury School District","=""0540011""","All Grades","Curl Up",87.6
"Glastonbury School District","=""0540011""","All Grades","Mile Run",82.1
"Glastonbury School District","=""0540011""","All Grades","Push Up",76.5
"Glastonbury School District","=""0540011""","All Grades","Sit and Reach",84.4
"Granby School District","=""0560011""","All Grades","All Tests - District",59.8
"Granby School District","=""0560011""","All Grades","Curl Up",83.4
"Granby School District","=""0560011""","All Grades","Mile Run",85.1
"Granby School District","=""0560011""","All Grades","Push Up",78.1
"Granby School District","=""0560011""","All Grades","Sit and Reach",85.4
"Greenwich School District","=""0570011""","All Grades","All Tests - District",68.6
"Greenwich School District","=""0570011""","All Grades","Curl Up",94.1
"Greenwich School District","=""0570011""","All Grades","Mile Run",91.7
"Greenwich School District","=""0570011""","All Grades","Push Up",80.8
"Greenwich School District","=""0570011""","All Grades","Sit and Reach",84.2
"Griswold School District","=""0580011""","All Grades","All Tests - District",45.2
"Griswold School District","=""0580011""","All Grades","Curl Up",66.8
"Griswold School District","=""0580011""","All Grades","Mile Run",66.1
"Griswold School District","=""0580011""","All Grades","Push Up",76.8
"Griswold School District","=""0580011""","All Grades","Sit and Reach",81.6
"Groton School District","=""0590011""","All Grades","All Tests - District",46.8
"Groton School District","=""0590011""","All Grades","Curl Up",81.0
"Groton School District","=""0590011""","All Grades","Mile Run",61.6
"Groton School District","=""0590011""","All Grades","Push Up",73.6
"Groton School District","=""0590011""","All Grades","Sit and Reach",83.8
"Guilford School District","=""0600011""","All Grades","All Tests - District",71.4
"Guilford School District","=""0600011""","All Grades","Curl Up",94.3
"Guilford School District","=""0600011""","All Grades","Mile Run",84.4
"Guilford School District","=""0600011""","All Grades","Push Up",87.3
"Guilford School District","=""0600011""","All Grades","Sit and Reach",89.7
"Hamden School District","=""0620011""","All Grades","All Tests - District",47.1
"Hamden School District","=""0620011""","All Grades","Curl Up",81.9
"Hamden School District","=""0620011""","All Grades","Mile Run",67.1
"Hamden School District","=""0620011""","All Grades","Push Up",76.4
"Hamden School District","=""0620011""","All Grades","Sit and Reach",81.4
"Hampton School District","=""0630011""","All Grades","All Tests - District",68.3
"Hampton School District","=""0630011""","All Grades","Curl Up",95.1
"Hampton School District","=""0630011""","All Grades","Mile Run",78.0
"Hampton School District","=""0630011""","All Grades","Push Up",85.4
"Hampton School District","=""0630011""","All Grades","Sit and Reach",92.7
"Hartford School District","=""0640011""","All Grades","All Tests - District",35.3
"Hartford School District","=""0640011""","All Grades","Curl Up",72.1
"Hartford School District","=""0640011""","All Grades","Mile Run",58.4
"Hartford School District","=""0640011""","All Grades","Push Up",59.5
"Hartford School District","=""0640011""","All Grades","Sit and Reach",76.4
"Hartland School District","=""0650011""","All Grades","All Tests - District",76.3
"Hartland School District","=""0650011""","All Grades","Curl Up",96.6
"Hartland School District","=""0650011""","All Grades","Mile Run",89.8
"Hartland School District","=""0650011""","All Grades","Push Up",83.1
"Hartland School District","=""0650011""","All Grades","Sit and Reach",93.2
"Hebron School District","=""0670011""","All Grades","All Tests - District",41.1
"Hebron School District","=""0670011""","All Grades","Curl Up",82.3
"Hebron School District","=""0670011""","All Grades","Mile Run",62.9
"Hebron School District","=""0670011""","All Grades","Push Up",84.6
"Hebron School District","=""0670011""","All Grades","Sit and Reach",82.0
"Highville Charter School District","=""2860013""","All Grades","All Tests - District",44.1
"Highville Charter School District","=""2860013""","All Grades","Curl Up",95.6
"Highville Charter School District","=""2860013""","All Grades","Mile Run",83.8
"Highville Charter School District","=""2860013""","All Grades","Push Up",85.3
"Highville Charter School District","=""2860013""","All Grades","Sit and Reach",60.3
"Integrated Day Charter School District","=""2640013""","All Grades","All Tests - District",75.2
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",88.1
"Integrated Day Charter School District","=""2640013""","All Grades","Mile Run",87.1
"Integrated Day Charter School District","=""2640013""","All Grades","Push Up",91.1
"Integrated Day Charter School District","=""2640013""","All Grades","Sit and Reach",95.0
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","All Tests - District",15.8
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",27.5
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Mile Run",60.8
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Push Up",65.8
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Sit and Reach",69.2
"Jumoke Academy District","=""2610013""","All Grades","All Tests - District",18.9
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",66.0
"Jumoke Academy District","=""2610013""","All Grades","Mile Run",44.3
"Jumoke Academy District","=""2610013""","All Grades","Push Up",60.4
"Jumoke Academy District","=""2610013""","All Grades","Sit and Reach",79.2
"Kent School District","=""0680011""","All Grades","All Tests - District",47.4
"Kent School District","=""0680011""","All Grades","Curl Up",73.1
"Kent School District","=""0680011""","All Grades","Mile Run",71.8
"Kent School District","=""0680011""","All Grades","Push Up",73.1
"Kent School District","=""0680011""","All Grades","Sit and Reach",73.1
"Killingly School District","=""0690011""","All Grades","All Tests - District",44.1
"Killingly School District","=""0690011""","All Grades","Curl Up",83.1
"Killingly School District","=""0690011""","All Grades","Mile Run",56.8
"Killingly School District","=""0690011""","All Grades","Push Up",66.4
"Killingly School District","=""0690011""","All Grades","Sit and Reach",88.0
"Learn","=""2450014""","All Grades","All Tests - District",41.7
"Learn","=""2450014""","All Grades","Curl Up",72.7
"Learn","=""2450014""","All Grades","Mile Run",70.5
"Learn","=""2450014""","All Grades","Push Up",77.3
"Learn","=""2450014""","All Grades","Sit and Reach",65.2
"Lebanon School District","=""0710011""","All Grades","All Tests - District",55.9
"Lebanon School District","=""0710011""","All Grades","Curl Up",86.0
"Lebanon School District","=""0710011""","All Grades","Mile Run",71.9
"Lebanon School District","=""0710011""","All Grades","Push Up",80.4
"Lebanon School District","=""0710011""","All Grades","Sit and Reach",82.6
"Ledyard School District","=""0720011""","All Grades","All Tests - District",48.8
"Ledyard School District","=""0720011""","All Grades","Curl Up",75.5
"Ledyard School District","=""0720011""","All Grades","Mile Run",67.7
"Ledyard School District","=""0720011""","All Grades","Push Up",72.0
"Ledyard School District","=""0720011""","All Grades","Sit and Reach",77.3
"Lisbon School District","=""0730011""","All Grades","All Tests - District",37.4
"Lisbon School District","=""0730011""","All Grades","Curl Up",82.1
"Lisbon School District","=""0730011""","All Grades","Mile Run",75.3
"Lisbon School District","=""0730011""","All Grades","Push Up",48.9
"Lisbon School District","=""0730011""","All Grades","Sit and Reach",73.2
"Litchfield School District","=""0740011""","All Grades","All Tests - District",63.6
"Litchfield School District","=""0740011""","All Grades","Curl Up",95.0
"Litchfield School District","=""0740011""","All Grades","Mile Run",90.1
"Litchfield School District","=""0740011""","All Grades","Push Up",68.0
"Litchfield School District","=""0740011""","All Grades","Sit and Reach",94.2
"Madison School District","=""0760011""","All Grades","All Tests - District",58.0
"Madison School District","=""0760011""","All Grades","Curl Up",90.9
"Madison School District","=""0760011""","All Grades","Mile Run",83.7
"Madison School District","=""0760011""","All Grades","Push Up",84.0
"Madison School District","=""0760011""","All Grades","Sit and Reach",82.2
"Manchester School District","=""0770011""","All Grades","All Tests - District",42.6
"Manchester School District","=""0770011""","All Grades","Curl Up",77.3
"Manchester School District","=""0770011""","All Grades","Mile Run",71.7
"Manchester School District","=""0770011""","All Grades","Push Up",67.0
"Manchester School District","=""0770011""","All Grades","Sit and Reach",79.2
"Mansfield School District","=""0780011""","All Grades","All Tests - District",64.5
"Mansfield School District","=""0780011""","All Grades","Curl Up",94.6
"Mansfield School District","=""0780011""","All Grades","Mile Run",79.2
"Mansfield School District","=""0780011""","All Grades","Push Up",80.4
"Mansfield School District","=""0780011""","All Grades","Sit and Reach",89.0
"Marlborough School District","=""0790011""","All Grades","All Tests - District",47.2
"Marlborough School District","=""0790011""","All Grades","Curl Up",82.8
"Marlborough School District","=""0790011""","All Grades","Mile Run",81.1
"Marlborough School District","=""0790011""","All Grades","Push Up",66.1
"Marlborough School District","=""0790011""","All Grades","Sit and Reach",76.7
"Meriden School District","=""0800011""","All Grades","All Tests - District",32.0
"Meriden School District","=""0800011""","All Grades","Curl Up",73.3
"Meriden School District","=""0800011""","All Grades","Mile Run",55.9
"Meriden School District","=""0800011""","All Grades","Push Up",61.8
"Meriden School District","=""0800011""","All Grades","Sit and Reach",71.1
"Middletown School District","=""0830011""","All Grades","All Tests - District",38.4
"Middletown School District","=""0830011""","All Grades","Curl Up",73.3
"Middletown School District","=""0830011""","All Grades","Mile Run",64.3
"Middletown School District","=""0830011""","All Grades","Push Up",61.5
