"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts, Push Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Deep River School District","=""0360011""","All Grades","Push Up",90.9
"Derby School District","=""0370011""","All Grades","Push Up",64.6
"East Granby School District","=""0400011""","All Grades","Push Up",78.5
"East Haddam School District","=""0410011""","All Grades","Push Up",49.0
"East Hampton School District","=""0420011""","All Grades","Push Up",76.6
"East Hartford School District","=""0430011""","All Grades","Push Up",72.3
"East Haven School District","=""0440011""","All Grades","Push Up",64.6
"East Lyme School District","=""0450011""","All Grades","Push Up",87.2
"East Windsor School District","=""0470011""","All Grades","Push Up",56.4
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Push Up",57.5
"Eastford School District","=""0390011""","All Grades","Push Up",83.7
"Easton School District","=""0460011""","All Grades","Push Up",73.1
"Ellington School District","=""0480011""","All Grades","Push Up",66.3
"Elm City College Preparatory School District","=""2890013""","All Grades","Push Up",57.7
"Enfield School District","=""0490011""","All Grades","Push Up",80.1
"Essex School District","=""0500011""","All Grades","Push Up",62.7
"Explorations District","=""2720013""","All Grades","Push Up",73.9
"Fairfield School District","=""0510011""","All Grades","Push Up",77.8
"Farmington School District","=""0520011""","All Grades","Push Up",74.8
"Franklin School District","=""0530011""","All Grades","Push Up",82.8
"Glastonbury School District","=""0540011""","All Grades","Push Up",74.9
"Granby School District","=""0560011""","All Grades","Push Up",78.4
"Greenwich School District","=""0570011""","All Grades","Push Up",81.8
"Griswold School District","=""0580011""","All Grades","Push Up",76.5
"Groton School District","=""0590011""","All Grades","Push Up",70.6
"Guilford School District","=""0600011""","All Grades","Push Up",79.9
"Hamden School District","=""0620011""","All Grades","Push Up",79.4
"Hampton School District","=""0630011""","All Grades","Push Up",84.6
"Hartford School District","=""0640011""","All Grades","Push Up",61.7
"Hartland School District","=""0650011""","All Grades","Push Up",82.8
"Hebron School District","=""0670011""","All Grades","Push Up",89.8
"Highville Charter School District","=""2860013""","All Grades","Push Up",51.7
"Integrated Day Charter School District","=""2640013""","All Grades","Push Up",83.8
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Push Up",82.3
"Jumoke Academy District","=""2610013""","All Grades","Push Up",52.0
"Kent School District","=""0680011""","All Grades","Push Up",75.0
"Killingly School District","=""0690011""","All Grades","Push Up",67.6
"Learn","=""2450014""","All Grades","Push Up",66.3
"Lebanon School District","=""0710011""","All Grades","Push Up",81.0
"Ledyard School District","=""0720011""","All Grades","Push Up",78.6
"Lisbon School District","=""0730011""","All Grades","Push Up",52.3
"Litchfield School District","=""0740011""","All Grades","Push Up",84.0
"Madison School District","=""0760011""","All Grades","Push Up",85.2
"Manchester School District","=""0770011""","All Grades","Push Up",73.8
"Mansfield School District","=""0780011""","All Grades","Push Up",78.6
"Marlborough School District","=""0790011""","All Grades","Push Up",73.2
"Meriden School District","=""0800011""","All Grades","Push Up",59.5
"Middletown School District","=""0830011""","All Grades","Push Up",60.5
"Milford School District","=""0840011""","All Grades","Push Up",82.7
"Monroe School District","=""0850011""","All Grades","Push Up",79.9
"Montville School District","=""0860011""","All Grades","Push Up",58.0
"Naugatuck School District","=""0880011""","All Grades","Push Up",67.6
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Push Up",35.1
"New Britain School District","=""0890011""","All Grades","Push Up",54.2
"New Canaan School District","=""0900011""","All Grades","Push Up",91.8
"New Fairfield School District","=""0910011""","All Grades","Push Up",89.4
"New Hartford School District","=""0920011""","All Grades","Push Up",63.6
"New Haven School District","=""0930011""","All Grades","Push Up",59.1
"New London School District","=""0950011""","All Grades","Push Up",53.4
"New Milford School District","=""0960011""","All Grades","Push Up",65.6
"Newington School District","=""0940011""","All Grades","Push Up",65.7
"Newtown School District","=""0970011""","All Grades","Push Up",89.9
"Norfolk School District","=""0980011""","All Grades","Push Up",60.7
"North Branford School District","=""0990011""","All Grades","Push Up",83.5
"North Canaan School District","=""1000011""","All Grades","Push Up",51.7
"North Haven School District","=""1010011""","All Grades","Push Up",74.3
"North Stonington School District","=""1020011""","All Grades","Push Up",79.3
"Norwalk School District","=""1030011""","All Grades","Push Up",73.2
"Norwich Free Academy District","=""9010022""","All Grades","Push Up",71.2
"Norwich School District","=""1040011""","All Grades","Push Up",62.3
"Odyssey Community School District","=""2630013""","All Grades","Push Up",46.7
"Old Saybrook School District","=""1060011""","All Grades","Push Up",75.3
"Orange School District","=""1070011""","All Grades","Push Up",66.0
"Oxford School District","=""1080011""","All Grades","Push Up",82.4
"Park City Prep Charter School District","=""2830013""","All Grades","Push Up",54.1
"Plainfield School District","=""1090011""","All Grades","Push Up",71.9
"Plainville School District","=""1100011""","All Grades","Push Up",71.2
"Plymouth School District","=""1110011""","All Grades","Push Up",70.9
"Pomfret School District","=""1120011""","All Grades","Push Up",54.9
"Portland School District","=""1130011""","All Grades","Push Up",62.5
"Preston School District","=""1140011""","All Grades","Push Up",70.3
"Putnam School District","=""1160011""","All Grades","Push Up",68.9
"Redding School District","=""1170011""","All Grades","Push Up",88.5
"Regional School District 01","=""2010012""","All Grades","Push Up",80.2
"Regional School District 04","=""2040012""","All Grades","Push Up",72.2
"Regional School District 05","=""2050012""","All Grades","Push Up",90.1
"Regional School District 06","=""2060012""","All Grades","Push Up",79.7
"Regional School District 07","=""2070012""","All Grades","Push Up",65.9
"Regional School District 08","=""2080012""","All Grades","Push Up",90.0
"Regional School District 10","=""2100012""","All Grades","Push Up",84.9
"Regional School District 11","=""2110012""","All Grades","Push Up",82.1
"Regional School District 12","=""2120012""","All Grades","Push Up",82.0
"Regional School District 13","=""2130012""","All Grades","Push Up",79.0
"Regional School District 14","=""2140012""","All Grades","Push Up",77.8
"Regional School District 15","=""2150012""","All Grades","Push Up",80.9
"Regional School District 16","=""2160012""","All Grades","Push Up",77.0
"Regional School District 17","=""2170012""","All Grades","Push Up",83.9
"Regional School District 18","=""2180012""","All Grades","Push Up",76.5
"Regional School District 19","=""2190012""","All Grades","Push Up",85.0
"Ridgefield School District","=""1180011""","All Grades","Push Up",85.2
"Rocky Hill School District","=""1190011""","All Grades","Push Up",82.3
"Salem School District","=""1210011""","All Grades","Push Up",64.0
"Salisbury School District","=""1220011""","All Grades","Push Up",72.8
"Scotland School District","=""1230011""","All Grades","Push Up",61.3
"Seymour School District","=""1240011""","All Grades","Push Up",68.3
"Sharon School District","=""1250011""","All Grades","Push Up",57.4
"Shelton School District","=""1260011""","All Grades","Push Up",78.0
"Sherman School District","=""1270011""","All Grades","Push Up",70.8
"Side By Side Charter School District","=""2700013""","All Grades","Push Up",83.3
"Simsbury School District","=""1280011""","All Grades","Push Up",84.8
"Somers School District","=""1290011""","All Grades","Push Up",79.0
"South Windsor School District","=""1320011""","All Grades","Push Up",74.3
"Southington School District","=""1310011""","All Grades","Push Up",81.1
"Sprague School District","=""1330011""","All Grades","Push Up",81.3
"Stafford School District","=""1340011""","All Grades","Push Up",56.5
"Stamford Academy District","=""2820013""","All Grades","Push Up",26.9
"Stamford School District","=""1350011""","All Grades","Push Up",71.8
"Sterling School District","=""1360011""","All Grades","Push Up",80.3
"Stonington School District","=""1370011""","All Grades","Push Up",77.9
"Stratford School District","=""1380011""","All Grades","Push Up",81.3
"Suffield School District","=""1390011""","All Grades","Push Up",76.1
"The Bridge Academy District","=""2690013""","All Grades","Push Up",84.3
"The Gilbert School District","=""9020022""","All Grades","Push Up",65.9
"Thomaston School District","=""1400011""","All Grades","Push Up",59.7
"Thompson School District","=""1410011""","All Grades","Push Up",55.6
"Tolland School District","=""1420011""","All Grades","Push Up",74.0
"Torrington School District","=""1430011""","All Grades","Push Up",71.8
"Trailblazers Academy District","=""2780013""","All Grades","Push Up",82.9
"Trumbull School District","=""1440011""","All Grades","Push Up",79.8
"Union School District","=""1450011""","All Grades","Push Up",100.0
"Vernon School District","=""1460011""","All Grades","Push Up",79.8
"Voluntown School District","=""1470011""","All Grades","Push Up",82.6
"Wallingford School District","=""1480011""","All Grades","Push Up",72.4
"Waterbury School District","=""1510011""","All Grades","Push Up",64.8
"Waterford School District","=""1520011""","All Grades","Push Up",68.6
"Watertown School District","=""1530011""","All Grades","Push Up",74.7
"West Hartford School District","=""1550011""","All Grades","Push Up",80.7
"West Haven School District","=""1560011""","All Grades","Push Up",55.3
"Westbrook School District","=""1540011""","All Grades","Push Up",78.0
"Weston School District","=""1570011""","All Grades","Push Up",85.5
"Westport School District","=""1580011""","All Grades","Push Up",78.7
"Wethersfield School District","=""1590011""","All Grades","Push Up",64.5
"Willington School District","=""1600011""","All Grades","Push Up",76.4
"Wilton School District","=""1610011""","All Grades","Push Up",95.8
"Winchester School District","=""1620011""","All Grades","Push Up",67.0
"Windham School District","=""1630011""","All Grades","Push Up",63.8
"Windsor Locks School District","=""1650011""","All Grades","Push Up",56.4
"Windsor School District","=""1640011""","All Grades","Push Up",60.3
"Wolcott School District","=""1660011""","All Grades","Push Up",83.0
"Woodbridge School District","=""1670011""","All Grades","Push Up",70.8
"Woodstock Academy District","=""9030022""","All Grades","Push Up",89.0
"Woodstock School District","=""1690011""","All Grades","Push Up",70.3

