"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Andover School District","=""0010011""","Grade 10","All Tests - District","N/A"
"Andover School District","=""0010011""","Grade 10","Curl Up","N/A"
"Andover School District","=""0010011""","Grade 10","Mile Run","N/A"
"Andover School District","=""0010011""","Grade 10","Push Up","N/A"
"Andover School District","=""0010011""","Grade 10","Sit and Reach","N/A"
"Ansonia School District","=""0020011""","Grade 4","All Tests - District",37.9
"Ansonia School District","=""0020011""","Grade 4","Curl Up",77.1
"Ansonia School District","=""0020011""","Grade 4","Mile Run",69.2
"Ansonia School District","=""0020011""","Grade 4","Push Up",53.3
"Ansonia School District","=""0020011""","Grade 4","Sit and Reach",78.5
"Ansonia School District","=""0020011""","Grade 6","All Tests - District",50.6
"Ansonia School District","=""0020011""","Grade 6","Curl Up",84.7
"Ansonia School District","=""0020011""","Grade 6","Mile Run",72.7
"Ansonia School District","=""0020011""","Grade 6","Push Up",69.3
"Ansonia School District","=""0020011""","Grade 6","Sit and Reach",75.6
"Ansonia School District","=""0020011""","Grade 8","All Tests - District",45.1
"Ansonia School District","=""0020011""","Grade 8","Curl Up",97.7
"Ansonia School District","=""0020011""","Grade 8","Mile Run",52.6
"Ansonia School District","=""0020011""","Grade 8","Push Up",92.5
"Ansonia School District","=""0020011""","Grade 8","Sit and Reach",78.2
"Ansonia School District","=""0020011""","Grade 10","All Tests - District",53.3
"Ansonia School District","=""0020011""","Grade 10","Curl Up",86.2
"Ansonia School District","=""0020011""","Grade 10","Mile Run",58.6
"Ansonia School District","=""0020011""","Grade 10","Push Up",66.4
"Ansonia School District","=""0020011""","Grade 10","Sit and Reach",88.2
"Area Cooperative Educational Services","=""2440014""","Grade 4","All Tests - District",30.7
"Area Cooperative Educational Services","=""2440014""","Grade 4","Curl Up",68.0
"Area Cooperative Educational Services","=""2440014""","Grade 4","Mile Run",57.3
"Area Cooperative Educational Services","=""2440014""","Grade 4","Push Up",65.3
"Area Cooperative Educational Services","=""2440014""","Grade 4","Sit and Reach",80.0
"Area Cooperative Educational Services","=""2440014""","Grade 6","All Tests - District",47.4
"Area Cooperative Educational Services","=""2440014""","Grade 6","Curl Up",76.5
"Area Cooperative Educational Services","=""2440014""","Grade 6","Mile Run",78.4
"Area Cooperative Educational Services","=""2440014""","Grade 6","Push Up",60.6
"Area Cooperative Educational Services","=""2440014""","Grade 6","Sit and Reach",86.8
"Area Cooperative Educational Services","=""2440014""","Grade 8","All Tests - District",49.1
"Area Cooperative Educational Services","=""2440014""","Grade 8","Curl Up",80.7
"Area Cooperative Educational Services","=""2440014""","Grade 8","Mile Run",77.6
"Area Cooperative Educational Services","=""2440014""","Grade 8","Push Up",61.2
"Area Cooperative Educational Services","=""2440014""","Grade 8","Sit and Reach",83.9
"Area Cooperative Educational Services","=""2440014""","Grade 10","All Tests - District","N/A"
"Area Cooperative Educational Services","=""2440014""","Grade 10","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Grade 10","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Grade 10","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Grade 10","Sit and Reach","N/A"
"Ashford School District","=""0030011""","Grade 4","All Tests - District",49.0
"Ashford School District","=""0030011""","Grade 4","Curl Up",92.2
"Ashford School District","=""0030011""","Grade 4","Mile Run",58.8
"Ashford School District","=""0030011""","Grade 4","Push Up",80.4
"Ashford School District","=""0030011""","Grade 4","Sit and Reach",94.1
"Ashford School District","=""0030011""","Grade 6","All Tests - District",58.7
"Ashford School District","=""0030011""","Grade 6","Curl Up",87.0
"Ashford School District","=""0030011""","Grade 6","Mile Run",76.1
"Ashford School District","=""0030011""","Grade 6","Push Up",76.1
"Ashford School District","=""0030011""","Grade 6","Sit and Reach",93.5
"Ashford School District","=""0030011""","Grade 8","All Tests - District",64.3
"Ashford School District","=""0030011""","Grade 8","Curl Up",98.2
"Ashford School District","=""0030011""","Grade 8","Mile Run",73.2
"Ashford School District","=""0030011""","Grade 8","Push Up",85.7
"Ashford School District","=""0030011""","Grade 8","Sit and Reach",94.6
"Ashford School District","=""0030011""","Grade 10","All Tests - District","N/A"
"Ashford School District","=""0030011""","Grade 10","Curl Up","N/A"
"Ashford School District","=""0030011""","Grade 10","Mile Run","N/A"
"Ashford School District","=""0030011""","Grade 10","Push Up","N/A"
"Ashford School District","=""0030011""","Grade 10","Sit and Reach","N/A"
"Avon School District","=""0040011""","Grade 4","All Tests - District",52.7
"Avon School District","=""0040011""","Grade 4","Curl Up",84.7
"Avon School District","=""0040011""","Grade 4","Mile Run",84.0
"Avon School District","=""0040011""","Grade 4","Push Up",66.4
"Avon School District","=""0040011""","Grade 4","Sit and Reach",85.5
"Avon School District","=""0040011""","Grade 6","All Tests - District",49.6
"Avon School District","=""0040011""","Grade 6","Curl Up",66.4
"Avon School District","=""0040011""","Grade 6","Mile Run",88.8
"Avon School District","=""0040011""","Grade 6","Push Up",72.8
"Avon School District","=""0040011""","Grade 6","Sit and Reach",69.0
"Avon School District","=""0040011""","Grade 8","All Tests - District",42.4
"Avon School District","=""0040011""","Grade 8","Curl Up",76.0
"Avon School District","=""0040011""","Grade 8","Mile Run",90.8
"Avon School District","=""0040011""","Grade 8","Push Up",68.8
"Avon School District","=""0040011""","Grade 8","Sit and Reach",65.8
"Avon School District","=""0040011""","Grade 10","All Tests - District",60.4
"Avon School District","=""0040011""","Grade 10","Curl Up",96.3
"Avon School District","=""0040011""","Grade 10","Mile Run",75.4
"Avon School District","=""0040011""","Grade 10","Push Up",85.8
"Avon School District","=""0040011""","Grade 10","Sit and Reach",79.1
"Barkhamsted School District","=""0050011""","Grade 4","All Tests - District",53.8
"Barkhamsted School District","=""0050011""","Grade 4","Curl Up",94.2
"Barkhamsted School District","=""0050011""","Grade 4","Mile Run",53.8
"Barkhamsted School District","=""0050011""","Grade 4","Push Up",86.5
"Barkhamsted School District","=""0050011""","Grade 4","Sit and Reach",88.5
"Barkhamsted School District","=""0050011""","Grade 6","All Tests - District",63.6
"Barkhamsted School District","=""0050011""","Grade 6","Curl Up",93.2
"Barkhamsted School District","=""0050011""","Grade 6","Mile Run",63.6
"Barkhamsted School District","=""0050011""","Grade 6","Push Up",70.5
"Barkhamsted School District","=""0050011""","Grade 6","Sit and Reach",88.6
"Barkhamsted School District","=""0050011""","Grade 8","All Tests - District","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Curl Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Mile Run","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Push Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Sit and Reach","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","All Tests - District","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Curl Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Mile Run","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Push Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Sit and Reach","N/A"
"Berlin School District","=""0070011""","Grade 4","All Tests - District",77.0
"Berlin School District","=""0070011""","Grade 4","Curl Up",93.4
"Berlin School District","=""0070011""","Grade 4","Mile Run",84.8
"Berlin School District","=""0070011""","Grade 4","Push Up",94.7
"Berlin School District","=""0070011""","Grade 4","Sit and Reach",97.5
"Berlin School District","=""0070011""","Grade 6","All Tests - District",53.7
"Berlin School District","=""0070011""","Grade 6","Curl Up",89.3
"Berlin School District","=""0070011""","Grade 6","Mile Run",89.3
"Berlin School District","=""0070011""","Grade 6","Push Up",74.8
"Berlin School District","=""0070011""","Grade 6","Sit and Reach",75.6
"Berlin School District","=""0070011""","Grade 8","All Tests - District",59.2
"Berlin School District","=""0070011""","Grade 8","Curl Up",85.4
"Berlin School District","=""0070011""","Grade 8","Mile Run",88.3
"Berlin School District","=""0070011""","Grade 8","Push Up",75.8
"Berlin School District","=""0070011""","Grade 8","Sit and Reach",83.8
"Berlin School District","=""0070011""","Grade 10","All Tests - District",54.5
"Berlin School District","=""0070011""","Grade 10","Curl Up",90.1
"Berlin School District","=""0070011""","Grade 10","Mile Run",65.7
"Berlin School District","=""0070011""","Grade 10","Push Up",90.6
"Berlin School District","=""0070011""","Grade 10","Sit and Reach",76.1
"Bethany School District","=""0080011""","Grade 4","All Tests - District",29.2
"Bethany School District","=""0080011""","Grade 4","Curl Up",67.7
"Bethany School District","=""0080011""","Grade 4","Mile Run",61.5
"Bethany School District","=""0080011""","Grade 4","Push Up",55.4
"Bethany School District","=""0080011""","Grade 4","Sit and Reach",76.9
"Bethany School District","=""0080011""","Grade 6","All Tests - District",45.7
"Bethany School District","=""0080011""","Grade 6","Curl Up",90.0
"Bethany School District","=""0080011""","Grade 6","Mile Run",68.6
"Bethany School District","=""0080011""","Grade 6","Push Up",84.3
"Bethany School District","=""0080011""","Grade 6","Sit and Reach",65.7
"Bethany School District","=""0080011""","Grade 8","All Tests - District","N/A"
"Bethany School District","=""0080011""","Grade 8","Curl Up","N/A"
"Bethany School District","=""0080011""","Grade 8","Mile Run","N/A"
"Bethany School District","=""0080011""","Grade 8","Push Up","N/A"
"Bethany School District","=""0080011""","Grade 8","Sit and Reach","N/A"
"Bethany School District","=""0080011""","Grade 10","All Tests - District","N/A"
"Bethany School District","=""0080011""","Grade 10","Curl Up","N/A"
"Bethany School District","=""0080011""","Grade 10","Mile Run","N/A"
"Bethany School District","=""0080011""","Grade 10","Push Up","N/A"
"Bethany School District","=""0080011""","Grade 10","Sit and Reach","N/A"
"Bethel School District","=""0090011""","Grade 4","All Tests - District",33.6
"Bethel School District","=""0090011""","Grade 4","Curl Up",72.4
"Bethel School District","=""0090011""","Grade 4","Mile Run",70.6
"Bethel School District","=""0090011""","Grade 4","Push Up",50.0
"Bethel School District","=""0090011""","Grade 4","Sit and Reach",89.7
"Bethel School District","=""0090011""","Grade 6","All Tests - District",57.2
"Bethel School District","=""0090011""","Grade 6","Curl Up",86.5
"Bethel School District","=""0090011""","Grade 6","Mile Run",88.6
"Bethel School District","=""0090011""","Grade 6","Push Up",72.1
"Bethel School District","=""0090011""","Grade 6","Sit and Reach",83.8
"Bethel School District","=""0090011""","Grade 8","All Tests - District",54.5
"Bethel School District","=""0090011""","Grade 8","Curl Up",83.3
"Bethel School District","=""0090011""","Grade 8","Mile Run",80.3
"Bethel School District","=""0090011""","Grade 8","Push Up",72.1
"Bethel School District","=""0090011""","Grade 8","Sit and Reach",88.0
"Bethel School District","=""0090011""","Grade 10","All Tests - District",58.1
"Bethel School District","=""0090011""","Grade 10","Curl Up",86.2
"Bethel School District","=""0090011""","Grade 10","Mile Run",75.6
"Bethel School District","=""0090011""","Grade 10","Push Up",85.7
"Bethel School District","=""0090011""","Grade 10","Sit and Reach",84.3
"Bloomfield School District","=""0110011""","Grade 4","All Tests - District",34.2
"Bloomfield School District","=""0110011""","Grade 4","Curl Up",74.8
"Bloomfield School District","=""0110011""","Grade 4","Mile Run",52.9
"Bloomfield School District","=""0110011""","Grade 4","Push Up",54.2
"Bloomfield School District","=""0110011""","Grade 4","Sit and Reach",73.5
"Bloomfield School District","=""0110011""","Grade 6","All Tests - District",35.8
"Bloomfield School District","=""0110011""","Grade 6","Curl Up",70.0
"Bloomfield School District","=""0110011""","Grade 6","Mile Run",77.5
"Bloomfield School District","=""0110011""","Grade 6","Push Up",49.2
"Bloomfield School District","=""0110011""","Grade 6","Sit and Reach",69.2
"Bloomfield School District","=""0110011""","Grade 8","All Tests - District",35.3
"Bloomfield School District","=""0110011""","Grade 8","Curl Up",60.7
"Bloomfield School District","=""0110011""","Grade 8","Mile Run",68.7
"Bloomfield School District","=""0110011""","Grade 8","Push Up",54.0
"Bloomfield School District","=""0110011""","Grade 8","Sit and Reach",72.7
"Bloomfield School District","=""0110011""","Grade 10","All Tests - District",53.8
"Bloomfield School District","=""0110011""","Grade 10","Curl Up",59.8
"Bloomfield School District","=""0110011""","Grade 10","Mile Run",88.6
"Bloomfield School District","=""0110011""","Grade 10","Push Up",79.5
"Bloomfield School District","=""0110011""","Grade 10","Sit and Reach",84.8
"Bolton School District","=""0120011""","Grade 4","All Tests - District",45.0
"Bolton School District","=""0120011""","Grade 4","Curl Up",78.3
"Bolton School District","=""0120011""","Grade 4","Mile Run",78.3
"Bolton School District","=""0120011""","Grade 4","Push Up",68.3
"Bolton School District","=""0120011""","Grade 4","Sit and Reach",80.0
"Bolton School District","=""0120011""","Grade 6","All Tests - District",67.6
"Bolton School District","=""0120011""","Grade 6","Curl Up",94.4
"Bolton School District","=""0120011""","Grade 6","Mile Run",77.5
"Bolton School District","=""0120011""","Grade 6","Push Up",78.9
"Bolton School District","=""0120011""","Grade 6","Sit and Reach",85.9
"Bolton School District","=""0120011""","Grade 8","All Tests - District",71.3
"Bolton School District","=""0120011""","Grade 8","Curl Up",92.6
"Bolton School District","=""0120011""","Grade 8","Mile Run",74.5
"Bolton School District","=""0120011""","Grade 8","Push Up",85.1
"Bolton School District","=""0120011""","Grade 8","Sit and Reach",90.4
"Bolton School District","=""0120011""","Grade 10","All Tests - District",71.2
"Bolton School District","=""0120011""","Grade 10","Curl Up",98.3
"Bolton School District","=""0120011""","Grade 10","Mile Run",78.0
"Bolton School District","=""0120011""","Grade 10","Push Up",83.1
"Bolton School District","=""0120011""","Grade 10","Sit and Reach",86.4
"Bozrah School District","=""0130011""","Grade 4","All Tests - District",50.0
"Bozrah School District","=""0130011""","Grade 4","Curl Up",87.5
"Bozrah School District","=""0130011""","Grade 4","Mile Run",70.8
"Bozrah School District","=""0130011""","Grade 4","Push Up",75.0
"Bozrah School District","=""0130011""","Grade 4","Sit and Reach",79.2
"Bozrah School District","=""0130011""","Grade 6","All Tests - District","*"
"Bozrah School District","=""0130011""","Grade 6","Curl Up","*"
"Bozrah School District","=""0130011""","Grade 6","Mile Run","*"
"Bozrah School District","=""0130011""","Grade 6","Push Up","*"
"Bozrah School District","=""0130011""","Grade 6","Sit and Reach","*"
"Bozrah School District","=""0130011""","Grade 8","All Tests - District",66.7
"Bozrah School District","=""0130011""","Grade 8","Curl Up",97.2
"Bozrah School District","=""0130011""","Grade 8","Mile Run",80.6
"Bozrah School District","=""0130011""","Grade 8","Push Up",86.1
"Bozrah School District","=""0130011""","Grade 8","Sit and Reach",88.9
"Bozrah School District","=""0130011""","Grade 10","All Tests - District","N/A"
"Bozrah School District","=""0130011""","Grade 10","Curl Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Mile Run","N/A"
"Bozrah School District","=""0130011""","Grade 10","Push Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Sit and Reach","N/A"
"Branford School District","=""0140011""","Grade 4","All Tests - District",59.3
"Branford School District","=""0140011""","Grade 4","Curl Up",91.3
"Branford School District","=""0140011""","Grade 4","Mile Run",79.3
"Branford School District","=""0140011""","Grade 4","Push Up",81.7
"Branford School District","=""0140011""","Grade 4","Sit and Reach",88.0
"Branford School District","=""0140011""","Grade 6","All Tests - District",48.8
"Branford School District","=""0140011""","Grade 6","Curl Up",77.3
"Branford School District","=""0140011""","Grade 6","Mile Run",70.6
"Branford School District","=""0140011""","Grade 6","Push Up",74.4
"Branford School District","=""0140011""","Grade 6","Sit and Reach",72.0
"Branford School District","=""0140011""","Grade 8","All Tests - District",35.7
"Branford School District","=""0140011""","Grade 8","Curl Up",85.1
"Branford School District","=""0140011""","Grade 8","Mile Run",60.8
"Branford School District","=""0140011""","Grade 8","Push Up",72.9
"Branford School District","=""0140011""","Grade 8","Sit and Reach",65.5
"Branford School District","=""0140011""","Grade 10","All Tests - District",28.3
"Branford School District","=""0140011""","Grade 10","Curl Up",63.5
"Branford School District","=""0140011""","Grade 10","Mile Run",43.9
"Branford School District","=""0140011""","Grade 10","Push Up",60.4
"Branford School District","=""0140011""","Grade 10","Sit and Reach",73.0
"Bridgeport Achievement First District","=""2850013""","Grade 4","All Tests - District","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Curl Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Mile Run","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Push Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Sit and Reach","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 6","All Tests - District",29.0
"Bridgeport Achievement First District","=""2850013""","Grade 6","Curl Up",56.5
"Bridgeport Achievement First District","=""2850013""","Grade 6","Mile Run",29.0
"Bridgeport Achievement First District","=""2850013""","Grade 6","Push Up",43.5
"Bridgeport Achievement First District","=""2850013""","Grade 6","Sit and Reach",64.5
"Bridgeport Achievement First District","=""2850013""","Grade 8","All Tests - District","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 8","Curl Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 8","Mile Run","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 8","Push Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 8","Sit and Reach","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","All Tests - District","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Curl Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Mile Run","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Push Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Grade 4","All Tests - District",45.3
"Bridgeport School District","=""0150011""","Grade 4","Curl Up",77.8
"Bridgeport School District","=""0150011""","Grade 4","Mile Run",69.2
"Bridgeport School District","=""0150011""","Grade 4","Push Up",67.4
"Bridgeport School District","=""0150011""","Grade 4","Sit and Reach",81.7
"Bridgeport School District","=""0150011""","Grade 6","All Tests - District",46.4
"Bridgeport School District","=""0150011""","Grade 6","Curl Up",81.4
"Bridgeport School District","=""0150011""","Grade 6","Mile Run",68.5
"Bridgeport School District","=""0150011""","Grade 6","Push Up",68.9
"Bridgeport School District","=""0150011""","Grade 6","Sit and Reach",80.3
"Bridgeport School District","=""0150011""","Grade 8","All Tests - District",46.5
"Bridgeport School District","=""0150011""","Grade 8","Curl Up",76.2
"Bridgeport School District","=""0150011""","Grade 8","Mile Run",65.6
"Bridgeport School District","=""0150011""","Grade 8","Push Up",67.0
"Bridgeport School District","=""0150011""","Grade 8","Sit and Reach",79.9
"Bridgeport School District","=""0150011""","Grade 10","All Tests - District",25.0
"Bridgeport School District","=""0150011""","Grade 10","Curl Up",42.2
"Bridgeport School District","=""0150011""","Grade 10","Mile Run",61.9
"Bridgeport School District","=""0150011""","Grade 10","Push Up",64.4
"Bridgeport School District","=""0150011""","Grade 10","Sit and Reach",84.7
"Bristol School District","=""0170011""","Grade 4","All Tests - District",53.4
"Bristol School District","=""0170011""","Grade 4","Curl Up",83.3
"Bristol School District","=""0170011""","Grade 4","Mile Run",71.1
"Bristol School District","=""0170011""","Grade 4","Push Up",78.6
"Bristol School District","=""0170011""","Grade 4","Sit and Reach",87.3
"Bristol School District","=""0170011""","Grade 6","All Tests - District",58.5
"Bristol School District","=""0170011""","Grade 6","Curl Up",86.4
"Bristol School District","=""0170011""","Grade 6","Mile Run",66.7
"Bristol School District","=""0170011""","Grade 6","Push Up",85.0
"Bristol School District","=""0170011""","Grade 6","Sit and Reach",92.3
"Bristol School District","=""0170011""","Grade 8","All Tests - District",62.9
"Bristol School District","=""0170011""","Grade 8","Curl Up",87.0
"Bristol School District","=""0170011""","Grade 8","Mile Run",73.7
"Bristol School District","=""0170011""","Grade 8","Push Up",84.9
"Bristol School District","=""0170011""","Grade 8","Sit and Reach",92.9
"Bristol School District","=""0170011""","Grade 10","All Tests - District",57.8
"Bristol School District","=""0170011""","Grade 10","Curl Up",84.9
"Bristol School District","=""0170011""","Grade 10","Mile Run",77.9
"Bristol School District","=""0170011""","Grade 10","Push Up",82.0
"Bristol School District","=""0170011""","Grade 10","Sit and Reach",89.0
"Brookfield School District","=""0180011""","Grade 4","All Tests - District",31.5
"Brookfield School District","=""0180011""","Grade 4","Curl Up",76.6
"Brookfield School District","=""0180011""","Grade 4","Mile Run",61.3
"Brookfield School District","=""0180011""","Grade 4","Push Up",48.4
"Brookfield School District","=""0180011""","Grade 4","Sit and Reach",83.9
"Brookfield School District","=""0180011""","Grade 6","All Tests - District",66.8
"Brookfield School District","=""0180011""","Grade 6","Curl Up",89.4
"Brookfield School District","=""0180011""","Grade 6","Mile Run",79.9
"Brookfield School District","=""0180011""","Grade 6","Push Up",80.4
"Brookfield School District","=""0180011""","Grade 6","Sit and Reach",87.4
"Brookfield School District","=""0180011""","Grade 8","All Tests - District",54.4
"Brookfield School District","=""0180011""","Grade 8","Curl Up",90.3
"Brookfield School District","=""0180011""","Grade 8","Mile Run",71.9
"Brookfield School District","=""0180011""","Grade 8","Push Up",80.2
"Brookfield School District","=""0180011""","Grade 8","Sit and Reach",79.7
"Brookfield School District","=""0180011""","Grade 10","All Tests - District",63.9
"Brookfield School District","=""0180011""","Grade 10","Curl Up",92.6
"Brookfield School District","=""0180011""","Grade 10","Mile Run",84.3
"Brookfield School District","=""0180011""","Grade 10","Push Up",88.0
"Brookfield School District","=""0180011""","Grade 10","Sit and Reach",91.2
"Brooklyn School District","=""0190011""","Grade 4","All Tests - District",48.2
"Brooklyn School District","=""0190011""","Grade 4","Curl Up",55.3
"Brooklyn School District","=""0190011""","Grade 4","Mile Run",51.8
"Brooklyn School District","=""0190011""","Grade 4","Push Up",62.4
"Brooklyn School District","=""0190011""","Grade 4","Sit and Reach",67.1
"Brooklyn School District","=""0190011""","Grade 6","All Tests - District",49.0
"Brooklyn School District","=""0190011""","Grade 6","Curl Up",69.8
"Brooklyn School District","=""0190011""","Grade 6","Mile Run",72.9
"Brooklyn School District","=""0190011""","Grade 6","Push Up",60.4
"Brooklyn School District","=""0190011""","Grade 6","Sit and Reach",76.0
"Brooklyn School District","=""0190011""","Grade 8","All Tests - District",45.6
"Brooklyn School District","=""0190011""","Grade 8","Curl Up",80.0
"Brooklyn School District","=""0190011""","Grade 8","Mile Run",68.9
"Brooklyn School District","=""0190011""","Grade 8","Push Up",65.6
"Brooklyn School District","=""0190011""","Grade 8","Sit and Reach",70.0
"Brooklyn School District","=""0190011""","Grade 10","All Tests - District","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Curl Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Mile Run","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Push Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Sit and Reach","N/A"
"Canaan School District","=""0210011""","Grade 4","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 4","Curl Up","*"
"Canaan School District","=""0210011""","Grade 4","Mile Run","*"
"Canaan School District","=""0210011""","Grade 4","Push Up","*"
"Canaan School District","=""0210011""","Grade 4","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 6","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 6","Curl Up","*"
"Canaan School District","=""0210011""","Grade 6","Mile Run","*"
"Canaan School District","=""0210011""","Grade 6","Push Up","*"
"Canaan School District","=""0210011""","Grade 6","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 8","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 8","Curl Up","*"
