"Physical Fitness Tests: Students Reaching Health Standard, 2013-14"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Berlin School District","=""0070011""","Grade 10","Curl Up",96.1
"Berlin School District","=""0070011""","Grade 10","Mile Run",66.7
"Berlin School District","=""0070011""","Grade 10","Push Up",95.6
"Berlin School District","=""0070011""","Grade 10","Sit and Reach",83.3
"Bethany School District","=""0080011""","Grade 4","All Tests - District",25.0
"Bethany School District","=""0080011""","Grade 4","Curl Up",55.0
"Bethany School District","=""0080011""","Grade 4","Mile Run",53.3
"Bethany School District","=""0080011""","Grade 4","Push Up",63.3
"Bethany School District","=""0080011""","Grade 4","Sit and Reach",68.3
"Bethany School District","=""0080011""","Grade 6","All Tests - District",16.3
"Bethany School District","=""0080011""","Grade 6","Curl Up",30.0
"Bethany School District","=""0080011""","Grade 6","Mile Run",76.3
"Bethany School District","=""0080011""","Grade 6","Push Up",57.5
"Bethany School District","=""0080011""","Grade 6","Sit and Reach",57.5
"Bethany School District","=""0080011""","Grade 8","All Tests - District","N/A"
"Bethany School District","=""0080011""","Grade 8","Curl Up","N/A"
"Bethany School District","=""0080011""","Grade 8","Mile Run","N/A"
"Bethany School District","=""0080011""","Grade 8","Push Up","N/A"
"Bethany School District","=""0080011""","Grade 8","Sit and Reach","N/A"
"Bethany School District","=""0080011""","Grade 10","All Tests - District","N/A"
"Bethany School District","=""0080011""","Grade 10","Curl Up","N/A"
"Bethany School District","=""0080011""","Grade 10","Mile Run","N/A"
"Bethany School District","=""0080011""","Grade 10","Push Up","N/A"
"Bethany School District","=""0080011""","Grade 10","Sit and Reach","N/A"
"Bethel School District","=""0090011""","Grade 4","All Tests - District",40.7
"Bethel School District","=""0090011""","Grade 4","Curl Up",64.2
"Bethel School District","=""0090011""","Grade 4","Mile Run",57.4
"Bethel School District","=""0090011""","Grade 4","Push Up",56.8
"Bethel School District","=""0090011""","Grade 4","Sit and Reach",82.1
"Bethel School District","=""0090011""","Grade 6","All Tests - District",49.5
"Bethel School District","=""0090011""","Grade 6","Curl Up",80.6
"Bethel School District","=""0090011""","Grade 6","Mile Run",83.0
"Bethel School District","=""0090011""","Grade 6","Push Up",54.4
"Bethel School District","=""0090011""","Grade 6","Sit and Reach",87.4
"Bethel School District","=""0090011""","Grade 8","All Tests - District",48.1
"Bethel School District","=""0090011""","Grade 8","Curl Up",81.6
"Bethel School District","=""0090011""","Grade 8","Mile Run",81.6
"Bethel School District","=""0090011""","Grade 8","Push Up",56.1
"Bethel School District","=""0090011""","Grade 8","Sit and Reach",92.0
"Bethel School District","=""0090011""","Grade 10","All Tests - District",42.4
"Bethel School District","=""0090011""","Grade 10","Curl Up",90.7
"Bethel School District","=""0090011""","Grade 10","Mile Run",57.1
"Bethel School District","=""0090011""","Grade 10","Push Up",76.1
"Bethel School District","=""0090011""","Grade 10","Sit and Reach",82.9
"Bloomfield School District","=""0110011""","Grade 4","All Tests - District",24.4
"Bloomfield School District","=""0110011""","Grade 4","Curl Up",66.7
"Bloomfield School District","=""0110011""","Grade 4","Mile Run",34.1
"Bloomfield School District","=""0110011""","Grade 4","Push Up",37.4
"Bloomfield School District","=""0110011""","Grade 4","Sit and Reach",58.5
"Bloomfield School District","=""0110011""","Grade 6","All Tests - District",42.9
"Bloomfield School District","=""0110011""","Grade 6","Curl Up",86.5
"Bloomfield School District","=""0110011""","Grade 6","Mile Run",66.9
"Bloomfield School District","=""0110011""","Grade 6","Push Up",60.9
"Bloomfield School District","=""0110011""","Grade 6","Sit and Reach",78.2
"Bloomfield School District","=""0110011""","Grade 8","All Tests - District",40.2
"Bloomfield School District","=""0110011""","Grade 8","Curl Up",73.5
"Bloomfield School District","=""0110011""","Grade 8","Mile Run",60.8
"Bloomfield School District","=""0110011""","Grade 8","Push Up",54.9
"Bloomfield School District","=""0110011""","Grade 8","Sit and Reach",73.5
"Bloomfield School District","=""0110011""","Grade 10","All Tests - District",54.5
"Bloomfield School District","=""0110011""","Grade 10","Curl Up",95.1
"Bloomfield School District","=""0110011""","Grade 10","Mile Run",59.3
"Bloomfield School District","=""0110011""","Grade 10","Push Up",88.6
"Bloomfield School District","=""0110011""","Grade 10","Sit and Reach",92.7
"Bolton School District","=""0120011""","Grade 4","All Tests - District",47.5
"Bolton School District","=""0120011""","Grade 4","Curl Up",83.6
"Bolton School District","=""0120011""","Grade 4","Mile Run",85.2
"Bolton School District","=""0120011""","Grade 4","Push Up",54.1
"Bolton School District","=""0120011""","Grade 4","Sit and Reach",88.5
"Bolton School District","=""0120011""","Grade 6","All Tests - District",47.9
"Bolton School District","=""0120011""","Grade 6","Curl Up",91.7
"Bolton School District","=""0120011""","Grade 6","Mile Run",89.6
"Bolton School District","=""0120011""","Grade 6","Push Up",60.4
"Bolton School District","=""0120011""","Grade 6","Sit and Reach",79.2
"Bolton School District","=""0120011""","Grade 8","All Tests - District",64.4
"Bolton School District","=""0120011""","Grade 8","Curl Up",96.6
"Bolton School District","=""0120011""","Grade 8","Mile Run",84.7
"Bolton School District","=""0120011""","Grade 8","Push Up",74.6
"Bolton School District","=""0120011""","Grade 8","Sit and Reach",78.0
"Bolton School District","=""0120011""","Grade 10","All Tests - District",70.0
"Bolton School District","=""0120011""","Grade 10","Curl Up",93.8
"Bolton School District","=""0120011""","Grade 10","Mile Run",78.8
"Bolton School District","=""0120011""","Grade 10","Push Up",80.0
"Bolton School District","=""0120011""","Grade 10","Sit and Reach",91.3
"Bozrah School District","=""0130011""","Grade 4","All Tests - District",33.3
"Bozrah School District","=""0130011""","Grade 4","Curl Up",95.8
"Bozrah School District","=""0130011""","Grade 4","Mile Run",45.8
"Bozrah School District","=""0130011""","Grade 4","Push Up",62.5
"Bozrah School District","=""0130011""","Grade 4","Sit and Reach",95.8
"Bozrah School District","=""0130011""","Grade 6","All Tests - District",76.0
"Bozrah School District","=""0130011""","Grade 6","Curl Up",84.0
"Bozrah School District","=""0130011""","Grade 6","Mile Run",96.0
"Bozrah School District","=""0130011""","Grade 6","Push Up",92.0
"Bozrah School District","=""0130011""","Grade 6","Sit and Reach",92.0
"Bozrah School District","=""0130011""","Grade 8","All Tests - District",73.5
"Bozrah School District","=""0130011""","Grade 8","Curl Up",91.2
"Bozrah School District","=""0130011""","Grade 8","Mile Run",79.4
"Bozrah School District","=""0130011""","Grade 8","Push Up",82.4
"Bozrah School District","=""0130011""","Grade 8","Sit and Reach",88.2
"Bozrah School District","=""0130011""","Grade 10","All Tests - District","N/A"
"Bozrah School District","=""0130011""","Grade 10","Curl Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Mile Run","N/A"
"Bozrah School District","=""0130011""","Grade 10","Push Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Sit and Reach","N/A"
"Branford School District","=""0140011""","Grade 4","All Tests - District",59.4
"Branford School District","=""0140011""","Grade 4","Curl Up",81.6
"Branford School District","=""0140011""","Grade 4","Mile Run",79.7
"Branford School District","=""0140011""","Grade 4","Push Up",81.6
"Branford School District","=""0140011""","Grade 4","Sit and Reach",80.6
"Branford School District","=""0140011""","Grade 6","All Tests - District",51.0
"Branford School District","=""0140011""","Grade 6","Curl Up",75.0
"Branford School District","=""0140011""","Grade 6","Mile Run",71.9
"Branford School District","=""0140011""","Grade 6","Push Up",74.5
"Branford School District","=""0140011""","Grade 6","Sit and Reach",74.5
"Branford School District","=""0140011""","Grade 8","All Tests - District",48.7
"Branford School District","=""0140011""","Grade 8","Curl Up",79.9
"Branford School District","=""0140011""","Grade 8","Mile Run",66.7
"Branford School District","=""0140011""","Grade 8","Push Up",67.7
"Branford School District","=""0140011""","Grade 8","Sit and Reach",76.7
"Branford School District","=""0140011""","Grade 10","All Tests - District",50.9
"Branford School District","=""0140011""","Grade 10","Curl Up",84.9
"Branford School District","=""0140011""","Grade 10","Mile Run",62.7
"Branford School District","=""0140011""","Grade 10","Push Up",57.1
"Branford School District","=""0140011""","Grade 10","Sit and Reach",83.0
"Bridgeport Achievement First District","=""2850013""","Grade 4","All Tests - District","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Curl Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Mile Run","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Push Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Sit and Reach","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 6","All Tests - District",17.9
"Bridgeport Achievement First District","=""2850013""","Grade 6","Curl Up",70.2
"Bridgeport Achievement First District","=""2850013""","Grade 6","Mile Run",54.8
"Bridgeport Achievement First District","=""2850013""","Grade 6","Push Up",59.5
"Bridgeport Achievement First District","=""2850013""","Grade 6","Sit and Reach",53.6
"Bridgeport Achievement First District","=""2850013""","Grade 8","All Tests - District",14.5
"Bridgeport Achievement First District","=""2850013""","Grade 8","Curl Up",72.6
"Bridgeport Achievement First District","=""2850013""","Grade 8","Mile Run",45.2
"Bridgeport Achievement First District","=""2850013""","Grade 8","Push Up",66.1
"Bridgeport Achievement First District","=""2850013""","Grade 8","Sit and Reach",46.8
"Bridgeport Achievement First District","=""2850013""","Grade 10","All Tests - District","*"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Curl Up","*"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Mile Run",52.8
"Bridgeport Achievement First District","=""2850013""","Grade 10","Push Up",41.7
"Bridgeport Achievement First District","=""2850013""","Grade 10","Sit and Reach",66.7
"Bridgeport School District","=""0150011""","Grade 4","All Tests - District",43.1
"Bridgeport School District","=""0150011""","Grade 4","Curl Up",82.0
"Bridgeport School District","=""0150011""","Grade 4","Mile Run",64.8
"Bridgeport School District","=""0150011""","Grade 4","Push Up",64.1
"Bridgeport School District","=""0150011""","Grade 4","Sit and Reach",81.9
"Bridgeport School District","=""0150011""","Grade 6","All Tests - District",44.9
"Bridgeport School District","=""0150011""","Grade 6","Curl Up",84.5
"Bridgeport School District","=""0150011""","Grade 6","Mile Run",69.4
"Bridgeport School District","=""0150011""","Grade 6","Push Up",68.6
"Bridgeport School District","=""0150011""","Grade 6","Sit and Reach",76.1
"Bridgeport School District","=""0150011""","Grade 8","All Tests - District",43.2
"Bridgeport School District","=""0150011""","Grade 8","Curl Up",82.3
"Bridgeport School District","=""0150011""","Grade 8","Mile Run",62.1
"Bridgeport School District","=""0150011""","Grade 8","Push Up",67.8
"Bridgeport School District","=""0150011""","Grade 8","Sit and Reach",78.2
"Bridgeport School District","=""0150011""","Grade 10","All Tests - District",18.4
"Bridgeport School District","=""0150011""","Grade 10","Curl Up",57.1
"Bridgeport School District","=""0150011""","Grade 10","Mile Run",32.7
"Bridgeport School District","=""0150011""","Grade 10","Push Up",53.1
"Bridgeport School District","=""0150011""","Grade 10","Sit and Reach",46.9
"Bristol School District","=""0170011""","Grade 4","All Tests - District",53.2
"Bristol School District","=""0170011""","Grade 4","Curl Up",87.8
"Bristol School District","=""0170011""","Grade 4","Mile Run",86.0
"Bristol School District","=""0170011""","Grade 4","Push Up",66.8
"Bristol School District","=""0170011""","Grade 4","Sit and Reach",86.7
"Bristol School District","=""0170011""","Grade 6","All Tests - District",61.5
"Bristol School District","=""0170011""","Grade 6","Curl Up",89.6
"Bristol School District","=""0170011""","Grade 6","Mile Run",87.7
"Bristol School District","=""0170011""","Grade 6","Push Up",71.9
"Bristol School District","=""0170011""","Grade 6","Sit and Reach",90.2
"Bristol School District","=""0170011""","Grade 8","All Tests - District",67.4
"Bristol School District","=""0170011""","Grade 8","Curl Up",94.4
"Bristol School District","=""0170011""","Grade 8","Mile Run",83.0
"Bristol School District","=""0170011""","Grade 8","Push Up",78.0
"Bristol School District","=""0170011""","Grade 8","Sit and Reach",95.0
"Bristol School District","=""0170011""","Grade 10","All Tests - District",65.9
"Bristol School District","=""0170011""","Grade 10","Curl Up",77.0
"Bristol School District","=""0170011""","Grade 10","Mile Run",79.5
"Bristol School District","=""0170011""","Grade 10","Push Up",76.6
"Bristol School District","=""0170011""","Grade 10","Sit and Reach",90.7
"Brookfield School District","=""0180011""","Grade 4","All Tests - District",66.5
"Brookfield School District","=""0180011""","Grade 4","Curl Up",94.0
"Brookfield School District","=""0180011""","Grade 4","Mile Run",92.6
"Brookfield School District","=""0180011""","Grade 4","Push Up",81.4
"Brookfield School District","=""0180011""","Grade 4","Sit and Reach",81.9
"Brookfield School District","=""0180011""","Grade 6","All Tests - District",49.7
"Brookfield School District","=""0180011""","Grade 6","Curl Up",75.1
"Brookfield School District","=""0180011""","Grade 6","Mile Run",68.9
"Brookfield School District","=""0180011""","Grade 6","Push Up",77.7
"Brookfield School District","=""0180011""","Grade 6","Sit and Reach",83.9
"Brookfield School District","=""0180011""","Grade 8","All Tests - District",40.8
"Brookfield School District","=""0180011""","Grade 8","Curl Up",68.5
"Brookfield School District","=""0180011""","Grade 8","Mile Run",73.7
"Brookfield School District","=""0180011""","Grade 8","Push Up",69.0
"Brookfield School District","=""0180011""","Grade 8","Sit and Reach",81.7
"Brookfield School District","=""0180011""","Grade 10","All Tests - District",53.2
"Brookfield School District","=""0180011""","Grade 10","Curl Up",79.5
"Brookfield School District","=""0180011""","Grade 10","Mile Run",84.7
"Brookfield School District","=""0180011""","Grade 10","Push Up",67.4
"Brookfield School District","=""0180011""","Grade 10","Sit and Reach",82.1
"Brooklyn School District","=""0190011""","Grade 4","All Tests - District",43.6
"Brooklyn School District","=""0190011""","Grade 4","Curl Up",61.5
"Brooklyn School District","=""0190011""","Grade 4","Mile Run",43.6
"Brooklyn School District","=""0190011""","Grade 4","Push Up",59.0
"Brooklyn School District","=""0190011""","Grade 4","Sit and Reach",70.5
"Brooklyn School District","=""0190011""","Grade 6","All Tests - District",31.3
"Brooklyn School District","=""0190011""","Grade 6","Curl Up",70.7
"Brooklyn School District","=""0190011""","Grade 6","Mile Run",58.6
"Brooklyn School District","=""0190011""","Grade 6","Push Up",36.4
"Brooklyn School District","=""0190011""","Grade 6","Sit and Reach",76.8
"Brooklyn School District","=""0190011""","Grade 8","All Tests - District",36.6
"Brooklyn School District","=""0190011""","Grade 8","Curl Up",72.0
"Brooklyn School District","=""0190011""","Grade 8","Mile Run",63.4
"Brooklyn School District","=""0190011""","Grade 8","Push Up",46.3
"Brooklyn School District","=""0190011""","Grade 8","Sit and Reach",78.0
"Brooklyn School District","=""0190011""","Grade 10","All Tests - District","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Curl Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Mile Run","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Push Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Sit and Reach","N/A"
"Canaan School District","=""0210011""","Grade 4","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 4","Curl Up","*"
"Canaan School District","=""0210011""","Grade 4","Mile Run","*"
"Canaan School District","=""0210011""","Grade 4","Push Up","*"
"Canaan School District","=""0210011""","Grade 4","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 6","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 6","Curl Up","*"
"Canaan School District","=""0210011""","Grade 6","Mile Run","*"
"Canaan School District","=""0210011""","Grade 6","Push Up","*"
"Canaan School District","=""0210011""","Grade 6","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 8","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 8","Curl Up","*"
"Canaan School District","=""0210011""","Grade 8","Mile Run","*"
