"Physical Fitness Tests: Students Reaching Health Standard, 2013-14"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Bozrah School District","=""0130011""","All Grades","Push Up",79.5
"Bozrah School District","=""0130011""","All Grades","Sit and Reach",91.6
"Branford School District","=""0140011""","All Grades","All Tests - District",52.7
"Branford School District","=""0140011""","All Grades","Curl Up",80.5
"Branford School District","=""0140011""","All Grades","Mile Run",70.4
"Branford School District","=""0140011""","All Grades","Push Up",70.2
"Branford School District","=""0140011""","All Grades","Sit and Reach",78.9
"Bridgeport Achievement First District","=""2850013""","All Grades","All Tests - District",15.9
"Bridgeport Achievement First District","=""2850013""","All Grades","Curl Up",62.1
"Bridgeport Achievement First District","=""2850013""","All Grades","Mile Run",51.1
"Bridgeport Achievement First District","=""2850013""","All Grades","Push Up",58.2
"Bridgeport Achievement First District","=""2850013""","All Grades","Sit and Reach",53.8
"Bridgeport School District","=""0150011""","All Grades","All Tests - District",43.4
"Bridgeport School District","=""0150011""","All Grades","Curl Up",82.6
"Bridgeport School District","=""0150011""","All Grades","Mile Run",65.0
"Bridgeport School District","=""0150011""","All Grades","Push Up",66.6
"Bridgeport School District","=""0150011""","All Grades","Sit and Reach",78.6
"Bristol School District","=""0170011""","All Grades","All Tests - District",62.1
"Bristol School District","=""0170011""","All Grades","Curl Up",86.9
"Bristol School District","=""0170011""","All Grades","Mile Run",83.8
"Bristol School District","=""0170011""","All Grades","Push Up",73.5
"Bristol School District","=""0170011""","All Grades","Sit and Reach",90.7
"Brookfield School District","=""0180011""","All Grades","All Tests - District",52.7
"Brookfield School District","=""0180011""","All Grades","Curl Up",79.4
"Brookfield School District","=""0180011""","All Grades","Mile Run",80.1
"Brookfield School District","=""0180011""","All Grades","Push Up",74.0
"Brookfield School District","=""0180011""","All Grades","Sit and Reach",82.4
"Brooklyn School District","=""0190011""","All Grades","All Tests - District",36.7
"Brooklyn School District","=""0190011""","All Grades","Curl Up",68.3
"Brooklyn School District","=""0190011""","All Grades","Mile Run",55.6
"Brooklyn School District","=""0190011""","All Grades","Push Up",46.3
"Brooklyn School District","=""0190011""","All Grades","Sit and Reach",75.3
"Canaan School District","=""0210011""","All Grades","All Tests - District",25.0
"Canaan School District","=""0210011""","All Grades","Curl Up",60.7
"Canaan School District","=""0210011""","All Grades","Mile Run",64.3
"Canaan School District","=""0210011""","All Grades","Push Up",46.4
"Canaan School District","=""0210011""","All Grades","Sit and Reach",67.9
"Canterbury School District","=""0220011""","All Grades","All Tests - District",55.2
"Canterbury School District","=""0220011""","All Grades","Curl Up",74.8
"Canterbury School District","=""0220011""","All Grades","Mile Run",78.3
"Canterbury School District","=""0220011""","All Grades","Push Up",71.3
"Canterbury School District","=""0220011""","All Grades","Sit and Reach",92.3
"Canton School District","=""0230011""","All Grades","All Tests - District",70.5
"Canton School District","=""0230011""","All Grades","Curl Up",93.7
"Canton School District","=""0230011""","All Grades","Mile Run",80.8
"Canton School District","=""0230011""","All Grades","Push Up",89.7
"Canton School District","=""0230011""","All Grades","Sit and Reach",88.2
"Capitol Region Education Council","=""2410014""","All Grades","All Tests - District",38.1
"Capitol Region Education Council","=""2410014""","All Grades","Curl Up",80.4
"Capitol Region Education Council","=""2410014""","All Grades","Mile Run",56.8
"Capitol Region Education Council","=""2410014""","All Grades","Push Up",69.8
"Capitol Region Education Council","=""2410014""","All Grades","Sit and Reach",75.6
"Chaplin School District","=""0240011""","All Grades","All Tests - District",58.1
"Chaplin School District","=""0240011""","All Grades","Curl Up",65.1
"Chaplin School District","=""0240011""","All Grades","Mile Run",100.0
"Chaplin School District","=""0240011""","All Grades","Push Up",72.1
"Chaplin School District","=""0240011""","All Grades","Sit and Reach",97.7
"Cheshire School District","=""0250011""","All Grades","All Tests - District",60.5
"Cheshire School District","=""0250011""","All Grades","Curl Up",92.0
"Cheshire School District","=""0250011""","All Grades","Mile Run",82.9
"Cheshire School District","=""0250011""","All Grades","Push Up",82.4
"Cheshire School District","=""0250011""","All Grades","Sit and Reach",76.3
"Chester School District","=""0260011""","All Grades","All Tests - District",48.6
"Chester School District","=""0260011""","All Grades","Curl Up",73.6
"Chester School District","=""0260011""","All Grades","Mile Run",75.0
"Chester School District","=""0260011""","All Grades","Push Up",66.7
"Chester School District","=""0260011""","All Grades","Sit and Reach",83.3
"Clinton School District","=""0270011""","All Grades","All Tests - District",56.1
"Clinton School District","=""0270011""","All Grades","Curl Up",94.7
"Clinton School District","=""0270011""","All Grades","Mile Run",80.4
"Clinton School District","=""0270011""","All Grades","Push Up",70.7
"Clinton School District","=""0270011""","All Grades","Sit and Reach",81.1
"Colchester School District","=""0280011""","All Grades","All Tests - District",50.1
"Colchester School District","=""0280011""","All Grades","Curl Up",82.6
"Colchester School District","=""0280011""","All Grades","Mile Run",75.7
"Colchester School District","=""0280011""","All Grades","Push Up",68.4
"Colchester School District","=""0280011""","All Grades","Sit and Reach",80.3
"Colebrook School District","=""0290011""","All Grades","All Tests - District",56.0
"Colebrook School District","=""0290011""","All Grades","Curl Up",92.0
"Colebrook School District","=""0290011""","All Grades","Mile Run",84.0
"Colebrook School District","=""0290011""","All Grades","Push Up",80.0
"Colebrook School District","=""0290011""","All Grades","Sit and Reach",88.0
"Columbia School District","=""0300011""","All Grades","All Tests - District",78.5
"Columbia School District","=""0300011""","All Grades","Curl Up",94.3
"Columbia School District","=""0300011""","All Grades","Mile Run",83.5
"Columbia School District","=""0300011""","All Grades","Push Up",94.9
"Columbia School District","=""0300011""","All Grades","Sit and Reach",97.5
"Common Ground High School District","=""2680013""","All Grades","All Tests - District","*"
"Common Ground High School District","=""2680013""","All Grades","Curl Up",69.4
"Common Ground High School District","=""2680013""","All Grades","Mile Run","*"
"Common Ground High School District","=""2680013""","All Grades","Push Up",47.2
"Common Ground High School District","=""2680013""","All Grades","Sit and Reach",50.0
"Connecticut Technical High School System","=""9000016""","All Grades","All Tests - District",37.5
"Connecticut Technical High School System","=""9000016""","All Grades","Curl Up",87.1
"Connecticut Technical High School System","=""9000016""","All Grades","Mile Run",46.6
"Connecticut Technical High School System","=""9000016""","All Grades","Push Up",68.4
"Connecticut Technical High School System","=""9000016""","All Grades","Sit and Reach",81.3
"Cooperative Educational Services","=""2430014""","All Grades","All Tests - District",38.3
"Cooperative Educational Services","=""2430014""","All Grades","Curl Up",89.7
"Cooperative Educational Services","=""2430014""","All Grades","Mile Run",67.3
"Cooperative Educational Services","=""2430014""","All Grades","Push Up",78.5
"Cooperative Educational Services","=""2430014""","All Grades","Sit and Reach",70.1
"Cornwall School District","=""0310011""","All Grades","All Tests - District",69.4
"Cornwall School District","=""0310011""","All Grades","Curl Up",83.3
"Cornwall School District","=""0310011""","All Grades","Mile Run",94.4
"Cornwall School District","=""0310011""","All Grades","Push Up",80.6
"Cornwall School District","=""0310011""","All Grades","Sit and Reach",91.7
"Coventry School District","=""0320011""","All Grades","All Tests - District",50.9
"Coventry School District","=""0320011""","All Grades","Curl Up",88.2
"Coventry School District","=""0320011""","All Grades","Mile Run",77.2
"Coventry School District","=""0320011""","All Grades","Push Up",71.9
"Coventry School District","=""0320011""","All Grades","Sit and Reach",78.4
"Cromwell School District","=""0330011""","All Grades","All Tests - District",62.9
"Cromwell School District","=""0330011""","All Grades","Curl Up",94.3
"Cromwell School District","=""0330011""","All Grades","Mile Run",79.4
"Cromwell School District","=""0330011""","All Grades","Push Up",88.4
"Cromwell School District","=""0330011""","All Grades","Sit and Reach",80.9
"Danbury School District","=""0340011""","All Grades","All Tests - District",31.6
"Danbury School District","=""0340011""","All Grades","Curl Up",69.1
"Danbury School District","=""0340011""","All Grades","Mile Run",64.0
"Danbury School District","=""0340011""","All Grades","Push Up",60.0
"Danbury School District","=""0340011""","All Grades","Sit and Reach",70.0
"Darien School District","=""0350011""","All Grades","All Tests - District",76.6
"Darien School District","=""0350011""","All Grades","Curl Up",94.8
"Darien School District","=""0350011""","All Grades","Mile Run",92.0
"Darien School District","=""0350011""","All Grades","Push Up",90.4
"Darien School District","=""0350011""","All Grades","Sit and Reach",88.8
"Deep River School District","=""0360011""","All Grades","All Tests - District",67.3
"Deep River School District","=""0360011""","All Grades","Curl Up",85.6
"Deep River School District","=""0360011""","All Grades","Mile Run",88.5
"Deep River School District","=""0360011""","All Grades","Push Up",80.8
"Deep River School District","=""0360011""","All Grades","Sit and Reach",83.7
"Derby School District","=""0370011""","All Grades","All Tests - District",36.9
"Derby School District","=""0370011""","All Grades","Curl Up",77.1
"Derby School District","=""0370011""","All Grades","Mile Run",57.9
"Derby School District","=""0370011""","All Grades","Push Up",73.2
"Derby School District","=""0370011""","All Grades","Sit and Reach",78.2
"East Granby School District","=""0400011""","All Grades","All Tests - District",42.2
"East Granby School District","=""0400011""","All Grades","Curl Up",91.2
"East Granby School District","=""0400011""","All Grades","Mile Run",68.7
"East Granby School District","=""0400011""","All Grades","Push Up",70.7
"East Granby School District","=""0400011""","All Grades","Sit and Reach",72.7
"East Haddam School District","=""0410011""","All Grades","All Tests - District",44.8
"East Haddam School District","=""0410011""","All Grades","Curl Up",81.4
"East Haddam School District","=""0410011""","All Grades","Mile Run",81.7
"East Haddam School District","=""0410011""","All Grades","Push Up",57.7
"East Haddam School District","=""0410011""","All Grades","Sit and Reach",79.2
"East Hampton School District","=""0420011""","All Grades","All Tests - District",45.8
"East Hampton School District","=""0420011""","All Grades","Curl Up",76.0
"East Hampton School District","=""0420011""","All Grades","Mile Run",71.9
"East Hampton School District","=""0420011""","All Grades","Push Up",72.6
"East Hampton School District","=""0420011""","All Grades","Sit and Reach",79.1
"East Hartford School District","=""0430011""","All Grades","All Tests - District",39.1
"East Hartford School District","=""0430011""","All Grades","Curl Up",81.5
"East Hartford School District","=""0430011""","All Grades","Mile Run",61.1
"East Hartford School District","=""0430011""","All Grades","Push Up",65.8
"East Hartford School District","=""0430011""","All Grades","Sit and Reach",73.9
"East Haven School District","=""0440011""","All Grades","All Tests - District",40.8
"East Haven School District","=""0440011""","All Grades","Curl Up",72.3
"East Haven School District","=""0440011""","All Grades","Mile Run",66.7
"East Haven School District","=""0440011""","All Grades","Push Up",66.5
"East Haven School District","=""0440011""","All Grades","Sit and Reach",86.8
"East Lyme School District","=""0450011""","All Grades","All Tests - District",67.1
"East Lyme School District","=""0450011""","All Grades","Curl Up",86.8
"East Lyme School District","=""0450011""","All Grades","Mile Run",82.8
"East Lyme School District","=""0450011""","All Grades","Push Up",83.9
"East Lyme School District","=""0450011""","All Grades","Sit and Reach",88.8
"East Windsor School District","=""0470011""","All Grades","All Tests - District",49.7
"East Windsor School District","=""0470011""","All Grades","Curl Up",79.9
"East Windsor School District","=""0470011""","All Grades","Mile Run",78.1
"East Windsor School District","=""0470011""","All Grades","Push Up",61.4
"East Windsor School District","=""0470011""","All Grades","Sit and Reach",80.8
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","All Tests - District",18.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up",80.3
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Mile Run",31.1
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Push Up",68.9
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Sit and Reach",77.0
"Eastford School District","=""0390011""","All Grades","All Tests - District",72.5
"Eastford School District","=""0390011""","All Grades","Curl Up",87.5
"Eastford School District","=""0390011""","All Grades","Mile Run",85.0
"Eastford School District","=""0390011""","All Grades","Push Up",75.0
"Eastford School District","=""0390011""","All Grades","Sit and Reach",87.5
"Easton School District","=""0460011""","All Grades","All Tests - District",43.3
"Easton School District","=""0460011""","All Grades","Curl Up",83.1
"Easton School District","=""0460011""","All Grades","Mile Run",86.6
"Easton School District","=""0460011""","All Grades","Push Up",60.2
"Easton School District","=""0460011""","All Grades","Sit and Reach",73.2
"Ellington School District","=""0480011""","All Grades","All Tests - District",53.1
"Ellington School District","=""0480011""","All Grades","Curl Up",81.6
"Ellington School District","=""0480011""","All Grades","Mile Run",78.0
"Ellington School District","=""0480011""","All Grades","Push Up",69.1
"Ellington School District","=""0480011""","All Grades","Sit and Reach",88.4
"Elm City College Preparatory School District","=""2890013""","All Grades","All Tests - District",29.4
"Elm City College Preparatory School District","=""2890013""","All Grades","Curl Up",52.5
"Elm City College Preparatory School District","=""2890013""","All Grades","Mile Run",59.9
"Elm City College Preparatory School District","=""2890013""","All Grades","Push Up",54.2
"Elm City College Preparatory School District","=""2890013""","All Grades","Sit and Reach",55.4
"Enfield School District","=""0490011""","All Grades","All Tests - District",59.8
"Enfield School District","=""0490011""","All Grades","Curl Up",91.3
"Enfield School District","=""0490011""","All Grades","Mile Run",75.0
"Enfield School District","=""0490011""","All Grades","Push Up",80.8
"Enfield School District","=""0490011""","All Grades","Sit and Reach",87.2
"Essex School District","=""0500011""","All Grades","All Tests - District",58.3
"Essex School District","=""0500011""","All Grades","Curl Up",98.1
"Essex School District","=""0500011""","All Grades","Mile Run",75.6
"Essex School District","=""0500011""","All Grades","Push Up",76.3
"Essex School District","=""0500011""","All Grades","Sit and Reach",82.1
"Explorations District","=""2720013""","All Grades","All Tests - District","*"
"Explorations District","=""2720013""","All Grades","Curl Up","*"
"Explorations District","=""2720013""","All Grades","Mile Run","*"
"Explorations District","=""2720013""","All Grades","Push Up","*"
"Explorations District","=""2720013""","All Grades","Sit and Reach","*"
"Fairfield School District","=""0510011""","All Grades","All Tests - District",68.5
"Fairfield School District","=""0510011""","All Grades","Curl Up",89.9
"Fairfield School District","=""0510011""","All Grades","Mile Run",89.6
"Fairfield School District","=""0510011""","All Grades","Push Up",84.2
"Fairfield School District","=""0510011""","All Grades","Sit and Reach",84.8
"Farmington School District","=""0520011""","All Grades","All Tests - District",61.3
"Farmington School District","=""0520011""","All Grades","Curl Up",86.6
"Farmington School District","=""0520011""","All Grades","Mile Run",82.7
"Farmington School District","=""0520011""","All Grades","Push Up",80.1
"Farmington School District","=""0520011""","All Grades","Sit and Reach",84.9
"Franklin School District","=""0530011""","All Grades","All Tests - District",48.2
"Franklin School District","=""0530011""","All Grades","Curl Up",89.3
"Franklin School District","=""0530011""","All Grades","Mile Run",71.4
"Franklin School District","=""0530011""","All Grades","Push Up",75.0
"Franklin School District","=""0530011""","All Grades","Sit and Reach",60.7
"Glastonbury School District","=""0540011""","All Grades","All Tests - District",58.7
"Glastonbury School District","=""0540011""","All Grades","Curl Up",83.9
"Glastonbury School District","=""0540011""","All Grades","Mile Run",84.7
"Glastonbury School District","=""0540011""","All Grades","Push Up",80.4
"Glastonbury School District","=""0540011""","All Grades","Sit and Reach",80.7
"Granby School District","=""0560011""","All Grades","All Tests - District",63.2
"Granby School District","=""0560011""","All Grades","Curl Up",90.0
"Granby School District","=""0560011""","All Grades","Mile Run",85.8
"Granby School District","=""0560011""","All Grades","Push Up",76.9
"Granby School District","=""0560011""","All Grades","Sit and Reach",87.8
"Greenwich School District","=""0570011""","All Grades","All Tests - District",68.3
"Greenwich School District","=""0570011""","All Grades","Curl Up",93.0
"Greenwich School District","=""0570011""","All Grades","Mile Run",93.0
"Greenwich School District","=""0570011""","All Grades","Push Up",81.0
"Greenwich School District","=""0570011""","All Grades","Sit and Reach",81.5
"Griswold School District","=""0580011""","All Grades","All Tests - District",45.2
"Griswold School District","=""0580011""","All Grades","Curl Up",80.4
"Griswold School District","=""0580011""","All Grades","Mile Run",58.3
"Griswold School District","=""0580011""","All Grades","Push Up",72.9
"Griswold School District","=""0580011""","All Grades","Sit and Reach",77.9
"Groton School District","=""0590011""","All Grades","All Tests - District",47.5
"Groton School District","=""0590011""","All Grades","Curl Up",81.3
"Groton School District","=""0590011""","All Grades","Mile Run",70.0
"Groton School District","=""0590011""","All Grades","Push Up",72.4
"Groton School District","=""0590011""","All Grades","Sit and Reach",80.9
"Guilford School District","=""0600011""","All Grades","All Tests - District",68.6
"Guilford School District","=""0600011""","All Grades","Curl Up",93.3
"Guilford School District","=""0600011""","All Grades","Mile Run",86.7
"Guilford School District","=""0600011""","All Grades","Push Up",87.2
"Guilford School District","=""0600011""","All Grades","Sit and Reach",84.0
"Hamden School District","=""0620011""","All Grades","All Tests - District",49.7
"Hamden School District","=""0620011""","All Grades","Curl Up",78.0
"Hamden School District","=""0620011""","All Grades","Mile Run",72.9
"Hamden School District","=""0620011""","All Grades","Push Up",75.4
"Hamden School District","=""0620011""","All Grades","Sit and Reach",81.3
"Hampton School District","=""0630011""","All Grades","All Tests - District",62.1
"Hampton School District","=""0630011""","All Grades","Curl Up",65.5
"Hampton School District","=""0630011""","All Grades","Mile Run",89.7
"Hampton School District","=""0630011""","All Grades","Push Up",72.4
"Hampton School District","=""0630011""","All Grades","Sit and Reach",100.0
"Hartford School District","=""0640011""","All Grades","All Tests - District",38.2
"Hartford School District","=""0640011""","All Grades","Curl Up",74.5
"Hartford School District","=""0640011""","All Grades","Mile Run",63.4
"Hartford School District","=""0640011""","All Grades","Push Up",62.1
"Hartford School District","=""0640011""","All Grades","Sit and Reach",78.1
"Hartland School District","=""0650011""","All Grades","All Tests - District",76.5
"Hartland School District","=""0650011""","All Grades","Curl Up",100.0
"Hartland School District","=""0650011""","All Grades","Mile Run",88.2
"Hartland School District","=""0650011""","All Grades","Push Up",83.8
"Hartland School District","=""0650011""","All Grades","Sit and Reach",95.6
"Hebron School District","=""0670011""","All Grades","All Tests - District",64.4
"Hebron School District","=""0670011""","All Grades","Curl Up",76.7
"Hebron School District","=""0670011""","All Grades","Mile Run",82.2
"Hebron School District","=""0670011""","All Grades","Push Up",90.7
"Hebron School District","=""0670011""","All Grades","Sit and Reach",92.6
"Highville Charter School District","=""2860013""","All Grades","All Tests - District",31.1
"Highville Charter School District","=""2860013""","All Grades","Curl Up",90.3
"Highville Charter School District","=""2860013""","All Grades","Mile Run",60.2
"Highville Charter School District","=""2860013""","All Grades","Push Up",58.3
"Highville Charter School District","=""2860013""","All Grades","Sit and Reach",70.9
"Integrated Day Charter School District","=""2640013""","All Grades","All Tests - District",70.3
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",89.1
"Integrated Day Charter School District","=""2640013""","All Grades","Mile Run",78.2
"Integrated Day Charter School District","=""2640013""","All Grades","Push Up",86.1
"Integrated Day Charter School District","=""2640013""","All Grades","Sit and Reach",96.0
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","All Tests - District",17.5
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",62.7
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Mile Run",56.3
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Push Up",36.5
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Sit and Reach",65.1
"Jumoke Academy District","=""2610013""","All Grades","All Tests - District",8.6
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",35.5
"Jumoke Academy District","=""2610013""","All Grades","Mile Run",52.0
"Jumoke Academy District","=""2610013""","All Grades","Push Up",39.5
"Jumoke Academy District","=""2610013""","All Grades","Sit and Reach",34.2
"Kent School District","=""0680011""","All Grades","All Tests - District",46.6
"Kent School District","=""0680011""","All Grades","Curl Up",81.8
"Kent School District","=""0680011""","All Grades","Mile Run",60.2
"Kent School District","=""0680011""","All Grades","Push Up",69.3
"Kent School District","=""0680011""","All Grades","Sit and Reach",71.6
"Killingly School District","=""0690011""","All Grades","All Tests - District",41.6
"Killingly School District","=""0690011""","All Grades","Curl Up",87.4
"Killingly School District","=""0690011""","All Grades","Mile Run",55.9
"Killingly School District","=""0690011""","All Grades","Push Up",75.3
"Killingly School District","=""0690011""","All Grades","Sit and Reach",81.0
"Learn","=""2450014""","All Grades","All Tests - District",42.1
"Learn","=""2450014""","All Grades","Curl Up",83.3
"Learn","=""2450014""","All Grades","Mile Run",70.2
"Learn","=""2450014""","All Grades","Push Up",78.2
"Learn","=""2450014""","All Grades","Sit and Reach",84.1
"Lebanon School District","=""0710011""","All Grades","All Tests - District",63.2
"Lebanon School District","=""0710011""","All Grades","Curl Up",93.3
"Lebanon School District","=""0710011""","All Grades","Mile Run",75.4
"Lebanon School District","=""0710011""","All Grades","Push Up",87.0
"Lebanon School District","=""0710011""","All Grades","Sit and Reach",86.7
"Ledyard School District","=""0720011""","All Grades","All Tests - District",62.4
"Ledyard School District","=""0720011""","All Grades","Curl Up",85.6
"Ledyard School District","=""0720011""","All Grades","Mile Run",77.9
"Ledyard School District","=""0720011""","All Grades","Push Up",77.2
"Ledyard School District","=""0720011""","All Grades","Sit and Reach",89.9
"Lisbon School District","=""0730011""","All Grades","All Tests - District",50.4
"Lisbon School District","=""0730011""","All Grades","Curl Up",88.4
"Lisbon School District","=""0730011""","All Grades","Mile Run",83.5
"Lisbon School District","=""0730011""","All Grades","Push Up",58.7
"Lisbon School District","=""0730011""","All Grades","Sit and Reach",80.2
"Litchfield School District","=""0740011""","All Grades","All Tests - District",59.5
"Litchfield School District","=""0740011""","All Grades","Curl Up",92.8
"Litchfield School District","=""0740011""","All Grades","Mile Run",79.3
"Litchfield School District","=""0740011""","All Grades","Push Up",82.3
"Litchfield School District","=""0740011""","All Grades","Sit and Reach",91.3
"Madison School District","=""0760011""","All Grades","All Tests - District",64.1
"Madison School District","=""0760011""","All Grades","Curl Up",92.3
"Madison School District","=""0760011""","All Grades","Mile Run",81.6
"Madison School District","=""0760011""","All Grades","Push Up",84.2
"Madison School District","=""0760011""","All Grades","Sit and Reach",87.8
"Manchester School District","=""0770011""","All Grades","All Tests - District",50.6
"Manchester School District","=""0770011""","All Grades","Curl Up",85.7
"Manchester School District","=""0770011""","All Grades","Mile Run",73.6
"Manchester School District","=""0770011""","All Grades","Push Up",71.7
"Manchester School District","=""0770011""","All Grades","Sit and Reach",85.7
"Mansfield School District","=""0780011""","All Grades","All Tests - District",60.9
"Mansfield School District","=""0780011""","All Grades","Curl Up",93.6
"Mansfield School District","=""0780011""","All Grades","Mile Run",83.1
"Mansfield School District","=""0780011""","All Grades","Push Up",74.0
"Mansfield School District","=""0780011""","All Grades","Sit and Reach",83.4
"Marlborough School District","=""0790011""","All Grades","All Tests - District",45.9
"Marlborough School District","=""0790011""","All Grades","Curl Up",79.2
"Marlborough School District","=""0790011""","All Grades","Mile Run",59.7
"Marlborough School District","=""0790011""","All Grades","Push Up",89.9
"Marlborough School District","=""0790011""","All Grades","Sit and Reach",84.3
"Meriden School District","=""0800011""","All Grades","All Tests - District",34.4
"Meriden School District","=""0800011""","All Grades","Curl Up",72.6
"Meriden School District","=""0800011""","All Grades","Mile Run",54.7
"Meriden School District","=""0800011""","All Grades","Push Up",53.8
"Meriden School District","=""0800011""","All Grades","Sit and Reach",78.1
"Middletown School District","=""0830011""","All Grades","All Tests - District",39.9
"Middletown School District","=""0830011""","All Grades","Curl Up",78.0
"Middletown School District","=""0830011""","All Grades","Mile Run",67.2
"Middletown School District","=""0830011""","All Grades","Push Up",64.6
