"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Bethel School District","=""0090011""","Grade 4","All Tests - District",48.3
"Bethel School District","=""0090011""","Grade 4","Curl Up",90.3
"Bethel School District","=""0090011""","Grade 4","Mile Run",76.3
"Bethel School District","=""0090011""","Grade 4","Push Up",61.4
"Bethel School District","=""0090011""","Grade 4","Sit and Reach",97.1
"Bethel School District","=""0090011""","Grade 6","All Tests - District",59.4
"Bethel School District","=""0090011""","Grade 6","Curl Up",91.0
"Bethel School District","=""0090011""","Grade 6","Mile Run",86.8
"Bethel School District","=""0090011""","Grade 6","Push Up",73.6
"Bethel School District","=""0090011""","Grade 6","Sit and Reach",82.5
"Bethel School District","=""0090011""","Grade 8","All Tests - District",57.7
"Bethel School District","=""0090011""","Grade 8","Curl Up",85.0
"Bethel School District","=""0090011""","Grade 8","Mile Run",79.1
"Bethel School District","=""0090011""","Grade 8","Push Up",67.9
"Bethel School District","=""0090011""","Grade 8","Sit and Reach",86.3
"Bethel School District","=""0090011""","Grade 10","All Tests - District",52.1
"Bethel School District","=""0090011""","Grade 10","Curl Up",85.8
"Bethel School District","=""0090011""","Grade 10","Mile Run",63.0
"Bethel School District","=""0090011""","Grade 10","Push Up",87.7
"Bethel School District","=""0090011""","Grade 10","Sit and Reach",86.7
"Bloomfield School District","=""0110011""","Grade 4","All Tests - District",31.5
"Bloomfield School District","=""0110011""","Grade 4","Curl Up",90.8
"Bloomfield School District","=""0110011""","Grade 4","Mile Run",70.8
"Bloomfield School District","=""0110011""","Grade 4","Push Up",57.7
"Bloomfield School District","=""0110011""","Grade 4","Sit and Reach",56.2
"Bloomfield School District","=""0110011""","Grade 6","All Tests - District",55.7
"Bloomfield School District","=""0110011""","Grade 6","Curl Up",90.2
"Bloomfield School District","=""0110011""","Grade 6","Mile Run",80.3
"Bloomfield School District","=""0110011""","Grade 6","Push Up",82.8
"Bloomfield School District","=""0110011""","Grade 6","Sit and Reach",71.3
"Bloomfield School District","=""0110011""","Grade 8","All Tests - District",42.9
"Bloomfield School District","=""0110011""","Grade 8","Curl Up",77.8
"Bloomfield School District","=""0110011""","Grade 8","Mile Run",57.9
"Bloomfield School District","=""0110011""","Grade 8","Push Up",84.9
"Bloomfield School District","=""0110011""","Grade 8","Sit and Reach",72.2
"Bloomfield School District","=""0110011""","Grade 10","All Tests - District",64.0
"Bloomfield School District","=""0110011""","Grade 10","Curl Up",91.0
"Bloomfield School District","=""0110011""","Grade 10","Mile Run",94.4
"Bloomfield School District","=""0110011""","Grade 10","Push Up",92.1
"Bloomfield School District","=""0110011""","Grade 10","Sit and Reach",75.3
"Bolton School District","=""0120011""","Grade 4","All Tests - District",50.0
"Bolton School District","=""0120011""","Grade 4","Curl Up",85.2
"Bolton School District","=""0120011""","Grade 4","Mile Run",85.2
"Bolton School District","=""0120011""","Grade 4","Push Up",57.4
"Bolton School District","=""0120011""","Grade 4","Sit and Reach",88.9
"Bolton School District","=""0120011""","Grade 6","All Tests - District",57.4
"Bolton School District","=""0120011""","Grade 6","Curl Up",91.8
"Bolton School District","=""0120011""","Grade 6","Mile Run",95.1
"Bolton School District","=""0120011""","Grade 6","Push Up",67.2
"Bolton School District","=""0120011""","Grade 6","Sit and Reach",82.0
"Bolton School District","=""0120011""","Grade 8","All Tests - District",73.6
"Bolton School District","=""0120011""","Grade 8","Curl Up",90.3
"Bolton School District","=""0120011""","Grade 8","Mile Run",83.3
"Bolton School District","=""0120011""","Grade 8","Push Up",75.0
"Bolton School District","=""0120011""","Grade 8","Sit and Reach",88.9
"Bolton School District","=""0120011""","Grade 10","All Tests - District",80.2
"Bolton School District","=""0120011""","Grade 10","Curl Up",91.7
"Bolton School District","=""0120011""","Grade 10","Mile Run",92.7
"Bolton School District","=""0120011""","Grade 10","Push Up",86.5
"Bolton School District","=""0120011""","Grade 10","Sit and Reach",92.7
"Bozrah School District","=""0130011""","Grade 4","All Tests - District",66.7
"Bozrah School District","=""0130011""","Grade 4","Curl Up",100.0
"Bozrah School District","=""0130011""","Grade 4","Mile Run",66.7
"Bozrah School District","=""0130011""","Grade 4","Push Up",85.7
"Bozrah School District","=""0130011""","Grade 4","Sit and Reach",85.7
"Bozrah School District","=""0130011""","Grade 6","All Tests - District",75.0
"Bozrah School District","=""0130011""","Grade 6","Curl Up",96.4
"Bozrah School District","=""0130011""","Grade 6","Mile Run",92.9
"Bozrah School District","=""0130011""","Grade 6","Push Up",78.6
"Bozrah School District","=""0130011""","Grade 6","Sit and Reach",85.7
"Bozrah School District","=""0130011""","Grade 8","All Tests - District","*"
"Bozrah School District","=""0130011""","Grade 8","Curl Up","*"
"Bozrah School District","=""0130011""","Grade 8","Mile Run","*"
"Bozrah School District","=""0130011""","Grade 8","Push Up","*"
"Bozrah School District","=""0130011""","Grade 8","Sit and Reach","*"
"Bozrah School District","=""0130011""","Grade 10","All Tests - District","N/A"
"Bozrah School District","=""0130011""","Grade 10","Curl Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Mile Run","N/A"
"Bozrah School District","=""0130011""","Grade 10","Push Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Sit and Reach","N/A"
"Branford School District","=""0140011""","Grade 4","All Tests - District",42.7
"Branford School District","=""0140011""","Grade 4","Curl Up",76.0
"Branford School District","=""0140011""","Grade 4","Mile Run",77.2
"Branford School District","=""0140011""","Grade 4","Push Up",76.4
"Branford School District","=""0140011""","Grade 4","Sit and Reach",69.5
"Branford School District","=""0140011""","Grade 6","All Tests - District",54.7
"Branford School District","=""0140011""","Grade 6","Curl Up",82.1
"Branford School District","=""0140011""","Grade 6","Mile Run",63.7
"Branford School District","=""0140011""","Grade 6","Push Up",66.8
"Branford School District","=""0140011""","Grade 6","Sit and Reach",65.8
"Branford School District","=""0140011""","Grade 8","All Tests - District",40.0
"Branford School District","=""0140011""","Grade 8","Curl Up",84.5
"Branford School District","=""0140011""","Grade 8","Mile Run",54.0
"Branford School District","=""0140011""","Grade 8","Push Up",59.0
"Branford School District","=""0140011""","Grade 8","Sit and Reach",65.0
"Branford School District","=""0140011""","Grade 10","All Tests - District",41.6
"Branford School District","=""0140011""","Grade 10","Curl Up",76.6
"Branford School District","=""0140011""","Grade 10","Mile Run",56.3
"Branford School District","=""0140011""","Grade 10","Push Up",71.9
"Branford School District","=""0140011""","Grade 10","Sit and Reach",84.0
"Bridgeport Achievement First District","=""2850013""","Grade 4","All Tests - District","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Curl Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Mile Run","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Push Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Sit and Reach","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 6","All Tests - District",18.4
"Bridgeport Achievement First District","=""2850013""","Grade 6","Curl Up",73.7
"Bridgeport Achievement First District","=""2850013""","Grade 6","Mile Run",50.0
"Bridgeport Achievement First District","=""2850013""","Grade 6","Push Up",61.8
"Bridgeport Achievement First District","=""2850013""","Grade 6","Sit and Reach",52.6
"Bridgeport Achievement First District","=""2850013""","Grade 8","All Tests - District",20.3
"Bridgeport Achievement First District","=""2850013""","Grade 8","Curl Up",78.1
"Bridgeport Achievement First District","=""2850013""","Grade 8","Mile Run",34.4
"Bridgeport Achievement First District","=""2850013""","Grade 8","Push Up",60.9
"Bridgeport Achievement First District","=""2850013""","Grade 8","Sit and Reach",76.6
"Bridgeport Achievement First District","=""2850013""","Grade 10","All Tests - District","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Curl Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Mile Run","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Push Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Grade 4","All Tests - District",47.1
"Bridgeport School District","=""0150011""","Grade 4","Curl Up",84.3
"Bridgeport School District","=""0150011""","Grade 4","Mile Run",71.7
"Bridgeport School District","=""0150011""","Grade 4","Push Up",65.8
"Bridgeport School District","=""0150011""","Grade 4","Sit and Reach",79.3
"Bridgeport School District","=""0150011""","Grade 6","All Tests - District",45.9
"Bridgeport School District","=""0150011""","Grade 6","Curl Up",82.5
"Bridgeport School District","=""0150011""","Grade 6","Mile Run",70.3
"Bridgeport School District","=""0150011""","Grade 6","Push Up",65.7
"Bridgeport School District","=""0150011""","Grade 6","Sit and Reach",78.4
"Bridgeport School District","=""0150011""","Grade 8","All Tests - District",45.8
"Bridgeport School District","=""0150011""","Grade 8","Curl Up",79.0
"Bridgeport School District","=""0150011""","Grade 8","Mile Run",64.4
"Bridgeport School District","=""0150011""","Grade 8","Push Up",70.7
"Bridgeport School District","=""0150011""","Grade 8","Sit and Reach",82.8
"Bridgeport School District","=""0150011""","Grade 10","All Tests - District",40.6
"Bridgeport School District","=""0150011""","Grade 10","Curl Up",64.1
"Bridgeport School District","=""0150011""","Grade 10","Mile Run",48.4
"Bridgeport School District","=""0150011""","Grade 10","Push Up",60.9
"Bridgeport School District","=""0150011""","Grade 10","Sit and Reach",79.7
"Bristol School District","=""0170011""","Grade 4","All Tests - District",43.8
"Bristol School District","=""0170011""","Grade 4","Curl Up",83.5
"Bristol School District","=""0170011""","Grade 4","Mile Run",66.0
"Bristol School District","=""0170011""","Grade 4","Push Up",67.1
"Bristol School District","=""0170011""","Grade 4","Sit and Reach",81.6
"Bristol School District","=""0170011""","Grade 6","All Tests - District",63.9
"Bristol School District","=""0170011""","Grade 6","Curl Up",93.0
"Bristol School District","=""0170011""","Grade 6","Mile Run",84.8
"Bristol School District","=""0170011""","Grade 6","Push Up",78.5
"Bristol School District","=""0170011""","Grade 6","Sit and Reach",88.4
"Bristol School District","=""0170011""","Grade 8","All Tests - District",65.9
"Bristol School District","=""0170011""","Grade 8","Curl Up",90.3
"Bristol School District","=""0170011""","Grade 8","Mile Run",85.3
"Bristol School District","=""0170011""","Grade 8","Push Up",80.2
"Bristol School District","=""0170011""","Grade 8","Sit and Reach",92.4
"Bristol School District","=""0170011""","Grade 10","All Tests - District",64.4
"Bristol School District","=""0170011""","Grade 10","Curl Up",80.5
"Bristol School District","=""0170011""","Grade 10","Mile Run",79.5
"Bristol School District","=""0170011""","Grade 10","Push Up",81.4
"Bristol School District","=""0170011""","Grade 10","Sit and Reach",88.9
"Brookfield School District","=""0180011""","Grade 4","All Tests - District",61.0
"Brookfield School District","=""0180011""","Grade 4","Curl Up",98.8
"Brookfield School District","=""0180011""","Grade 4","Mile Run",83.1
"Brookfield School District","=""0180011""","Grade 4","Push Up",83.1
"Brookfield School District","=""0180011""","Grade 4","Sit and Reach",76.7
"Brookfield School District","=""0180011""","Grade 6","All Tests - District",51.2
"Brookfield School District","=""0180011""","Grade 6","Curl Up",76.6
"Brookfield School District","=""0180011""","Grade 6","Mile Run",85.1
"Brookfield School District","=""0180011""","Grade 6","Push Up",70.1
"Brookfield School District","=""0180011""","Grade 6","Sit and Reach",88.1
"Brookfield School District","=""0180011""","Grade 8","All Tests - District",60.2
"Brookfield School District","=""0180011""","Grade 8","Curl Up",77.1
"Brookfield School District","=""0180011""","Grade 8","Mile Run",89.1
"Brookfield School District","=""0180011""","Grade 8","Push Up",81.1
"Brookfield School District","=""0180011""","Grade 8","Sit and Reach",86.6
"Brookfield School District","=""0180011""","Grade 10","All Tests - District",60.9
"Brookfield School District","=""0180011""","Grade 10","Curl Up",89.8
"Brookfield School District","=""0180011""","Grade 10","Mile Run",83.3
"Brookfield School District","=""0180011""","Grade 10","Push Up",85.1
"Brookfield School District","=""0180011""","Grade 10","Sit and Reach",87.9
"Brooklyn School District","=""0190011""","Grade 4","All Tests - District",44.7
"Brooklyn School District","=""0190011""","Grade 4","Curl Up",58.5
"Brooklyn School District","=""0190011""","Grade 4","Mile Run",52.1
"Brooklyn School District","=""0190011""","Grade 4","Push Up",57.4
"Brooklyn School District","=""0190011""","Grade 4","Sit and Reach",73.4
"Brooklyn School District","=""0190011""","Grade 6","All Tests - District",38.4
"Brooklyn School District","=""0190011""","Grade 6","Curl Up",74.4
"Brooklyn School District","=""0190011""","Grade 6","Mile Run",69.8
"Brooklyn School District","=""0190011""","Grade 6","Push Up",48.8
"Brooklyn School District","=""0190011""","Grade 6","Sit and Reach",72.1
"Brooklyn School District","=""0190011""","Grade 8","All Tests - District",26.6
"Brooklyn School District","=""0190011""","Grade 8","Curl Up",71.3
"Brooklyn School District","=""0190011""","Grade 8","Mile Run",60.6
"Brooklyn School District","=""0190011""","Grade 8","Push Up",39.4
"Brooklyn School District","=""0190011""","Grade 8","Sit and Reach",74.5
"Brooklyn School District","=""0190011""","Grade 10","All Tests - District","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Curl Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Mile Run","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Push Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Sit and Reach","N/A"
"Canaan School District","=""0210011""","Grade 4","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 4","Curl Up","*"
"Canaan School District","=""0210011""","Grade 4","Mile Run","*"
"Canaan School District","=""0210011""","Grade 4","Push Up","*"
"Canaan School District","=""0210011""","Grade 4","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 6","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 6","Curl Up","*"
"Canaan School District","=""0210011""","Grade 6","Mile Run","*"
"Canaan School District","=""0210011""","Grade 6","Push Up","*"
"Canaan School District","=""0210011""","Grade 6","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 8","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 8","Curl Up","*"
"Canaan School District","=""0210011""","Grade 8","Mile Run","*"
