"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts, Curl Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Clinton School District","=""0270011""","All Grades","Curl Up",95.9
"Colchester School District","=""0280011""","All Grades","Curl Up",83.6
"Colebrook School District","=""0290011""","All Grades","Curl Up",100.0
"Columbia School District","=""0300011""","All Grades","Curl Up",92.1
"Common Ground High School District","=""2680013""","All Grades","Curl Up",30.0
"Connecticut Technical High School System","=""9000016""","All Grades","Curl Up",89.4
"Cooperative Educational Services","=""2430014""","All Grades","Curl Up",86.8
"Cornwall School District","=""0310011""","All Grades","Curl Up",90.5
"Coventry School District","=""0320011""","All Grades","Curl Up",86.3
"Cromwell School District","=""0330011""","All Grades","Curl Up",87.4
"Danbury School District","=""0340011""","All Grades","Curl Up",75.3
"Darien School District","=""0350011""","All Grades","Curl Up",95.1
"Deep River School District","=""0360011""","All Grades","Curl Up",93.9
"Derby School District","=""0370011""","All Grades","Curl Up",75.4
"East Granby School District","=""0400011""","All Grades","Curl Up",91.7
"East Haddam School District","=""0410011""","All Grades","Curl Up",78.3
"East Hampton School District","=""0420011""","All Grades","Curl Up",83.8
"East Hartford School District","=""0430011""","All Grades","Curl Up",81.6
"East Haven School District","=""0440011""","All Grades","Curl Up",67.0
"East Lyme School District","=""0450011""","All Grades","Curl Up",87.8
"East Windsor School District","=""0470011""","All Grades","Curl Up",77.4
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up",65.0
"Eastford School District","=""0390011""","All Grades","Curl Up",79.1
"Easton School District","=""0460011""","All Grades","Curl Up",90.7
"Ellington School District","=""0480011""","All Grades","Curl Up",83.4
"Elm City College Preparatory School District","=""2890013""","All Grades","Curl Up",48.4
"Enfield School District","=""0490011""","All Grades","Curl Up",93.5
"Essex School District","=""0500011""","All Grades","Curl Up",95.2
"Explorations District","=""2720013""","All Grades","Curl Up","*"
"Fairfield School District","=""0510011""","All Grades","Curl Up",87.1
"Farmington School District","=""0520011""","All Grades","Curl Up",86.9
"Franklin School District","=""0530011""","All Grades","Curl Up",78.1
"Glastonbury School District","=""0540011""","All Grades","Curl Up",85.7
"Granby School District","=""0560011""","All Grades","Curl Up",87.6
"Greenwich School District","=""0570011""","All Grades","Curl Up",94.5
"Griswold School District","=""0580011""","All Grades","Curl Up",87.2
"Groton School District","=""0590011""","All Grades","Curl Up",80.7
"Guilford School District","=""0600011""","All Grades","Curl Up",88.4
"Hamden School District","=""0620011""","All Grades","Curl Up",84.2
"Hampton School District","=""0630011""","All Grades","Curl Up",100.0
"Hartford School District","=""0640011""","All Grades","Curl Up",76.6
"Hartland School District","=""0650011""","All Grades","Curl Up",100.0
"Hebron School District","=""0670011""","All Grades","Curl Up",75.3
"Highville Charter School District","=""2860013""","All Grades","Curl Up",43.8
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",89.9
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",87.1
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",39.9
"Kent School District","=""0680011""","All Grades","Curl Up",71.1
"Killingly School District","=""0690011""","All Grades","Curl Up",80.0
"Learn","=""2450014""","All Grades","Curl Up",66.7
"Lebanon School District","=""0710011""","All Grades","Curl Up",87.2
"Ledyard School District","=""0720011""","All Grades","Curl Up",83.4
"Lisbon School District","=""0730011""","All Grades","Curl Up",76.1
"Litchfield School District","=""0740011""","All Grades","Curl Up",95.1
"Madison School District","=""0760011""","All Grades","Curl Up",91.2
"Manchester School District","=""0770011""","All Grades","Curl Up",85.5
"Mansfield School District","=""0780011""","All Grades","Curl Up",94.6
"Marlborough School District","=""0790011""","All Grades","Curl Up",84.2
"Meriden School District","=""0800011""","All Grades","Curl Up",74.6
"Middletown School District","=""0830011""","All Grades","Curl Up",74.9
"Milford School District","=""0840011""","All Grades","Curl Up",93.4
"Monroe School District","=""0850011""","All Grades","Curl Up",91.2
"Montville School District","=""0860011""","All Grades","Curl Up",74.2
"Naugatuck School District","=""0880011""","All Grades","Curl Up",74.9
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Curl Up",69.1
"New Britain School District","=""0890011""","All Grades","Curl Up",64.1
"New Canaan School District","=""0900011""","All Grades","Curl Up",95.1
"New Fairfield School District","=""0910011""","All Grades","Curl Up",91.9
"New Hartford School District","=""0920011""","All Grades","Curl Up",93.8
"New Haven School District","=""0930011""","All Grades","Curl Up",75.6
"New London School District","=""0950011""","All Grades","Curl Up",68.6
"New Milford School District","=""0960011""","All Grades","Curl Up",81.5
"Newington School District","=""0940011""","All Grades","Curl Up",90.6
"Newtown School District","=""0970011""","All Grades","Curl Up",91.0
"Norfolk School District","=""0980011""","All Grades","Curl Up",96.4
"North Branford School District","=""0990011""","All Grades","Curl Up",89.4
"North Canaan School District","=""1000011""","All Grades","Curl Up",89.9
"North Haven School District","=""1010011""","All Grades","Curl Up",87.2
"North Stonington School District","=""1020011""","All Grades","Curl Up",93.6
"Norwalk School District","=""1030011""","All Grades","Curl Up",85.0
"Norwich Free Academy District","=""9010022""","All Grades","Curl Up",79.8
"Norwich School District","=""1040011""","All Grades","Curl Up",82.5
"Odyssey Community School District","=""2630013""","All Grades","Curl Up",58.1
"Old Saybrook School District","=""1060011""","All Grades","Curl Up",85.3
"Orange School District","=""1070011""","All Grades","Curl Up",81.0
"Oxford School District","=""1080011""","All Grades","Curl Up",91.7
"Park City Prep Charter School District","=""2830013""","All Grades","Curl Up",73.8
"Plainfield School District","=""1090011""","All Grades","Curl Up",86.8
"Plainville School District","=""1100011""","All Grades","Curl Up",82.4
"Plymouth School District","=""1110011""","All Grades","Curl Up",88.0
"Pomfret School District","=""1120011""","All Grades","Curl Up",64.7
"Portland School District","=""1130011""","All Grades","Curl Up",64.9
"Preston School District","=""1140011""","All Grades","Curl Up",94.5
"Putnam School District","=""1160011""","All Grades","Curl Up",84.1
"Redding School District","=""1170011""","All Grades","Curl Up",89.3
"Regional School District 01","=""2010012""","All Grades","Curl Up",73.0
"Regional School District 04","=""2040012""","All Grades","Curl Up",80.6
"Regional School District 05","=""2050012""","All Grades","Curl Up",93.3
"Regional School District 06","=""2060012""","All Grades","Curl Up",88.3
"Regional School District 07","=""2070012""","All Grades","Curl Up",91.6
"Regional School District 08","=""2080012""","All Grades","Curl Up",90.8
"Regional School District 10","=""2100012""","All Grades","Curl Up",92.5
"Regional School District 11","=""2110012""","All Grades","Curl Up",97.6
"Regional School District 12","=""2120012""","All Grades","Curl Up",91.4
"Regional School District 13","=""2130012""","All Grades","Curl Up",92.4
"Regional School District 14","=""2140012""","All Grades","Curl Up",92.9
"Regional School District 15","=""2150012""","All Grades","Curl Up",86.1
"Regional School District 16","=""2160012""","All Grades","Curl Up",88.3
"Regional School District 17","=""2170012""","All Grades","Curl Up",90.7
"Regional School District 18","=""2180012""","All Grades","Curl Up",90.2
"Regional School District 19","=""2190012""","All Grades","Curl Up",90.2
"Ridgefield School District","=""1180011""","All Grades","Curl Up",93.3
"Rocky Hill School District","=""1190011""","All Grades","Curl Up",83.6
"Salem School District","=""1210011""","All Grades","Curl Up",89.0
"Salisbury School District","=""1220011""","All Grades","Curl Up",72.8
"Scotland School District","=""1230011""","All Grades","Curl Up",96.8
"Seymour School District","=""1240011""","All Grades","Curl Up",95.8
"Sharon School District","=""1250011""","All Grades","Curl Up",90.7
"Shelton School District","=""1260011""","All Grades","Curl Up",89.9
"Sherman School District","=""1270011""","All Grades","Curl Up",66.4
"Side By Side Charter School District","=""2700013""","All Grades","Curl Up",92.4
"Simsbury School District","=""1280011""","All Grades","Curl Up",87.8
"Somers School District","=""1290011""","All Grades","Curl Up",81.8
"South Windsor School District","=""1320011""","All Grades","Curl Up",87.7
"Southington School District","=""1310011""","All Grades","Curl Up",84.2
"Sprague School District","=""1330011""","All Grades","Curl Up",56.0
"Stafford School District","=""1340011""","All Grades","Curl Up",80.7
"Stamford Academy District","=""2820013""","All Grades","Curl Up",76.9
"Stamford School District","=""1350011""","All Grades","Curl Up",84.7
"Sterling School District","=""1360011""","All Grades","Curl Up",96.1
"Stonington School District","=""1370011""","All Grades","Curl Up",94.5
"Stratford School District","=""1380011""","All Grades","Curl Up",90.2
"Suffield School District","=""1390011""","All Grades","Curl Up",81.9
"The Bridge Academy District","=""2690013""","All Grades","Curl Up",91.6
"The Gilbert School District","=""9020022""","All Grades","Curl Up",74.0
"Thomaston School District","=""1400011""","All Grades","Curl Up",81.5
"Thompson School District","=""1410011""","All Grades","Curl Up",75.4
"Tolland School District","=""1420011""","All Grades","Curl Up",96.0
"Torrington School District","=""1430011""","All Grades","Curl Up",84.8
"Trailblazers Academy District","=""2780013""","All Grades","Curl Up",76.6
"Trumbull School District","=""1440011""","All Grades","Curl Up",90.7
"Union School District","=""1450011""","All Grades","Curl Up",92.9
"Vernon School District","=""1460011""","All Grades","Curl Up",79.6
"Voluntown School District","=""1470011""","All Grades","Curl Up",94.2
"Wallingford School District","=""1480011""","All Grades","Curl Up",83.2
"Waterbury School District","=""1510011""","All Grades","Curl Up",83.4
"Waterford School District","=""1520011""","All Grades","Curl Up",74.9
"Watertown School District","=""1530011""","All Grades","Curl Up",80.3
"West Hartford School District","=""1550011""","All Grades","Curl Up",89.5
"West Haven School District","=""1560011""","All Grades","Curl Up",69.2
"Westbrook School District","=""1540011""","All Grades","Curl Up",90.0
"Weston School District","=""1570011""","All Grades","Curl Up",85.3
"Westport School District","=""1580011""","All Grades","Curl Up",89.4
"Wethersfield School District","=""1590011""","All Grades","Curl Up",76.4
"Willington School District","=""1600011""","All Grades","Curl Up",83.6
"Wilton School District","=""1610011""","All Grades","Curl Up",96.1
"Winchester School District","=""1620011""","All Grades","Curl Up",79.3
"Windham School District","=""1630011""","All Grades","Curl Up",82.5
"Windsor Locks School District","=""1650011""","All Grades","Curl Up",73.0
"Windsor School District","=""1640011""","All Grades","Curl Up",74.9
"Wolcott School District","=""1660011""","All Grades","Curl Up",90.6
"Woodbridge School District","=""1670011""","All Grades","Curl Up",91.4
"Woodstock Academy District","=""9030022""","All Grades","Curl Up",87.4
"Woodstock School District","=""1690011""","All Grades","Curl Up",82.0

