"Physical Fitness Tests: Students Reaching Health Standard, 2009-10"
"All Districts, Sit and Reach"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Thompson School District","=""1410011""","All Grades","Sit and Reach",79.1
"Tolland School District","=""1420011""","All Grades","Sit and Reach",80.4
"Torrington School District","=""1430011""","All Grades","Sit and Reach",76.4
"Trailblazers Academy District","=""2780013""","All Grades","Sit and Reach",83.3
"Trumbull School District","=""1440011""","All Grades","Sit and Reach",86.8
"Union School District","=""1450011""","All Grades","Sit and Reach",95.7
"Vernon School District","=""1460011""","All Grades","Sit and Reach",89.3
"Voluntown School District","=""1470011""","All Grades","Sit and Reach",81.6
"Wallingford School District","=""1480011""","All Grades","Sit and Reach",80.8
"Waterbury School District","=""1510011""","All Grades","Sit and Reach",83.0
"Waterford School District","=""1520011""","All Grades","Sit and Reach",80.2
"Watertown School District","=""1530011""","All Grades","Sit and Reach",90.3
"West Hartford School District","=""1550011""","All Grades","Sit and Reach",86.2
"West Haven School District","=""1560011""","All Grades","Sit and Reach",74.5
"Westbrook School District","=""1540011""","All Grades","Sit and Reach",85.7
"Weston School District","=""1570011""","All Grades","Sit and Reach",83.7
"Westport School District","=""1580011""","All Grades","Sit and Reach",86.5
"Wethersfield School District","=""1590011""","All Grades","Sit and Reach",81.7
"Willington School District","=""1600011""","All Grades","Sit and Reach",93.6
"Wilton School District","=""1610011""","All Grades","Sit and Reach",82.1
"Winchester School District","=""1620011""","All Grades","Sit and Reach",81.6
"Windham School District","=""1630011""","All Grades","Sit and Reach",76.5
"Windsor Locks School District","=""1650011""","All Grades","Sit and Reach",66.1
"Windsor School District","=""1640011""","All Grades","Sit and Reach",76.4
"Wolcott School District","=""1660011""","All Grades","Sit and Reach",89.4
"Woodbridge School District","=""1670011""","All Grades","Sit and Reach",83.6
"Woodstock Academy District","=""9030022""","All Grades","Sit and Reach",98.8
"Woodstock School District","=""1690011""","All Grades","Sit and Reach",89.0

