"Physical Fitness Tests: Students Reaching Health Standard, 2008-09"
"All Districts, Mile Run"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"East Hampton School District","=""0420011""","All Grades","Mile Run",50.8
"East Hartford School District","=""0430011""","All Grades","Mile Run",47.3
"East Haven School District","=""0440011""","All Grades","Mile Run",33.8
"East Lyme School District","=""0450011""","All Grades","Mile Run",62.3
"East Windsor School District","=""0470011""","All Grades","Mile Run",40.2
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Mile Run","*"
"Eastford School District","=""0390011""","All Grades","Mile Run",75.8
"Easton School District","=""0460011""","All Grades","Mile Run",55.9
"Ellington School District","=""0480011""","All Grades","Mile Run",64.6
"Elm City College Preparatory School","=""2810013""","All Grades","Mile Run",29.3
"Enfield School District","=""0490011""","All Grades","Mile Run",49.8
"Essex School District","=""0500011""","All Grades","Mile Run",53.0
"Explorations District","=""2720013""","All Grades","Mile Run","*"
"Fairfield School District","=""0510011""","All Grades","Mile Run",69.6
"Farmington School District","=""0520011""","All Grades","Mile Run",63.7
"Franklin School District","=""0530011""","All Grades","Mile Run",57.4
"Glastonbury School District","=""0540011""","All Grades","Mile Run",70.0
"Granby School District","=""0560011""","All Grades","Mile Run",64.0
"Greenwich School District","=""0570011""","All Grades","Mile Run",68.1
"Griswold School District","=""0580011""","All Grades","Mile Run",32.6
"Groton School District","=""0590011""","All Grades","Mile Run",38.2
"Guilford School District","=""0600011""","All Grades","Mile Run",69.5
"Hamden School District","=""0620011""","All Grades","Mile Run",42.3
"Hampton School District","=""0630011""","All Grades","Mile Run",64.7
"Hartford School District","=""0640011""","All Grades","Mile Run",35.8
"Hartland School District","=""0650011""","All Grades","Mile Run",34.3
"Hebron School District","=""0670011""","All Grades","Mile Run",50.0
"Highville Charter School District","=""2860013""","All Grades","Mile Run",50.9
"Integrated Day Charter School District","=""2640013""","All Grades","Mile Run",49.5
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Mile Run",27.5
"Jumoke Academy District","=""2610013""","All Grades","Mile Run",0.0
"Kent School District","=""0680011""","All Grades","Mile Run",58.0
"Killingly School District","=""0690011""","All Grades","Mile Run",45.5
"Learn","=""2450014""","All Grades","Mile Run",47.6
"Lebanon School District","=""0710011""","All Grades","Mile Run",52.3
"Ledyard School District","=""0720011""","All Grades","Mile Run",51.7
"Lisbon School District","=""0730011""","All Grades","Mile Run",37.3
"Litchfield School District","=""0740011""","All Grades","Mile Run",54.9
"Madison School District","=""0760011""","All Grades","Mile Run",69.1
"Manchester School District","=""0770011""","All Grades","Mile Run",40.3
"Mansfield School District","=""0780011""","All Grades","Mile Run",67.4
"Marlborough School District","=""0790011""","All Grades","Mile Run",60.3
"Meriden School District","=""0800011""","All Grades","Mile Run",38.7
"Middletown School District","=""0830011""","All Grades","Mile Run",42.8
"Milford School District","=""0840011""","All Grades","Mile Run",43.5
"Monroe School District","=""0850011""","All Grades","Mile Run",49.5
"Montville School District","=""0860011""","All Grades","Mile Run",39.0
"Naugatuck School District","=""0880011""","All Grades","Mile Run",40.5
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Mile Run","*"
"New Britain School District","=""0890011""","All Grades","Mile Run",27.4
"New Canaan School District","=""0900011""","All Grades","Mile Run",75.0
"New Fairfield School District","=""0910011""","All Grades","Mile Run",54.5
"New Hartford School District","=""0920011""","All Grades","Mile Run",42.5
"New Haven School District","=""0930011""","All Grades","Mile Run",34.3
"New London School District","=""0950011""","All Grades","Mile Run",26.0
"New Milford School District","=""0960011""","All Grades","Mile Run",49.4
"Newington School District","=""0940011""","All Grades","Mile Run",51.3
"Newtown School District","=""0970011""","All Grades","Mile Run",66.8
"Norfolk School District","=""0980011""","All Grades","Mile Run",56.9
"North Branford School District","=""0990011""","All Grades","Mile Run",51.2
"North Canaan School District","=""1000011""","All Grades","Mile Run",38.3
"North Haven School District","=""1010011""","All Grades","Mile Run",49.1
"North Stonington School District","=""1020011""","All Grades","Mile Run",40.9
"Norwalk School District","=""1030011""","All Grades","Mile Run",42.8
"Norwich Free Academy District","=""9010022""","All Grades","Mile Run",51.3
"Norwich School District","=""1040011""","All Grades","Mile Run",33.5
"Odyssey Community School District","=""2630013""","All Grades","Mile Run",29.5
"Old Saybrook School District","=""1060011""","All Grades","Mile Run",68.0
"Orange School District","=""1070011""","All Grades","Mile Run",70.4
"Oxford School District","=""1080011""","All Grades","Mile Run",58.1
"Park City Prep Charter School District","=""2830013""","All Grades","Mile Run",61.5
"Plainfield School District","=""1090011""","All Grades","Mile Run",45.5
"Plainville School District","=""1100011""","All Grades","Mile Run",44.3
"Plymouth School District","=""1110011""","All Grades","Mile Run",49.1
"Pomfret School District","=""1120011""","All Grades","Mile Run",49.4
"Portland School District","=""1130011""","All Grades","Mile Run",52.0
"Preston School District","=""1140011""","All Grades","Mile Run",37.4
"Putnam School District","=""1160011""","All Grades","Mile Run",43.0
"Redding School District","=""1170011""","All Grades","Mile Run",71.3
"Regional School District 01","=""2010012""","All Grades","Mile Run",52.4
"Regional School District 04","=""2040012""","All Grades","Mile Run",75.8
"Regional School District 05","=""2050012""","All Grades","Mile Run",69.1
"Regional School District 06","=""2060012""","All Grades","Mile Run",60.8
"Regional School District 07","=""2070012""","All Grades","Mile Run",51.4
"Regional School District 08","=""2080012""","All Grades","Mile Run",65.2
"Regional School District 10","=""2100012""","All Grades","Mile Run",58.1
"Regional School District 11","=""2110012""","All Grades","Mile Run",61.2
"Regional School District 12","=""2120012""","All Grades","Mile Run",63.8
"Regional School District 13","=""2130012""","All Grades","Mile Run",60.8
"Regional School District 14","=""2140012""","All Grades","Mile Run",53.1
"Regional School District 15","=""2150012""","All Grades","Mile Run",64.7
"Regional School District 16","=""2160012""","All Grades","Mile Run",47.5
"Regional School District 17","=""2170012""","All Grades","Mile Run",61.6
"Regional School District 18","=""2180012""","All Grades","Mile Run",62.2
"Regional School District 19","=""2190012""","All Grades","Mile Run",52.9
"Ridgefield School District","=""1180011""","All Grades","Mile Run",61.4
"Rocky Hill School District","=""1190011""","All Grades","Mile Run",61.6
"Salem School District","=""1210011""","All Grades","Mile Run",84.2
"Salisbury School District","=""1220011""","All Grades","Mile Run",73.0
"Scotland School District","=""1230011""","All Grades","Mile Run",62.0
"Seymour School District","=""1240011""","All Grades","Mile Run",48.3
"Sharon School District","=""1250011""","All Grades","Mile Run",40.4
"Shelton School District","=""1260011""","All Grades","Mile Run",47.8
"Sherman School District","=""1270011""","All Grades","Mile Run",79.1
"Side By Side Charter School District","=""2700013""","All Grades","Mile Run",42.1
"Simsbury School District","=""1280011""","All Grades","Mile Run",61.3
"Somers School District","=""1290011""","All Grades","Mile Run",58.7
"South Windsor School District","=""1320011""","All Grades","Mile Run",42.2
"Southington School District","=""1310011""","All Grades","Mile Run",49.8
"Sprague School District","=""1330011""","All Grades","Mile Run",51.1
"Stafford School District","=""1340011""","All Grades","Mile Run",49.5
"Stamford Academy District","=""2820013""","All Grades","Mile Run",15.8
"Stamford School District","=""1350011""","All Grades","Mile Run",38.0
"Sterling School District","=""1360011""","All Grades","Mile Run",48.7
"Stonington School District","=""1370011""","All Grades","Mile Run",74.9
"Stratford School District","=""1380011""","All Grades","Mile Run",43.4
"Suffield School District","=""1390011""","All Grades","Mile Run",60.0
"The Bridge Academy District","=""2690013""","All Grades","Mile Run","*"
"The Gilbert School District","=""9020022""","All Grades","Mile Run",75.0
"Thomaston School District","=""1400011""","All Grades","Mile Run",58.8
"Thompson School District","=""1410011""","All Grades","Mile Run",32.0
"Tolland School District","=""1420011""","All Grades","Mile Run",55.0
"Torrington School District","=""1430011""","All Grades","Mile Run",37.3
"Trailblazers Academy District","=""2780013""","All Grades","Mile Run",14.7
"Trumbull School District","=""1440011""","All Grades","Mile Run",60.0
"Union School District","=""1450011""","All Grades","Mile Run",90.5
"Vernon School District","=""1460011""","All Grades","Mile Run",48.7
"Voluntown School District","=""1470011""","All Grades","Mile Run",55.8
"Wallingford School District","=""1480011""","All Grades","Mile Run",48.5
"Waterbury School District","=""1510011""","All Grades","Mile Run",30.9
"Waterford School District","=""1520011""","All Grades","Mile Run",59.4
"Watertown School District","=""1530011""","All Grades","Mile Run",47.0
"West Hartford School District","=""1550011""","All Grades","Mile Run",57.6
"West Haven School District","=""1560011""","All Grades","Mile Run",28.8
"Westbrook School District","=""1540011""","All Grades","Mile Run",50.9
"Weston School District","=""1570011""","All Grades","Mile Run",70.0
"Westport School District","=""1580011""","All Grades","Mile Run",68.8
"Wethersfield School District","=""1590011""","All Grades","Mile Run",50.9
"Willington School District","=""1600011""","All Grades","Mile Run",60.8
"Wilton School District","=""1610011""","All Grades","Mile Run",76.9
"Winchester School District","=""1620011""","All Grades","Mile Run",26.0
"Windham School District","=""1630011""","All Grades","Mile Run",40.0
"Windsor Locks School District","=""1650011""","All Grades","Mile Run",29.3
"Windsor School District","=""1640011""","All Grades","Mile Run",34.2
"Wolcott School District","=""1660011""","All Grades","Mile Run",65.8
"Woodbridge School District","=""1670011""","All Grades","Mile Run",55.4
"Woodstock Academy District","=""9030022""","All Grades","Mile Run",50.0
"Woodstock School District","=""1690011""","All Grades","Mile Run",47.7

