"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Columbia School District","=""0300011""","All Grades","Sit and Reach",94.9
"Common Ground High School District","=""2680013""","All Grades","All Tests - District","*"
"Common Ground High School District","=""2680013""","All Grades","Curl Up",30.0
"Common Ground High School District","=""2680013""","All Grades","Mile Run","*"
"Common Ground High School District","=""2680013""","All Grades","Push Up",63.3
"Common Ground High School District","=""2680013""","All Grades","Sit and Reach",63.3
"Connecticut Technical High School System","=""9000016""","All Grades","All Tests - District",36.2
"Connecticut Technical High School System","=""9000016""","All Grades","Curl Up",89.4
"Connecticut Technical High School System","=""9000016""","All Grades","Mile Run",46.9
"Connecticut Technical High School System","=""9000016""","All Grades","Push Up",69.4
"Connecticut Technical High School System","=""9000016""","All Grades","Sit and Reach",79.2
"Cooperative Educational Services","=""2430014""","All Grades","All Tests - District",41.2
"Cooperative Educational Services","=""2430014""","All Grades","Curl Up",86.8
"Cooperative Educational Services","=""2430014""","All Grades","Mile Run",64.9
"Cooperative Educational Services","=""2430014""","All Grades","Push Up",88.6
"Cooperative Educational Services","=""2430014""","All Grades","Sit and Reach",68.4
"Cornwall School District","=""0310011""","All Grades","All Tests - District",69.0
"Cornwall School District","=""0310011""","All Grades","Curl Up",90.5
"Cornwall School District","=""0310011""","All Grades","Mile Run",97.6
"Cornwall School District","=""0310011""","All Grades","Push Up",78.6
"Cornwall School District","=""0310011""","All Grades","Sit and Reach",88.1
"Coventry School District","=""0320011""","All Grades","All Tests - District",49.2
"Coventry School District","=""0320011""","All Grades","Curl Up",86.3
"Coventry School District","=""0320011""","All Grades","Mile Run",75.0
"Coventry School District","=""0320011""","All Grades","Push Up",71.8
"Coventry School District","=""0320011""","All Grades","Sit and Reach",80.0
"Cromwell School District","=""0330011""","All Grades","All Tests - District",55.7
"Cromwell School District","=""0330011""","All Grades","Curl Up",87.4
"Cromwell School District","=""0330011""","All Grades","Mile Run",70.3
"Cromwell School District","=""0330011""","All Grades","Push Up",86.7
"Cromwell School District","=""0330011""","All Grades","Sit and Reach",89.4
"Danbury School District","=""0340011""","All Grades","All Tests - District",36.5
"Danbury School District","=""0340011""","All Grades","Curl Up",75.3
"Danbury School District","=""0340011""","All Grades","Mile Run",61.0
"Danbury School District","=""0340011""","All Grades","Push Up",62.8
"Danbury School District","=""0340011""","All Grades","Sit and Reach",71.2
"Darien School District","=""0350011""","All Grades","All Tests - District",75.9
"Darien School District","=""0350011""","All Grades","Curl Up",95.1
"Darien School District","=""0350011""","All Grades","Mile Run",88.3
"Darien School District","=""0350011""","All Grades","Push Up",88.4
"Darien School District","=""0350011""","All Grades","Sit and Reach",87.9
"Deep River School District","=""0360011""","All Grades","All Tests - District",83.8
"Deep River School District","=""0360011""","All Grades","Curl Up",93.9
"Deep River School District","=""0360011""","All Grades","Mile Run",89.9
"Deep River School District","=""0360011""","All Grades","Push Up",90.9
"Deep River School District","=""0360011""","All Grades","Sit and Reach",88.9
"Derby School District","=""0370011""","All Grades","All Tests - District",34.6
"Derby School District","=""0370011""","All Grades","Curl Up",75.4
"Derby School District","=""0370011""","All Grades","Mile Run",54.1
"Derby School District","=""0370011""","All Grades","Push Up",64.6
"Derby School District","=""0370011""","All Grades","Sit and Reach",71.7
"East Granby School District","=""0400011""","All Grades","All Tests - District",49.8
"East Granby School District","=""0400011""","All Grades","Curl Up",91.7
"East Granby School District","=""0400011""","All Grades","Mile Run",64.2
"East Granby School District","=""0400011""","All Grades","Push Up",78.5
"East Granby School District","=""0400011""","All Grades","Sit and Reach",84.2
"East Haddam School District","=""0410011""","All Grades","All Tests - District",38.3
"East Haddam School District","=""0410011""","All Grades","Curl Up",78.3
"East Haddam School District","=""0410011""","All Grades","Mile Run",75.4
"East Haddam School District","=""0410011""","All Grades","Push Up",49.0
"East Haddam School District","=""0410011""","All Grades","Sit and Reach",78.3
"East Hampton School District","=""0420011""","All Grades","All Tests - District",56.2
"East Hampton School District","=""0420011""","All Grades","Curl Up",83.8
"East Hampton School District","=""0420011""","All Grades","Mile Run",74.8
"East Hampton School District","=""0420011""","All Grades","Push Up",76.6
"East Hampton School District","=""0420011""","All Grades","Sit and Reach",87.3
"East Hartford School District","=""0430011""","All Grades","All Tests - District",48.7
"East Hartford School District","=""0430011""","All Grades","Curl Up",81.6
"East Hartford School District","=""0430011""","All Grades","Mile Run",66.1
"East Hartford School District","=""0430011""","All Grades","Push Up",72.3
"East Hartford School District","=""0430011""","All Grades","Sit and Reach",82.8
"East Haven School District","=""0440011""","All Grades","All Tests - District",41.0
"East Haven School District","=""0440011""","All Grades","Curl Up",67.0
"East Haven School District","=""0440011""","All Grades","Mile Run",75.8
"East Haven School District","=""0440011""","All Grades","Push Up",64.6
"East Haven School District","=""0440011""","All Grades","Sit and Reach",89.9
"East Lyme School District","=""0450011""","All Grades","All Tests - District",62.2
"East Lyme School District","=""0450011""","All Grades","Curl Up",87.8
"East Lyme School District","=""0450011""","All Grades","Mile Run",79.9
"East Lyme School District","=""0450011""","All Grades","Push Up",87.2
"East Lyme School District","=""0450011""","All Grades","Sit and Reach",86.6
"East Windsor School District","=""0470011""","All Grades","All Tests - District",42.8
"East Windsor School District","=""0470011""","All Grades","Curl Up",77.4
"East Windsor School District","=""0470011""","All Grades","Mile Run",66.4
"East Windsor School District","=""0470011""","All Grades","Push Up",56.4
"East Windsor School District","=""0470011""","All Grades","Sit and Reach",73.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","All Tests - District","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up",65.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Mile Run","*"
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Push Up",57.5
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Sit and Reach",47.5
"Eastford School District","=""0390011""","All Grades","All Tests - District",76.7
"Eastford School District","=""0390011""","All Grades","Curl Up",79.1
"Eastford School District","=""0390011""","All Grades","Mile Run",88.4
"Eastford School District","=""0390011""","All Grades","Push Up",83.7
"Eastford School District","=""0390011""","All Grades","Sit and Reach",83.7
"Easton School District","=""0460011""","All Grades","All Tests - District",51.0
"Easton School District","=""0460011""","All Grades","Curl Up",90.7
"Easton School District","=""0460011""","All Grades","Mile Run",82.7
"Easton School District","=""0460011""","All Grades","Push Up",73.1
"Easton School District","=""0460011""","All Grades","Sit and Reach",73.4
"Ellington School District","=""0480011""","All Grades","All Tests - District",51.3
"Ellington School District","=""0480011""","All Grades","Curl Up",83.4
"Ellington School District","=""0480011""","All Grades","Mile Run",77.2
"Ellington School District","=""0480011""","All Grades","Push Up",66.3
"Ellington School District","=""0480011""","All Grades","Sit and Reach",81.2
"Elm City College Preparatory School District","=""2890013""","All Grades","All Tests - District",19.8
"Elm City College Preparatory School District","=""2890013""","All Grades","Curl Up",48.4
"Elm City College Preparatory School District","=""2890013""","All Grades","Mile Run",59.3
"Elm City College Preparatory School District","=""2890013""","All Grades","Push Up",57.7
"Elm City College Preparatory School District","=""2890013""","All Grades","Sit and Reach",61.0
"Enfield School District","=""0490011""","All Grades","All Tests - District",60.8
"Enfield School District","=""0490011""","All Grades","Curl Up",93.5
"Enfield School District","=""0490011""","All Grades","Mile Run",74.2
"Enfield School District","=""0490011""","All Grades","Push Up",80.1
"Enfield School District","=""0490011""","All Grades","Sit and Reach",87.8
"Essex School District","=""0500011""","All Grades","All Tests - District",47.0
"Essex School District","=""0500011""","All Grades","Curl Up",95.2
"Essex School District","=""0500011""","All Grades","Mile Run",75.9
"Essex School District","=""0500011""","All Grades","Push Up",62.7
"Essex School District","=""0500011""","All Grades","Sit and Reach",83.7
"Explorations District","=""2720013""","All Grades","All Tests - District",0.0
"Explorations District","=""2720013""","All Grades","Curl Up","*"
"Explorations District","=""2720013""","All Grades","Mile Run","*"
"Explorations District","=""2720013""","All Grades","Push Up",73.9
"Explorations District","=""2720013""","All Grades","Sit and Reach",34.8
"Fairfield School District","=""0510011""","All Grades","All Tests - District",62.0
"Fairfield School District","=""0510011""","All Grades","Curl Up",87.1
"Fairfield School District","=""0510011""","All Grades","Mile Run",85.8
"Fairfield School District","=""0510011""","All Grades","Push Up",77.8
"Fairfield School District","=""0510011""","All Grades","Sit and Reach",81.6
"Farmington School District","=""0520011""","All Grades","All Tests - District",57.9
"Farmington School District","=""0520011""","All Grades","Curl Up",86.9
"Farmington School District","=""0520011""","All Grades","Mile Run",80.2
"Farmington School District","=""0520011""","All Grades","Push Up",74.8
"Farmington School District","=""0520011""","All Grades","Sit and Reach",82.9
"Franklin School District","=""0530011""","All Grades","All Tests - District",62.5
"Franklin School District","=""0530011""","All Grades","Curl Up",78.1
"Franklin School District","=""0530011""","All Grades","Mile Run",89.1
"Franklin School District","=""0530011""","All Grades","Push Up",82.8
"Franklin School District","=""0530011""","All Grades","Sit and Reach",95.3
"Glastonbury School District","=""0540011""","All Grades","All Tests - District",57.6
"Glastonbury School District","=""0540011""","All Grades","Curl Up",85.7
"Glastonbury School District","=""0540011""","All Grades","Mile Run",79.1
"Glastonbury School District","=""0540011""","All Grades","Push Up",74.9
"Glastonbury School District","=""0540011""","All Grades","Sit and Reach",81.3
"Granby School District","=""0560011""","All Grades","All Tests - District",61.4
"Granby School District","=""0560011""","All Grades","Curl Up",87.6
"Granby School District","=""0560011""","All Grades","Mile Run",88.1
"Granby School District","=""0560011""","All Grades","Push Up",78.4
"Granby School District","=""0560011""","All Grades","Sit and Reach",86.7
"Greenwich School District","=""0570011""","All Grades","All Tests - District",67.8
"Greenwich School District","=""0570011""","All Grades","Curl Up",94.5
"Greenwich School District","=""0570011""","All Grades","Mile Run",91.2
"Greenwich School District","=""0570011""","All Grades","Push Up",81.8
"Greenwich School District","=""0570011""","All Grades","Sit and Reach",82.1
"Griswold School District","=""0580011""","All Grades","All Tests - District",47.8
"Griswold School District","=""0580011""","All Grades","Curl Up",87.2
"Griswold School District","=""0580011""","All Grades","Mile Run",56.6
"Griswold School District","=""0580011""","All Grades","Push Up",76.5
"Griswold School District","=""0580011""","All Grades","Sit and Reach",81.3
"Groton School District","=""0590011""","All Grades","All Tests - District",45.1
"Groton School District","=""0590011""","All Grades","Curl Up",80.7
"Groton School District","=""0590011""","All Grades","Mile Run",60.2
"Groton School District","=""0590011""","All Grades","Push Up",70.6
"Groton School District","=""0590011""","All Grades","Sit and Reach",84.3
"Guilford School District","=""0600011""","All Grades","All Tests - District",59.9
"Guilford School District","=""0600011""","All Grades","Curl Up",88.4
"Guilford School District","=""0600011""","All Grades","Mile Run",72.1
"Guilford School District","=""0600011""","All Grades","Push Up",79.9
"Guilford School District","=""0600011""","All Grades","Sit and Reach",84.5
"Hamden School District","=""0620011""","All Grades","All Tests - District",51.0
"Hamden School District","=""0620011""","All Grades","Curl Up",84.2
"Hamden School District","=""0620011""","All Grades","Mile Run",66.0
"Hamden School District","=""0620011""","All Grades","Push Up",79.4
"Hamden School District","=""0620011""","All Grades","Sit and Reach",81.4
"Hampton School District","=""0630011""","All Grades","All Tests - District",71.8
"Hampton School District","=""0630011""","All Grades","Curl Up",100.0
"Hampton School District","=""0630011""","All Grades","Mile Run",74.4
"Hampton School District","=""0630011""","All Grades","Push Up",84.6
"Hampton School District","=""0630011""","All Grades","Sit and Reach",87.2
"Hartford School District","=""0640011""","All Grades","All Tests - District",38.4
"Hartford School District","=""0640011""","All Grades","Curl Up",76.6
"Hartford School District","=""0640011""","All Grades","Mile Run",59.8
"Hartford School District","=""0640011""","All Grades","Push Up",61.7
"Hartford School District","=""0640011""","All Grades","Sit and Reach",76.1
"Hartland School District","=""0650011""","All Grades","All Tests - District",65.5
"Hartland School District","=""0650011""","All Grades","Curl Up",100.0
"Hartland School District","=""0650011""","All Grades","Mile Run",84.5
"Hartland School District","=""0650011""","All Grades","Push Up",82.8
"Hartland School District","=""0650011""","All Grades","Sit and Reach",82.8
"Hebron School District","=""0670011""","All Grades","All Tests - District",61.0
"Hebron School District","=""0670011""","All Grades","Curl Up",75.3
"Hebron School District","=""0670011""","All Grades","Mile Run",73.5
"Hebron School District","=""0670011""","All Grades","Push Up",89.8
"Hebron School District","=""0670011""","All Grades","Sit and Reach",100.0
"Highville Charter School District","=""2860013""","All Grades","All Tests - District",38.2
"Highville Charter School District","=""2860013""","All Grades","Curl Up",43.8
"Highville Charter School District","=""2860013""","All Grades","Mile Run",68.5
"Highville Charter School District","=""2860013""","All Grades","Push Up",51.7
"Highville Charter School District","=""2860013""","All Grades","Sit and Reach",76.4
"Integrated Day Charter School District","=""2640013""","All Grades","All Tests - District",65.7
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",89.9
"Integrated Day Charter School District","=""2640013""","All Grades","Mile Run",75.8
"Integrated Day Charter School District","=""2640013""","All Grades","Push Up",83.8
"Integrated Day Charter School District","=""2640013""","All Grades","Sit and Reach",97.0
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","All Tests - District",28.2
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",87.1
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Mile Run",36.3
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Push Up",82.3
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Sit and Reach",65.3
"Jumoke Academy District","=""2610013""","All Grades","All Tests - District",13.5
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",39.9
"Jumoke Academy District","=""2610013""","All Grades","Mile Run",39.2
"Jumoke Academy District","=""2610013""","All Grades","Push Up",52.0
"Jumoke Academy District","=""2610013""","All Grades","Sit and Reach",43.9
"Kent School District","=""0680011""","All Grades","All Tests - District",46.1
"Kent School District","=""0680011""","All Grades","Curl Up",71.1
"Kent School District","=""0680011""","All Grades","Mile Run",76.3
"Kent School District","=""0680011""","All Grades","Push Up",75.0
"Kent School District","=""0680011""","All Grades","Sit and Reach",72.4
"Killingly School District","=""0690011""","All Grades","All Tests - District",34.5
"Killingly School District","=""0690011""","All Grades","Curl Up",80.0
"Killingly School District","=""0690011""","All Grades","Mile Run",52.6
"Killingly School District","=""0690011""","All Grades","Push Up",67.6
"Killingly School District","=""0690011""","All Grades","Sit and Reach",73.0
"Learn","=""2450014""","All Grades","All Tests - District",35.4
"Learn","=""2450014""","All Grades","Curl Up",66.7
"Learn","=""2450014""","All Grades","Mile Run",59.3
"Learn","=""2450014""","All Grades","Push Up",66.3
"Learn","=""2450014""","All Grades","Sit and Reach",73.7
"Lebanon School District","=""0710011""","All Grades","All Tests - District",53.9
"Lebanon School District","=""0710011""","All Grades","Curl Up",87.2
"Lebanon School District","=""0710011""","All Grades","Mile Run",76.1
"Lebanon School District","=""0710011""","All Grades","Push Up",81.0
"Lebanon School District","=""0710011""","All Grades","Sit and Reach",76.7
"Ledyard School District","=""0720011""","All Grades","All Tests - District",55.2
"Ledyard School District","=""0720011""","All Grades","Curl Up",83.4
"Ledyard School District","=""0720011""","All Grades","Mile Run",72.0
"Ledyard School District","=""0720011""","All Grades","Push Up",78.6
"Ledyard School District","=""0720011""","All Grades","Sit and Reach",82.3
"Lisbon School District","=""0730011""","All Grades","All Tests - District",37.4
"Lisbon School District","=""0730011""","All Grades","Curl Up",76.1
"Lisbon School District","=""0730011""","All Grades","Mile Run",74.8
"Lisbon School District","=""0730011""","All Grades","Push Up",52.3
"Lisbon School District","=""0730011""","All Grades","Sit and Reach",82.6
"Litchfield School District","=""0740011""","All Grades","All Tests - District",60.3
"Litchfield School District","=""0740011""","All Grades","Curl Up",95.1
"Litchfield School District","=""0740011""","All Grades","Mile Run",72.6
"Litchfield School District","=""0740011""","All Grades","Push Up",84.0
"Litchfield School District","=""0740011""","All Grades","Sit and Reach",88.3
"Madison School District","=""0760011""","All Grades","All Tests - District",64.5
"Madison School District","=""0760011""","All Grades","Curl Up",91.2
"Madison School District","=""0760011""","All Grades","Mile Run",81.9
"Madison School District","=""0760011""","All Grades","Push Up",85.2
"Madison School District","=""0760011""","All Grades","Sit and Reach",86.7
"Manchester School District","=""0770011""","All Grades","All Tests - District",52.8
"Manchester School District","=""0770011""","All Grades","Curl Up",85.5
"Manchester School District","=""0770011""","All Grades","Mile Run",77.8
"Manchester School District","=""0770011""","All Grades","Push Up",73.8
"Manchester School District","=""0770011""","All Grades","Sit and Reach",86.4
"Mansfield School District","=""0780011""","All Grades","All Tests - District",66.0
"Mansfield School District","=""0780011""","All Grades","Curl Up",94.6
"Mansfield School District","=""0780011""","All Grades","Mile Run",81.0
"Mansfield School District","=""0780011""","All Grades","Push Up",78.6
"Mansfield School District","=""0780011""","All Grades","Sit and Reach",89.4
"Marlborough School District","=""0790011""","All Grades","All Tests - District",48.4
"Marlborough School District","=""0790011""","All Grades","Curl Up",84.2
"Marlborough School District","=""0790011""","All Grades","Mile Run",75.3
"Marlborough School District","=""0790011""","All Grades","Push Up",73.2
"Marlborough School District","=""0790011""","All Grades","Sit and Reach",78.9
"Meriden School District","=""0800011""","All Grades","All Tests - District",33.3
"Meriden School District","=""0800011""","All Grades","Curl Up",74.6
"Meriden School District","=""0800011""","All Grades","Mile Run",58.3
"Meriden School District","=""0800011""","All Grades","Push Up",59.5
"Meriden School District","=""0800011""","All Grades","Sit and Reach",79.2
"Middletown School District","=""0830011""","All Grades","All Tests - District",40.1
"Middletown School District","=""0830011""","All Grades","Curl Up",74.9
"Middletown School District","=""0830011""","All Grades","Mile Run",63.7
"Middletown School District","=""0830011""","All Grades","Push Up",60.5
