"Physical Fitness Tests: Students Reaching Health Standard, 2012-13"
"All Districts, Sit and Reach"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Marlborough School District","=""0790011""","All Grades","Sit and Reach",82.2
"Meriden School District","=""0800011""","All Grades","Sit and Reach",76.8
"Middletown School District","=""0830011""","All Grades","Sit and Reach",83.0
"Milford School District","=""0840011""","All Grades","Sit and Reach",76.7
"Monroe School District","=""0850011""","All Grades","Sit and Reach",85.2
"Montville School District","=""0860011""","All Grades","Sit and Reach",75.7
"Naugatuck School District","=""0880011""","All Grades","Sit and Reach",80.0
"New Beginnings Inc., Family Academy District","=""2800013""","All Grades","Sit and Reach",38.5
"New Britain School District","=""0890011""","All Grades","Sit and Reach",75.6
"New Canaan School District","=""0900011""","All Grades","Sit and Reach",90.9
"New Fairfield School District","=""0910011""","All Grades","Sit and Reach",86.9
"New Hartford School District","=""0920011""","All Grades","Sit and Reach",76.8
"New Haven School District","=""0930011""","All Grades","Sit and Reach",76.5
"New London School District","=""0950011""","All Grades","Sit and Reach",62.6
"New Milford School District","=""0960011""","All Grades","Sit and Reach",72.3
"Newington School District","=""0940011""","All Grades","Sit and Reach",83.0
"Newtown School District","=""0970011""","All Grades","Sit and Reach",89.8
"Norfolk School District","=""0980011""","All Grades","Sit and Reach",84.2
"North Branford School District","=""0990011""","All Grades","Sit and Reach",88.9
"North Canaan School District","=""1000011""","All Grades","Sit and Reach",92.7
"North Haven School District","=""1010011""","All Grades","Sit and Reach",90.0
"North Stonington School District","=""1020011""","All Grades","Sit and Reach",85.9
"Norwalk School District","=""1030011""","All Grades","Sit and Reach",80.6
"Norwich Free Academy District","=""9010022""","All Grades","Sit and Reach",84.1
"Norwich School District","=""1040011""","All Grades","Sit and Reach",73.1
"Odyssey Community School District","=""2630013""","All Grades","Sit and Reach",85.3
"Old Saybrook School District","=""1060011""","All Grades","Sit and Reach",81.1
"Orange School District","=""1070011""","All Grades","Sit and Reach",82.7
"Oxford School District","=""1080011""","All Grades","Sit and Reach",74.8
"Park City Prep Charter School District","=""2830013""","All Grades","Sit and Reach",86.4
"Plainfield School District","=""1090011""","All Grades","Sit and Reach",80.9
"Plainville School District","=""1100011""","All Grades","Sit and Reach",83.4
"Plymouth School District","=""1110011""","All Grades","Sit and Reach",88.7
"Pomfret School District","=""1120011""","All Grades","Sit and Reach",81.3
"Portland School District","=""1130011""","All Grades","Sit and Reach",71.3
"Preston School District","=""1140011""","All Grades","Sit and Reach",80.6
"Putnam School District","=""1160011""","All Grades","Sit and Reach",76.1
"Redding School District","=""1170011""","All Grades","Sit and Reach",91.1
"Regional School District 01","=""2010012""","All Grades","Sit and Reach",84.4
"Regional School District 04","=""2040012""","All Grades","Sit and Reach",91.2
"Regional School District 05","=""2050012""","All Grades","Sit and Reach",92.2
"Regional School District 06","=""2060012""","All Grades","Sit and Reach",66.3
"Regional School District 07","=""2070012""","All Grades","Sit and Reach",85.2
"Regional School District 08","=""2080012""","All Grades","Sit and Reach",86.1
"Regional School District 10","=""2100012""","All Grades","Sit and Reach",85.2
"Regional School District 11","=""2110012""","All Grades","Sit and Reach",92.0
"Regional School District 12","=""2120012""","All Grades","Sit and Reach",91.0
"Regional School District 13","=""2130012""","All Grades","Sit and Reach",79.7
"Regional School District 14","=""2140012""","All Grades","Sit and Reach",78.7
"Regional School District 15","=""2150012""","All Grades","Sit and Reach",82.4
"Regional School District 16","=""2160012""","All Grades","Sit and Reach",84.2
"Regional School District 17","=""2170012""","All Grades","Sit and Reach",89.0
"Regional School District 18","=""2180012""","All Grades","Sit and Reach",73.7
"Regional School District 19","=""2190012""","All Grades","Sit and Reach",67.0
"Ridgefield School District","=""1180011""","All Grades","Sit and Reach",83.2
"Rocky Hill School District","=""1190011""","All Grades","Sit and Reach",92.4
"Salem School District","=""1210011""","All Grades","Sit and Reach",87.7
"Salisbury School District","=""1220011""","All Grades","Sit and Reach",91.8
"Scotland School District","=""1230011""","All Grades","Sit and Reach",92.1
"Seymour School District","=""1240011""","All Grades","Sit and Reach",78.6
"Sharon School District","=""1250011""","All Grades","Sit and Reach",87.3
"Shelton School District","=""1260011""","All Grades","Sit and Reach",84.2
"Sherman School District","=""1270011""","All Grades","Sit and Reach",82.9
"Side By Side Charter School District","=""2700013""","All Grades","Sit and Reach",95.2
"Simsbury School District","=""1280011""","All Grades","Sit and Reach",87.1
"Somers School District","=""1290011""","All Grades","Sit and Reach",86.2
"South Windsor School District","=""1320011""","All Grades","Sit and Reach",81.7
"Southington School District","=""1310011""","All Grades","Sit and Reach",84.7
"Sprague School District","=""1330011""","All Grades","Sit and Reach",87.4
"Stafford School District","=""1340011""","All Grades","Sit and Reach",82.5
"Stamford Academy District","=""2820013""","All Grades","Sit and Reach",80.8
"Stamford School District","=""1350011""","All Grades","Sit and Reach",85.3
"Sterling School District","=""1360011""","All Grades","Sit and Reach",100.0
"Stonington School District","=""1370011""","All Grades","Sit and Reach",91.5
"Stratford School District","=""1380011""","All Grades","Sit and Reach",88.8
"Suffield School District","=""1390011""","All Grades","Sit and Reach",81.7
"The Bridge Academy District","=""2690013""","All Grades","Sit and Reach",72.3
"The Gilbert School District","=""9020022""","All Grades","Sit and Reach",75.6
"Thomaston School District","=""1400011""","All Grades","Sit and Reach",78.9
"Thompson School District","=""1410011""","All Grades","Sit and Reach",82.6
"Tolland School District","=""1420011""","All Grades","Sit and Reach",84.4
"Torrington School District","=""1430011""","All Grades","Sit and Reach",83.7
"Trailblazers Academy District","=""2780013""","All Grades","Sit and Reach",79.7
"Trumbull School District","=""1440011""","All Grades","Sit and Reach",86.5
"Union School District","=""1450011""","All Grades","Sit and Reach",100.0
"Vernon School District","=""1460011""","All Grades","Sit and Reach",90.6
"Voluntown School District","=""1470011""","All Grades","Sit and Reach",97.5
"Wallingford School District","=""1480011""","All Grades","Sit and Reach",72.9
"Waterbury School District","=""1510011""","All Grades","Sit and Reach",84.2
"Waterford School District","=""1520011""","All Grades","Sit and Reach",76.0
"Watertown School District","=""1530011""","All Grades","Sit and Reach",89.3
"West Hartford School District","=""1550011""","All Grades","Sit and Reach",80.9
"West Haven School District","=""1560011""","All Grades","Sit and Reach",70.3
"Westbrook School District","=""1540011""","All Grades","Sit and Reach",77.6
"Weston School District","=""1570011""","All Grades","Sit and Reach",86.4
"Westport School District","=""1580011""","All Grades","Sit and Reach",87.7
"Wethersfield School District","=""1590011""","All Grades","Sit and Reach",82.1
"Willington School District","=""1600011""","All Grades","Sit and Reach",94.2
"Wilton School District","=""1610011""","All Grades","Sit and Reach",83.7
"Winchester School District","=""1620011""","All Grades","Sit and Reach",68.3
"Windham School District","=""1630011""","All Grades","Sit and Reach",78.2
"Windsor Locks School District","=""1650011""","All Grades","Sit and Reach",71.5
"Windsor School District","=""1640011""","All Grades","Sit and Reach",76.0
"Wolcott School District","=""1660011""","All Grades","Sit and Reach",92.2
"Woodbridge School District","=""1670011""","All Grades","Sit and Reach",82.7
"Woodstock Academy District","=""9030022""","All Grades","Sit and Reach",100.0
"Woodstock School District","=""1690011""","All Grades","Sit and Reach",79.9

