"Physical Fitness Tests: Students Reaching Health Standard, 2010-11"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Ansonia School District","=""0020011""","Grade 6","Mile Run",69.1
"Ansonia School District","=""0020011""","Grade 6","Push Up",51.4
"Ansonia School District","=""0020011""","Grade 6","Sit and Reach",71.3
"Ansonia School District","=""0020011""","Grade 8","All Tests - District",38.1
"Ansonia School District","=""0020011""","Grade 8","Curl Up",89.8
"Ansonia School District","=""0020011""","Grade 8","Mile Run",50.0
"Ansonia School District","=""0020011""","Grade 8","Push Up",86.4
"Ansonia School District","=""0020011""","Grade 8","Sit and Reach",82.2
"Ansonia School District","=""0020011""","Grade 10","All Tests - District",48.7
"Ansonia School District","=""0020011""","Grade 10","Curl Up",92.6
"Ansonia School District","=""0020011""","Grade 10","Mile Run",50.3
"Ansonia School District","=""0020011""","Grade 10","Push Up",80.4
"Ansonia School District","=""0020011""","Grade 10","Sit and Reach",92.6
"Area Cooperative Educational Services","=""2440014""","Grade 4","All Tests - District",26.7
"Area Cooperative Educational Services","=""2440014""","Grade 4","Curl Up",80.0
"Area Cooperative Educational Services","=""2440014""","Grade 4","Mile Run",53.3
"Area Cooperative Educational Services","=""2440014""","Grade 4","Push Up",49.3
"Area Cooperative Educational Services","=""2440014""","Grade 4","Sit and Reach",81.3
"Area Cooperative Educational Services","=""2440014""","Grade 6","All Tests - District",46.7
"Area Cooperative Educational Services","=""2440014""","Grade 6","Curl Up",86.8
"Area Cooperative Educational Services","=""2440014""","Grade 6","Mile Run",70.2
"Area Cooperative Educational Services","=""2440014""","Grade 6","Push Up",60.6
"Area Cooperative Educational Services","=""2440014""","Grade 6","Sit and Reach",83.8
"Area Cooperative Educational Services","=""2440014""","Grade 8","All Tests - District",53.4
"Area Cooperative Educational Services","=""2440014""","Grade 8","Curl Up",88.7
"Area Cooperative Educational Services","=""2440014""","Grade 8","Mile Run",76.0
"Area Cooperative Educational Services","=""2440014""","Grade 8","Push Up",68.5
"Area Cooperative Educational Services","=""2440014""","Grade 8","Sit and Reach",81.2
"Area Cooperative Educational Services","=""2440014""","Grade 10","All Tests - District","N/A"
"Area Cooperative Educational Services","=""2440014""","Grade 10","Curl Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Grade 10","Mile Run","N/A"
"Area Cooperative Educational Services","=""2440014""","Grade 10","Push Up","N/A"
"Area Cooperative Educational Services","=""2440014""","Grade 10","Sit and Reach","N/A"
"Ashford School District","=""0030011""","Grade 4","All Tests - District",64.6
"Ashford School District","=""0030011""","Grade 4","Curl Up",97.9
"Ashford School District","=""0030011""","Grade 4","Mile Run",72.9
"Ashford School District","=""0030011""","Grade 4","Push Up",81.3
"Ashford School District","=""0030011""","Grade 4","Sit and Reach",100.0
"Ashford School District","=""0030011""","Grade 6","All Tests - District",62.0
"Ashford School District","=""0030011""","Grade 6","Curl Up",92.0
"Ashford School District","=""0030011""","Grade 6","Mile Run",84.0
"Ashford School District","=""0030011""","Grade 6","Push Up",76.0
"Ashford School District","=""0030011""","Grade 6","Sit and Reach",84.0
"Ashford School District","=""0030011""","Grade 8","All Tests - District",70.2
"Ashford School District","=""0030011""","Grade 8","Curl Up",96.5
"Ashford School District","=""0030011""","Grade 8","Mile Run",71.9
"Ashford School District","=""0030011""","Grade 8","Push Up",93.0
"Ashford School District","=""0030011""","Grade 8","Sit and Reach",98.2
"Ashford School District","=""0030011""","Grade 10","All Tests - District","N/A"
"Ashford School District","=""0030011""","Grade 10","Curl Up","N/A"
"Ashford School District","=""0030011""","Grade 10","Mile Run","N/A"
"Ashford School District","=""0030011""","Grade 10","Push Up","N/A"
"Ashford School District","=""0030011""","Grade 10","Sit and Reach","N/A"
"Avon School District","=""0040011""","Grade 4","All Tests - District",66.7
"Avon School District","=""0040011""","Grade 4","Curl Up",90.6
"Avon School District","=""0040011""","Grade 4","Mile Run",84.3
"Avon School District","=""0040011""","Grade 4","Push Up",74.9
"Avon School District","=""0040011""","Grade 4","Sit and Reach",83.5
"Avon School District","=""0040011""","Grade 6","All Tests - District",70.5
"Avon School District","=""0040011""","Grade 6","Curl Up",93.2
"Avon School District","=""0040011""","Grade 6","Mile Run",92.8
"Avon School District","=""0040011""","Grade 6","Push Up",92.8
"Avon School District","=""0040011""","Grade 6","Sit and Reach",80.6
"Avon School District","=""0040011""","Grade 8","All Tests - District",48.9
"Avon School District","=""0040011""","Grade 8","Curl Up",77.9
"Avon School District","=""0040011""","Grade 8","Mile Run",82.7
"Avon School District","=""0040011""","Grade 8","Push Up",76.8
"Avon School District","=""0040011""","Grade 8","Sit and Reach",75.7
"Avon School District","=""0040011""","Grade 10","All Tests - District",52.9
"Avon School District","=""0040011""","Grade 10","Curl Up",93.3
"Avon School District","=""0040011""","Grade 10","Mile Run",78.2
"Avon School District","=""0040011""","Grade 10","Push Up",85.7
"Avon School District","=""0040011""","Grade 10","Sit and Reach",77.3
"Barkhamsted School District","=""0050011""","Grade 4","All Tests - District",31.9
"Barkhamsted School District","=""0050011""","Grade 4","Curl Up",66.0
"Barkhamsted School District","=""0050011""","Grade 4","Mile Run",31.9
"Barkhamsted School District","=""0050011""","Grade 4","Push Up",53.2
"Barkhamsted School District","=""0050011""","Grade 4","Sit and Reach",89.4
"Barkhamsted School District","=""0050011""","Grade 6","All Tests - District",54.2
"Barkhamsted School District","=""0050011""","Grade 6","Curl Up",79.2
"Barkhamsted School District","=""0050011""","Grade 6","Mile Run",58.3
"Barkhamsted School District","=""0050011""","Grade 6","Push Up",62.5
"Barkhamsted School District","=""0050011""","Grade 6","Sit and Reach",87.5
"Barkhamsted School District","=""0050011""","Grade 8","All Tests - District","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Curl Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Mile Run","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Push Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Sit and Reach","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","All Tests - District","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Curl Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Mile Run","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Push Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Sit and Reach","N/A"
"Berlin School District","=""0070011""","Grade 4","All Tests - District",73.3
"Berlin School District","=""0070011""","Grade 4","Curl Up",84.5
"Berlin School District","=""0070011""","Grade 4","Mile Run",88.8
"Berlin School District","=""0070011""","Grade 4","Push Up",86.6
"Berlin School District","=""0070011""","Grade 4","Sit and Reach",98.3
"Berlin School District","=""0070011""","Grade 6","All Tests - District",61.8
"Berlin School District","=""0070011""","Grade 6","Curl Up",84.9
"Berlin School District","=""0070011""","Grade 6","Mile Run",86.2
"Berlin School District","=""0070011""","Grade 6","Push Up",77.8
"Berlin School District","=""0070011""","Grade 6","Sit and Reach",83.6
"Berlin School District","=""0070011""","Grade 8","All Tests - District",61.2
"Berlin School District","=""0070011""","Grade 8","Curl Up",91.2
"Berlin School District","=""0070011""","Grade 8","Mile Run",81.9
"Berlin School District","=""0070011""","Grade 8","Push Up",80.2
"Berlin School District","=""0070011""","Grade 8","Sit and Reach",82.8
"Berlin School District","=""0070011""","Grade 10","All Tests - District",52.6
"Berlin School District","=""0070011""","Grade 10","Curl Up",61.4
"Berlin School District","=""0070011""","Grade 10","Mile Run",81.6
"Berlin School District","=""0070011""","Grade 10","Push Up",92.1
"Berlin School District","=""0070011""","Grade 10","Sit and Reach",93.9
"Bethany School District","=""0080011""","Grade 4","All Tests - District",18.1
"Bethany School District","=""0080011""","Grade 4","Curl Up",51.8
"Bethany School District","=""0080011""","Grade 4","Mile Run",74.7
"Bethany School District","=""0080011""","Grade 4","Push Up",53.0
"Bethany School District","=""0080011""","Grade 4","Sit and Reach",47.0
"Bethany School District","=""0080011""","Grade 6","All Tests - District",26.3
"Bethany School District","=""0080011""","Grade 6","Curl Up",67.1
"Bethany School District","=""0080011""","Grade 6","Mile Run",85.5
"Bethany School District","=""0080011""","Grade 6","Push Up",65.8
"Bethany School District","=""0080011""","Grade 6","Sit and Reach",65.8
"Bethany School District","=""0080011""","Grade 8","All Tests - District","N/A"
"Bethany School District","=""0080011""","Grade 8","Curl Up","N/A"
"Bethany School District","=""0080011""","Grade 8","Mile Run","N/A"
"Bethany School District","=""0080011""","Grade 8","Push Up","N/A"
"Bethany School District","=""0080011""","Grade 8","Sit and Reach","N/A"
"Bethany School District","=""0080011""","Grade 10","All Tests - District","N/A"
"Bethany School District","=""0080011""","Grade 10","Curl Up","N/A"
"Bethany School District","=""0080011""","Grade 10","Mile Run","N/A"
"Bethany School District","=""0080011""","Grade 10","Push Up","N/A"
"Bethany School District","=""0080011""","Grade 10","Sit and Reach","N/A"
"Bethel School District","=""0090011""","Grade 4","All Tests - District",47.0
"Bethel School District","=""0090011""","Grade 4","Curl Up",70.9
"Bethel School District","=""0090011""","Grade 4","Mile Run",97.0
"Bethel School District","=""0090011""","Grade 4","Push Up",57.8
"Bethel School District","=""0090011""","Grade 4","Sit and Reach",87.4
"Bethel School District","=""0090011""","Grade 6","All Tests - District",64.5
"Bethel School District","=""0090011""","Grade 6","Curl Up",88.6
"Bethel School District","=""0090011""","Grade 6","Mile Run",86.7
"Bethel School District","=""0090011""","Grade 6","Push Up",74.4
"Bethel School District","=""0090011""","Grade 6","Sit and Reach",88.2
"Bethel School District","=""0090011""","Grade 8","All Tests - District",57.1
"Bethel School District","=""0090011""","Grade 8","Curl Up",81.5
"Bethel School District","=""0090011""","Grade 8","Mile Run",73.7
"Bethel School District","=""0090011""","Grade 8","Push Up",69.3
"Bethel School District","=""0090011""","Grade 8","Sit and Reach",89.3
"Bethel School District","=""0090011""","Grade 10","All Tests - District",42.6
"Bethel School District","=""0090011""","Grade 10","Curl Up",88.0
"Bethel School District","=""0090011""","Grade 10","Mile Run",58.3
"Bethel School District","=""0090011""","Grade 10","Push Up",80.6
"Bethel School District","=""0090011""","Grade 10","Sit and Reach",79.2
"Bloomfield School District","=""0110011""","Grade 4","All Tests - District",24.7
"Bloomfield School District","=""0110011""","Grade 4","Curl Up",74.7
"Bloomfield School District","=""0110011""","Grade 4","Mile Run",28.8
"Bloomfield School District","=""0110011""","Grade 4","Push Up",49.3
"Bloomfield School District","=""0110011""","Grade 4","Sit and Reach",55.5
"Bloomfield School District","=""0110011""","Grade 6","All Tests - District",35.5
"Bloomfield School District","=""0110011""","Grade 6","Curl Up",83.2
"Bloomfield School District","=""0110011""","Grade 6","Mile Run",57.4
"Bloomfield School District","=""0110011""","Grade 6","Push Up",79.4
"Bloomfield School District","=""0110011""","Grade 6","Sit and Reach",74.2
"Bloomfield School District","=""0110011""","Grade 8","All Tests - District",25.6
"Bloomfield School District","=""0110011""","Grade 8","Curl Up",95.7
"Bloomfield School District","=""0110011""","Grade 8","Mile Run",54.7
"Bloomfield School District","=""0110011""","Grade 8","Push Up",76.1
"Bloomfield School District","=""0110011""","Grade 8","Sit and Reach",53.0
"Bloomfield School District","=""0110011""","Grade 10","All Tests - District",54.0
"Bloomfield School District","=""0110011""","Grade 10","Curl Up",87.0
"Bloomfield School District","=""0110011""","Grade 10","Mile Run",64.0
"Bloomfield School District","=""0110011""","Grade 10","Push Up",80.0
"Bloomfield School District","=""0110011""","Grade 10","Sit and Reach",90.0
"Bolton School District","=""0120011""","Grade 4","All Tests - District",53.7
"Bolton School District","=""0120011""","Grade 4","Curl Up",85.2
"Bolton School District","=""0120011""","Grade 4","Mile Run",77.8
"Bolton School District","=""0120011""","Grade 4","Push Up",74.1
"Bolton School District","=""0120011""","Grade 4","Sit and Reach",87.0
"Bolton School District","=""0120011""","Grade 6","All Tests - District",64.4
"Bolton School District","=""0120011""","Grade 6","Curl Up",96.6
"Bolton School District","=""0120011""","Grade 6","Mile Run",84.7
"Bolton School District","=""0120011""","Grade 6","Push Up",78.0
"Bolton School District","=""0120011""","Grade 6","Sit and Reach",86.4
"Bolton School District","=""0120011""","Grade 8","All Tests - District",58.5
"Bolton School District","=""0120011""","Grade 8","Curl Up",95.4
"Bolton School District","=""0120011""","Grade 8","Mile Run",75.4
"Bolton School District","=""0120011""","Grade 8","Push Up",78.5
"Bolton School District","=""0120011""","Grade 8","Sit and Reach",78.5
"Bolton School District","=""0120011""","Grade 10","All Tests - District","N/A"
"Bolton School District","=""0120011""","Grade 10","Curl Up","N/A"
"Bolton School District","=""0120011""","Grade 10","Mile Run","N/A"
"Bolton School District","=""0120011""","Grade 10","Push Up","N/A"
"Bolton School District","=""0120011""","Grade 10","Sit and Reach","N/A"
"Bozrah School District","=""0130011""","Grade 4","All Tests - District",61.9
"Bozrah School District","=""0130011""","Grade 4","Curl Up",100.0
"Bozrah School District","=""0130011""","Grade 4","Mile Run",90.5
"Bozrah School District","=""0130011""","Grade 4","Push Up",66.7
"Bozrah School District","=""0130011""","Grade 4","Sit and Reach",81.0
"Bozrah School District","=""0130011""","Grade 6","All Tests - District",83.9
"Bozrah School District","=""0130011""","Grade 6","Curl Up",93.5
"Bozrah School District","=""0130011""","Grade 6","Mile Run",90.3
"Bozrah School District","=""0130011""","Grade 6","Push Up",90.3
"Bozrah School District","=""0130011""","Grade 6","Sit and Reach",93.5
"Bozrah School District","=""0130011""","Grade 8","All Tests - District",72.0
"Bozrah School District","=""0130011""","Grade 8","Curl Up",92.0
"Bozrah School District","=""0130011""","Grade 8","Mile Run",76.0
"Bozrah School District","=""0130011""","Grade 8","Push Up",96.0
"Bozrah School District","=""0130011""","Grade 8","Sit and Reach",80.0
"Bozrah School District","=""0130011""","Grade 10","All Tests - District","N/A"
"Bozrah School District","=""0130011""","Grade 10","Curl Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Mile Run","N/A"
"Bozrah School District","=""0130011""","Grade 10","Push Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Sit and Reach","N/A"
"Branford School District","=""0140011""","Grade 4","All Tests - District",60.7
"Branford School District","=""0140011""","Grade 4","Curl Up",90.2
"Branford School District","=""0140011""","Grade 4","Mile Run",76.5
"Branford School District","=""0140011""","Grade 4","Push Up",88.0
"Branford School District","=""0140011""","Grade 4","Sit and Reach",87.6
"Branford School District","=""0140011""","Grade 6","All Tests - District",43.6
"Branford School District","=""0140011""","Grade 6","Curl Up",70.7
"Branford School District","=""0140011""","Grade 6","Mile Run",60.4
"Branford School District","=""0140011""","Grade 6","Push Up",73.3
"Branford School District","=""0140011""","Grade 6","Sit and Reach",88.4
"Branford School District","=""0140011""","Grade 8","All Tests - District",47.5
"Branford School District","=""0140011""","Grade 8","Curl Up",63.9
"Branford School District","=""0140011""","Grade 8","Mile Run",79.0
"Branford School District","=""0140011""","Grade 8","Push Up",71.7
"Branford School District","=""0140011""","Grade 8","Sit and Reach",90.0
"Branford School District","=""0140011""","Grade 10","All Tests - District",43.0
"Branford School District","=""0140011""","Grade 10","Curl Up",85.5
"Branford School District","=""0140011""","Grade 10","Mile Run",62.0
"Branford School District","=""0140011""","Grade 10","Push Up",66.0
"Branford School District","=""0140011""","Grade 10","Sit and Reach",75.5
"Bridgeport Achievement First District","=""2850013""","Grade 4","All Tests - District","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Curl Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Mile Run","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Push Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 4","Sit and Reach","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 6","All Tests - District",26.3
"Bridgeport Achievement First District","=""2850013""","Grade 6","Curl Up",85.0
"Bridgeport Achievement First District","=""2850013""","Grade 6","Mile Run",43.8
"Bridgeport Achievement First District","=""2850013""","Grade 6","Push Up",60.0
"Bridgeport Achievement First District","=""2850013""","Grade 6","Sit and Reach",53.8
"Bridgeport Achievement First District","=""2850013""","Grade 8","All Tests - District",23.5
"Bridgeport Achievement First District","=""2850013""","Grade 8","Curl Up",82.4
"Bridgeport Achievement First District","=""2850013""","Grade 8","Mile Run",33.8
"Bridgeport Achievement First District","=""2850013""","Grade 8","Push Up",57.4
"Bridgeport Achievement First District","=""2850013""","Grade 8","Sit and Reach",75.0
"Bridgeport Achievement First District","=""2850013""","Grade 10","All Tests - District","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Curl Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Mile Run","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Push Up","N/A"
"Bridgeport Achievement First District","=""2850013""","Grade 10","Sit and Reach","N/A"
"Bridgeport School District","=""0150011""","Grade 4","All Tests - District",41.9
"Bridgeport School District","=""0150011""","Grade 4","Curl Up",82.2
"Bridgeport School District","=""0150011""","Grade 4","Mile Run",61.8
"Bridgeport School District","=""0150011""","Grade 4","Push Up",66.7
"Bridgeport School District","=""0150011""","Grade 4","Sit and Reach",79.2
"Bridgeport School District","=""0150011""","Grade 6","All Tests - District",43.7
"Bridgeport School District","=""0150011""","Grade 6","Curl Up",85.7
"Bridgeport School District","=""0150011""","Grade 6","Mile Run",63.6
"Bridgeport School District","=""0150011""","Grade 6","Push Up",69.7
"Bridgeport School District","=""0150011""","Grade 6","Sit and Reach",77.1
"Bridgeport School District","=""0150011""","Grade 8","All Tests - District",40.4
"Bridgeport School District","=""0150011""","Grade 8","Curl Up",81.2
"Bridgeport School District","=""0150011""","Grade 8","Mile Run",59.5
"Bridgeport School District","=""0150011""","Grade 8","Push Up",69.3
"Bridgeport School District","=""0150011""","Grade 8","Sit and Reach",77.1
"Bridgeport School District","=""0150011""","Grade 10","All Tests - District",29.3
"Bridgeport School District","=""0150011""","Grade 10","Curl Up",68.0
"Bridgeport School District","=""0150011""","Grade 10","Mile Run",29.3
"Bridgeport School District","=""0150011""","Grade 10","Push Up",58.0
"Bridgeport School District","=""0150011""","Grade 10","Sit and Reach",84.7
"Bristol School District","=""0170011""","Grade 4","All Tests - District",50.6
"Bristol School District","=""0170011""","Grade 4","Curl Up",83.5
"Bristol School District","=""0170011""","Grade 4","Mile Run",64.9
"Bristol School District","=""0170011""","Grade 4","Push Up",76.1
"Bristol School District","=""0170011""","Grade 4","Sit and Reach",88.0
"Bristol School District","=""0170011""","Grade 6","All Tests - District",62.0
"Bristol School District","=""0170011""","Grade 6","Curl Up",88.0
"Bristol School District","=""0170011""","Grade 6","Mile Run",71.3
"Bristol School District","=""0170011""","Grade 6","Push Up",78.2
"Bristol School District","=""0170011""","Grade 6","Sit and Reach",92.4
"Bristol School District","=""0170011""","Grade 8","All Tests - District",68.6
"Bristol School District","=""0170011""","Grade 8","Curl Up",90.9
"Bristol School District","=""0170011""","Grade 8","Mile Run",75.9
"Bristol School District","=""0170011""","Grade 8","Push Up",86.8
"Bristol School District","=""0170011""","Grade 8","Sit and Reach",93.7
"Bristol School District","=""0170011""","Grade 10","All Tests - District",61.2
"Bristol School District","=""0170011""","Grade 10","Curl Up",80.7
"Bristol School District","=""0170011""","Grade 10","Mile Run",72.7
"Bristol School District","=""0170011""","Grade 10","Push Up",76.8
"Bristol School District","=""0170011""","Grade 10","Sit and Reach",88.7
"Brookfield School District","=""0180011""","Grade 4","All Tests - District",62.0
"Brookfield School District","=""0180011""","Grade 4","Curl Up",90.5
"Brookfield School District","=""0180011""","Grade 4","Mile Run",96.0
"Brookfield School District","=""0180011""","Grade 4","Push Up",67.5
"Brookfield School District","=""0180011""","Grade 4","Sit and Reach",87.5
"Brookfield School District","=""0180011""","Grade 6","All Tests - District",55.2
"Brookfield School District","=""0180011""","Grade 6","Curl Up",90.4
"Brookfield School District","=""0180011""","Grade 6","Mile Run",75.2
"Brookfield School District","=""0180011""","Grade 6","Push Up",71.7
"Brookfield School District","=""0180011""","Grade 6","Sit and Reach",72.2
"Brookfield School District","=""0180011""","Grade 8","All Tests - District",51.8
"Brookfield School District","=""0180011""","Grade 8","Curl Up",85.8
"Brookfield School District","=""0180011""","Grade 8","Mile Run",69.9
"Brookfield School District","=""0180011""","Grade 8","Push Up",76.5
"Brookfield School District","=""0180011""","Grade 8","Sit and Reach",79.6
"Brookfield School District","=""0180011""","Grade 10","All Tests - District",85.1
"Brookfield School District","=""0180011""","Grade 10","Curl Up",95.8
"Brookfield School District","=""0180011""","Grade 10","Mile Run",87.4
"Brookfield School District","=""0180011""","Grade 10","Push Up",93.5
"Brookfield School District","=""0180011""","Grade 10","Sit and Reach",94.9
"Brooklyn School District","=""0190011""","Grade 4","All Tests - District",47.2
"Brooklyn School District","=""0190011""","Grade 4","Curl Up",62.3
"Brooklyn School District","=""0190011""","Grade 4","Mile Run",50.0
"Brooklyn School District","=""0190011""","Grade 4","Push Up",64.2
"Brooklyn School District","=""0190011""","Grade 4","Sit and Reach",73.6
"Brooklyn School District","=""0190011""","Grade 6","All Tests - District",32.0
"Brooklyn School District","=""0190011""","Grade 6","Curl Up",72.8
"Brooklyn School District","=""0190011""","Grade 6","Mile Run",61.2
"Brooklyn School District","=""0190011""","Grade 6","Push Up",50.5
"Brooklyn School District","=""0190011""","Grade 6","Sit and Reach",66.0
"Brooklyn School District","=""0190011""","Grade 8","All Tests - District",42.1
"Brooklyn School District","=""0190011""","Grade 8","Curl Up",76.8
"Brooklyn School District","=""0190011""","Grade 8","Mile Run",58.9
"Brooklyn School District","=""0190011""","Grade 8","Push Up",61.1
"Brooklyn School District","=""0190011""","Grade 8","Sit and Reach",75.8
"Brooklyn School District","=""0190011""","Grade 10","All Tests - District","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Curl Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Mile Run","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Push Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Sit and Reach","N/A"
"Canaan School District","=""0210011""","Grade 4","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 4","Curl Up","*"
"Canaan School District","=""0210011""","Grade 4","Mile Run","*"
"Canaan School District","=""0210011""","Grade 4","Push Up","*"
"Canaan School District","=""0210011""","Grade 4","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 6","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 6","Curl Up","*"
"Canaan School District","=""0210011""","Grade 6","Mile Run","*"
"Canaan School District","=""0210011""","Grade 6","Push Up","*"
"Canaan School District","=""0210011""","Grade 6","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 8","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 8","Curl Up","*"
