"Physical Fitness Tests: Students Reaching Health Standard, 2012-13"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Cooperative Educational Services","=""2430014""","All Grades","All Tests - District",43.6
"Cooperative Educational Services","=""2430014""","All Grades","Curl Up",85.5
"Cooperative Educational Services","=""2430014""","All Grades","Mile Run",63.2
"Cooperative Educational Services","=""2430014""","All Grades","Push Up",85.5
"Cooperative Educational Services","=""2430014""","All Grades","Sit and Reach",80.3
"Cornwall School District","=""0310011""","All Grades","All Tests - District",71.4
"Cornwall School District","=""0310011""","All Grades","Curl Up",97.1
"Cornwall School District","=""0310011""","All Grades","Mile Run",94.3
"Cornwall School District","=""0310011""","All Grades","Push Up",71.4
"Cornwall School District","=""0310011""","All Grades","Sit and Reach",91.4
"Coventry School District","=""0320011""","All Grades","All Tests - District",47.7
"Coventry School District","=""0320011""","All Grades","Curl Up",87.7
"Coventry School District","=""0320011""","All Grades","Mile Run",77.0
"Coventry School District","=""0320011""","All Grades","Push Up",75.1
"Coventry School District","=""0320011""","All Grades","Sit and Reach",76.1
"Cromwell School District","=""0330011""","All Grades","All Tests - District",58.3
"Cromwell School District","=""0330011""","All Grades","Curl Up",87.6
"Cromwell School District","=""0330011""","All Grades","Mile Run",75.4
"Cromwell School District","=""0330011""","All Grades","Push Up",80.9
"Cromwell School District","=""0330011""","All Grades","Sit and Reach",87.4
"Danbury School District","=""0340011""","All Grades","All Tests - District",34.3
"Danbury School District","=""0340011""","All Grades","Curl Up",74.3
"Danbury School District","=""0340011""","All Grades","Mile Run",62.9
"Danbury School District","=""0340011""","All Grades","Push Up",63.4
"Danbury School District","=""0340011""","All Grades","Sit and Reach",72.5
"Darien School District","=""0350011""","All Grades","All Tests - District",71.6
"Darien School District","=""0350011""","All Grades","Curl Up",95.1
"Darien School District","=""0350011""","All Grades","Mile Run",89.7
"Darien School District","=""0350011""","All Grades","Push Up",85.5
"Darien School District","=""0350011""","All Grades","Sit and Reach",84.3
"Deep River School District","=""0360011""","All Grades","All Tests - District",75.5
"Deep River School District","=""0360011""","All Grades","Curl Up",95.7
"Deep River School District","=""0360011""","All Grades","Mile Run",95.7
"Deep River School District","=""0360011""","All Grades","Push Up",81.9
"Deep River School District","=""0360011""","All Grades","Sit and Reach",84.0
"Derby School District","=""0370011""","All Grades","All Tests - District",30.6
"Derby School District","=""0370011""","All Grades","Curl Up",77.6
"Derby School District","=""0370011""","All Grades","Mile Run",54.9
"Derby School District","=""0370011""","All Grades","Push Up",53.3
"Derby School District","=""0370011""","All Grades","Sit and Reach",66.9
"East Granby School District","=""0400011""","All Grades","All Tests - District",41.4
"East Granby School District","=""0400011""","All Grades","Curl Up",86.0
"East Granby School District","=""0400011""","All Grades","Mile Run",65.8
"East Granby School District","=""0400011""","All Grades","Push Up",69.1
"East Granby School District","=""0400011""","All Grades","Sit and Reach",76.6
"East Haddam School District","=""0410011""","All Grades","All Tests - District",37.5
"East Haddam School District","=""0410011""","All Grades","Curl Up",79.7
"East Haddam School District","=""0410011""","All Grades","Mile Run",77.0
"East Haddam School District","=""0410011""","All Grades","Push Up",51.7
"East Haddam School District","=""0410011""","All Grades","Sit and Reach",72.3
"East Hampton School District","=""0420011""","All Grades","All Tests - District",54.8
"East Hampton School District","=""0420011""","All Grades","Curl Up",82.1
"East Hampton School District","=""0420011""","All Grades","Mile Run",74.9
"East Hampton School District","=""0420011""","All Grades","Push Up",71.1
"East Hampton School District","=""0420011""","All Grades","Sit and Reach",87.8
"East Hartford School District","=""0430011""","All Grades","All Tests - District",47.7
"East Hartford School District","=""0430011""","All Grades","Curl Up",84.2
"East Hartford School District","=""0430011""","All Grades","Mile Run",64.9
"East Hartford School District","=""0430011""","All Grades","Push Up",74.5
"East Hartford School District","=""0430011""","All Grades","Sit and Reach",82.8
"East Haven School District","=""0440011""","All Grades","All Tests - District",41.5
"East Haven School District","=""0440011""","All Grades","Curl Up",87.2
"East Haven School District","=""0440011""","All Grades","Mile Run",52.8
"East Haven School District","=""0440011""","All Grades","Push Up",71.1
"East Haven School District","=""0440011""","All Grades","Sit and Reach",87.8
"East Lyme School District","=""0450011""","All Grades","All Tests - District",64.4
"East Lyme School District","=""0450011""","All Grades","Curl Up",85.1
"East Lyme School District","=""0450011""","All Grades","Mile Run",82.0
"East Lyme School District","=""0450011""","All Grades","Push Up",85.8
"East Lyme School District","=""0450011""","All Grades","Sit and Reach",86.4
"East Windsor School District","=""0470011""","All Grades","All Tests - District",42.3
"East Windsor School District","=""0470011""","All Grades","Curl Up",73.6
"East Windsor School District","=""0470011""","All Grades","Mile Run",73.0
"East Windsor School District","=""0470011""","All Grades","Push Up",53.3
"East Windsor School District","=""0470011""","All Grades","Sit and Reach",82.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","All Tests - District",22.7
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Curl Up",68.2
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Mile Run",50.0
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Push Up",77.3
"Eastern Connecticut Regional Educational Service Center (EAS","=""2530014""","All Grades","Sit and Reach",70.5
"Eastford School District","=""0390011""","All Grades","All Tests - District",84.6
"Eastford School District","=""0390011""","All Grades","Curl Up",98.1
"Eastford School District","=""0390011""","All Grades","Mile Run",92.3
"Eastford School District","=""0390011""","All Grades","Push Up",86.5
"Eastford School District","=""0390011""","All Grades","Sit and Reach",98.1
"Easton School District","=""0460011""","All Grades","All Tests - District",61.5
"Easton School District","=""0460011""","All Grades","Curl Up",89.2
"Easton School District","=""0460011""","All Grades","Mile Run",87.5
"Easton School District","=""0460011""","All Grades","Push Up",82.7
"Easton School District","=""0460011""","All Grades","Sit and Reach",81.8
"Ellington School District","=""0480011""","All Grades","All Tests - District",52.7
"Ellington School District","=""0480011""","All Grades","Curl Up",81.5
"Ellington School District","=""0480011""","All Grades","Mile Run",78.5
"Ellington School District","=""0480011""","All Grades","Push Up",69.2
"Ellington School District","=""0480011""","All Grades","Sit and Reach",86.7
"Elm City College Preparatory School District","=""2890013""","All Grades","All Tests - District",17.9
"Elm City College Preparatory School District","=""2890013""","All Grades","Curl Up",38.4
"Elm City College Preparatory School District","=""2890013""","All Grades","Mile Run",46.4
"Elm City College Preparatory School District","=""2890013""","All Grades","Push Up",39.7
"Elm City College Preparatory School District","=""2890013""","All Grades","Sit and Reach",42.4
"Enfield School District","=""0490011""","All Grades","All Tests - District",58.3
"Enfield School District","=""0490011""","All Grades","Curl Up",93.2
"Enfield School District","=""0490011""","All Grades","Mile Run",71.6
"Enfield School District","=""0490011""","All Grades","Push Up",81.6
"Enfield School District","=""0490011""","All Grades","Sit and Reach",84.6
"Essex School District","=""0500011""","All Grades","All Tests - District",44.8
"Essex School District","=""0500011""","All Grades","Curl Up",98.7
"Essex School District","=""0500011""","All Grades","Mile Run",68.8
"Essex School District","=""0500011""","All Grades","Push Up",72.1
"Essex School District","=""0500011""","All Grades","Sit and Reach",78.6
"Explorations District","=""2720013""","All Grades","All Tests - District","*"
"Explorations District","=""2720013""","All Grades","Curl Up","*"
"Explorations District","=""2720013""","All Grades","Mile Run","*"
"Explorations District","=""2720013""","All Grades","Push Up","*"
"Explorations District","=""2720013""","All Grades","Sit and Reach","*"
"Fairfield School District","=""0510011""","All Grades","All Tests - District",64.5
"Fairfield School District","=""0510011""","All Grades","Curl Up",89.0
"Fairfield School District","=""0510011""","All Grades","Mile Run",85.6
"Fairfield School District","=""0510011""","All Grades","Push Up",79.9
"Fairfield School District","=""0510011""","All Grades","Sit and Reach",83.0
"Farmington School District","=""0520011""","All Grades","All Tests - District",59.9
"Farmington School District","=""0520011""","All Grades","Curl Up",84.5
"Farmington School District","=""0520011""","All Grades","Mile Run",80.9
"Farmington School District","=""0520011""","All Grades","Push Up",75.9
"Farmington School District","=""0520011""","All Grades","Sit and Reach",84.6
"Franklin School District","=""0530011""","All Grades","All Tests - District",60.0
"Franklin School District","=""0530011""","All Grades","Curl Up",80.0
"Franklin School District","=""0530011""","All Grades","Mile Run",81.7
"Franklin School District","=""0530011""","All Grades","Push Up",80.0
"Franklin School District","=""0530011""","All Grades","Sit and Reach",86.7
"Glastonbury School District","=""0540011""","All Grades","All Tests - District",56.7
"Glastonbury School District","=""0540011""","All Grades","Curl Up",88.4
"Glastonbury School District","=""0540011""","All Grades","Mile Run",83.8
"Glastonbury School District","=""0540011""","All Grades","Push Up",76.0
"Glastonbury School District","=""0540011""","All Grades","Sit and Reach",80.1
"Granby School District","=""0560011""","All Grades","All Tests - District",62.4
"Granby School District","=""0560011""","All Grades","Curl Up",91.2
"Granby School District","=""0560011""","All Grades","Mile Run",85.3
"Granby School District","=""0560011""","All Grades","Push Up",75.7
"Granby School District","=""0560011""","All Grades","Sit and Reach",89.0
"Greenwich School District","=""0570011""","All Grades","All Tests - District",71.2
"Greenwich School District","=""0570011""","All Grades","Curl Up",94.0
"Greenwich School District","=""0570011""","All Grades","Mile Run",93.0
"Greenwich School District","=""0570011""","All Grades","Push Up",85.8
"Greenwich School District","=""0570011""","All Grades","Sit and Reach",82.2
"Griswold School District","=""0580011""","All Grades","All Tests - District",46.3
"Griswold School District","=""0580011""","All Grades","Curl Up",81.2
"Griswold School District","=""0580011""","All Grades","Mile Run",56.5
"Griswold School District","=""0580011""","All Grades","Push Up",75.3
"Griswold School District","=""0580011""","All Grades","Sit and Reach",82.3
"Groton School District","=""0590011""","All Grades","All Tests - District",48.3
"Groton School District","=""0590011""","All Grades","Curl Up",84.2
"Groton School District","=""0590011""","All Grades","Mile Run",64.1
"Groton School District","=""0590011""","All Grades","Push Up",74.4
"Groton School District","=""0590011""","All Grades","Sit and Reach",84.4
"Guilford School District","=""0600011""","All Grades","All Tests - District",71.9
"Guilford School District","=""0600011""","All Grades","Curl Up",91.3
"Guilford School District","=""0600011""","All Grades","Mile Run",86.6
"Guilford School District","=""0600011""","All Grades","Push Up",87.7
"Guilford School District","=""0600011""","All Grades","Sit and Reach",94.1
"Hamden School District","=""0620011""","All Grades","All Tests - District",53.7
"Hamden School District","=""0620011""","All Grades","Curl Up",84.5
"Hamden School District","=""0620011""","All Grades","Mile Run",67.7
"Hamden School District","=""0620011""","All Grades","Push Up",78.6
"Hamden School District","=""0620011""","All Grades","Sit and Reach",84.1
"Hampton School District","=""0630011""","All Grades","All Tests - District",68.0
"Hampton School District","=""0630011""","All Grades","Curl Up",72.0
"Hampton School District","=""0630011""","All Grades","Mile Run",84.0
"Hampton School District","=""0630011""","All Grades","Push Up",80.0
"Hampton School District","=""0630011""","All Grades","Sit and Reach",92.0
"Hartford School District","=""0640011""","All Grades","All Tests - District",39.7
"Hartford School District","=""0640011""","All Grades","Curl Up",75.4
"Hartford School District","=""0640011""","All Grades","Mile Run",61.8
"Hartford School District","=""0640011""","All Grades","Push Up",60.2
"Hartford School District","=""0640011""","All Grades","Sit and Reach",76.5
"Hartland School District","=""0650011""","All Grades","All Tests - District",77.5
"Hartland School District","=""0650011""","All Grades","Curl Up",100.0
"Hartland School District","=""0650011""","All Grades","Mile Run",91.5
"Hartland School District","=""0650011""","All Grades","Push Up",85.9
"Hartland School District","=""0650011""","All Grades","Sit and Reach",93.0
"Hebron School District","=""0670011""","All Grades","All Tests - District",65.6
"Hebron School District","=""0670011""","All Grades","Curl Up",82.3
"Hebron School District","=""0670011""","All Grades","Mile Run",76.5
"Hebron School District","=""0670011""","All Grades","Push Up",91.2
"Hebron School District","=""0670011""","All Grades","Sit and Reach",100.0
"Highville Charter School District","=""2860013""","All Grades","All Tests - District",12.9
"Highville Charter School District","=""2860013""","All Grades","Curl Up",91.8
"Highville Charter School District","=""2860013""","All Grades","Mile Run",38.8
"Highville Charter School District","=""2860013""","All Grades","Push Up",49.4
"Highville Charter School District","=""2860013""","All Grades","Sit and Reach",72.9
"Integrated Day Charter School District","=""2640013""","All Grades","All Tests - District",66.3
"Integrated Day Charter School District","=""2640013""","All Grades","Curl Up",94.7
"Integrated Day Charter School District","=""2640013""","All Grades","Mile Run",84.2
"Integrated Day Charter School District","=""2640013""","All Grades","Push Up",85.3
"Integrated Day Charter School District","=""2640013""","All Grades","Sit and Reach",86.3
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","All Tests - District",16.8
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Curl Up",60.8
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Mile Run",28.0
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Push Up",61.6
"Interdistrict School for Arts and Comm District","=""2650013""","All Grades","Sit and Reach",49.6
"Jumoke Academy District","=""2610013""","All Grades","All Tests - District",19.5
"Jumoke Academy District","=""2610013""","All Grades","Curl Up",44.8
"Jumoke Academy District","=""2610013""","All Grades","Mile Run",63.8
"Jumoke Academy District","=""2610013""","All Grades","Push Up",52.3
"Jumoke Academy District","=""2610013""","All Grades","Sit and Reach",50.0
"Kent School District","=""0680011""","All Grades","All Tests - District",48.3
"Kent School District","=""0680011""","All Grades","Curl Up",78.7
"Kent School District","=""0680011""","All Grades","Mile Run",70.8
"Kent School District","=""0680011""","All Grades","Push Up",84.3
"Kent School District","=""0680011""","All Grades","Sit and Reach",68.5
"Killingly School District","=""0690011""","All Grades","All Tests - District",24.4
"Killingly School District","=""0690011""","All Grades","Curl Up",84.1
"Killingly School District","=""0690011""","All Grades","Mile Run",34.5
"Killingly School District","=""0690011""","All Grades","Push Up",75.1
"Killingly School District","=""0690011""","All Grades","Sit and Reach",79.1
"Learn","=""2450014""","All Grades","All Tests - District",53.6
"Learn","=""2450014""","All Grades","Curl Up",84.5
"Learn","=""2450014""","All Grades","Mile Run",76.8
"Learn","=""2450014""","All Grades","Push Up",76.8
"Learn","=""2450014""","All Grades","Sit and Reach",77.3
"Lebanon School District","=""0710011""","All Grades","All Tests - District",56.2
"Lebanon School District","=""0710011""","All Grades","Curl Up",89.7
"Lebanon School District","=""0710011""","All Grades","Mile Run",69.0
"Lebanon School District","=""0710011""","All Grades","Push Up",86.9
"Lebanon School District","=""0710011""","All Grades","Sit and Reach",84.5
"Ledyard School District","=""0720011""","All Grades","All Tests - District",62.3
"Ledyard School District","=""0720011""","All Grades","Curl Up",85.5
"Ledyard School District","=""0720011""","All Grades","Mile Run",74.5
"Ledyard School District","=""0720011""","All Grades","Push Up",81.8
"Ledyard School District","=""0720011""","All Grades","Sit and Reach",88.7
"Lisbon School District","=""0730011""","All Grades","All Tests - District",31.9
"Lisbon School District","=""0730011""","All Grades","Curl Up",67.5
"Lisbon School District","=""0730011""","All Grades","Mile Run",65.1
"Lisbon School District","=""0730011""","All Grades","Push Up",51.8
"Lisbon School District","=""0730011""","All Grades","Sit and Reach",87.3
"Litchfield School District","=""0740011""","All Grades","All Tests - District",69.0
"Litchfield School District","=""0740011""","All Grades","Curl Up",90.6
"Litchfield School District","=""0740011""","All Grades","Mile Run",80.6
"Litchfield School District","=""0740011""","All Grades","Push Up",82.9
"Litchfield School District","=""0740011""","All Grades","Sit and Reach",90.6
"Madison School District","=""0760011""","All Grades","All Tests - District",63.6
"Madison School District","=""0760011""","All Grades","Curl Up",87.9
"Madison School District","=""0760011""","All Grades","Mile Run",84.1
"Madison School District","=""0760011""","All Grades","Push Up",82.3
"Madison School District","=""0760011""","All Grades","Sit and Reach",85.9
"Manchester School District","=""0770011""","All Grades","All Tests - District",56.5
"Manchester School District","=""0770011""","All Grades","Curl Up",89.4
"Manchester School District","=""0770011""","All Grades","Mile Run",76.5
"Manchester School District","=""0770011""","All Grades","Push Up",74.7
"Manchester School District","=""0770011""","All Grades","Sit and Reach",84.5
"Mansfield School District","=""0780011""","All Grades","All Tests - District",68.6
"Mansfield School District","=""0780011""","All Grades","Curl Up",95.3
"Mansfield School District","=""0780011""","All Grades","Mile Run",85.7
"Mansfield School District","=""0780011""","All Grades","Push Up",78.1
"Mansfield School District","=""0780011""","All Grades","Sit and Reach",87.7
"Marlborough School District","=""0790011""","All Grades","All Tests - District",44.5
"Marlborough School District","=""0790011""","All Grades","Curl Up",84.8
"Marlborough School District","=""0790011""","All Grades","Mile Run",67.0
"Marlborough School District","=""0790011""","All Grades","Push Up",70.2
"Marlborough School District","=""0790011""","All Grades","Sit and Reach",82.2
"Meriden School District","=""0800011""","All Grades","All Tests - District",31.3
"Meriden School District","=""0800011""","All Grades","Curl Up",74.5
"Meriden School District","=""0800011""","All Grades","Mile Run",53.3
"Meriden School District","=""0800011""","All Grades","Push Up",58.4
"Meriden School District","=""0800011""","All Grades","Sit and Reach",76.8
"Middletown School District","=""0830011""","All Grades","All Tests - District",38.0
"Middletown School District","=""0830011""","All Grades","Curl Up",75.3
"Middletown School District","=""0830011""","All Grades","Mile Run",58.9
"Middletown School District","=""0830011""","All Grades","Push Up",60.7
