"Physical Fitness Tests: Students Reaching Health Standard, 2015-16"
"All Districts"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,"Students Reaching Health Standard (%)"
"Ashford School District","=""0030011""","Grade 4","Mile Run",79.1
"Ashford School District","=""0030011""","Grade 4","Push Up","*"
"Ashford School District","=""0030011""","Grade 4","Sit and Reach",62.8
"Ashford School District","=""0030011""","Grade 6","All Tests - District","*"
"Ashford School District","=""0030011""","Grade 6","Curl Up",86.5
"Ashford School District","=""0030011""","Grade 6","Mile Run",56.8
"Ashford School District","=""0030011""","Grade 6","Push Up",29.7
"Ashford School District","=""0030011""","Grade 6","Sit and Reach",29.7
"Ashford School District","=""0030011""","Grade 8","All Tests - District",20.7
"Ashford School District","=""0030011""","Grade 8","Curl Up",89.7
"Ashford School District","=""0030011""","Grade 8","Mile Run",75.9
"Ashford School District","=""0030011""","Grade 8","Push Up",58.6
"Ashford School District","=""0030011""","Grade 8","Sit and Reach",37.9
"Ashford School District","=""0030011""","Grade 10","All Tests - District","N/A"
"Ashford School District","=""0030011""","Grade 10","Curl Up","N/A"
"Ashford School District","=""0030011""","Grade 10","Mile Run","N/A"
"Ashford School District","=""0030011""","Grade 10","Push Up","N/A"
"Ashford School District","=""0030011""","Grade 10","Sit and Reach","N/A"
"Avon School District","=""0040011""","Grade 4","All Tests - District",57.6
"Avon School District","=""0040011""","Grade 4","Curl Up",93.5
"Avon School District","=""0040011""","Grade 4","Mile Run",82.9
"Avon School District","=""0040011""","Grade 4","Push Up",68.7
"Avon School District","=""0040011""","Grade 4","Sit and Reach",87.1
"Avon School District","=""0040011""","Grade 6","All Tests - District",78.3
"Avon School District","=""0040011""","Grade 6","Curl Up",96.9
"Avon School District","=""0040011""","Grade 6","Mile Run",93.4
"Avon School District","=""0040011""","Grade 6","Push Up",90.3
"Avon School District","=""0040011""","Grade 6","Sit and Reach",88.9
"Avon School District","=""0040011""","Grade 8","All Tests - District",51.2
"Avon School District","=""0040011""","Grade 8","Curl Up",63.1
"Avon School District","=""0040011""","Grade 8","Mile Run",57.3
"Avon School District","=""0040011""","Grade 8","Push Up",57.7
"Avon School District","=""0040011""","Grade 8","Sit and Reach",51.5
"Avon School District","=""0040011""","Grade 10","All Tests - District",52.0
"Avon School District","=""0040011""","Grade 10","Curl Up",90.7
"Avon School District","=""0040011""","Grade 10","Mile Run",81.0
"Avon School District","=""0040011""","Grade 10","Push Up",84.8
"Avon School District","=""0040011""","Grade 10","Sit and Reach",66.5
"Barkhamsted School District","=""0050011""","Grade 4","All Tests - District",46.9
"Barkhamsted School District","=""0050011""","Grade 4","Curl Up",83.7
"Barkhamsted School District","=""0050011""","Grade 4","Mile Run",69.4
"Barkhamsted School District","=""0050011""","Grade 4","Push Up",61.2
"Barkhamsted School District","=""0050011""","Grade 4","Sit and Reach",87.8
"Barkhamsted School District","=""0050011""","Grade 6","All Tests - District",52.2
"Barkhamsted School District","=""0050011""","Grade 6","Curl Up",93.5
"Barkhamsted School District","=""0050011""","Grade 6","Mile Run",73.9
"Barkhamsted School District","=""0050011""","Grade 6","Push Up",69.6
"Barkhamsted School District","=""0050011""","Grade 6","Sit and Reach",82.6
"Barkhamsted School District","=""0050011""","Grade 8","All Tests - District","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Curl Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Mile Run","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Push Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 8","Sit and Reach","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","All Tests - District","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Curl Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Mile Run","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Push Up","N/A"
"Barkhamsted School District","=""0050011""","Grade 10","Sit and Reach","N/A"
"Berlin School District","=""0070011""","Grade 4","All Tests - District",72.9
"Berlin School District","=""0070011""","Grade 4","Curl Up",89.4
"Berlin School District","=""0070011""","Grade 4","Mile Run",85.6
"Berlin School District","=""0070011""","Grade 4","Push Up",89.9
"Berlin School District","=""0070011""","Grade 4","Sit and Reach",94.7
"Berlin School District","=""0070011""","Grade 6","All Tests - District",52.9
"Berlin School District","=""0070011""","Grade 6","Curl Up",87.4
"Berlin School District","=""0070011""","Grade 6","Mile Run",82.7
"Berlin School District","=""0070011""","Grade 6","Push Up",71.2
"Berlin School District","=""0070011""","Grade 6","Sit and Reach",80.1
"Berlin School District","=""0070011""","Grade 8","All Tests - District",52.2
"Berlin School District","=""0070011""","Grade 8","Curl Up",85.5
"Berlin School District","=""0070011""","Grade 8","Mile Run",75.8
"Berlin School District","=""0070011""","Grade 8","Push Up",78.0
"Berlin School District","=""0070011""","Grade 8","Sit and Reach",85.5
"Berlin School District","=""0070011""","Grade 10","All Tests - District",49.3
"Berlin School District","=""0070011""","Grade 10","Curl Up",91.6
"Berlin School District","=""0070011""","Grade 10","Mile Run",71.4
"Berlin School District","=""0070011""","Grade 10","Push Up",66.0
"Berlin School District","=""0070011""","Grade 10","Sit and Reach",85.7
"Bethany School District","=""0080011""","Grade 4","All Tests - District",48.1
"Bethany School District","=""0080011""","Grade 4","Curl Up",92.3
"Bethany School District","=""0080011""","Grade 4","Mile Run",78.8
"Bethany School District","=""0080011""","Grade 4","Push Up",73.1
"Bethany School District","=""0080011""","Grade 4","Sit and Reach",63.5
"Bethany School District","=""0080011""","Grade 6","All Tests - District",49.2
"Bethany School District","=""0080011""","Grade 6","Curl Up",91.8
"Bethany School District","=""0080011""","Grade 6","Mile Run",73.8
"Bethany School District","=""0080011""","Grade 6","Push Up",78.7
"Bethany School District","=""0080011""","Grade 6","Sit and Reach",68.9
"Bethany School District","=""0080011""","Grade 8","All Tests - District","N/A"
"Bethany School District","=""0080011""","Grade 8","Curl Up","N/A"
"Bethany School District","=""0080011""","Grade 8","Mile Run","N/A"
"Bethany School District","=""0080011""","Grade 8","Push Up","N/A"
"Bethany School District","=""0080011""","Grade 8","Sit and Reach","N/A"
"Bethany School District","=""0080011""","Grade 10","All Tests - District","N/A"
"Bethany School District","=""0080011""","Grade 10","Curl Up","N/A"
"Bethany School District","=""0080011""","Grade 10","Mile Run","N/A"
"Bethany School District","=""0080011""","Grade 10","Push Up","N/A"
"Bethany School District","=""0080011""","Grade 10","Sit and Reach","N/A"
"Bethel School District","=""0090011""","Grade 4","All Tests - District",52.8
"Bethel School District","=""0090011""","Grade 4","Curl Up",88.7
"Bethel School District","=""0090011""","Grade 4","Mile Run",71.2
"Bethel School District","=""0090011""","Grade 4","Push Up",72.6
"Bethel School District","=""0090011""","Grade 4","Sit and Reach",89.6
"Bethel School District","=""0090011""","Grade 6","All Tests - District",38.6
"Bethel School District","=""0090011""","Grade 6","Curl Up",77.7
"Bethel School District","=""0090011""","Grade 6","Mile Run",75.1
"Bethel School District","=""0090011""","Grade 6","Push Up",50.3
"Bethel School District","=""0090011""","Grade 6","Sit and Reach",74.1
"Bethel School District","=""0090011""","Grade 8","All Tests - District",47.3
"Bethel School District","=""0090011""","Grade 8","Curl Up",79.5
"Bethel School District","=""0090011""","Grade 8","Mile Run",83.9
"Bethel School District","=""0090011""","Grade 8","Push Up",55.6
"Bethel School District","=""0090011""","Grade 8","Sit and Reach",88.8
"Bethel School District","=""0090011""","Grade 10","All Tests - District",45.7
"Bethel School District","=""0090011""","Grade 10","Curl Up",89.5
"Bethel School District","=""0090011""","Grade 10","Mile Run",60.5
"Bethel School District","=""0090011""","Grade 10","Push Up",74.7
"Bethel School District","=""0090011""","Grade 10","Sit and Reach",82.7
"Bloomfield School District","=""0110011""","Grade 4","All Tests - District",46.4
"Bloomfield School District","=""0110011""","Grade 4","Curl Up",69.1
"Bloomfield School District","=""0110011""","Grade 4","Mile Run",63.6
"Bloomfield School District","=""0110011""","Grade 4","Push Up",60.9
"Bloomfield School District","=""0110011""","Grade 4","Sit and Reach",70.9
"Bloomfield School District","=""0110011""","Grade 6","All Tests - District",51.6
"Bloomfield School District","=""0110011""","Grade 6","Curl Up",72.1
"Bloomfield School District","=""0110011""","Grade 6","Mile Run",72.1
"Bloomfield School District","=""0110011""","Grade 6","Push Up",64.8
"Bloomfield School District","=""0110011""","Grade 6","Sit and Reach",79.5
"Bloomfield School District","=""0110011""","Grade 8","All Tests - District",51.2
"Bloomfield School District","=""0110011""","Grade 8","Curl Up",78.7
"Bloomfield School District","=""0110011""","Grade 8","Mile Run",74.0
"Bloomfield School District","=""0110011""","Grade 8","Push Up",59.8
"Bloomfield School District","=""0110011""","Grade 8","Sit and Reach",76.4
"Bloomfield School District","=""0110011""","Grade 10","All Tests - District",61.0
"Bloomfield School District","=""0110011""","Grade 10","Curl Up",83.8
"Bloomfield School District","=""0110011""","Grade 10","Mile Run",71.4
"Bloomfield School District","=""0110011""","Grade 10","Push Up",82.9
"Bloomfield School District","=""0110011""","Grade 10","Sit and Reach",96.2
"Bolton School District","=""0120011""","Grade 4","All Tests - District",52.7
"Bolton School District","=""0120011""","Grade 4","Curl Up",89.1
"Bolton School District","=""0120011""","Grade 4","Mile Run",85.5
"Bolton School District","=""0120011""","Grade 4","Push Up",63.6
"Bolton School District","=""0120011""","Grade 4","Sit and Reach",89.1
"Bolton School District","=""0120011""","Grade 6","All Tests - District",47.5
"Bolton School District","=""0120011""","Grade 6","Curl Up",88.5
"Bolton School District","=""0120011""","Grade 6","Mile Run",86.9
"Bolton School District","=""0120011""","Grade 6","Push Up",70.5
"Bolton School District","=""0120011""","Grade 6","Sit and Reach",78.7
"Bolton School District","=""0120011""","Grade 8","All Tests - District",54.2
"Bolton School District","=""0120011""","Grade 8","Curl Up",93.8
"Bolton School District","=""0120011""","Grade 8","Mile Run",79.2
"Bolton School District","=""0120011""","Grade 8","Push Up",66.7
"Bolton School District","=""0120011""","Grade 8","Sit and Reach",75.0
"Bolton School District","=""0120011""","Grade 10","All Tests - District",60.9
"Bolton School District","=""0120011""","Grade 10","Curl Up",92.8
"Bolton School District","=""0120011""","Grade 10","Mile Run",94.2
"Bolton School District","=""0120011""","Grade 10","Push Up",73.9
"Bolton School District","=""0120011""","Grade 10","Sit and Reach",76.8
"Bozrah School District","=""0130011""","Grade 4","All Tests - District",81.0
"Bozrah School District","=""0130011""","Grade 4","Curl Up",95.2
"Bozrah School District","=""0130011""","Grade 4","Mile Run",81.0
"Bozrah School District","=""0130011""","Grade 4","Push Up",95.2
"Bozrah School District","=""0130011""","Grade 4","Sit and Reach",90.5
"Bozrah School District","=""0130011""","Grade 6","All Tests - District",57.1
"Bozrah School District","=""0130011""","Grade 6","Curl Up",76.2
"Bozrah School District","=""0130011""","Grade 6","Mile Run",85.7
"Bozrah School District","=""0130011""","Grade 6","Push Up",90.5
"Bozrah School District","=""0130011""","Grade 6","Sit and Reach",90.5
"Bozrah School District","=""0130011""","Grade 8","All Tests - District","*"
"Bozrah School District","=""0130011""","Grade 8","Curl Up","*"
"Bozrah School District","=""0130011""","Grade 8","Mile Run","*"
"Bozrah School District","=""0130011""","Grade 8","Push Up","*"
"Bozrah School District","=""0130011""","Grade 8","Sit and Reach","*"
"Bozrah School District","=""0130011""","Grade 10","All Tests - District","N/A"
"Bozrah School District","=""0130011""","Grade 10","Curl Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Mile Run","N/A"
"Bozrah School District","=""0130011""","Grade 10","Push Up","N/A"
"Bozrah School District","=""0130011""","Grade 10","Sit and Reach","N/A"
"Branford School District","=""0140011""","Grade 4","All Tests - District",53.7
"Branford School District","=""0140011""","Grade 4","Curl Up",84.7
"Branford School District","=""0140011""","Grade 4","Mile Run",74.1
"Branford School District","=""0140011""","Grade 4","Push Up",79.2
"Branford School District","=""0140011""","Grade 4","Sit and Reach",79.6
"Branford School District","=""0140011""","Grade 6","All Tests - District",48.3
"Branford School District","=""0140011""","Grade 6","Curl Up",90.8
"Branford School District","=""0140011""","Grade 6","Mile Run",71.0
"Branford School District","=""0140011""","Grade 6","Push Up",81.2
"Branford School District","=""0140011""","Grade 6","Sit and Reach",72.5
"Branford School District","=""0140011""","Grade 8","All Tests - District",38.0
"Branford School District","=""0140011""","Grade 8","Curl Up",85.3
"Branford School District","=""0140011""","Grade 8","Mile Run",64.7
"Branford School District","=""0140011""","Grade 8","Push Up",67.9
"Branford School District","=""0140011""","Grade 8","Sit and Reach",79.9
"Branford School District","=""0140011""","Grade 10","All Tests - District",53.4
"Branford School District","=""0140011""","Grade 10","Curl Up",94.4
"Branford School District","=""0140011""","Grade 10","Mile Run",55.6
"Branford School District","=""0140011""","Grade 10","Push Up",77.5
"Branford School District","=""0140011""","Grade 10","Sit and Reach",96.1
"Bridgeport Achievement First District","=""2850013""","Grade 4","All Tests - District",25.8
"Bridgeport Achievement First District","=""2850013""","Grade 4","Curl Up",50.6
"Bridgeport Achievement First District","=""2850013""","Grade 4","Mile Run",80.9
"Bridgeport Achievement First District","=""2850013""","Grade 4","Push Up",69.7
"Bridgeport Achievement First District","=""2850013""","Grade 4","Sit and Reach",56.2
"Bridgeport Achievement First District","=""2850013""","Grade 6","All Tests - District",39.8
"Bridgeport Achievement First District","=""2850013""","Grade 6","Curl Up",59.1
"Bridgeport Achievement First District","=""2850013""","Grade 6","Mile Run",55.9
"Bridgeport Achievement First District","=""2850013""","Grade 6","Push Up",47.3
"Bridgeport Achievement First District","=""2850013""","Grade 6","Sit and Reach",47.3
"Bridgeport Achievement First District","=""2850013""","Grade 8","All Tests - District",51.1
"Bridgeport Achievement First District","=""2850013""","Grade 8","Curl Up",75.6
"Bridgeport Achievement First District","=""2850013""","Grade 8","Mile Run",67.8
"Bridgeport Achievement First District","=""2850013""","Grade 8","Push Up",58.9
"Bridgeport Achievement First District","=""2850013""","Grade 8","Sit and Reach",67.8
"Bridgeport Achievement First District","=""2850013""","Grade 10","All Tests - District",71.4
"Bridgeport Achievement First District","=""2850013""","Grade 10","Curl Up",97.6
"Bridgeport Achievement First District","=""2850013""","Grade 10","Mile Run",81.0
"Bridgeport Achievement First District","=""2850013""","Grade 10","Push Up",88.1
"Bridgeport Achievement First District","=""2850013""","Grade 10","Sit and Reach",85.7
"Bridgeport School District","=""0150011""","Grade 4","All Tests - District",42.5
"Bridgeport School District","=""0150011""","Grade 4","Curl Up",80.4
"Bridgeport School District","=""0150011""","Grade 4","Mile Run",67.5
"Bridgeport School District","=""0150011""","Grade 4","Push Up",59.6
"Bridgeport School District","=""0150011""","Grade 4","Sit and Reach",74.6
"Bridgeport School District","=""0150011""","Grade 6","All Tests - District",36.5
"Bridgeport School District","=""0150011""","Grade 6","Curl Up",78.5
"Bridgeport School District","=""0150011""","Grade 6","Mile Run",60.9
"Bridgeport School District","=""0150011""","Grade 6","Push Up",55.4
"Bridgeport School District","=""0150011""","Grade 6","Sit and Reach",68.6
"Bridgeport School District","=""0150011""","Grade 8","All Tests - District",39.0
"Bridgeport School District","=""0150011""","Grade 8","Curl Up",80.8
"Bridgeport School District","=""0150011""","Grade 8","Mile Run",65.5
"Bridgeport School District","=""0150011""","Grade 8","Push Up",59.1
"Bridgeport School District","=""0150011""","Grade 8","Sit and Reach",74.7
"Bridgeport School District","=""0150011""","Grade 10","All Tests - District",28.6
"Bridgeport School District","=""0150011""","Grade 10","Curl Up",56.9
"Bridgeport School District","=""0150011""","Grade 10","Mile Run",36.7
"Bridgeport School District","=""0150011""","Grade 10","Push Up",48.4
"Bridgeport School District","=""0150011""","Grade 10","Sit and Reach",65.1
"Bristol School District","=""0170011""","Grade 4","All Tests - District",50.0
"Bristol School District","=""0170011""","Grade 4","Curl Up",90.0
"Bristol School District","=""0170011""","Grade 4","Mile Run",86.5
"Bristol School District","=""0170011""","Grade 4","Push Up",65.6
"Bristol School District","=""0170011""","Grade 4","Sit and Reach",80.9
"Bristol School District","=""0170011""","Grade 6","All Tests - District",65.4
"Bristol School District","=""0170011""","Grade 6","Curl Up",86.4
"Bristol School District","=""0170011""","Grade 6","Mile Run",89.1
"Bristol School District","=""0170011""","Grade 6","Push Up",71.3
"Bristol School District","=""0170011""","Grade 6","Sit and Reach",86.6
"Bristol School District","=""0170011""","Grade 8","All Tests - District",65.1
"Bristol School District","=""0170011""","Grade 8","Curl Up",90.5
"Bristol School District","=""0170011""","Grade 8","Mile Run",85.9
"Bristol School District","=""0170011""","Grade 8","Push Up",75.3
"Bristol School District","=""0170011""","Grade 8","Sit and Reach",91.5
"Bristol School District","=""0170011""","Grade 10","All Tests - District",63.2
"Bristol School District","=""0170011""","Grade 10","Curl Up",93.7
"Bristol School District","=""0170011""","Grade 10","Mile Run",69.4
"Bristol School District","=""0170011""","Grade 10","Push Up",75.9
"Bristol School District","=""0170011""","Grade 10","Sit and Reach",86.7
"Brookfield School District","=""0180011""","Grade 4","All Tests - District",63.2
"Brookfield School District","=""0180011""","Grade 4","Curl Up",90.6
"Brookfield School District","=""0180011""","Grade 4","Mile Run",89.7
"Brookfield School District","=""0180011""","Grade 4","Push Up",73.1
"Brookfield School District","=""0180011""","Grade 4","Sit and Reach",87.9
"Brookfield School District","=""0180011""","Grade 6","All Tests - District",43.8
"Brookfield School District","=""0180011""","Grade 6","Curl Up",84.5
"Brookfield School District","=""0180011""","Grade 6","Mile Run",88.1
"Brookfield School District","=""0180011""","Grade 6","Push Up",74.4
"Brookfield School District","=""0180011""","Grade 6","Sit and Reach",64.8
"Brookfield School District","=""0180011""","Grade 8","All Tests - District",45.9
"Brookfield School District","=""0180011""","Grade 8","Curl Up",82.1
"Brookfield School District","=""0180011""","Grade 8","Mile Run",78.1
"Brookfield School District","=""0180011""","Grade 8","Push Up",75.5
"Brookfield School District","=""0180011""","Grade 8","Sit and Reach",71.4
"Brookfield School District","=""0180011""","Grade 10","All Tests - District",42.7
"Brookfield School District","=""0180011""","Grade 10","Curl Up",85.9
"Brookfield School District","=""0180011""","Grade 10","Mile Run",66.5
"Brookfield School District","=""0180011""","Grade 10","Push Up",54.1
"Brookfield School District","=""0180011""","Grade 10","Sit and Reach",73.5
"Brooklyn School District","=""0190011""","Grade 4","All Tests - District",42.3
"Brooklyn School District","=""0190011""","Grade 4","Curl Up",61.5
"Brooklyn School District","=""0190011""","Grade 4","Mile Run",43.6
"Brooklyn School District","=""0190011""","Grade 4","Push Up",60.3
"Brooklyn School District","=""0190011""","Grade 4","Sit and Reach",76.9
"Brooklyn School District","=""0190011""","Grade 6","All Tests - District",21.3
"Brooklyn School District","=""0190011""","Grade 6","Curl Up",70.7
"Brooklyn School District","=""0190011""","Grade 6","Mile Run",66.7
"Brooklyn School District","=""0190011""","Grade 6","Push Up",33.3
"Brooklyn School District","=""0190011""","Grade 6","Sit and Reach",50.7
"Brooklyn School District","=""0190011""","Grade 8","All Tests - District",25.6
"Brooklyn School District","=""0190011""","Grade 8","Curl Up",81.4
"Brooklyn School District","=""0190011""","Grade 8","Mile Run",66.3
"Brooklyn School District","=""0190011""","Grade 8","Push Up",51.2
"Brooklyn School District","=""0190011""","Grade 8","Sit and Reach",57.0
"Brooklyn School District","=""0190011""","Grade 10","All Tests - District","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Curl Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Mile Run","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Push Up","N/A"
"Brooklyn School District","=""0190011""","Grade 10","Sit and Reach","N/A"
"Canaan School District","=""0210011""","Grade 4","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 4","Curl Up","*"
"Canaan School District","=""0210011""","Grade 4","Mile Run","*"
"Canaan School District","=""0210011""","Grade 4","Push Up","*"
"Canaan School District","=""0210011""","Grade 4","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 6","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 6","Curl Up","*"
"Canaan School District","=""0210011""","Grade 6","Mile Run","*"
"Canaan School District","=""0210011""","Grade 6","Push Up","*"
"Canaan School District","=""0210011""","Grade 6","Sit and Reach","*"
"Canaan School District","=""0210011""","Grade 8","All Tests - District","*"
"Canaan School District","=""0210011""","Grade 8","Curl Up","*"
"Canaan School District","=""0210011""","Grade 8","Mile Run","*"
"Canaan School District","=""0210011""","Grade 8","Push Up","*"
