"Chronic Absenteeism, 2012-13"
", All Schools, English Learner Status"

"District","District Code","School","School Code","Category","% Chronically Absent"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Non-Special Education",4.1
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","School",3.8
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Special Education","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Two or More Races","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Eligible For Reduced Lunch","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Not Eligible For Lunch",3.3
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","White",3.4
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","American Indian or Alaska Native","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Asian","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Black or African American",23.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","ELL","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Free Lunch",22.1
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Female",17.4
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade   9",15.5
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Hispanic/Latino of any race",17.2
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Male",20.9
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Native Hawaiian or Other Pacific Islander","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Non-ELL",19.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Non-Special Education",18.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","School",19.2
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Special Education",27.9
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Two or More Races","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Reduced Lunch",11.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10",18.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 11",28.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 12",16.7
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Not Eligible For Lunch",18.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","White",18.8
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Asian","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Black or African American",18.6
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","ELL","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Eligible For Free Lunch",20.2
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Female",17.3
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade   7",12.8
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade   8",17.1
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Hispanic/Latino of any race","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Male",12.8
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Native Hawaiian or Other Pacific Islander","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Non-ELL",15.2
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Non-Special Education",13.4
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","School",14.9
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Special Education",26.1
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Two or More Races","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Eligible For Reduced Lunch","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Not Eligible For Lunch",9.9
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","White",16.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Kindergarten",17.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","American Indian or Alaska Native","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Asian","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Black or African American",7.5
"Ansonia School District","=""0020011""","Mead School","=""0020311""","ELL","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Eligible For Free Lunch",16.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Female",10.4
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   1",12.6
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   2",14.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   3","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   4",12.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   5",10.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   6",15.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Hispanic/Latino of any race",19.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Male",14.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Native Hawaiian or Other Pacific Islander","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Non-ELL",11.9
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Non-Special Education",11.5
"Ansonia School District","=""0020011""","Mead School","=""0020311""","School",12.4
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Special Education",18.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Two or More Races","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Eligible For Reduced Lunch","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Not Eligible For Lunch",7.9
"Ansonia School District","=""0020011""","Mead School","=""0020311""","White",10.0
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Kindergarten",19.8
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","American Indian or Alaska Native","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Asian","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Black or African American",20.0
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","ELL","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Eligible For Free Lunch",14.4
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Female",9.5
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   1",14.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   2","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   3",7.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   4",12.0
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   5","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   6",10.5
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Hispanic/Latino of any race",10.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Male",12.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Native Hawaiian or Other Pacific Islander","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Non-ELL",10.9
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Non-Special Education",10.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","School",11.0
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Special Education",16.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Two or More Races","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Eligible For Reduced Lunch","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Not Eligible For Lunch",9.5
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","White",7.6
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Black or African American","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Eligible For Free Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Female","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   6","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   7","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Hispanic/Latino of any race","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Male","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Non-ELL","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","School","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Special Education","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade 10","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade 11","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade 12","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Not Eligible For Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","White","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Kindergarten","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","American Indian or Alaska Native","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Black or African American",39.7
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Eligible For Free Lunch",45.1
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Female",47.8
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   1","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   2","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   3","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   4",40.7
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   5",39.3
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   6","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   7",40.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   8",52.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Hispanic/Latino of any race",42.6
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Male",38.7
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Non-ELL",39.9
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Non-Special Education","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","School",39.9
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Special Education",40.6
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Not Eligible For Lunch",19.4
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","White",37.8
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","American Indian or Alaska Native","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Asian",0.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Black or African American",9.1
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","ELL","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Eligible For Free Lunch",17.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Female",11.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade   6",12.8
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade   7",10.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade   8",11.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Hispanic/Latino of any race",14.8
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Male",11.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Non-ELL",11.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Non-Special Education",10.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","School",11.6
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Special Education",21.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Not Eligible For Lunch",7.4
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","White",10.2
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Kindergarten","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","American Indian or Alaska Native","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Black or African American","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Eligible For Free Lunch",34.9
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Female",34.0
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   1","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   2","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   3","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   4","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   5",33.3
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   6",35.0
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   7",50.0
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Hispanic/Latino of any race",58.8
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Male",30.2
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Non-ELL",31.4
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","School",31.4
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Special Education",31.4
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade 12","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Not Eligible For Lunch",25.9
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","White",26.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","American Indian or Alaska Native","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Black or African American",51.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Eligible For Free Lunch",41.1
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Female",42.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Hispanic/Latino of any race",36.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Male",39.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Non-ELL",40.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","School",40.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Special Education",40.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 10","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 11",58.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 12",33.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Not Eligible For Lunch",31.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","White",33.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Black or African American",70.7
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Eligible For Free Lunch",74.7
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Female",70.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Hispanic/Latino of any race",77.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Male",72.9
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Non-ELL",72.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","School",72.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Special Education",72.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 10",81.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 11",69.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 12",80.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Not Eligible For Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","White",70.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Black or African American","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Eligible For Free Lunch",19.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Female","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Hispanic/Latino of any race","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Male",19.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Non-ELL",19.1
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","School",19.1
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Special Education",19.1
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Grade 10","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Grade 11","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Grade 12",17.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Not Eligible For Lunch","*"
