"Chronic Absenteeism, 2014-15"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"Branford School District","Branford High School Horizons Program","=""0140211""","Male","*"
"Branford School District","Branford High School","=""0146111""","Female",13.4
"Branford School District","Branford High School","=""0146111""","Male",14.0
"Branford School District","Francis Walsh Intermediate School","=""0145111""","Female",8.4
"Branford School District","Francis Walsh Intermediate School","=""0145111""","Male",8.1
"Branford School District","John B. Sliney School","=""0141611""","Female","*"
"Branford School District","John B. Sliney School","=""0141611""","Male","*"
"Branford School District","Mary R. Tisko School","=""0141511""","Female","*"
"Branford School District","Mary R. Tisko School","=""0141511""","Male","*"
"Branford School District","Mary T. Murphy School","=""0141411""","Female",5.1
"Branford School District","Mary T. Murphy School","=""0141411""","Male",6.4
"Brass City Charter School District","Brass City Charter School","=""2900113""","Female",8.8
"Brass City Charter School District","Brass City Charter School","=""2900113""","Male",13.0
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","=""2850113""","Female",4.0
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","=""2850113""","Male",2.3
"Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Female",19.7
"Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Male",13.3
"Bridgeport School District","Barnum School","=""0150111""","Female",19.9
"Bridgeport School District","Barnum School","=""0150111""","Male",23.1
"Bridgeport School District","Bassick High School","=""0156111""","Female",46.3
"Bridgeport School District","Bassick High School","=""0156111""","Male",40.0
"Bridgeport School District","Beardsley School","=""0150211""","Female",21.2
"Bridgeport School District","Beardsley School","=""0150211""","Male",14.5
"Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Female",3.0
"Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Male",6.6
"Bridgeport School District","Black Rock School","=""0150311""","Female",7.9
"Bridgeport School District","Black Rock School","=""0150311""","Male",13.6
"Bridgeport School District","Blackham School","=""0154011""","Female",9.8
"Bridgeport School District","Blackham School","=""0154011""","Male",17.4
"Bridgeport School District","Bridgeport Learning Center","=""0159011""","Female","*"
"Bridgeport School District","Bridgeport Learning Center","=""0159011""","Male","*"
"Bridgeport School District","Bridgeport Military Academy","=""0151611""","Female",13.8
"Bridgeport School District","Bridgeport Military Academy","=""0151611""","Male",22.3
"Bridgeport School District","Bryant School","=""0150411""","Female",10.6
"Bridgeport School District","Bryant School","=""0150411""","Male",16.8
"Bridgeport School District","Central High School","=""0156211""","Female",21.2
"Bridgeport School District","Central High School","=""0156211""","Male",16.8
"Bridgeport School District","Cesar Batalla School","=""0151411""","Female",13.3
"Bridgeport School District","Cesar Batalla School","=""0151411""","Male",14.6
"Bridgeport School District","Classical Studies Academy","=""0152111""","Female","*"
"Bridgeport School District","Classical Studies Academy","=""0152111""","Male","*"
"Bridgeport School District","Columbus School","=""0150511""","Female",23.0
"Bridgeport School District","Columbus School","=""0150511""","Male",25.6
"Bridgeport School District","Cross School","=""0153911""","Female",28.7
"Bridgeport School District","Cross School","=""0153911""","Male",27.7
"Bridgeport School District","Curiale School","=""0154211""","Female",22.8
"Bridgeport School District","Curiale School","=""0154211""","Male",30.4
"Bridgeport School District","Dunbar School","=""0154111""","Female",26.3
"Bridgeport School District","Dunbar School","=""0154111""","Male",31.0
"Bridgeport School District","Edison School","=""0150711""","Female",13.7
"Bridgeport School District","Edison School","=""0150711""","Male",14.3
"Bridgeport School District","Geraldine Johnson School","=""0153211""","Female",8.2
"Bridgeport School District","Geraldine Johnson School","=""0153211""","Male",9.4
"Bridgeport School District","Hall School","=""0151111""","Female",15.3
"Bridgeport School District","Hall School","=""0151111""","Male",12.2
"Bridgeport School District","Hallen School","=""0151211""","Female",11.9
"Bridgeport School District","Hallen School","=""0151211""","Male",12.7
"Bridgeport School District","Harding High School","=""0156311""","Female",53.6
"Bridgeport School District","Harding High School","=""0156311""","Male",48.0
"Bridgeport School District","High Horizons Magnet School","=""0154511""","Female",4.0
"Bridgeport School District","High Horizons Magnet School","=""0154511""","Male",3.6
"Bridgeport School District","Hooker School","=""0151311""","Female",12.6
"Bridgeport School District","Hooker School","=""0151311""","Male",13.1
"Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Female","*"
"Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Male","*"
"Bridgeport School District","Interdistrict Discovery Magnet School","=""0153711""","Female",4.0
"Bridgeport School District","Interdistrict Discovery Magnet School","=""0153711""","Male",5.2
"Bridgeport School District","Jettie S. Tisdale School","=""0152211""","Female",29.5
"Bridgeport School District","Jettie S. Tisdale School","=""0152211""","Male",30.6
"Bridgeport School District","Luis Munoz Marin School","=""0151011""","Female",23.4
"Bridgeport School District","Luis Munoz Marin School","=""0151011""","Male",28.1
"Bridgeport School District","Madison School","=""0152011""","Female",9.7
"Bridgeport School District","Madison School","=""0152011""","Male",13.9
"Bridgeport School District","Multicultural Magnet School","=""0154611""","Female","*"
"Bridgeport School District","Multicultural Magnet School","=""0154611""","Male","*"
"Bridgeport School District","Park City Magnet School","=""0151711""","Female",3.3
"Bridgeport School District","Park City Magnet School","=""0151711""","Male",8.6
"Bridgeport School District","Read School","=""0152511""","Female",13.0
"Bridgeport School District","Read School","=""0152511""","Male",16.2
"Bridgeport School District","Roosevelt School","=""0152611""","Female",27.3
"Bridgeport School District","Roosevelt School","=""0152611""","Male",22.7
"Bridgeport School District","Waltersville School","=""0153011""","Female",23.0
"Bridgeport School District","Waltersville School","=""0153011""","Male",16.3
"Bridgeport School District","Winthrop School","=""0153611""","Female",4.2
"Bridgeport School District","Winthrop School","=""0153611""","Male",5.4
"Bristol School District","Alternative Special Education Program (ASEP)","=""0179011""","Female","*"
"Bristol School District","Alternative Special Education Program (ASEP)","=""0179011""","Male","*"
"Bristol School District","Bristol Central High School","=""0176111""","Female",15.2
"Bristol School District","Bristol Central High School","=""0176111""","Male",15.7
"Bristol School District","Bristol Eastern High School","=""0176211""","Female",13.3
"Bristol School District","Bristol Eastern High School","=""0176211""","Male",12.1
"Bristol School District","Bristol Preparatory Academy","=""0173311""","Female","*"
"Bristol School District","Bristol Preparatory Academy","=""0173311""","Male","*"
"Bristol School District","CHMS GOAL","=""0173411""","Female","*"
"Bristol School District","CHMS GOAL","=""0173411""","Male","*"
"Bristol School District","Chippens Hill Middle School Functional Program","=""0171011""","Female","*"
"Bristol School District","Chippens Hill Middle School Functional Program","=""0171011""","Male","*"
"Bristol School District","Chippens Hill Middle School","=""0175111""","Female",9.6
"Bristol School District","Chippens Hill Middle School","=""0175111""","Male",9.7
"Bristol School District","Community/Vocational Program","=""0179211""","Female","*"
"Bristol School District","Community/Vocational Program","=""0179211""","Male","*"
"Bristol School District","Edgewood School","=""0170311""","Female",10.2
"Bristol School District","Edgewood School","=""0170311""","Male",6.0
"Bristol School District","Ellen P. Hubbell School","=""0171411""","Female",4.3
"Bristol School District","Ellen P. Hubbell School","=""0171411""","Male",7.4
"Bristol School District","Greene-Hills School","=""0170511""","Female",7.3
"Bristol School District","Greene-Hills School","=""0170511""","Male",7.6
"Bristol School District","Hubbell/Extended Resource","=""0172111""","Female","*"
"Bristol School District","Hubbell/Extended Resource","=""0172111""","Male","*"
"Bristol School District","Ivy Drive GOAL","=""0172611""","Female","*"
"Bristol School District","Ivy Drive GOAL","=""0172611""","Male","*"
"Bristol School District","Ivy Drive Medically Fragile","=""0172311""","Female","*"
"Bristol School District","Ivy Drive Medically Fragile","=""0172311""","Male","*"
"Bristol School District","Ivy Drive School","=""0171911""","Female",4.5
"Bristol School District","Ivy Drive School","=""0171911""","Male",5.3
"Bristol School District","Mountain View School","=""0171711""","Female","*"
"Bristol School District","Mountain View School","=""0171711""","Male","*"
"Bristol School District","Mt. View GOAL","=""0172511""","Female","*"
"Bristol School District","Mt. View GOAL","=""0172511""","Male","*"
"Bristol School District","Northeast MS/GOAL","=""0172811""","Female","*"
"Bristol School District","Northeast MS/GOAL","=""0172811""","Male","*"
"Bristol School District","Northeast Middle School","=""0175211""","Female",5.6
"Bristol School District","Northeast Middle School","=""0175211""","Male",6.3
"Bristol School District","South Side School","=""0171111""","Female",9.7
"Bristol School District","South Side School","=""0171111""","Male",7.8
"Bristol School District","Stafford Autism","=""0173211""","Female","*"
"Bristol School District","Stafford Autism","=""0173211""","Male","*"
"Bristol School District","Stafford School","=""0171211""","Female",15.9
"Bristol School District","Stafford School","=""0171211""","Male",21.9
"Bristol School District","West Bristol School","=""0172011""","Female",10.9
"Bristol School District","West Bristol School","=""0172011""","Male",10.0
"Bristol School District","Greene-Hills GOAL","=""0170911""","Male","*"
"Bristol School District","Northeast MS/Extended Resource","=""0172711""","Male","*"
"Bristol School District","South Side Extended Resource","=""0173011""","Male","*"
"Bristol School District","South Side GOAL","=""0173111""","Male","*"
"Brookfield School District","Brookfield High School","=""0186111""","Female",6.7
"Brookfield School District","Brookfield High School","=""0186111""","Male",5.3
"Brookfield School District","Center Elementary School","=""0180311""","Female","*"
"Brookfield School District","Center Elementary School","=""0180311""","Male","*"
"Brookfield School District","Huckleberry Hill Elementary School","=""0180411""","Female","*"
"Brookfield School District","Huckleberry Hill Elementary School","=""0180411""","Male","*"
"Brookfield School District","Whisconier Middle School","=""0185311""","Female",2.5
"Brookfield School District","Whisconier Middle School","=""0185311""","Male",3.9
"Brooklyn School District","Brooklyn Elementary School","=""0190111""","Female",4.1
"Brooklyn School District","Brooklyn Elementary School","=""0190111""","Male",5.1
"Brooklyn School District","Brooklyn Middle School","=""0195111""","Female",5.0
"Brooklyn School District","Brooklyn Middle School","=""0195111""","Male",6.3
"Canaan School District","Lee H. Kellogg School","=""0210111""","Female","*"
"Canaan School District","Lee H. Kellogg School","=""0210111""","Male","*"
"Canterbury School District","Canterbury Elementary School","=""0220211""","Female","*"
"Canterbury School District","Canterbury Elementary School","=""0220211""","Male","*"
"Canterbury School District","Dr. Helen Baldwin Middle School","=""0225111""","Female","*"
"Canterbury School District","Dr. Helen Baldwin Middle School","=""0225111""","Male","*"
"Canton School District","Canton Academy","=""0230411""","Female","*"
"Canton School District","Canton Academy","=""0230411""","Male","*"
"Canton School District","Canton High School","=""0236111""","Female","*"
"Canton School District","Canton High School","=""0236111""","Male","*"
"Canton School District","Canton Intermediate School","=""0230311""","Female",16.5
"Canton School District","Canton Intermediate School","=""0230311""","Male",13.0
"Canton School District","Canton Middle School","=""0235111""","Female","*"
"Canton School District","Canton Middle School","=""0235111""","Male","*"
"Canton School District","Cherry Brook Primary School","=""0230211""","Female",13.7
"Canton School District","Cherry Brook Primary School","=""0230211""","Male",15.1
"Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","=""2410714""","Female",23.8
"Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","=""2410714""","Male",26.4
"Capitol Region Education Council","Academy of Aerospace and Engineering","=""2415114""","Female",16.8
"Capitol Region Education Council","Academy of Aerospace and Engineering","=""2415114""","Male",14.6
"Capitol Region Education Council","Academy of Science and Innovation","=""2416514""","Female",15.9
"Capitol Region Education Council","Academy of Science and Innovation","=""2416514""","Male",11.1
"Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","=""2410614""","Female",13.1
"Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","=""2410614""","Male",15.6
"Capitol Region Education Council","Discovery Academy","=""2418114""","Female",8.2
"Capitol Region Education Council","Discovery Academy","=""2418114""","Male",9.7
"Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","=""2419214""","Female","*"
"Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","=""2419214""","Male","*"
"Capitol Region Education Council","Glastonbury/East Hartford Magnet School","=""2410114""","Female",9.5
"Capitol Region Education Council","Glastonbury/East Hartford Magnet School","=""2410114""","Male",5.4
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Female",47.2
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Male",37.5
"Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Female",17.9
"Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Male",15.9
"Capitol Region Education Council","Integrated Program Models","=""2419414""","Female","*"
"Capitol Region Education Council","Integrated Program Models","=""2419414""","Male","*"
"Capitol Region Education Council","International Magnet School for Global Citizenship","=""2410414""","Female",13.5
"Capitol Region Education Council","International Magnet School for Global Citizenship","=""2410414""","Male",11.2
"Capitol Region Education Council","John J. Allison Polaris Center","=""2419014""","Female","*"
"Capitol Region Education Council","John J. Allison Polaris Center","=""2419014""","Male","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Female","*"
"Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Male","*"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Female",9.4
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","=""2416114""","Male",8.2
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Female",10.9
"Capitol Region Education Council","Montessori Magnet School","=""2413114""","Male",10.2
"Capitol Region Education Council","Museum Academy","=""2410514""","Female",9.0
"Capitol Region Education Council","Museum Academy","=""2410514""","Male",8.5
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Female",29.0
"Capitol Region Education Council","Public Safety Academy","=""2415214""","Male",27.5
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Female",18.8
"Capitol Region Education Council","Reggio Magnet School of the Arts","=""2410314""","Male",11.6
"Capitol Region Education Council","River Street Early Learning Center (Site 2)","=""2419514""","Female","*"
"Capitol Region Education Council","River Street Early Learning Center (Site 2)","=""2419514""","Male","*"
"Capitol Region Education Council","River Street School","=""2419314""","Female","*"
"Capitol Region Education Council","River Street School","=""2419314""","Male","*"
"Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Female","*"
"Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""","Male","*"
"Capitol Region Education Council","Soundbridge @ Museum Academy","=""2411214""","Female","*"
"Capitol Region Education Council","Soundbridge @ Museum Academy","=""2411214""","Male","*"
"Capitol Region Education Council","Soundbridge @ Wethersfield High School","=""2411014""","Female","*"
"Capitol Region Education Council","Soundbridge @ Wethersfield High School","=""2411014""","Male","*"
"Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Female","*"
"Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""","Male","*"
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Female",7.9
"Capitol Region Education Council","Two Rivers Magnet High School","=""2416714""","Male",9.2
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Female",10.8
"Capitol Region Education Council","Two Rivers Magnet Middle School","=""2415014""","Male",7.6
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Female",10.7
"Capitol Region Education Council","University of Hartford Magnet School","=""2410214""","Male",8.0
"Capitol Region Education Council","Soundbridge @ Silas Deane Middle School","=""2410914""","Male","*"
"Capitol Region Education Council","Soundbridge","=""2419114""","Male","*"
"Chaplin School District","Chaplin Elementary School","=""0240211""","Female","*"
"Chaplin School District","Chaplin Elementary School","=""0240211""","Male","*"
"Cheshire School District","Chapman School","=""0250111""","Female","*"
"Cheshire School District","Chapman School","=""0250111""","Male","*"
"Cheshire School District","Cheshire High School","=""0256111""","Female",8.8
"Cheshire School District","Cheshire High School","=""0256111""","Male",7.7
"Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","=""0250311""","Female","*"
"Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","=""0250311""","Male","*"
"Cheshire School District","Darcey School","=""0250211""","Female",0.0
"Cheshire School District","Darcey School","=""0250211""","Male",0.0
"Cheshire School District","Dodd Middle School","=""0255111""","Female",0.0
"Cheshire School District","Dodd Middle School","=""0255111""","Male",0.0
"Cheshire School District","Doolittle School","=""0250611""","Female","*"
"Cheshire School District","Doolittle School","=""0250611""","Male","*"
"Cheshire School District","Highland School","=""0250411""","Female",2.4
"Cheshire School District","Highland School","=""0250411""","Male","*"
"Cheshire School District","Humiston Alternative School","=""0250911""","Female","*"
"Cheshire School District","Humiston Alternative School","=""0250911""","Male","*"
"Cheshire School District","Norton School","=""0250511""","Female","*"
"Cheshire School District","Norton School","=""0250511""","Male","*"
"Chester School District","Chester Elementary School","=""0260111""","Female","*"
"Chester School District","Chester Elementary School","=""0260111""","Male","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Female","*"
"Clinton School District","Abraham Pierson School","=""0270111""","Male","*"
"Clinton School District","Jared Eliot School","=""0275111""","Female",4.4
"Clinton School District","Jared Eliot School","=""0275111""","Male",5.0
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Female",2.7
"Clinton School District","Lewin G. Joel Jr. School","=""0270311""","Male",3.4
"Clinton School District","The Morgan School","=""0276111""","Female",15.6
"Clinton School District","The Morgan School","=""0276111""","Male",13.8
"Colchester School District","Bacon Academy Alternative Education","=""0280511""","Female","*"
"Colchester School District","Bacon Academy Alternative Education","=""0280511""","Male","*"
"Colchester School District","Bacon Academy","=""0286111""","Female",2.6
"Colchester School District","Bacon Academy","=""0286111""","Male",2.5
"Colchester School District","Colchester Elementary School","=""0280411""","Female",5.1
"Colchester School District","Colchester Elementary School","=""0280411""","Male",4.5
"Colchester School District","Jack Jackter Intermediate School","=""0280211""","Female","*"
"Colchester School District","Jack Jackter Intermediate School","=""0280211""","Male","*"
"Colchester School District","William J. Johnston Middle School","=""0285111""","Female",8.0
"Colchester School District","William J. Johnston Middle School","=""0285111""","Male",5.4
"Colebrook School District","Colebrook Consolidated School","=""0290111""","Female","*"
"Colebrook School District","Colebrook Consolidated School","=""0290111""","Male","*"
"Columbia School District","Horace W. Porter School","=""0300111""","Female",5.5
"Columbia School District","Horace W. Porter School","=""0300111""","Male",4.2
"Common Ground High School District","Common Ground High School","=""2686113""","Female",18.9
"Common Ground High School District","Common Ground High School","=""2686113""","Male",12.5
"Connecticut Technical High School System","A. I. Prince Technical High School","=""9001516""","Female",19.0
"Connecticut Technical High School System","A. I. Prince Technical High School","=""9001516""","Male",11.5
"Connecticut Technical High School System","Bullard-Havens Technical High School","=""9001116""","Female",18.9
"Connecticut Technical High School System","Bullard-Havens Technical High School","=""9001116""","Male",9.2
"Connecticut Technical High School System","E. C. Goodwin Technical High School","=""9001916""","Female",20.7
"Connecticut Technical High School System","E. C. Goodwin Technical High School","=""9001916""","Male",11.9
"Connecticut Technical High School System","Eli Whitney Technical High School","=""9001416""","Female",38.0
"Connecticut Technical High School System","Eli Whitney Technical High School","=""9001416""","Male",27.1
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","=""9002716""","Female",20.5
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","=""9002716""","Male",18.9
"Connecticut Technical High School System","Emmett O'Brien Technical High School","=""9002516""","Female",24.3
"Connecticut Technical High School System","Emmett O'Brien Technical High School","=""9002516""","Male",16.4
"Connecticut Technical High School System","H. C. Wilcox Technical High School","=""9001716""","Female",14.6
"Connecticut Technical High School System","H. C. Wilcox Technical High School","=""9001716""","Male",10.2
"Connecticut Technical High School System","H. H. Ellis Technical High School","=""9001316""","Female",16.7
"Connecticut Technical High School System","H. H. Ellis Technical High School","=""9001316""","Male",12.5
"Connecticut Technical High School System","Henry Abbott Technical High School","=""9001216""","Female",10.9
"Connecticut Technical High School System","Henry Abbott Technical High School","=""9001216""","Male",9.1
"Connecticut Technical High School System","Howell Cheney Technical High School","=""9001616""","Female",19.0
"Connecticut Technical High School System","Howell Cheney Technical High School","=""9001616""","Male",10.0
"Connecticut Technical High School System","J. M. Wright Technical High School","=""9002116""","Female",17.0
"Connecticut Technical High School System","J. M. Wright Technical High School","=""9002116""","Male",7.6
"Connecticut Technical High School System","Norwich Technical High School","=""9002016""","Female",5.7
"Connecticut Technical High School System","Norwich Technical High School","=""9002016""","Male",3.1
"Connecticut Technical High School System","Oliver Wolcott Technical High School","=""9002216""","Female",17.2
"Connecticut Technical High School System","Oliver Wolcott Technical High School","=""9002216""","Male",13.5
"Connecticut Technical High School System","Platt Technical High School","=""9002616""","Female",17.3
"Connecticut Technical High School System","Platt Technical High School","=""9002616""","Male",7.7
"Connecticut Technical High School System","Vinal Technical High School","=""9001816""","Female",17.7
"Connecticut Technical High School System","Vinal Technical High School","=""9001816""","Male",15.2
"Connecticut Technical High School System","W. F. Kaynor Technical High School","=""9002316""","Female",12.2
"Connecticut Technical High School System","W. F. Kaynor Technical High School","=""9002316""","Male",3.6
"Connecticut Technical High School System","Windham Technical High School","=""9002416""","Female",7.9
"Connecticut Technical High School System","Windham Technical High School","=""9002416""","Male",5.8
"Cooperative Educational Services","Developmental Learning Center (DLC)","=""2439214""","Female","*"
"Cooperative Educational Services","Developmental Learning Center (DLC)","=""2439214""","Male","*"
"Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","=""2439114""","Female","*"
