"Chronic Absenteeism, 2011-12"
", All Schools, English Learner Status"

"District","District Code","School","School Code","Category","% Chronically Absent"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","School","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Special Education","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Two or More Races","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Eligible For Reduced Lunch","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Not Eligible For Lunch",0.0
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","White","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Asian","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Black or African American",18.4
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","ELL","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Free Lunch",17.8
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Female",11.8
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Hispanic/Latino of any race",13.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Male",11.7
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Native Hawaiian or Other Pacific Islander","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Non-ELL",11.8
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Non-Special Education",10.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","School",11.8
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Special Education",20.5
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible For Reduced Lunch",7.5
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade   9",16.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 10",13.1
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 11",8.6
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Grade 12",8.5
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Not Eligible For Lunch",5.8
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","White",8.5
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","American Indian or Alaska Native","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Asian","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Black or African American",19.0
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","ELL","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Eligible For Free Lunch",21.7
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Female",13.5
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade   7",17.3
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Grade   8",14.8
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Hispanic/Latino of any race",16.1
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Male",18.2
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Native Hawaiian or Other Pacific Islander","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Non-ELL",16.0
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Non-Special Education",15.7
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","School",16.1
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Special Education",20.0
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Eligible For Reduced Lunch","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Not Eligible For Lunch",8.8
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","White",15.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Kindergarten",23.5
"Ansonia School District","=""0020011""","Mead School","=""0020311""","American Indian or Alaska Native","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Asian","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Black or African American",13.2
"Ansonia School District","=""0020011""","Mead School","=""0020311""","ELL",25.9
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Eligible For Free Lunch",15.9
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Female",12.4
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   1",17.4
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   2",9.2
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   3",13.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   4",14.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   5",6.4
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Grade   6",7.0
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Hispanic/Latino of any race",17.8
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Male",13.4
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Native Hawaiian or Other Pacific Islander","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Non-ELL",12.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Non-Special Education",11.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","School",12.9
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Special Education",24.7
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Two or More Races","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Eligible For Reduced Lunch","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Not Eligible For Lunch",9.1
"Ansonia School District","=""0020011""","Mead School","=""0020311""","White",9.5
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Kindergarten",23.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","American Indian or Alaska Native","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Asian","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Black or African American",16.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","ELL","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Eligible For Free Lunch",12.7
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Female",10.0
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   1",8.8
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   2",6.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   3",7.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   4",10.4
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   5",7.7
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Grade   6",9.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Hispanic/Latino of any race",10.9
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Male",10.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Native Hawaiian or Other Pacific Islander","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Non-ELL",10.4
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Non-Special Education",9.7
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","School",10.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Special Education",14.6
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Two or More Races","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Eligible For Reduced Lunch",10.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Not Eligible For Lunch",6.2
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","White",8.0
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Black or African American","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Eligible For Free Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Female","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   5","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   6","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   7","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Hispanic/Latino of any race","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Male",23.1
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Non-ELL",17.6
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","School",17.6
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Special Education",17.6
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade 10","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade 11","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Grade 12","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Not Eligible For Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","White","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Kindergarten","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","American Indian or Alaska Native","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Black or African American",39.4
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Eligible For Free Lunch",41.5
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Female",30.4
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   1","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   2","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   3",27.3
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   4",36.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   5",46.2
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   6","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   7",48.1
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Hispanic/Latino of any race",45.3
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Male",40.3
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Non-ELL",39.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Non-Special Education","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","School",39.0
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Special Education",38.7
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Not Eligible For Lunch",33.3
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","White",31.4
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","American Indian or Alaska Native","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Black or African American","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","ELL","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Eligible For Free Lunch",14.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Female",10.1
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade   6",7.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade   7",11.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Grade   8",13.2
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Hispanic/Latino of any race",11.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Male",11.4
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Non-ELL",10.8
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Non-Special Education",10.7
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","School",10.8
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Special Education",12.3
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Not Eligible For Lunch",8.0
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","White",12.1
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Kindergarten","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","American Indian or Alaska Native","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Black or African American",29.0
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Eligible For Free Lunch",35.6
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Female",31.0
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   1","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   2","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   3","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   4","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   5","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   6",33.3
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   7","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Hispanic/Latino of any race",41.9
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Male",28.4
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Non-ELL",29.1
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","School",29.1
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Special Education",29.1
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade 10","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade 11","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Grade 12","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Not Eligible For Lunch",24.7
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","White",24.4
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","American Indian or Alaska Native","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Black or African American",46.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Eligible For Free Lunch",35.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Female",44.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Hispanic/Latino of any race",37.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Male",35.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Non-ELL",37.7
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","School",37.7
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Special Education",37.7
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 10","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 11",39.1
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Grade 12",38.1
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Not Eligible For Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","White",26.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Asian","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Black or African American",64.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Eligible For Free Lunch",71.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Female",77.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade   8","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Hispanic/Latino of any race",80.8
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Male",67.1
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Non-ELL",69.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","School",69.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Special Education",69.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 10",70.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 11",69.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Grade 12",63.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Not Eligible For Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","White","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Black or African American","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Eligible For Free Lunch",26.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Female","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Hispanic/Latino of any race","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Male",22.9
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Non-ELL",25.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","School",25.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Special Education",25.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Two or More Races","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Eligible For Reduced Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Grade   9","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Grade 10","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Grade 11","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Grade 12",27.3
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Not Eligible For Lunch","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","White",22.2
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Kindergarten","*"
