"Sanction Counts, 2013-14"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Bridgeport School District","=""""","Bridgeport Military Academy","=""""","*","*",0,0
"Bridgeport School District","=""""","Bryant School","=""""",34,49,0,0
"Bridgeport School District","=""""","Central High School","=""""",809,1088,"*",20
"Bridgeport School District","=""""","Cesar Batalla School","=""""",100,74,0,"*"
"Bridgeport School District","=""""","Classical Studies Academy","=""""",0,33,0,0
"Bridgeport School District","=""""","Columbus School","=""""",128,267,"*",0
"Bridgeport School District","=""""","Cross School","=""""",230,236,0,0
"Bridgeport School District","=""""","Curiale School","=""""",30,157,0,0
"Bridgeport School District","=""""","Dunbar School","=""""",67,181,0,0
"Bridgeport School District","=""""","Edison School","=""""",17,116,0,0
"Bridgeport School District","=""""","Geraldine Johnson School","=""""",70,113,0,"*"
"Bridgeport School District","=""""","Hall School","=""""","*",7,0,0
"Bridgeport School District","=""""","Hallen School","=""""","*",42,"*",0
"Bridgeport School District","=""""","Harding High School","=""""",492,500,"*",7
"Bridgeport School District","=""""","High Horizons Magnet School","=""""",17,6,"*",0
"Bridgeport School District","=""""","Hooker School","=""""",87,125,"*",0
"Bridgeport School District","=""""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""""",13,68,10,"*"
"Bridgeport School District","=""""","Interdistrict Discovery Magnet School","=""""","*",11,0,0
"Bridgeport School District","=""""","Jettie S. Tisdale School","=""""",207,389,"*","*"
"Bridgeport School District","=""""","Luis Munoz Marin School","=""""",141,64,0,"*"
"Bridgeport School District","=""""","Madison School","=""""",21,25,0,0
"Bridgeport School District","=""""","Multicultural Magnet School","=""""","*",0,"*",0
"Bridgeport School District","=""""","Park City Magnet School","=""""",6,"*",0,0
"Bridgeport School District","=""""","Pride Academy","=""""",0,95,0,"*"
"Bridgeport School District","=""""","Read School","=""""",399,175,18,0
"Bridgeport School District","=""""","Roosevelt School","=""""",196,196,0,"*"
"Bridgeport School District","=""""","Waltersville School","=""""",104,84,"*",0
"Bridgeport School District","=""""","Winthrop School","=""""",23,15,0,0
"Bristol School District","=""""","Bristol Central High School","=""""",285,98,0,8
"Bristol School District","=""""","Bristol Eastern High School","=""""",529,76,"*","*"
"Bristol School District","=""""","Chippens Hill Middle School","=""""",192,75,0,"*"
"Bristol School District","=""""","Edgewood School","=""""",21,11,"*",0
"Bristol School District","=""""","Ellen P. Hubbell School","=""""","*",18,16,"*"
"Bristol School District","=""""","Greene-Hills School","=""""",55,47,12,0
"Bristol School District","=""""","Ivy Drive School","=""""",20,"*",7,0
"Bristol School District","=""""","Mountain View School","=""""",23,39,0,0
"Bristol School District","=""""","Northeast Middle School","=""""",31,14,0,0
"Bristol School District","=""""","South Side School","=""""",31,46,"*",0
"Bristol School District","=""""","Stafford School","=""""",6,14,0,0
"Bristol School District","=""""","West Bristol School","=""""",19,127,0,0
"Brookfield School District","=""""","Brookfield High School","=""""",24,40,0,0
"Brookfield School District","=""""","Huckleberry Hill Elementary School","=""""","*",0,0,0
"Brookfield School District","=""""","Whisconier Middle School","=""""",46,0,"*",0
"Brooklyn School District","=""""","Brooklyn Elementary School","=""""",0,"*","*",0
"Brooklyn School District","=""""","Brooklyn Middle School","=""""",103,15,"*",0
"Canaan School District","=""""","Lee H. Kellogg School","=""""",0,"*","*",0
"Canterbury School District","=""""","Canterbury Elementary School","=""""","*","*",0,0
"Canterbury School District","=""""","Dr. Helen Baldwin Middle School","=""""",20,"*",0,0
"Canton School District","=""""","Canton High School","=""""","*","*",0,0
"Canton School District","=""""","Canton Intermediate School","=""""",10,0,0,0
"Canton School District","=""""","Canton Middle School","=""""","*",0,0,0
"Canton School District","=""""","Cherry Brook Primary School","=""""",0,"*",0,0
"Capitol Region Education Council","=""""","Academy of Aerospace and Engineering","=""""",218,59,"*",0
"Capitol Region Education Council","=""""","Ana Grace Academy of the Arts Elementary School","=""""","*",0,0,0
"Capitol Region Education Council","=""""","Discovery Academy","=""""",0,0,"*",0
"Capitol Region Education Council","=""""","Glastonbury/East Hartford Magnet School","=""""","*",0,0,0
"Capitol Region Education Council","=""""","Greater Hartford Academy of  the Arts High School - Full Time","=""""",293,15,0,0
"Capitol Region Education Council","=""""","Greater Hartford Academy of the Arts Magnet Middle","=""""",54,28,"*",0
"Capitol Region Education Council","=""""","John J. Allison Polaris Center","=""""",17,44,0,0
"Capitol Region Education Council","=""""","Lincoln Academy Regional Interdistrict Collaborative","=""""","*","*",0,0
"Capitol Region Education Council","=""""","Medical Professions and Teacher Preparation Academy","=""""",45,8,0,0
"Capitol Region Education Council","=""""","Metropolitan Learning Center for Global and International Studies","=""""",143,29,0,"*"
"Capitol Region Education Council","=""""","Montessori Magnet School","=""""","*",0,0,0
"Capitol Region Education Council","=""""","Museum Academy","=""""",10,0,0,0
"Capitol Region Education Council","=""""","Public Safety Academy","=""""",195,33,"*","*"
"Capitol Region Education Council","=""""","Reggio Magnet School of the Arts","=""""","*","*",0,0
"Capitol Region Education Council","=""""","River Street School","=""""","*",0,0,0
"Capitol Region Education Council","=""""","Two Rivers Magnet High School","=""""",43,19,0,0
"Capitol Region Education Council","=""""","Two Rivers Magnet Middle School","=""""",88,47,"*",0
"Capitol Region Education Council","=""""","University of Hartford Magnet School","=""""","*",0,0,0
"Chaplin School District","=""""","Chaplin Elementary School","=""""",0,"*",0,0
"Cheshire School District","=""""","Cheshire High School","=""""",131,58,0,0
"Cheshire School District","=""""","Darcey School","=""""",0,"*",0,0
"Cheshire School District","=""""","Dodd Middle School","=""""",30,6,14,0
"Cheshire School District","=""""","Doolittle School","=""""","*",0,"*",0
"Cheshire School District","=""""","Highland School","=""""","*",0,"*",0
"Cheshire School District","=""""","Humiston School","=""""","*","*",0,0
"Cheshire School District","=""""","Norton School","=""""","*",0,0,0
"Chester School District","=""""","Chester Elementary School","=""""","*",0,0,0
"Clinton School District","=""""","Abraham Pierson School","=""""","*",7,0,0
"Clinton School District","=""""","Jared Eliot School","=""""",8,"*",0,0
"Clinton School District","=""""","Lewin G. Joel Jr. School","=""""",7,"*","*",0
"Clinton School District","=""""","The Morgan School","=""""",110,29,0,"*"
"Colchester School District","=""""","Bacon Academy","=""""",140,52,0,"*"
"Colchester School District","=""""","Bacon Academy Alternative Education","=""""","*",0,0,0
"Colchester School District","=""""","Colchester Elementary School","=""""","*","*","*",0
"Colchester School District","=""""","Jack Jackter Intermediate School","=""""",15,"*","*",0
"Colchester School District","=""""","William J. Johnston Middle School","=""""",46,16,0,"*"
"Colebrook School District","=""""","Colebrook Consolidated School","=""""","*","*","*",0
"Columbia School District","=""""","Horace W. Porter School","=""""",7,0,0,0
"Common Ground High School District","=""""","Common Ground High School","=""""",13,12,0,0
"Connecticut Technical High School System","=""""","A. I. Prince Technical High School","=""""",271,114,"*",6
"Connecticut Technical High School System","=""""","Bullard-Havens Technical High School","=""""",40,62,0,8
"Connecticut Technical High School System","=""""","E. C. Goodwin Technical High School","=""""",91,63,0,"*"
"Connecticut Technical High School System","=""""","Eli Whitney Technical High School","=""""",319,108,"*",6
"Connecticut Technical High School System","=""""","Ella T. Grasso Southeastern Technical High School","=""""",142,45,0,"*"
"Connecticut Technical High School System","=""""","Emmett O'Brien Technical High School","=""""",173,15,0,"*"
"Connecticut Technical High School System","=""""","H. C. Wilcox Technical High School","=""""",72,29,0,10
"Connecticut Technical High School System","=""""","H. H. Ellis Technical High School","=""""",47,37,0,"*"
"Connecticut Technical High School System","=""""","Henry Abbott Technical High School","=""""",256,29,0,"*"
"Connecticut Technical High School System","=""""","Howell Cheney Technical High School","=""""",134,35,0,"*"
"Connecticut Technical High School System","=""""","Norwich Technical High School","=""""",117,7,0,"*"
"Connecticut Technical High School System","=""""","Oliver Wolcott Technical High School","=""""",50,65,0,"*"
"Connecticut Technical High School System","=""""","Platt Technical High School","=""""",97,31,0,0
"Connecticut Technical High School System","=""""","Vinal Technical High School","=""""",150,90,"*",10
"Connecticut Technical High School System","=""""","W. F. Kaynor Technical High School","=""""",64,17,0,"*"
"Connecticut Technical High School System","=""""","Windham Technical High School","=""""",166,25,0,9
"Cooperative Educational Services","=""""","Developmental Learning Center (DLC)","=""""",0,"*",0,0
"Cooperative Educational Services","=""""","Six-Six Magnet School","=""""",14,9,6,0
"Cooperative Educational Services","=""""","Therapeutic Day Program","=""""",0,68,0,0
"Coventry School District","=""""","Capt. Nathan Hale School","=""""",69,17,0,0
"Coventry School District","=""""","Coventry High School","=""""",25,12,"*",0
"Coventry School District","=""""","George Hersey Robertson School","=""""",47,"*","*",0
"Cromwell School District","=""""","Cromwell High School","=""""",121,16,"*",0
"Cromwell School District","=""""","Cromwell Middle School","=""""",145,30,0,0
"Cromwell School District","=""""","Edna C. Stevens School","=""""","*","*",0,0
"Cromwell School District","=""""","Woodside Intermediate School","=""""","*","*",0,0
"Danbury School District","=""""","Alternative Center For Excellence","=""""",0,61,0,0
"Danbury School District","=""""","Broadview Middle School","=""""",23,41,0,0
"Danbury School District","=""""","Danbury High School","=""""",1378,279,0,"*"
"Danbury School District","=""""","Ellsworth Avenue School","=""""","*","*",0,0
"Danbury School District","=""""","Great Plain School","=""""",0,"*",0,0
"Danbury School District","=""""","Hayestown Avenue School","=""""",0,"*",0,0
"Danbury School District","=""""","King Street Intermediate School","=""""",0,7,"*",0
"Danbury School District","=""""","King Street Primary School","=""""",0,"*",0,0
"Danbury School District","=""""","Mill Ridge Primary School","=""""",0,"*",0,0
"Danbury School District","=""""","Morris Street School","=""""","*",0,0,0
"Danbury School District","=""""","Park Avenue School","=""""",0,8,0,0
"Danbury School District","=""""","Pembroke School","=""""",0,"*",0,0
"Danbury School District","=""""","Rogers Park Middle School","=""""",306,138,"*",0
"Danbury School District","=""""","Stadley Rough School","=""""",21,"*","*",0
"Darien School District","=""""","Darien High School","=""""",49,35,0,"*"
"Darien School District","=""""","Holmes Elementary School","=""""","*",0,0,0
"Darien School District","=""""","Middlesex Middle School","=""""","*",0,0,0
"Darien School District","=""""","Royle Elementary School","=""""","*",0,0,0
"Deep River School District","=""""","Deep River Elementary School","=""""","*","*",0,0
"Derby School District","=""""","Bradley School","=""""",0,13,0,0
"Derby School District","=""""","Derby High School","=""""",89,46,0,"*"
"Derby School District","=""""","Derby Middle School","=""""",123,71,"*","*"
"Derby School District","=""""","Irving School","=""""",0,41,6,"*"
"East Granby School District","=""""","Allgrove School","=""""",0,"*","*",0
"East Granby School District","=""""","East Granby High School","=""""",31,7,0,0
"East Granby School District","=""""","East Granby Middle School","=""""",6,"*",0,0
"East Granby School District","=""""","R. Dudley Seymour School","=""""","*","*",0,0
"East Hampton School District","=""""","Center School","=""""",7,0,0,0
"East Hampton School District","=""""","East Hampton High School","=""""",37,19,0,0
"East Hampton School District","=""""","East Hampton Middle School","=""""",32,"*",0,0
"East Hampton School District","=""""","Memorial School","=""""","*",0,0,0
"East Hampton School District","=""""","The Learning Center at East Hampton","=""""",0,"*",0,0
"East Hartford School District","=""""","Anna E. Norris School","=""""",16,32,13,0
"East Hartford School District","=""""","Connecticut IB Academy","=""""","*",0,0,0
"East Hartford School District","=""""","Dr. Franklin H. Mayberry School","=""""",13,31,"*",0
"East Hartford School District","=""""","Dr. John A. Langford School","=""""",65,59,16,0
"East Hartford School District","=""""","Dr. Thomas S. O'Connell School","=""""",15,12,14,0
"East Hartford School District","=""""","East Hartford High School","=""""",1427,854,0,8
"East Hartford School District","=""""","East Hartford Middle School","=""""",556,272,"*",7
"East Hartford School District","=""""","Governor William Pitkin School","=""""",14,7,"*",0
"East Hartford School District","=""""","Hockanum School","=""""",14,"*","*",0
"East Hartford School District","=""""","Joseph O. Goodwin School","=""""",16,"*",0,0
"East Hartford School District","=""""","Robert J. O'Brien School","=""""",78,31,0,"*"
"East Hartford School District","=""""","Silver Lane School","=""""","*",15,0,0
"East Hartford School District","=""""","Stevens Alternate High school","=""""",76,47,"*","*"
"East Hartford School District","=""""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""""",79,19,"*",0
"East Haven School District","=""""","Carbone School/East Haven Academy","=""""",12,"*",0,"*"
"East Haven School District","=""""","Deer Run School","=""""","*","*",0,0
"East Haven School District","=""""","East Haven High School","=""""",190,123,0,"*"
"East Haven School District","=""""","Joseph Melillo Middle School","=""""",124,79,0,"*"
"East Haven School District","=""""","Pathways","=""""",0,"*",0,0
"East Lyme School District","=""""","Coastal Connections","=""""","*",0,0,0
"East Lyme School District","=""""","East Lyme High School","=""""",30,20,0,0
"East Lyme School District","=""""","East Lyme Middle School","=""""",57,15,7,0
"East Lyme School District","=""""","Flanders School","=""""",0,"*",0,0
"East Lyme School District","=""""","Lillie B. Haynes School","=""""",0,"*",0,0
"East Windsor School District","=""""","Broad Brook Elementary School","=""""","*",23,17,0
"East Windsor School District","=""""","East Windsor High School","=""""",109,56,0,7
"East Windsor School District","=""""","East Windsor Middle School","=""""",85,21,"*",0
"Eastford School District","=""""","Eastford Elementary School","=""""",6,"*",0,0
"Easton School District","=""""","Helen Keller Middle School","=""""",22,"*",0,0
"Easton School District","=""""","Samuel Staples Elementary School","=""""","*",0,"*",0
"Education Connection","=""""","Education Connection Special Education","=""""",17,50,0,0
"Ellington School District","=""""","Center School","=""""","*","*","*",0
"Ellington School District","=""""","Crystal Lake School","=""""",6,"*","*",0
"Ellington School District","=""""","Ellington High School","=""""",93,40,0,"*"
"Ellington School District","=""""","Ellington Middle School","=""""",11,7,"*",0
"Ellington School District","=""""","Windermere Intermediate School","=""""",27,"*","*",0
"Ellington School District","=""""","Windermere School","=""""",12,"*",0,0
"Elm City College Preparatory School District","=""""","Elm City College Preparatory School","=""""",365,254,16,"*"
"Enfield School District","=""""","Edgar H. Parkman School","=""""",11,"*",0,0
"Enfield School District","=""""","Eli Whitney School","=""""",45,13,0,0
"Enfield School District","=""""","Enfield High School","=""""",165,81,0,13
"Enfield School District","=""""","Enfield Street School","=""""",19,10,0,0
"Enfield School District","=""""","Enrico Fermi High School","=""""",238,85,0,"*"
"Enfield School District","=""""","Hazardville Memorial School","=""""","*","*",0,0
"Enfield School District","=""""","Henry Barnard School","=""""","*",10,0,0
"Enfield School District","=""""","John F. Kennedy Middle School","=""""",289,99,"*",9
"Enfield School District","=""""","Nathan Hale School","=""""","*","*","*",0
"Enfield School District","=""""","Prudence Crandall School","=""""",14,17,6,0
"Essex School District","=""""","Essex Elementary School","=""""","*","*",0,0
"Explorations District","=""""","Explorations","=""""",10,28,0,0
"Fairfield School District","=""""","Fairfield Ludlowe High School","=""""",110,"*",0,"*"
"Fairfield School District","=""""","Fairfield Warde High School","=""""",85,13,"*","*"
"Fairfield School District","=""""","Fairfield Woods Middle School","=""""",32,"*",0,0
"Fairfield School District","=""""","Holland Hill School","=""""",0,0,0,"*"
"Fairfield School District","=""""","McKinley School","=""""","*",0,0,0
"Fairfield School District","=""""","North Stratfield School","=""""","*","*",0,0
"Fairfield School District","=""""","Roger Ludlowe Middle School","=""""",44,"*",0,0
"Fairfield School District","=""""","Sherman School","=""""","*",0,0,0
"Fairfield School District","=""""","Stratfield School","=""""",0,"*","*",0
"Fairfield School District","=""""","Tomlinson Middle School","=""""",13,8,"*",0
"Farmington School District","=""""","East Farms School","=""""","*",0,0,0
"Farmington School District","=""""","Farmington High School","=""""",24,29,"*","*"
"Farmington School District","=""""","Irving A. Robbins Middle School","=""""",19,"*",0,0
"Farmington School District","=""""","Union School","=""""","*","*","*",0
"Farmington School District","=""""","West District School","=""""","*",0,0,0
"Farmington School District","=""""","West Woods Upper Elementary School","=""""",10,"*",6,0
"Franklin School District","=""""","Franklin Elementary School","=""""",11,0,0,0
"Glastonbury School District","=""""","Eastbury School","=""""","*",0,0,0
"Glastonbury School District","=""""","Gideon Welles School","=""""",0,"*",0,0
"Glastonbury School District","=""""","Glastonbury High School","=""""",125,23,0,"*"
"Glastonbury School District","=""""","Hopewell School","=""""","*","*",0,0
"Glastonbury School District","=""""","LINKS Academy","=""""","*",9,0,0
"Glastonbury School District","=""""","Naubuc School","=""""",0,"*",0,0
"Glastonbury School District","=""""","Smith Middle School","=""""",28,14,0,0
"Granby School District","=""""","Frank M. Kearns Primary School","=""""",0,0,"*",0
"Granby School District","=""""","Granby Memorial High School","=""""",34,7,0,"*"
"Granby School District","=""""","Granby Memorial Middle School","=""""",19,0,"*",0
"Granby School District","=""""","Kelly Lane Intermediate School","=""""",6,7,"*",0
"Granby School District","=""""","Wells Road Intermediate School","=""""","*",0,0,0
"Greenwich School District","=""""","Central Middle School","=""""","*",15,0,0
"Greenwich School District","=""""","Glenville School","=""""","*",0,0,0
"Greenwich School District","=""""","Greenwich High School","=""""",83,37,"*","*"
"Greenwich School District","=""""","Hamilton Avenue School","=""""","*","*",0,0
"Greenwich School District","=""""","Julian Curtiss School","=""""","*",0,0,0
"Greenwich School District","=""""","New Lebanon School","=""""","*","*",0,0
"Greenwich School District","=""""","North Street School","=""""",0,6,0,0
"Greenwich School District","=""""","Western Middle School","=""""",30,8,0,0
"Griswold School District","=""""","Griswold Elementary School","=""""","*","*",0,0
"Griswold School District","=""""","Griswold High School","=""""",215,100,0,"*"
"Griswold School District","=""""","Griswold Middle School","=""""",42,30,0,0
"Groton School District","=""""","Carl C. Cutler Middle School","=""""",31,19,"*","*"
"Groton School District","=""""","Catherine Kolnaski Magnet School","=""""",11,44,"*",0
"Groton School District","=""""","Charles Barnum School","=""""","*","*",0,0
"Groton School District","=""""","Claude Chester School","=""""",18,35,0,0
"Groton School District","=""""","Mary Morrisson School","=""""","*",11,6,0
"Groton School District","=""""","Northeast Academy Elementary School","=""""",0,0,"*",0
"Groton School District","=""""","Pleasant Valley School","=""""","*","*",0,0
"Groton School District","=""""","Robert E. Fitch High School","=""""",324,152,0,10
"Groton School District","=""""","S. B. Butler School","=""""","*",0,"*",0
"Groton School District","=""""","West Side Middle School","=""""",89,59,"*",0
"Guilford School District","=""""","A. Baldwin Middle School","=""""","*","*","*",0
"Guilford School District","=""""","A. W. Cox School","=""""","*",0,"*",0
"Guilford School District","=""""","Calvin Leete School","=""""",0,"*",0,0
"Guilford School District","=""""","E. C. Adams Middle School","=""""",12,"*",0,0
"Guilford School District","=""""","Guilford High School","=""""",84,60,0,8
"Guilford School District","=""""","Melissa Jones School","=""""",0,"*",0,0
"Hamden School District","=""""","Bear Path School","=""""",13,29,0,0
"Hamden School District","=""""","Church Street School","=""""",11,50,0,0
"Hamden School District","=""""","Dunbar Hill School","=""""",17,8,"*",0
"Hamden School District","=""""","Hamden High School","=""""",547,260,0,6
"Hamden School District","=""""","Hamden Middle School","=""""",268,98,15,"*"
"Hamden School District","=""""","Helen Street School","=""""",6,6,0,0
"Hamden School District","=""""","Ridge Hill School","=""""","*",36,"*",0
"Hamden School District","=""""","Shepherd Glen School","=""""",6,29,0,0
"Hamden School District","=""""","Spring Glen School","=""""","*",14,"*",0
"Hamden School District","=""""","West Woods School","=""""","*",6,0,0
"Hampton School District","=""""","Hampton Elementary School","=""""",0,0,"*",0
"Hartford School District","=""""","Asian Studies Academy","=""""",117,160,0,"*"
"Hartford School District","=""""","Batchelder School","=""""",105,260,8,"*"
"Hartford School District","=""""","Breakthrough II Elementary School","=""""","*",8,0,0
"Hartford School District","=""""","Breakthrough Magnet School","=""""","*",0,0,0
"Hartford School District","=""""","Bulkeley High School Lower School","=""""","*",61,0,"*"
"Hartford School District","=""""","Bulkeley High School Upper School","=""""","*",147,0,"*"
"Hartford School District","=""""","Burns Latino Studies Academy","=""""",314,309,"*","*"
"Hartford School District","=""""","Burr School","=""""",38,126,0,0
"Hartford School District","=""""","Capital Preparatory Magnet School","=""""","*",149,0,"*"
"Hartford School District","=""""","Clark School","=""""",112,241,0,"*"
"Hartford School District","=""""","Classical Magnet School","=""""",315,81,"*",0
"Hartford School District","=""""","Culinary Arts Academy","=""""","*",73,0,"*"
"Hartford School District","=""""","Dr. James H Naylor/CCSU Leadership Academy","=""""",9,55,0,0
"Hartford School District","=""""","Dr. Ramon E. Betances Early Reading Lab","=""""","*",22,0,0
"Hartford School District","=""""","Environmental Sciences Magnet School at Mary M Hooker","=""""",21,33,"*","*"
"Hartford School District","=""""","Expeditionary Learning Academy at Moylan School","=""""",14,15,0,0
"Hartford School District","=""""","Fred D. Wish Museum School","=""""",46,130,"*",0
"Hartford School District","=""""","Global Communications Academy","=""""",35,67,0,0
"Hartford School District","=""""","Great Path Academy High School at MCC","=""""",143,44,"*","*"
"Hartford School District","=""""","HPHS Academy of Engineering and Green Technology","=""""",339,253,"*","*"
"Hartford School District","=""""","HPHS Academy of Nursing and Health Science","=""""",102,293,0,14
"Hartford School District","=""""","HPHS Law and Government Academy","=""""",29,152,0,"*"
"Hartford School District","=""""","Hartford Magnet Trinity College Academy","=""""",105,155,0,7
"Hartford School District","=""""","Hartford Transitional Learning Academy (Elementary)","=""""","*",47,0,0
"Hartford School District","=""""","High School Inc.","=""""",7,244,0,8
"Hartford School District","=""""","Journalism and Media Academy Magnet School","=""""",581,223,"*",6
"Hartford School District","=""""","Kennelly School","=""""",78,213,"*","*"
"Hartford School District","=""""","M. D. Fox Elementary School","=""""",117,237,"*","*"
"Hartford School District","=""""","M. L. King School","=""""",0,200,0,0
"Hartford School District","=""""","McDonough Expeditionary Learning School","=""""",13,264,0,"*"
"Hartford School District","=""""","Milner Elementary School","=""""","*",350,0,0
"Hartford School District","=""""","Montessori Magnet School at Annie Fisher","=""""",16,6,"*",0
"Hartford School District","=""""","Montessori Magnet at Moylan School","=""""","*",0,0,0
"Hartford School District","=""""","Noah Webster Micro Society School","=""""",67,81,"*",0
"Hartford School District","=""""","Parkville Community School","=""""",51,65,0,0
"Hartford School District","=""""","Pathways Academy of Technology and Design","=""""",63,47,"*","*"
"Hartford School District","=""""","R.J. Kinsella Magnet School of Performing Arts","=""""",31,39,"*","*"
"Hartford School District","=""""","Renzulli Academy","=""""","*","*",0,0
"Hartford School District","=""""","SAND School","=""""",0,374,0,6
"Hartford School District","=""""","STEM Magnet School at Annie Fisher","=""""",82,39,"*",0
"Hartford School District","=""""","STEM Magnet School at Dwight","=""""",20,34,"*",0
"Hartford School District","=""""","Sanchez School","=""""",10,82,0,0
"Hartford School District","=""""","Sarah J. Rawson Elementary School","=""""",0,85,"*","*"
"Hartford School District","=""""","Simpson-Waverly School","=""""",159,105,0,"*"
"Hartford School District","=""""","Sports and Medical Sciences Academy","=""""",715,155,17,"*"
"Hartford School District","=""""","University High of Science and Engineering","=""""",26,34,0,"*"
"Hartford School District","=""""","West Middle School","=""""",62,101,0,0
"Hartland School District","=""""","Hartland School","=""""","*",0,7,0
"Hebron School District","=""""","Gilead Hill School","=""""","*",0,0,0
"Hebron School District","=""""","Hebron Elementary School","=""""",0,"*",0,0
"Highville Charter School District","=""""","Highville Charter School","=""""",12,17,0,0
"Integrated Day Charter School District","=""""","Integrated Day Charter School","=""""",16,16,0,0
"Interdistrict School for Arts and Comm District","=""""","Interdistrict School For Arts And Communication","=""""",26,33,0,"*"
"Jumoke Academy District","=""""","Jumoke Academy","=""""",88,58,"*",0
"Killingly School District","=""""","Killingly Central School","=""""",8,"*",0,0
"Killingly School District","=""""","Killingly High School","=""""",377,12,0,"*"
"Killingly School District","=""""","Killingly Intermediate School","=""""",150,46,"*",0
"Killingly School District","=""""","Killingly Memorial School","=""""","*",11,"*",0
"Learn","=""""","Connecticut River Academy","=""""",73,31,0,0
"Learn","=""""","Dual Language & Arts Magnet Middle School","=""""",9,6,0,0
"Learn","=""""","Marine Science Magnet High School of Southeastern Connecticut","=""""",13,28,0,"*"
"Learn","=""""","Regional Multicultural Magnet School","=""""",48,6,"*",0
"Learn","=""""","The Friendship School","=""""",0,"*",0,0
"Lebanon School District","=""""","Lebanon Middle School","=""""","*",0,"*",0
"Lebanon School District","=""""","Lyman Memorial High School","=""""",15,0,0,"*"
