"Sanction Counts, 2009-10"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Branford School District","=""""","Francis Walsh Intermediate School","=""""",132,51,0,0
"Branford School District","=""""","John B. Sliney School","=""""","*","*",0,0
"Branford School District","=""""","Mary T. Murphy School","=""""","*","*",0,0
"Bridgeport Achievement First District","=""""","Achievement First Bridgeport Academy","=""""",0,52,"*",0
"Bridgeport School District","=""""","Barnum School","=""""","*",196,8,0
"Bridgeport School District","=""""","Bassick High School","=""""",7,687,0,"*"
"Bridgeport School District","=""""","Beardsley School","=""""",16,37,0,0
"Bridgeport School District","=""""","Blackham School","=""""",327,212,0,0
"Bridgeport School District","=""""","Bridgeport Learning Center","=""""",0,11,0,0
"Bridgeport School District","=""""","Bryant School","=""""",0,14,0,0
"Bridgeport School District","=""""","Central High School","=""""",448,1055,0,0
"Bridgeport School District","=""""","Cesar Batalla School","=""""","*",124,0,0
"Bridgeport School District","=""""","Classical Studies Academy","=""""","*",20,0,0
"Bridgeport School District","=""""","Columbus School","=""""",0,109,0,"*"
"Bridgeport School District","=""""","Cross School","=""""","*",189,0,0
"Bridgeport School District","=""""","Curiale School","=""""","*",321,0,0
"Bridgeport School District","=""""","Dunbar School","=""""","*",299,0,0
"Bridgeport School District","=""""","Geraldine Johnson School","=""""","*",190,0,0
"Bridgeport School District","=""""","Hall School","=""""",0,20,0,0
"Bridgeport School District","=""""","Hallen School","=""""","*",15,0,0
"Bridgeport School District","=""""","Harding High School","=""""",0,1016,0,0
"Bridgeport School District","=""""","High Horizons Magnet School","=""""",0,31,0,0
"Bridgeport School District","=""""","Hooker School","=""""",0,16,0,0
"Bridgeport School District","=""""","Jettie S. Tisdale School","=""""","*",125,0,0
"Bridgeport School District","=""""","Longfellow School","=""""",6,67,0,0
"Bridgeport School District","=""""","Luis Munoz Marin School","=""""",490,144,0,0
"Bridgeport School District","=""""","Madison School","=""""",11,43,0,0
"Bridgeport School District","=""""","Make The Grade","=""""",0,135,0,0
"Bridgeport School District","=""""","Multicultural Magnet School","=""""",8,7,"*",0
"Bridgeport School District","=""""","Park City Academy","=""""",0,163,0,0
"Bridgeport School District","=""""","Read School","=""""",346,290,"*",0
"Bridgeport School District","=""""","Roosevelt School","=""""",625,349,0,0
"Bridgeport School District","=""""","Tolland High School","=""""",0,"*",0,0
"Bridgeport School District","=""""","Waltersville School","=""""","*",114,0,0
"Bridgeport School District","=""""","Winthrop School","=""""",38,69,0,0
"Bristol School District","=""""","Alternative Special Education Program (ASEP)","=""""","*","*",0,0
"Bristol School District","=""""","Bristol Central High School","=""""",192,112,"*","*"
"Bristol School District","=""""","Bristol Eastern High School","=""""",185,86,8,"*"
"Bristol School District","=""""","Chippens Hill Middle School","=""""",137,86,"*",0
"Bristol School District","=""""","Clara T. O'Connell School","=""""",8,9,"*",0
"Bristol School District","=""""","Clarence A. Bingham School","=""""","*","*",0,0
"Bristol School District","=""""","Edgewood School","=""""",23,15,0,0
"Bristol School District","=""""","Ellen P. Hubbell School","=""""","*","*",0,0
"Bristol School District","=""""","Greene-Hills School","=""""","*",6,0,0
"Bristol School District","=""""","Ivy Drive School","=""""",6,"*","*","*"
"Bristol School District","=""""","John J. Jennings School","=""""",11,6,"*",0
"Bristol School District","=""""","Memorial Boulevard Middle School","=""""",59,34,"*",0
"Bristol School District","=""""","Mountain View School","=""""","*","*",0,0
"Bristol School District","=""""","Northeast Middle School","=""""",33,22,0,"*"
"Bristol School District","=""""","South Side School","=""""","*","*","*",0
"Bristol School District","=""""","Stafford School","=""""",6,"*",0,0
"Brookfield School District","=""""","Brookfield High School","=""""",27,10,0,0
"Brookfield School District","=""""","Whisconier Middle School","=""""",37,"*",0,0
"Brooklyn School District","=""""","Brooklyn Elementary School","=""""","*",0,10,0
"Brooklyn School District","=""""","Brooklyn Middle School","=""""",88,"*",15,0
"Canterbury School District","=""""","Canterbury Elementary School","=""""","*",0,0,0
"Canterbury School District","=""""","Dr. Helen Baldwin Middle School","=""""",16,24,0,0
"Canton School District","=""""","Canton High School","=""""",23,12,0,"*"
"Canton School District","=""""","Canton Intermediate School","=""""","*","*",0,0
"Canton School District","=""""","Canton Middle School","=""""",7,"*",0,0
"Canton School District","=""""","Cherry Brook Primary School","=""""",0,"*",0,0
"Capitol Region Education Council","=""""","Academy of Aerospace and Engineering","=""""",26,"*",0,"*"
"Capitol Region Education Council","=""""","Great Path Academy at MCC","=""""",73,9,0,"*"
"Capitol Region Education Council","=""""","Greater Hartford Academy of  the Arts High School - Full Time","=""""",21,13,0,"*"
"Capitol Region Education Council","=""""","John J. Allison Polaris Center","=""""","*",55,0,0
"Capitol Region Education Council","=""""","Lincoln Academy Regional Interdistrict Collaborative","=""""",0,"*",0,0
"Capitol Region Education Council","=""""","Metropolitan Learning Center for Global and International Studies","=""""",376,61,0,0
"Capitol Region Education Council","=""""","Montessori Magnet School","=""""","*",0,0,0
"Capitol Region Education Council","=""""","Public Safety Academy","=""""",201,14,35,"*"
"Capitol Region Education Council","=""""","Two Rivers Magnet Middle School","=""""",258,18,"*",0
"Cheshire School District","=""""","Chapman School","=""""",13,6,"*",0
"Cheshire School District","=""""","Cheshire High School","=""""",197,80,"*",0
"Cheshire School District","=""""","Dodd Middle School","=""""",37,0,11,0
"Cheshire School District","=""""","Highland School","=""""",7,0,"*",0
"Cheshire School District","=""""","Humiston School","=""""",27,8,0,0
"Cheshire School District","=""""","Norton School","=""""","*",0,0,0
"Chester School District","=""""","Chester Elementary School","=""""",0,"*","*",0
"Clinton School District","=""""","Abraham Pierson School","=""""","*",0,0,0
"Clinton School District","=""""","Jared Eliot School","=""""",26,17,"*",0
"Clinton School District","=""""","Lewin G. Joel Jr. School","=""""","*",0,"*",0
"Clinton School District","=""""","The Morgan School","=""""",224,41,0,0
"Colchester School District","=""""","Bacon Academy","=""""",249,48,11,"*"
"Colchester School District","=""""","Colchester Elementary School","=""""","*","*",18,0
"Colchester School District","=""""","Jack Jackter Intermediate School","=""""",24,0,9,0
"Colchester School District","=""""","William J. Johnston Middle School","=""""",55,8,"*",0
"Colebrook School District","=""""","Colebrook Consolidated School","=""""",0,0,"*",0
"Columbia School District","=""""","Horace W. Porter School","=""""",16,"*",0,0
"Common Ground High School District","=""""","Common Ground High School","=""""",18,7,0,0
"Connecticut Technical High School System","=""""","A. I. Prince Technical High School","=""""",388,156,0,7
"Connecticut Technical High School System","=""""","Bullard-Havens Technical High School","=""""",44,97,0,0
"Connecticut Technical High School System","=""""","E. C. Goodwin Technical High School","=""""",218,79,0,"*"
"Connecticut Technical High School System","=""""","Eli Whitney Technical High School","=""""",441,102,0,10
"Connecticut Technical High School System","=""""","Ella T. Grasso Southeastern Technical High School","=""""",245,122,0,7
"Connecticut Technical High School System","=""""","Emmett O'Brien Technical High School","=""""",235,25,0,"*"
"Connecticut Technical High School System","=""""","H. C. Wilcox Technical High School","=""""",291,24,0,8
"Connecticut Technical High School System","=""""","H. H. Ellis Technical High School","=""""",168,14,0,0
"Connecticut Technical High School System","=""""","Henry Abbott Technical High School","=""""",306,37,0,"*"
"Connecticut Technical High School System","=""""","Howell Cheney Technical High School","=""""",235,41,0,"*"
"Connecticut Technical High School System","=""""","Norwich Technical High School","=""""",109,21,0,"*"
"Connecticut Technical High School System","=""""","Oliver Wolcott Technical High School","=""""",274,101,0,6
"Connecticut Technical High School System","=""""","Platt Technical High School","=""""",586,42,0,"*"
"Connecticut Technical High School System","=""""","Vinal Technical High School","=""""",349,115,0,"*"
"Connecticut Technical High School System","=""""","W. F. Kaynor Technical High School","=""""",102,77,0,"*"
"Connecticut Technical High School System","=""""","Windham Technical High School","=""""",265,20,0,0
"Cooperative Educational Services","=""""","C. E. S. Special Education","=""""",0,"*",0,0
"Cooperative Educational Services","=""""","Developmental Learning Center (DLC)","=""""",0,"*",0,0
"Cooperative Educational Services","=""""","Six-Six Magnet School","=""""",22,25,"*",0
"Cooperative Educational Services","=""""","Therapeutic Day Program","=""""",28,100,0,0
"Cornwall School District","=""""","Cornwall Consolidated School","=""""",0,0,11,0
"Coventry School District","=""""","Capt. Nathan Hale School","=""""",74,33,"*","*"
"Coventry School District","=""""","Coventry Grammar School","=""""",0,"*",0,0
"Coventry School District","=""""","Coventry High School","=""""",437,140,8,6
"Coventry School District","=""""","George Hersey Robertson School","=""""",22,"*","*","*"
"Cromwell School District","=""""","Cromwell High School","=""""",400,61,0,"*"
"Cromwell School District","=""""","Cromwell Middle School","=""""",93,36,"*","*"
"Cromwell School District","=""""","Edna C. Stevens School","=""""","*",6,0,0
"Cromwell School District","=""""","Woodside Intermediate School","=""""","*",7,0,0
"Danbury School District","=""""","Alternative Center For Excellence","=""""",0,123,0,0
"Danbury School District","=""""","Broadview Middle School","=""""",23,26,0,6
"Danbury School District","=""""","Danbury High School","=""""",1459,311,43,"*"
"Danbury School District","=""""","Ellsworth Avenue School","=""""","*","*",0,0
"Danbury School District","=""""","Great Plain School","=""""","*","*",0,0
"Danbury School District","=""""","Hayestown Avenue School","=""""",11,"*",0,0
"Danbury School District","=""""","King Street Intermediate School","=""""","*","*",0,0
"Danbury School District","=""""","Mill Ridge Educational Center","=""""",0,10,0,0
"Danbury School District","=""""","Mill Ridge Primary School","=""""","*","*",0,0
"Danbury School District","=""""","Morris Street School","=""""",11,6,0,0
"Danbury School District","=""""","Park Avenue School","=""""",7,18,0,0
"Danbury School District","=""""","Pembroke School","=""""",0,"*",0,0
"Danbury School District","=""""","Rogers Park Middle School","=""""",501,144,"*","*"
"Danbury School District","=""""","Shelter Rock School","=""""",22,"*",0,0
"Danbury School District","=""""","South Street School","=""""","*","*",0,0
"Danbury School District","=""""","Stadley Rough School","=""""",25,"*","*",0
"Danbury School District","=""""","Western CT Academy of International Studies Elementary Magnet School","=""""","*",0,0,0
"Darien School District","=""""","Darien High School","=""""",25,28,0,0
"Darien School District","=""""","Holmes Elementary School","=""""","*",7,0,0
"Darien School District","=""""","Middlesex Middle School","=""""",13,8,"*",0
"Deep River School District","=""""","Deep River Elementary School","=""""","*","*",0,0
"Derby School District","=""""","Bradley School","=""""",0,7,"*",0
"Derby School District","=""""","Derby High School","=""""",345,112,0,"*"
"Derby School District","=""""","Derby Middle School","=""""","*",47,0,"*"
"Derby School District","=""""","Irving School","=""""",9,23,0,0
"East Granby School District","=""""","East Granby High School","=""""",32,"*",0,0
"East Granby School District","=""""","East Granby Middle School","=""""",22,10,0,0
"East Granby School District","=""""","R. Dudley Seymour School","=""""",0,"*",0,0
"East Haddam School District","=""""","East Haddam Elementary School","=""""","*",0,0,0
"East Haddam School District","=""""","Nathan Hale-Ray High School","=""""",0,29,0,0
"East Haddam School District","=""""","Nathan Hale-Ray Middle School","=""""",28,16,0,0
"East Hampton School District","=""""","Center School","=""""","*",0,0,0
"East Hampton School District","=""""","East Hampton High School","=""""",105,71,0,0
"East Hampton School District","=""""","East Hampton Middle School","=""""",30,"*",0,0
"East Hartford School District","=""""","Anna E. Norris School","=""""",33,9,0,0
"East Hartford School District","=""""","Connecticut IB Academy","=""""",22,"*",0,"*"
"East Hartford School District","=""""","Dr. Franklin H. Mayberry School","=""""",13,"*",0,0
"East Hartford School District","=""""","Dr. John A. Langford School","=""""",56,22,"*",0
"East Hartford School District","=""""","Dr. Thomas S. O'Connell School","=""""",7,8,0,0
"East Hartford School District","=""""","East Hartford High School","=""""",1895,1325,0,34
"East Hartford School District","=""""","East Hartford Middle School","=""""",929,482,0,"*"
"East Hartford School District","=""""","Governor William Pitkin School","=""""",39,13,"*",0
"East Hartford School District","=""""","Hockanum School","=""""",6,18,0,0
"East Hartford School District","=""""","Joseph O. Goodwin School","=""""",9,7,0,0
"East Hartford School District","=""""","Robert J. O'Brien School","=""""",127,32,0,0
"East Hartford School District","=""""","Silver Lane School","=""""",16,10,0,0
"East Hartford School District","=""""","Stevens Alternate High school","=""""",63,99,"*","*"
"East Hartford School District","=""""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""""",175,99,0,"*"
"East Hartford School District","=""""","Willowbrook Early Childhood","=""""","*",0,0,0
"East Hartford School District","=""""","Woodland School","=""""","*",0,0,0
"East Haven School District","=""""","Carbone School/East Haven Academy","=""""","*","*",0,"*"
"East Haven School District","=""""","D. C. Moore School","=""""","*","*",0,0
"East Haven School District","=""""","Deer Run School","=""""",9,0,0,0
"East Haven School District","=""""","Dominick H. Ferrara School","=""""","*",6,0,0
"East Haven School District","=""""","East Haven High School","=""""",515,149,0,0
"East Haven School District","=""""","Grove J. Tuttle School","=""""",0,9,0,0
"East Haven School District","=""""","Joseph Melillo Middle School","=""""",155,174,0,0
"East Haven School District","=""""","Momauguin School","=""""",6,0,0,0
"East Haven School District","=""""","Robert W. Carbone School","=""""",0,"*",0,0
"East Lyme School District","=""""","East Lyme High School","=""""",60,16,"*","*"
"East Lyme School District","=""""","East Lyme Middle School","=""""",75,16,0,0
"East Windsor School District","=""""","Broad Brook Elementary School","=""""",6,26,0,0
"East Windsor School District","=""""","East Windsor High School","=""""",97,69,"*",0
"East Windsor School District","=""""","East Windsor Middle School","=""""",84,45,18,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","ACT Magnet School (Arts at the Capitol Theater) - Full Time","=""""","*",0,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","EASTCONN Special Education","=""""",7,26,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","Quinebaug Middle College","=""""","*",18,0,0
"Eastford School District","=""""","Eastford Elementary School","=""""","*",0,0,0
"Easton School District","=""""","Helen Keller Middle School","=""""",14,0,0,0
"Education Connection","=""""","Education Connection Special Education","=""""","*",8,0,"*"
"Ellington School District","=""""","Center School","=""""",8,"*","*",0
"Ellington School District","=""""","Crystal Lake School","=""""","*",0,0,0
"Ellington School District","=""""","Ellington High School","=""""",221,32,0,0
"Ellington School District","=""""","Ellington Middle School","=""""",10,"*","*",0
"Ellington School District","=""""","Windermere Intermediate School","=""""",27,"*","*",0
"Ellington School District","=""""","Windermere School","=""""",18,"*",0,0
"Elm City College Preparatory School District","=""""","Elm City College Preparatory School","=""""",76,142,110,0
"Enfield School District","=""""","Edgar H. Parkman School","=""""","*",0,0,0
"Enfield School District","=""""","Eli Whitney School","=""""","*",0,0,0
"Enfield School District","=""""","Enfield High School","=""""","*",164,0,"*"
"Enfield School District","=""""","Enfield Street School","=""""",45,6,0,0
"Enfield School District","=""""","Enrico Fermi High School","=""""","*",335,"*",7
"Enfield School District","=""""","Harriet Beecher Stowe School","=""""",12,10,0,0
"Enfield School District","=""""","Hazardville Memorial School","=""""",6,0,0,0
"Enfield School District","=""""","Henry Barnard School","=""""",7,"*",0,0
"Enfield School District","=""""","John F. Kennedy Middle School","=""""",213,19,"*",7
"Enfield School District","=""""","Nathan Hale School","=""""","*","*",0,0
"Enfield School District","=""""","Prudence Crandall School","=""""","*",0,0,0
"Enfield School District","=""""","Thomas G. Alcorn School","=""""",74,"*",0,0
"Essex School District","=""""","Essex Elementary School","=""""","*",0,0,0
"Explorations District","=""""","Explorations","=""""",10,6,0,0
"Fairfield School District","=""""","Dwight Elementary School","=""""",0,"*",0,0
"Fairfield School District","=""""","Fairfield Ludlowe High School","=""""",126,19,0,"*"
"Fairfield School District","=""""","Fairfield Warde High School","=""""",88,29,0,"*"
"Fairfield School District","=""""","Fairfield Woods Middle School","=""""","*","*",0,0
"Fairfield School District","=""""","Holland Hill School","=""""","*","*",0,0
"Fairfield School District","=""""","North Stratfield School","=""""","*","*",0,0
"Fairfield School District","=""""","Roger Ludlowe Middle School","=""""",181,30,0,0
"Fairfield School District","=""""","Tomlinson Middle School","=""""",23,6,0,"*"
"Farmington School District","=""""","East Farms School","=""""","*","*",0,0
"Farmington School District","=""""","Farmington Collaborative PK","=""""",0,"*",0,0
"Farmington School District","=""""","Farmington High School","=""""",113,53,0,"*"
"Farmington School District","=""""","Irving A. Robbins Middle School","=""""",10,22,0,0
"Farmington School District","=""""","Noah Wallace School","=""""",0,"*",0,0
"Farmington School District","=""""","Union School","=""""","*",0,0,0
"Farmington School District","=""""","West District School","=""""","*","*",0,0
"Farmington School District","=""""","West Woods Upper Elementary School","=""""","*","*",0,0
"Franklin School District","=""""","Franklin Elementary School","=""""",0,"*",0,0
"Glastonbury School District","=""""","Buttonball Lane School","=""""","*",0,0,0
"Glastonbury School District","=""""","Gideon Welles School","=""""",0,"*",0,0
"Glastonbury School District","=""""","Glastonbury High School","=""""",53,160,0,9
"Glastonbury School District","=""""","Hopewell School","=""""","*","*",0,0
"Glastonbury School District","=""""","Naubuc School","=""""","*",0,0,0
"Glastonbury School District","=""""","Nayaug Elementary School","=""""","*",0,0,0
"Glastonbury School District","=""""","Smith Middle School","=""""",0,18,0,0
"Granby School District","=""""","Frank M. Kearns Primary School","=""""",0,"*",0,0
"Granby School District","=""""","Granby Memorial High School","=""""",56,"*",0,"*"
"Granby School District","=""""","Granby Memorial Middle School","=""""",11,"*",0,0
"Greenwich School District","=""""","Central Middle School","=""""","*",13,0,"*"
"Greenwich School District","=""""","Cos Cob School","=""""","*","*",0,0
"Greenwich School District","=""""","Eastern Middle School","=""""",6,0,0,0
"Greenwich School District","=""""","Glenville School","=""""","*",6,0,0
"Greenwich School District","=""""","Greenwich High School","=""""",204,27,"*",13
"Greenwich School District","=""""","Hamilton Avenue School","=""""","*",0,0,0
"Greenwich School District","=""""","Julian Curtiss School","=""""","*",0,0,0
"Greenwich School District","=""""","North Mianus School","=""""","*",0,0,0
"Greenwich School District","=""""","Old Greenwich School","=""""","*",0,0,0
"Greenwich School District","=""""","Western Middle School","=""""",24,6,0,0
"Griswold School District","=""""","Griswold Elementary School","=""""","*","*",0,0
"Griswold School District","=""""","Griswold High School","=""""",280,120,"*","*"
"Griswold School District","=""""","Griswold Middle School","=""""",112,35,"*",0
"Groton School District","=""""","Carl C. Cutler Middle School","=""""",34,18,0,"*"
"Groton School District","=""""","Catherine Kolnaski Magnet School","=""""",80,37,0,0
"Groton School District","=""""","Charles Barnum School","=""""","*","*",0,0
"Groton School District","=""""","Fitch Middle School","=""""",58,16,"*",0
"Groton School District","=""""","Mary Morrisson School","=""""","*",9,0,0
"Groton School District","=""""","Northeast Academy Elementary School","=""""","*",7,"*",0
"Groton School District","=""""","Robert E. Fitch High School","=""""",247,157,0,25
"Groton School District","=""""","S. B. Butler School","=""""",9,"*",0,0
"Groton School District","=""""","West Side Middle School","=""""",66,9,0,"*"
"Guilford School District","=""""","A. Baldwin Middle School","=""""",9,"*",0,0
"Guilford School District","=""""","E. C. Adams Middle School","=""""",21,"*",0,"*"
"Guilford School District","=""""","Guilford High School","=""""",50,72,0,"*"
"Hamden School District","=""""","Bear Path School","=""""",24,"*","*",0
"Hamden School District","=""""","Church Street School","=""""",0,16,0,0
"Hamden School District","=""""","Dunbar Hill School","=""""",0,20,0,0
"Hamden School District","=""""","Hamden High School","=""""",986,351,0,12
"Hamden School District","=""""","Hamden Middle School","=""""",380,162,23,"*"
"Hamden School District","=""""","Helen Street School","=""""","*",11,0,0
"Hamden School District","=""""","Ridge Hill School","=""""","*",27,"*",0
"Hamden School District","=""""","Shepherd Glen School","=""""",10,17,0,0
"Hamden School District","=""""","Spring Glen School","=""""",16,7,0,0
"Hamden School District","=""""","West Woods School","=""""","*","*",0,0
"Hampton School District","=""""","Hampton Elementary School","=""""",10,"*",0,0
"Hartford School District","=""""","Asian Studies Academy","=""""",69,29,0,0
"Hartford School District","=""""","Batchelder School","=""""","*",73,0,0
"Hartford School District","=""""","Breakthrough II Elementary School","=""""",0,16,0,0
"Hartford School District","=""""","Breakthrough Magnet School","=""""","*",6,0,0
"Hartford School District","=""""","Bulkeley High School Lower School","=""""",0,285,0,29
"Hartford School District","=""""","Bulkeley High School Upper School","=""""",841,134,0,"*"
"Hartford School District","=""""","Burns Latino Studies Academy","=""""",0,68,0,8
"Hartford School District","=""""","Burr School","=""""",105,171,0,8
"Hartford School District","=""""","Capital Preparatory Magnet School","=""""",9,80,0,0
"Hartford School District","=""""","Clark School","=""""",21,274,0,0
"Hartford School District","=""""","Classical Magnet School","=""""",261,93,"*","*"
"Hartford School District","=""""","Culinary Arts Academy","=""""",92,295,0,7
"Hartford School District","=""""","Dr. James H Naylor/CCSU Leadership Academy","=""""",12,64,0,0
"Hartford School District","=""""","Dr. Joseph Bellizzi Middle School","=""""",203,514,9,7
"Hartford School District","=""""","Dr. Ramon E. Betances Early Reading Lab","=""""",0,188,0,"*"
"Hartford School District","=""""","Environmental Sciences Magnet School at Mary M Hooker","=""""",0,49,0,0
"Hartford School District","=""""","Expeditionary Learning Academy at Moylan School","=""""",73,169,0,"*"
"Hartford School District","=""""","Fred D. Wish Museum School","=""""",9,230,0,"*"
"Hartford School District","=""""","HPHS Academy of Engineering and Green Technology","=""""",204,104,0,8
"Hartford School District","=""""","HPHS Academy of Nursing and Health Science","=""""",103,116,"*",7
"Hartford School District","=""""","HPHS Freshmen Academy","=""""",0,87,0,"*"
"Hartford School District","=""""","HPHS Law and Government Academy","=""""",236,250,0,"*"
"Hartford School District","=""""","Hartford Magnet Trinity College Academy","=""""",10,149,0,6
"Hartford School District","=""""","Hartford Transitional Learning Academy (Elementary)","=""""",9,46,0,0
"Hartford School District","=""""","Hartford Transitional Learning Academy (Secondary)","=""""","*",241,0,"*"
"Hartford School District","=""""","High School Inc.","=""""",19,299,0,"*"
"Hartford School District","=""""","IB Global Communications Academy","=""""",9,184,0,"*"
"Hartford School District","=""""","Journalism and Media Academy Magnet School","=""""",163,152,0,"*"
"Hartford School District","=""""","Kennelly School","=""""",311,184,"*","*"
"Hartford School District","=""""","M. D. Fox Elementary School","=""""",279,28,0,0
"Hartford School District","=""""","M. L. King School","=""""",88,352,"*",0
"Hartford School District","=""""","McDonough Expeditionary Learning School","=""""",0,50,0,"*"
"Hartford School District","=""""","Milner Elementary School","=""""",0,310,0,"*"
"Hartford School District","=""""","Noah Webster Micro Society School","=""""",8,104,0,"*"
"Hartford School District","=""""","OPPortunity High School","=""""",0,23,0,"*"
"Hartford School District","=""""","Parkville Community School","=""""",0,84,0,"*"
"Hartford School District","=""""","Pathways Academy of Technology and Design","=""""",97,54,0,"*"
"Hartford School District","=""""","Quirk Middle School","=""""",54,147,0,"*"
"Hartford School District","=""""","R.J. Kinsella Magnet School of Performing Arts","=""""",63,127,16,"*"
"Hartford School District","=""""","SAND School","=""""",0,118,0,0
"Hartford School District","=""""","STEM Magnet School at Annie Fisher","=""""",41,47,0,0
"Hartford School District","=""""","Sanchez School","=""""",91,151,0,"*"
"Hartford School District","=""""","Sarah J. Rawson Elementary School","=""""",10,517,0,"*"
"Hartford School District","=""""","Simpson-Waverly School","=""""",40,218,0,0
"Hartford School District","=""""","Sports and Medical Sciences Academy","=""""",156,57,"*",8
"Hartford School District","=""""","University High of Science and Engineering","=""""",50,22,0,"*"
"Hartford School District","=""""","Weaver High School","=""""",36,86,0,0
"Hartford School District","=""""","West Middle School","=""""",449,275,"*","*"
"Hartland School District","=""""","Hartland School","=""""","*",0,0,0
"Hebron School District","=""""","Hebron Elementary School","=""""","*",0,"*",0
"Integrated Day Charter School District","=""""","Integrated Day Charter School","=""""","*","*",0,0
"Interdistrict School for Arts and Comm District","=""""","Interdistrict School For Arts And Communication","=""""",43,"*",0,0
"Jumoke Academy District","=""""","Jumoke Academy","=""""",0,0,"*",0
"Killingly School District","=""""","Killingly Central School","=""""",10,12,0,0
"Killingly School District","=""""","Killingly High School","=""""",552,46,0,"*"
"Killingly School District","=""""","Killingly Intermediate School","=""""",126,52,7,0
"Killingly School District","=""""","Killingly Memorial School","=""""",10,"*",0,0
"Learn","=""""","Dual Language & Arts Magnet Middle School","=""""",0,7,0,0
"Learn","=""""","Learn Special Education","=""""",0,"*",0,0
"Learn","=""""","Regional Multicultural Magnet School","=""""",14,6,"*",0
"Lebanon School District","=""""","Lebanon Middle School","=""""",14,"*",0,"*"
"Lebanon School District","=""""","Lyman Memorial High School","=""""",65,51,0,0
"Ledyard School District","=""""","Gallup Hill School","=""""",6,0,0,0
"Ledyard School District","=""""","Juliet W. Long School","=""""","*","*",0,0
"Ledyard School District","=""""","Ledyard High School","=""""",103,41,0,"*"
"Ledyard School District","=""""","Ledyard Middle School","=""""",18,29,0,0
"Lisbon School District","=""""","Community Connection - The Big Picture High School","=""""","*",0,0,0
"Lisbon School District","=""""","Lisbon Central School","=""""",12,0,0,0
"Litchfield School District","=""""","Litchfield High School","=""""",58,12,0,"*"
"Litchfield School District","=""""","Litchfield Intermediate School","=""""",9,0,0,0
