"Sanction Counts, 2011-12"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Bridgeport School District","=""""","Hooker School","=""""",53,57,"*",0
"Bridgeport School District","=""""","Interdistrict Discovery Magnet School","=""""","*","*",0,0
"Bridgeport School District","=""""","Jettie S. Tisdale School","=""""",720,385,"*",0
"Bridgeport School District","=""""","Longfellow School","=""""",132,80,0,0
"Bridgeport School District","=""""","Luis Munoz Marin School","=""""",174,99,"*","*"
"Bridgeport School District","=""""","Madison School","=""""",68,10,0,0
"Bridgeport School District","=""""","Make The Grade","=""""",32,61,0,0
"Bridgeport School District","=""""","Multicultural Magnet School","=""""",9,6,0,0
"Bridgeport School District","=""""","Park City Academy","=""""",20,42,"*",0
"Bridgeport School District","=""""","Read School","=""""",417,195,"*",42
"Bridgeport School District","=""""","Roosevelt School","=""""",194,224,0,0
"Bridgeport School District","=""""","Waltersville School","=""""",15,47,"*",0
"Bridgeport School District","=""""","Winthrop School","=""""",77,34,0,0
"Bristol School District","=""""","Alternative Special Education Program (ASEP)","=""""","*",0,0,0
"Bristol School District","=""""","Bristol Central High School","=""""",207,91,0,0
"Bristol School District","=""""","Bristol Eastern High School","=""""",737,104,7,"*"
"Bristol School District","=""""","Chippens Hill Middle School","=""""",197,104,"*","*"
"Bristol School District","=""""","Clara T. O'Connell School","=""""","*",24,0,"*"
"Bristol School District","=""""","Edgewood School","=""""",26,22,0,"*"
"Bristol School District","=""""","Ellen P. Hubbell School","=""""","*",13,0,"*"
"Bristol School District","=""""","Greene-Hills School","=""""","*","*",0,"*"
"Bristol School District","=""""","Ivy Drive School","=""""",15,7,0,0
"Bristol School District","=""""","John J. Jennings School","=""""",10,24,0,0
"Bristol School District","=""""","Memorial Boulevard Middle School","=""""",30,61,0,0
"Bristol School District","=""""","Mountain View School","=""""",18,17,0,0
"Bristol School District","=""""","Northeast Middle School","=""""",28,14,"*",0
"Bristol School District","=""""","South Side School","=""""","*",14,0,"*"
"Bristol School District","=""""","Stafford School","=""""","*",15,0,0
"Brookfield School District","=""""","Brookfield High School","=""""",81,31,0,0
"Brookfield School District","=""""","Whisconier Middle School","=""""",45,"*",0,0
"Brooklyn School District","=""""","Brooklyn Elementary School","=""""","*","*",0,10
"Brooklyn School District","=""""","Brooklyn Middle School","=""""",118,17,0,21
"Canterbury School District","=""""","Canterbury Elementary School","=""""","*","*",0,0
"Canterbury School District","=""""","Dr. Helen Baldwin Middle School","=""""",28,0,0,"*"
"Canton School District","=""""","Canton High School","=""""",27,9,0,0
"Canton School District","=""""","Canton Intermediate School","=""""",14,0,0,0
"Canton School District","=""""","Canton Middle School","=""""",20,"*",0,0
"Canton School District","=""""","Cherry Brook Primary School","=""""",0,9,0,0
"Capitol Region Education Council","=""""","Academy of Aerospace and Engineering","=""""",10,0,"*",0
"Capitol Region Education Council","=""""","Farmington Valley Regional Diagnostic Center","=""""",0,0,"*",0
"Capitol Region Education Council","=""""","Great Path Academy at MCC","=""""",70,"*","*",0
"Capitol Region Education Council","=""""","Greater Hartford Academy of  the Arts High School - Full Time","=""""",21,"*",0,0
"Capitol Region Education Council","=""""","John J. Allison Polaris Center","=""""",11,26,0,0
"Capitol Region Education Council","=""""","Lincoln Academy Regional Interdistrict Collaborative","=""""",0,"*",0,0
"Capitol Region Education Council","=""""","Medical Professions and Teacher Preparation Academy","=""""",36,"*",0,"*"
"Capitol Region Education Council","=""""","Metropolitan Learning Center for Global and International Studies","=""""",26,9,0,0
"Capitol Region Education Council","=""""","Montessori Magnet School","=""""",0,"*",0,0
"Capitol Region Education Council","=""""","Public Safety Academy","=""""",52,10,0,0
"Capitol Region Education Council","=""""","River Street School","=""""","*","*",0,0
"Capitol Region Education Council","=""""","Two Rivers Magnet Middle School","=""""",327,8,0,0
"Capitol Region Education Council","=""""","University of Hartford Magnet School","=""""","*","*",0,0
"Chaplin School District","=""""","Chaplin Elementary School","=""""",0,"*",0,0
"Cheshire School District","=""""","Chapman School","=""""","*",6,0,0
"Cheshire School District","=""""","Cheshire High School","=""""",167,65,0,0
"Cheshire School District","=""""","Dodd Middle School","=""""",26,10,0,"*"
"Cheshire School District","=""""","Doolittle School","=""""","*","*",0,0
"Cheshire School District","=""""","Highland School","=""""",0,"*",0,8
"Cheshire School District","=""""","Humiston School","=""""","*","*","*",0
"Cheshire School District","=""""","Norton School","=""""","*","*",0,0
"Chester School District","=""""","Chester Elementary School","=""""","*","*",0,0
"Clinton School District","=""""","Abraham Pierson School","=""""","*",0,0,0
"Clinton School District","=""""","Jared Eliot School","=""""",31,17,0,0
"Clinton School District","=""""","Lewin G. Joel Jr. School","=""""",9,"*",0,"*"
"Clinton School District","=""""","The Morgan School","=""""",215,52,"*",0
"Colchester School District","=""""","Bacon Academy","=""""",135,33,7,"*"
"Colchester School District","=""""","Colchester Elementary School","=""""","*","*",0,"*"
"Colchester School District","=""""","Jack Jackter Intermediate School","=""""",25,0,0,"*"
"Colchester School District","=""""","William J. Johnston Middle School","=""""",43,9,0,"*"
"Columbia School District","=""""","Horace W. Porter School","=""""",19,"*","*",0
"Common Ground High School District","=""""","Common Ground High School","=""""",17,"*","*",0
"Connecticut Technical High School System","=""""","A. I. Prince Technical High School","=""""",190,107,6,0
"Connecticut Technical High School System","=""""","Bullard-Havens Technical High School","=""""",204,234,17,0
"Connecticut Technical High School System","=""""","E. C. Goodwin Technical High School","=""""",329,65,6,0
"Connecticut Technical High School System","=""""","Eli Whitney Technical High School","=""""",238,177,"*",0
"Connecticut Technical High School System","=""""","Ella T. Grasso Southeastern Technical High School","=""""",272,49,"*",0
"Connecticut Technical High School System","=""""","Emmett O'Brien Technical High School","=""""",446,14,12,0
"Connecticut Technical High School System","=""""","H. C. Wilcox Technical High School","=""""",208,19,"*",0
"Connecticut Technical High School System","=""""","H. H. Ellis Technical High School","=""""",85,32,"*",0
"Connecticut Technical High School System","=""""","Henry Abbott Technical High School","=""""",327,30,0,0
"Connecticut Technical High School System","=""""","Howell Cheney Technical High School","=""""",457,100,11,0
"Connecticut Technical High School System","=""""","Norwich Technical High School","=""""",192,25,"*",0
"Connecticut Technical High School System","=""""","Oliver Wolcott Technical High School","=""""",250,85,7,0
"Connecticut Technical High School System","=""""","Platt Technical High School","=""""",350,49,"*",0
"Connecticut Technical High School System","=""""","Vinal Technical High School","=""""",314,97,16,0
"Connecticut Technical High School System","=""""","W. F. Kaynor Technical High School","=""""",72,36,"*",0
"Connecticut Technical High School System","=""""","Windham Technical High School","=""""",187,22,"*",0
"Cooperative Educational Services","=""""","Six-Six Magnet School","=""""",16,10,0,"*"
"Cooperative Educational Services","=""""","Therapeutic Day Program","=""""",21,72,0,0
"Coventry School District","=""""","Capt. Nathan Hale School","=""""",54,6,"*","*"
"Coventry School District","=""""","Coventry High School","=""""",160,47,7,"*"
"Coventry School District","=""""","George Hersey Robertson School","=""""",27,10,0,6
"Cromwell School District","=""""","Cromwell High School","=""""",231,48,"*","*"
"Cromwell School District","=""""","Cromwell Middle School","=""""",124,30,0,0
"Cromwell School District","=""""","Edna C. Stevens School","=""""","*","*",0,0
"Cromwell School District","=""""","Woodside Intermediate School","=""""",0,"*",0,0
"Danbury School District","=""""","Alternative Center For Excellence","=""""","*",50,"*",0
"Danbury School District","=""""","Broadview Middle School","=""""",27,69,"*",0
"Danbury School District","=""""","Danbury High School","=""""",1607,421,7,"*"
"Danbury School District","=""""","Ellsworth Avenue School","=""""",0,19,0,0
"Danbury School District","=""""","Great Plain School","=""""",0,"*",0,0
"Danbury School District","=""""","Hayestown Avenue School","=""""",9,9,0,0
"Danbury School District","=""""","King Street Intermediate School","=""""","*",10,0,0
"Danbury School District","=""""","King Street Primary School","=""""","*",7,0,0
"Danbury School District","=""""","Mill Ridge Primary School","=""""","*","*",0,0
"Danbury School District","=""""","Morris Street School","=""""","*",13,0,0
"Danbury School District","=""""","Park Avenue School","=""""",0,10,0,0
"Danbury School District","=""""","Pembroke School","=""""","*",7,0,0
"Danbury School District","=""""","Rogers Park Middle School","=""""",347,179,0,"*"
"Danbury School District","=""""","Shelter Rock School","=""""",0,6,0,0
"Danbury School District","=""""","Stadley Rough School","=""""","*","*",0,0
"Danbury School District","=""""","Western CT Academy of International Studies Elementary Magnet School","=""""",0,"*",0,0
"Darien School District","=""""","Darien High School","=""""",48,6,0,"*"
"Darien School District","=""""","Hindley Elementary School","=""""",0,"*",0,0
"Darien School District","=""""","Middlesex Middle School","=""""","*","*",0,0
"Darien School District","=""""","Ox Ridge Elementary School","=""""","*",0,0,0
"Darien School District","=""""","Royle Elementary School","=""""",0,6,0,0
"Darien School District","=""""","Tokeneke Elementary School","=""""","*",0,0,0
"Deep River School District","=""""","Deep River Elementary School","=""""","*","*",0,0
"Derby School District","=""""","Bradley School","=""""",11,8,0,0
"Derby School District","=""""","Derby High School","=""""",130,54,"*",0
"Derby School District","=""""","Derby Middle School","=""""",0,61,0,6
"Derby School District","=""""","Irving School","=""""",9,25,0,"*"
"East Granby School District","=""""","Allgrove School","=""""","*",7,0,0
"East Granby School District","=""""","East Granby High School","=""""",24,"*",0,0
"East Granby School District","=""""","East Granby Middle School","=""""","*","*",0,0
"East Haddam School District","=""""","East Haddam Elementary School","=""""","*",0,0,0
"East Haddam School District","=""""","Nathan Hale-Ray High School","=""""",24,14,0,0
"East Haddam School District","=""""","Nathan Hale-Ray Middle School","=""""",26,"*",0,0
"East Hampton School District","=""""","Center School","=""""","*","*",0,"*"
"East Hampton School District","=""""","East Hampton High School","=""""",93,16,0,0
"East Hampton School District","=""""","East Hampton Middle School","=""""",18,0,0,0
"East Hartford School District","=""""","Anna E. Norris School","=""""",20,31,0,0
"East Hartford School District","=""""","Connecticut IB Academy","=""""",16,"*",0,"*"
"East Hartford School District","=""""","Dr. Franklin H. Mayberry School","=""""",43,"*",0,0
"East Hartford School District","=""""","Dr. John A. Langford School","=""""",36,39,0,0
"East Hartford School District","=""""","Dr. Thomas S. O'Connell School","=""""",18,16,0,"*"
"East Hartford School District","=""""","East Hartford High School","=""""",1357,1090,29,0
"East Hartford School District","=""""","East Hartford Middle School","=""""",903,474,6,8
"East Hartford School District","=""""","Governor William Pitkin School","=""""",17,17,0,"*"
"East Hartford School District","=""""","Hockanum School","=""""",22,18,"*",0
"East Hartford School District","=""""","Joseph O. Goodwin School","=""""",56,43,"*","*"
"East Hartford School District","=""""","Robert J. O'Brien School","=""""",174,64,"*",0
"East Hartford School District","=""""","Silver Lane School","=""""",12,32,0,0
"East Hartford School District","=""""","Stevens Alternate High school","=""""",103,124,"*",0
"East Hartford School District","=""""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""""",332,57,0,6
"East Haven School District","=""""","Carbone School/East Haven Academy","=""""",15,"*",0,0
"East Haven School District","=""""","D. C. Moore School","=""""",0,"*",0,0
"East Haven School District","=""""","Deer Run School","=""""",9,0,0,0
"East Haven School District","=""""","East Haven High School","=""""",447,117,6,0
"East Haven School District","=""""","Grove J. Tuttle School","=""""",0,"*",0,0
"East Haven School District","=""""","Joseph Melillo Middle School","=""""",173,124,0,0
"East Haven School District","=""""","Momauguin School","=""""",0,"*",0,0
"East Haven School District","=""""","Pathways","=""""",0,10,0,0
"East Lyme School District","=""""","East Lyme High School","=""""",81,23,0,"*"
"East Lyme School District","=""""","East Lyme Middle School","=""""",82,11,0,"*"
"East Windsor School District","=""""","Broad Brook Elementary School","=""""",16,12,0,0
"East Windsor School District","=""""","East Windsor High School","=""""",170,88,0,"*"
"East Windsor School District","=""""","East Windsor Middle School","=""""",110,18,0,11
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","ACT Magnet School (Arts at the Capitol Theater) - Full Time","=""""",0,"*",0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","Arts at the Capitol Theater Magnet School (ACT)","=""""",0,"*",0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","EASTCONN Special Education","=""""",15,8,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","Quinebaug Middle College","=""""",6,11,0,0
"Eastford School District","=""""","Eastford Elementary School","=""""",7,0,"*",0
"Easton School District","=""""","Helen Keller Middle School","=""""",7,"*",0,0
"Easton School District","=""""","Samuel Staples Elementary School","=""""","*","*",0,0
"Ellington School District","=""""","Center School","=""""",12,"*",0,0
"Ellington School District","=""""","Crystal Lake School","=""""","*",0,0,"*"
"Ellington School District","=""""","Ellington High School","=""""",167,66,"*","*"
"Ellington School District","=""""","Ellington Middle School","=""""",21,"*",0,"*"
"Ellington School District","=""""","Windermere Intermediate School","=""""",35,"*",0,"*"
"Ellington School District","=""""","Windermere School","=""""",10,0,0,0
"Elm City College Preparatory School District","=""""","Elm City College Preparatory School","=""""",94,448,"*",0
"Enfield School District","=""""","Edgar H. Parkman School","=""""",26,"*",0,0
"Enfield School District","=""""","Eli Whitney School","=""""",47,8,0,0
"Enfield School District","=""""","Enfield High School","=""""",214,92,"*",0
"Enfield School District","=""""","Enfield Street School","=""""","*",0,0,0
"Enfield School District","=""""","Enrico Fermi High School","=""""",386,85,11,0
"Enfield School District","=""""","Hazardville Memorial School","=""""","*",0,0,0
"Enfield School District","=""""","Henry Barnard School","=""""","*",0,0,0
"Enfield School District","=""""","John F. Kennedy Middle School","=""""",270,57,8,"*"
"Enfield School District","=""""","Nathan Hale School","=""""","*",0,0,0
"Enfield School District","=""""","Prudence Crandall School","=""""",17,12,0,0
"Explorations District","=""""","Explorations","=""""",35,"*",0,0
"Explorations District","=""""","Lyman Hall High School","=""""","*",0,0,0
"Fairfield School District","=""""","Fairfield Ludlowe High School","=""""",116,"*","*",0
"Fairfield School District","=""""","Fairfield Warde High School","=""""",72,7,0,0
"Fairfield School District","=""""","Fairfield Woods Middle School","=""""",39,"*",0,0
"Fairfield School District","=""""","Holland Hill School","=""""","*",0,0,0
"Fairfield School District","=""""","North Stratfield School","=""""","*",0,0,"*"
"Fairfield School District","=""""","Roger Ludlowe Middle School","=""""",118,37,0,0
"Fairfield School District","=""""","Tomlinson Middle School","=""""",26,13,"*","*"
"Farmington School District","=""""","East Farms School","=""""","*","*",0,"*"
"Farmington School District","=""""","Farmington High School","=""""",26,17,"*",0
"Farmington School District","=""""","Irving A. Robbins Middle School","=""""",15,7,0,0
"Farmington School District","=""""","Noah Wallace School","=""""",0,"*",0,0
"Farmington School District","=""""","Union School","=""""",11,"*",0,10
"Farmington School District","=""""","West District School","=""""","*",0,0,0
"Farmington School District","=""""","West Woods Upper Elementary School","=""""","*","*",0,"*"
"Franklin School District","=""""","Franklin Elementary School","=""""",0,"*",0,0
"Glastonbury School District","=""""","Gideon Welles School","=""""",12,7,0,"*"
"Glastonbury School District","=""""","Glastonbury High School","=""""",124,16,14,0
"Glastonbury School District","=""""","Hebron Avenue School","=""""",0,"*",0,0
"Glastonbury School District","=""""","Hopewell School","=""""","*","*",0,"*"
"Glastonbury School District","=""""","Smith Middle School","=""""",25,11,0,0
"Granby School District","=""""","Frank M. Kearns Primary School","=""""",0,0,0,"*"
"Granby School District","=""""","Granby Memorial High School","=""""",59,"*","*",0
"Granby School District","=""""","Granby Memorial Middle School","=""""",12,0,0,0
"Granby School District","=""""","Kelly Lane Intermediate School","=""""",0,0,0,"*"
"Granby School District","=""""","Wells Road Intermediate School","=""""","*",0,0,0
"Greenwich School District","=""""","Central Middle School","=""""","*",11,0,0
"Greenwich School District","=""""","Cos Cob School","=""""","*","*",0,0
"Greenwich School District","=""""","Eastern Middle School","=""""",13,"*",0,0
"Greenwich School District","=""""","Glenville School","=""""","*",0,0,"*"
"Greenwich School District","=""""","Greenwich High School","=""""",221,33,"*",0
"Greenwich School District","=""""","Hamilton Avenue School","=""""","*","*",0,0
"Greenwich School District","=""""","Julian Curtiss School","=""""","*","*",0,0
"Greenwich School District","=""""","New Lebanon School","=""""",0,"*",0,0
"Greenwich School District","=""""","Western Middle School","=""""",29,"*",0,0
"Griswold School District","=""""","Griswold Elementary School","=""""","*",0,0,0
"Griswold School District","=""""","Griswold High School","=""""",295,135,"*",0
"Griswold School District","=""""","Griswold Middle School","=""""",139,26,0,0
"Groton School District","=""""","Carl C. Cutler Middle School","=""""",57,"*",0,"*"
"Groton School District","=""""","Catherine Kolnaski Magnet School","=""""",68,77,0,"*"
"Groton School District","=""""","Charles Barnum School","=""""","*",0,0,0
"Groton School District","=""""","Fitch Middle School","=""""",52,48,"*","*"
"Groton School District","=""""","Mary Morrisson School","=""""",6,12,0,0
"Groton School District","=""""","Northeast Academy Elementary School","=""""",0,"*",0,"*"
"Groton School District","=""""","Pleasant Valley School","=""""","*","*",0,0
"Groton School District","=""""","Robert E. Fitch High School","=""""",277,192,25,0
"Groton School District","=""""","S. B. Butler School","=""""","*",8,0,0
"Groton School District","=""""","West Side Middle School","=""""",67,21,0,0
"Guilford School District","=""""","A. Baldwin Middle School","=""""","*","*",0,0
"Guilford School District","=""""","A. W. Cox School","=""""",6,"*",0,"*"
"Guilford School District","=""""","E. C. Adams Middle School","=""""",38,"*","*",0
"Guilford School District","=""""","Guilford High School","=""""",141,80,"*",0
"Hamden School District","=""""","Bear Path School","=""""","*",0,0,0
"Hamden School District","=""""","Church Street School","=""""",27,31,0,0
"Hamden School District","=""""","Dunbar Hill School","=""""",26,"*",0,0
"Hamden School District","=""""","Hamden High School","=""""",639,269,28,"*"
"Hamden School District","=""""","Hamden Middle School","=""""",319,65,8,19
"Hamden School District","=""""","Helen Street School","=""""",0,"*",0,0
"Hamden School District","=""""","Ridge Hill School","=""""",0,46,0,"*"
"Hamden School District","=""""","Shepherd Glen School","=""""","*",16,0,0
"Hamden School District","=""""","Spring Glen School","=""""",19,"*",0,"*"
"Hamden School District","=""""","West Woods School","=""""","*",0,0,0
"Hampton School District","=""""","Hampton Elementary School","=""""",6,0,0,0
"Hartford School District","=""""","Asian Studies Academy","=""""",120,199,"*",0
"Hartford School District","=""""","Batchelder School","=""""",6,268,"*",0
"Hartford School District","=""""","Breakthrough II Elementary School","=""""",0,9,0,0
"Hartford School District","=""""","Breakthrough Magnet School","=""""",6,6,0,0
"Hartford School District","=""""","Bulkeley High School Lower School","=""""",41,186,0,0
"Hartford School District","=""""","Bulkeley High School Upper School","=""""",33,104,"*",0
"Hartford School District","=""""","Burns Latino Studies Academy","=""""",36,281,"*",0
"Hartford School District","=""""","Burr School","=""""",20,152,0,0
"Hartford School District","=""""","Capital Preparatory Magnet School","=""""",0,43,"*","*"
"Hartford School District","=""""","Clark School","=""""",0,84,"*",0
"Hartford School District","=""""","Classical Magnet School","=""""",303,65,"*","*"
"Hartford School District","=""""","Culinary Arts Academy","=""""",174,171,"*",0
"Hartford School District","=""""","Dr. James H Naylor/CCSU Leadership Academy","=""""",7,13,0,0
"Hartford School District","=""""","Dr. Joseph Bellizzi Middle School","=""""",144,197,"*",0
"Hartford School District","=""""","Dr. Ramon E. Betances Early Reading Lab","=""""","*",7,0,0
"Hartford School District","=""""","Environmental Sciences Magnet School at Mary M Hooker","=""""",6,14,"*","*"
"Hartford School District","=""""","Expeditionary Learning Academy at Moylan School","=""""",26,34,0,13
"Hartford School District","=""""","Fred D. Wish Museum School","=""""",0,43,0,0
"Hartford School District","=""""","Global Communications Academy","=""""",8,41,0,0
"Hartford School District","=""""","HPHS Academy of Engineering and Green Technology","=""""",429,50,"*",0
"Hartford School District","=""""","HPHS Academy of Nursing and Health Science","=""""",141,36,"*",0
"Hartford School District","=""""","HPHS Freshmen Academy","=""""",0,43,8,0
"Hartford School District","=""""","HPHS Law and Government Academy","=""""","*",127,"*",0
"Hartford School District","=""""","Hartford Magnet Trinity College Academy","=""""","*",199,0,0
"Hartford School District","=""""","Hartford Transitional Learning Academy (Elementary)","=""""",19,55,0,0
"Hartford School District","=""""","High School Inc.","=""""","*",122,"*",0
"Hartford School District","=""""","IB Global Communications Academy","=""""",0,6,0,0
"Hartford School District","=""""","Journalism and Media Academy Magnet School","=""""",573,440,"*",0
"Hartford School District","=""""","Kennelly School","=""""",264,190,"*",0
"Hartford School District","=""""","M. D. Fox Elementary School","=""""",74,169,0,0
"Hartford School District","=""""","M. L. King School","=""""",275,229,0,0
"Hartford School District","=""""","McDonough Expeditionary Learning School","=""""",92,373,"*",0
"Hartford School District","=""""","Milner Elementary School","=""""",73,103,"*",0
"Hartford School District","=""""","Montessori Magnet School at Annie Fisher","=""""",0,"*",0,0
"Hartford School District","=""""","Noah Webster Micro Society School","=""""","*",48,"*",0
"Hartford School District","=""""","OPPortunity High School","=""""",0,24,0,0
"Hartford School District","=""""","Parkville Community School","=""""",12,29,0,0
"Hartford School District","=""""","Pathways Academy of Technology and Design","=""""",88,53,"*",0
"Hartford School District","=""""","R.J. Kinsella Magnet School of Performing Arts","=""""",29,53,"*",21
"Hartford School District","=""""","SAND School","=""""","*",341,"*",0
"Hartford School District","=""""","STEM Magnet School at Annie Fisher","=""""",87,73,"*",13
"Hartford School District","=""""","Sanchez School","=""""",16,137,0,0
"Hartford School District","=""""","Sarah J Rawson Middle Grades Academy","=""""",0,49,0,0
"Hartford School District","=""""","Sarah J. Rawson Elementary School","=""""",7,342,0,0
"Hartford School District","=""""","Simpson-Waverly School","=""""",12,117,"*",0
"Hartford School District","=""""","Sports and Medical Sciences Academy","=""""",505,89,0,"*"
"Hartford School District","=""""","University High of Science and Engineering","=""""",85,54,"*",0
"Hartford School District","=""""","West Middle School","=""""",123,131,0,0
"Hartland School District","=""""","Hartland School","=""""","*",0,0,0
"Hebron School District","=""""","Hebron Elementary School","=""""",6,0,0,0
"Highville Charter School District","=""""","Highville Charter School","=""""",19,0,0,0
"Integrated Day Charter School District","=""""","Integrated Day Charter School","=""""",9,16,0,"*"
"Interdistrict School for Arts and Comm District","=""""","Interdistrict School For Arts And Communication","=""""",122,34,0,0
"Jumoke Academy District","=""""","Jumoke Academy","=""""",12,14,0,0
"Killingly School District","=""""","Killingly Central School","=""""",6,8,0,0
"Killingly School District","=""""","Killingly High School","=""""",293,"*",0,"*"
"Killingly School District","=""""","Killingly Intermediate School","=""""",203,103,0,15
"Killingly School District","=""""","Killingly Memorial School","=""""",0,"*",0,0
"Learn","=""""","Connecticut River Academy","=""""",46,39,0,0
"Learn","=""""","Dual Language & Arts Magnet Middle School","=""""","*","*",0,0
"Learn","=""""","Learn Special Education","=""""",0,"*",0,0
"Learn","=""""","Marine Science Magnet High School of Southeastern Connecticut","=""""","*",17,0,0
"Learn","=""""","Regional Multicultural Magnet School","=""""",26,23,0,0
"Learn","=""""","The Friendship School","=""""",0,"*",0,0
"Lebanon School District","=""""","Lebanon Elementary School","=""""",12,"*",0,0
"Lebanon School District","=""""","Lebanon Middle School","=""""",38,0,0,0
"Lebanon School District","=""""","Lyman Memorial High School","=""""",36,10,0,0
"Ledyard School District","=""""","Gallup Hill School","=""""",7,"*",0,0
"Ledyard School District","=""""","Juliet W. Long School","=""""",18,0,0,0
"Ledyard School District","=""""","Ledyard Center School","=""""","*",0,0,0
"Ledyard School District","=""""","Ledyard High School","=""""",86,26,0,"*"
"Ledyard School District","=""""","Ledyard Middle School","=""""",50,10,"*",0
"Lisbon School District","=""""","Community Connection - The Big Picture High School","=""""",12,6,"*",0
"Lisbon School District","=""""","Lisbon Central School","=""""",12,0,0,0
"Litchfield School District","=""""","Litchfield High School","=""""",72,27,"*","*"
