"Sanction Counts, 2014-15"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Bloomfield School District","=""""","Carmen Arace Middle School","=""""",14,61,"*","*"
"Bloomfield School District","=""""","Global Experience Magnet School","=""""",52,31,"*",0
"Bloomfield School District","=""""","Laurel School","=""""",24,"*",0,0
"Bloomfield School District","=""""","Metacomet School","=""""","*","*",0,0
"Bloomfield School District","=""""","Wintonbury Early Childhood Magnet School","=""""",0,"*",0,0
"Bolton School District","=""""","Bolton Center School","=""""",20,"*",0,0
"Bolton School District","=""""","Bolton High School","=""""",32,25,"*","*"
"Booker T. Washington Academy District","=""""","Booker T. Washington Academy","=""""",48,26,0,"*"
"Bozrah School District","=""""","Fields Memorial School","=""""","*","*",0,"*"
"Branford School District","=""""","Branford High School","=""""",141,70,0,"*"
"Branford School District","=""""","Branford High School Horizons Program","=""""",65,34,0,0
"Branford School District","=""""","Francis Walsh Intermediate School","=""""",81,6,0,0
"Branford School District","=""""","Mary T. Murphy School","=""""","*",0,0,0
"Brass City Charter School District","=""""","Brass City Charter School","=""""","*",16,0,0
"Bridgeport Achievement First District","=""""","Achievement First Bridgeport Academy","=""""",1123,518,"*",47
"Bridgeport School District","=""""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""""",294,20,0,"*"
"Bridgeport School District","=""""","Barnum School","=""""",135,78,"*","*"
"Bridgeport School District","=""""","Bassick High School","=""""",616,416,"*",0
"Bridgeport School District","=""""","Beardsley School","=""""",40,24,0,0
"Bridgeport School District","=""""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""""",8,"*",0,0
"Bridgeport School District","=""""","Black Rock School","=""""","*","*",0,0
"Bridgeport School District","=""""","Blackham School","=""""",34,62,0,0
"Bridgeport School District","=""""","Bridgeport Learning Center","=""""",0,6,0,0
"Bridgeport School District","=""""","Bridgeport Military Academy","=""""",39,168,"*",0
"Bridgeport School District","=""""","Bryant School","=""""",37,36,0,0
"Bridgeport School District","=""""","Central High School","=""""",1008,574,21,0
"Bridgeport School District","=""""","Cesar Batalla School","=""""",142,84,"*","*"
"Bridgeport School District","=""""","Classical Studies Academy","=""""","*",33,"*",0
"Bridgeport School District","=""""","Columbus School","=""""",85,79,0,"*"
"Bridgeport School District","=""""","Cross School","=""""",304,226,"*",0
"Bridgeport School District","=""""","Curiale School","=""""",55,157,0,0
"Bridgeport School District","=""""","Dunbar School","=""""",56,127,"*",0
"Bridgeport School District","=""""","Edison School","=""""",28,61,0,0
"Bridgeport School District","=""""","Geraldine Johnson School","=""""",145,118,0,0
"Bridgeport School District","=""""","Hallen School","=""""",9,30,0,0
"Bridgeport School District","=""""","Harding High School","=""""",220,572,6,"*"
"Bridgeport School District","=""""","High Horizons Magnet School","=""""",34,10,0,0
"Bridgeport School District","=""""","Hooker School","=""""",80,73,0,0
"Bridgeport School District","=""""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""""",367,74,"*","*"
"Bridgeport School District","=""""","Interdistrict Discovery Magnet School","=""""",8,"*",0,0
"Bridgeport School District","=""""","Jettie S. Tisdale School","=""""",112,244,0,0
"Bridgeport School District","=""""","Luis Munoz Marin School","=""""",108,212,"*","*"
"Bridgeport School District","=""""","Madison School","=""""",59,23,0,0
"Bridgeport School District","=""""","Multicultural Magnet School","=""""","*",0,0,"*"
"Bridgeport School District","=""""","Park City Magnet School","=""""",23,17,0,0
"Bridgeport School District","=""""","Read School","=""""",269,103,0,6
"Bridgeport School District","=""""","Roosevelt School","=""""",86,193,0,0
"Bridgeport School District","=""""","Waltersville School","=""""",119,101,0,"*"
"Bridgeport School District","=""""","Winthrop School","=""""",8,7,"*",0
"Bristol School District","=""""","Bristol Central High School","=""""",214,94,"*",0
"Bristol School District","=""""","Bristol Eastern High School","=""""",326,75,"*","*"
"Bristol School District","=""""","Bristol Preparatory Academy","=""""",0,8,0,0
"Bristol School District","=""""","CHMS GOAL","=""""","*","*",0,"*"
"Bristol School District","=""""","Chippens Hill Middle School","=""""",149,46,"*",0
"Bristol School District","=""""","Edgewood School","=""""",23,16,0,0
"Bristol School District","=""""","Ellen P. Hubbell School","=""""",11,28,0,16
"Bristol School District","=""""","Greene-Hills GOAL","=""""",6,"*",0,0
"Bristol School District","=""""","Greene-Hills School","=""""",81,50,0,10
"Bristol School District","=""""","Ivy Drive GOAL","=""""",0,"*",0,0
"Bristol School District","=""""","Ivy Drive School","=""""",21,8,0,"*"
"Bristol School District","=""""","Mountain View School","=""""",10,"*",0,0
"Bristol School District","=""""","Mt. View GOAL","=""""","*","*",0,"*"
"Bristol School District","=""""","Northeast MS/GOAL","=""""",6,"*",0,0
"Bristol School District","=""""","Northeast Middle School","=""""",23,24,0,0
"Bristol School District","=""""","South Side Extended Resource","=""""",0,"*",0,0
"Bristol School District","=""""","South Side GOAL","=""""","*",13,0,"*"
"Bristol School District","=""""","South Side School","=""""",38,16,0,14
"Bristol School District","=""""","Stafford School","=""""",7,17,0,6
"Bristol School District","=""""","West Bristol School","=""""",113,88,0,0
"Brookfield School District","=""""","Brookfield High School","=""""",20,41,"*",0
"Brookfield School District","=""""","Whisconier Middle School","=""""",62,"*",0,"*"
"Brooklyn School District","=""""","Brooklyn Elementary School","=""""",0,0,0,"*"
"Brooklyn School District","=""""","Brooklyn Middle School","=""""",71,11,0,8
"Canterbury School District","=""""","Dr. Helen Baldwin Middle School","=""""",17,"*",0,"*"
"Canton School District","=""""","Canton High School","=""""","*",9,0,0
"Canton School District","=""""","Canton Intermediate School","=""""","*",0,0,0
"Canton School District","=""""","Canton Middle School","=""""",16,0,0,0
"Canton School District","=""""","Cherry Brook Primary School","=""""",0,"*",0,0
"Capitol Region Education Council","=""""","Academy of Aerospace and Engineering","=""""",315,54,0,10
"Capitol Region Education Council","=""""","Discovery Academy","=""""",19,0,0,"*"
"Capitol Region Education Council","=""""","Glastonbury/East Hartford Magnet School","=""""","*","*",0,0
"Capitol Region Education Council","=""""","Greater Hartford Academy of  the Arts High School - Full Time","=""""",285,42,0,0
"Capitol Region Education Council","=""""","Greater Hartford Academy of the Arts Magnet Middle","=""""",72,62,0,0
"Capitol Region Education Council","=""""","International Magnet School for Global Citizenship","=""""","*",0,0,0
"Capitol Region Education Council","=""""","John J. Allison Polaris Center","=""""",41,64,0,0
"Capitol Region Education Council","=""""","Lincoln Academy Regional Interdistrict Collaborative","=""""",7,"*",0,0
"Capitol Region Education Council","=""""","Medical Professions and Teacher Preparation Academy","=""""",186,20,0,0
"Capitol Region Education Council","=""""","Metropolitan Learning Center for Global and International Studies","=""""",27,22,0,0
"Capitol Region Education Council","=""""","Public Safety Academy","=""""",136,55,0,"*"
"Capitol Region Education Council","=""""","Reggio Magnet School of the Arts","=""""","*",13,0,0
"Capitol Region Education Council","=""""","Two Rivers Magnet High School","=""""",94,65,0,0
"Capitol Region Education Council","=""""","Two Rivers Magnet Middle School","=""""",162,62,0,"*"
"Capitol Region Education Council","=""""","University of Hartford Magnet School","=""""","*","*",0,0
"Cheshire School District","=""""","Chapman School","=""""","*","*",0,0
"Cheshire School District","=""""","Cheshire High School","=""""",86,85,"*",0
"Cheshire School District","=""""","Dodd Middle School","=""""",38,"*",0,6
"Cheshire School District","=""""","Doolittle School","=""""","*","*",0,"*"
"Cheshire School District","=""""","Highland School","=""""","*","*",0,"*"
"Cheshire School District","=""""","Norton School","=""""","*","*",0,0
"Chester School District","=""""","Chester Elementary School","=""""","*",0,0,0
"Clinton School District","=""""","Abraham Pierson School","=""""","*","*",0,0
"Clinton School District","=""""","Jared Eliot School","=""""",11,"*",0,0
"Clinton School District","=""""","Lewin G. Joel Jr. School","=""""","*","*",0,"*"
"Clinton School District","=""""","The Morgan School","=""""",129,43,"*",0
"Colchester School District","=""""","Bacon Academy","=""""",137,34,"*","*"
"Colchester School District","=""""","Bacon Academy Alternative Education","=""""","*","*",0,0
"Colchester School District","=""""","Jack Jackter Intermediate School","=""""",17,0,0,0
"Colchester School District","=""""","William J. Johnston Middle School","=""""",42,19,0,"*"
"Colebrook School District","=""""","Colebrook Consolidated School","=""""","*",0,0,0
"Columbia School District","=""""","Horace W. Porter School","=""""",36,8,0,"*"
"Common Ground High School District","=""""","Common Ground High School","=""""",9,10,0,0
"Connecticut Technical High School System","=""""","A. I. Prince Technical High School","=""""",134,84,8,0
"Connecticut Technical High School System","=""""","Bullard-Havens Technical High School","=""""",26,37,"*",0
"Connecticut Technical High School System","=""""","E. C. Goodwin Technical High School","=""""",168,81,"*",0
"Connecticut Technical High School System","=""""","Eli Whitney Technical High School","=""""",139,104,8,0
"Connecticut Technical High School System","=""""","Ella T. Grasso Southeastern Technical High School","=""""",131,35,"*",0
"Connecticut Technical High School System","=""""","Emmett O'Brien Technical High School","=""""",167,26,8,0
"Connecticut Technical High School System","=""""","H. C. Wilcox Technical High School","=""""",121,26,"*",0
"Connecticut Technical High School System","=""""","H. H. Ellis Technical High School","=""""",75,25,"*",0
"Connecticut Technical High School System","=""""","Henry Abbott Technical High School","=""""",120,36,7,0
"Connecticut Technical High School System","=""""","Howell Cheney Technical High School","=""""",201,39,6,0
"Connecticut Technical High School System","=""""","J. M. Wright Technical High School","=""""",27,41,"*",0
"Connecticut Technical High School System","=""""","Norwich Technical High School","=""""",140,16,"*",0
"Connecticut Technical High School System","=""""","Oliver Wolcott Technical High School","=""""",79,70,11,0
"Connecticut Technical High School System","=""""","Platt Technical High School","=""""",125,66,"*",0
"Connecticut Technical High School System","=""""","Vinal Technical High School","=""""",105,93,9,0
"Connecticut Technical High School System","=""""","W. F. Kaynor Technical High School","=""""",109,25,0,0
"Connecticut Technical High School System","=""""","Windham Technical High School","=""""",135,20,"*",0
"Cooperative Educational Services","=""""","Six-Six Magnet School","=""""",20,0,0,0
"Cooperative Educational Services","=""""","Therapeutic Day Program","=""""",0,66,0,"*"
"Cornwall School District","=""""","Cornwall Consolidated School","=""""","*",0,0,0
"Coventry School District","=""""","Capt. Nathan Hale School","=""""",30,10,0,0
"Coventry School District","=""""","Coventry Academy","=""""",0,"*",0,0
"Coventry School District","=""""","Coventry Grammar School","=""""",0,"*",0,0
"Coventry School District","=""""","Coventry High School","=""""",23,11,"*",0
"Coventry School District","=""""","George Hersey Robertson School","=""""",23,"*",0,"*"
"Cromwell School District","=""""","Cromwell High School","=""""",80,24,0,0
"Cromwell School District","=""""","Cromwell Middle School","=""""",90,11,0,6
"Cromwell School District","=""""","Edna C. Stevens School","=""""",12,7,0,"*"
"Cromwell School District","=""""","Woodside Intermediate School","=""""",33,21,0,6
"Danbury School District","=""""","Alternative Center For Excellence","=""""",0,58,0,0
"Danbury School District","=""""","Broadview Middle School","=""""",30,73,0,0
"Danbury School District","=""""","Danbury High School","=""""",1948,408,0,"*"
"Danbury School District","=""""","Ellsworth Avenue School","=""""",0,"*",0,0
"Danbury School District","=""""","Great Plain School","=""""",0,"*",0,0
"Danbury School District","=""""","Hayestown Avenue School","=""""",0,11,0,0
"Danbury School District","=""""","King Street Intermediate School","=""""","*",18,0,0
"Danbury School District","=""""","King Street Primary School","=""""","*",20,0,0
"Danbury School District","=""""","Park Avenue School","=""""",0,"*",0,0
"Danbury School District","=""""","Pembroke School","=""""",0,"*",0,0
"Danbury School District","=""""","Rogers Park Middle School","=""""",195,53,0,"*"
"Danbury School District","=""""","South Street School","=""""","*","*",0,0
"Danbury School District","=""""","Stadley Rough School","=""""","*","*",0,0
"Danbury School District","=""""","Westside Middle School Academy","=""""",57,10,0,8
"Darien School District","=""""","Darien High School","=""""",44,8,"*",0
"Darien School District","=""""","Holmes Elementary School","=""""",0,"*",0,0
"Darien School District","=""""","Middlesex Middle School","=""""","*","*",0,0
"Darien School District","=""""","Ox Ridge Elementary School","=""""","*","*",0,0
"Deep River School District","=""""","Deep River Elementary School","=""""",7,0,0,"*"
"Derby School District","=""""","Bradley School","=""""",0,13,0,0
"Derby School District","=""""","Derby High School","=""""",108,40,11,0
"Derby School District","=""""","Derby Middle School","=""""",197,48,7,"*"
"Derby School District","=""""","Irving School","=""""","*",52,0,"*"
"East Granby School District","=""""","East Granby High School","=""""",36,12,0,0
"East Granby School District","=""""","East Granby Middle School","=""""",12,0,0,0
"East Granby School District","=""""","R. Dudley Seymour School","=""""","*",0,0,0
"East Haddam School District","=""""","East Haddam Elementary School","=""""","*","*",0,0
"East Haddam School District","=""""","Nathan Hale-Ray High School","=""""","*",0,"*",0
"East Haddam School District","=""""","Nathan Hale-Ray Middle School","=""""",22,"*",0,0
"East Hampton School District","=""""","East Hampton High School","=""""",40,13,0,0
"East Hampton School District","=""""","East Hampton Middle School","=""""",28,"*",0,0
"East Hampton School District","=""""","Memorial School","=""""","*",0,0,0
"East Hampton School District","=""""","The Learning Center at East Hampton","=""""",0,"*",0,0
"East Hartford School District","=""""","Anna E. Norris School","=""""",6,17,0,7
"East Hartford School District","=""""","Connecticut IB Academy","=""""",13,7,0,"*"
"East Hartford School District","=""""","Dr. Franklin H. Mayberry School","=""""",28,39,0,0
"East Hartford School District","=""""","Dr. John A. Langford School","=""""",53,68,0,8
"East Hartford School District","=""""","Dr. Thomas S. O'Connell School","=""""",13,"*","*",7
"East Hartford School District","=""""","East Hartford High School","=""""",1546,1080,19,0
"East Hartford School District","=""""","East Hartford Middle School","=""""",567,309,"*","*"
"East Hartford School District","=""""","Governor William Pitkin School","=""""",8,16,0,0
"East Hartford School District","=""""","Hockanum School","=""""",17,8,0,0
"East Hartford School District","=""""","Joseph O. Goodwin School","=""""",13,0,0,"*"
"East Hartford School District","=""""","Robert J. O'Brien School","=""""",57,21,0,"*"
"East Hartford School District","=""""","Silver Lane School","=""""","*","*","*","*"
"East Hartford School District","=""""","Stevens Alternate High school","=""""",11,47,"*",8
"East Hartford School District","=""""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""""",12,11,0,0
"East Haven School District","=""""","Carbone School/East Haven Academy","=""""",29,"*",0,0
"East Haven School District","=""""","D. C. Moore School","=""""",0,"*",0,0
"East Haven School District","=""""","East Haven High School","=""""",136,58,"*",0
"East Haven School District","=""""","Joseph Melillo Middle School","=""""",48,100,0,"*"
"East Lyme School District","=""""","Coastal Connections","=""""","*",0,0,0
"East Lyme School District","=""""","East Lyme High School","=""""",39,15,0,0
"East Lyme School District","=""""","East Lyme Middle School","=""""",104,24,"*",10
"East Lyme School District","=""""","Lillie B. Haynes School","=""""","*",9,0,0
"East Windsor School District","=""""","Broad Brook Elementary School","=""""",6,6,0,"*"
"East Windsor School District","=""""","East Windsor High School","=""""",45,14,"*",0
"East Windsor School District","=""""","East Windsor Middle School","=""""",55,27,"*",0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","Arts at the Capitol Theater Magnet School (ACT)","=""""","*","*",0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","EASTCONN Special Education","=""""",13,6,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""""","Quinebaug Middle College","=""""",31,56,0,8
"Eastford School District","=""""","Eastford Elementary School","=""""","*","*",0,0
"Easton School District","=""""","Helen Keller Middle School","=""""","*","*",0,0
"Easton School District","=""""","Samuel Staples Elementary School","=""""",6,"*",0,0
"Education Connection","=""""","Education Connection Special Education","=""""",7,39,0,0
"Ellington School District","=""""","Center School","=""""",26,"*",0,0
"Ellington School District","=""""","Crystal Lake School","=""""",7,"*",0,"*"
"Ellington School District","=""""","Ellington High School","=""""",111,21,0,0
"Ellington School District","=""""","Ellington Middle School","=""""",9,14,0,0
"Ellington School District","=""""","Windermere Intermediate School","=""""",14,"*",0,0
"Ellington School District","=""""","Windermere School","=""""",32,18,0,0
"Elm City College Preparatory School District","=""""","Elm City College Preparatory School","=""""",152,137,"*",34
"Enfield School District","=""""","Edgar H. Parkman School","=""""",21,14,0,0
"Enfield School District","=""""","Eli Whitney School","=""""",12,"*",0,0
"Enfield School District","=""""","Enfield High School","=""""",174,68,"*",0
"Enfield School District","=""""","Enfield Street School","=""""","*","*",0,0
"Enfield School District","=""""","Enrico Fermi High School","=""""",209,79,7,0
"Enfield School District","=""""","Hazardville Memorial School","=""""","*","*",0,0
"Enfield School District","=""""","Henry Barnard - Educational Counseling Program (ECP)","=""""","*","*",0,0
"Enfield School District","=""""","Henry Barnard School","=""""","*","*",0,0
"Enfield School District","=""""","John F. Kennedy Middle School","=""""",329,116,"*",10
"Enfield School District","=""""","Nathan Hale School","=""""","*","*",0,0
"Enfield School District","=""""","Prudence Crandall - Educational Counseling Program (ECP)","=""""","*",12,0,0
"Enfield School District","=""""","Prudence Crandall School","=""""",26,6,0,"*"
"Essex School District","=""""","Essex Elementary School","=""""","*","*",0,0
"Explorations District","=""""","Explorations","=""""",11,7,0,0
"Fairfield School District","=""""","Fairfield Ludlowe High School","=""""",65,6,0,0
"Fairfield School District","=""""","Fairfield Warde High School","=""""",64,9,0,0
"Fairfield School District","=""""","Fairfield Woods Middle School","=""""",7,6,0,0
"Fairfield School District","=""""","North Stratfield School","=""""",6,0,0,"*"
"Fairfield School District","=""""","Osborn Hill School","=""""","*",0,0,0
"Fairfield School District","=""""","Roger Ludlowe Middle School","=""""",25,"*",0,0
"Fairfield School District","=""""","Sherman School","=""""",0,"*",0,0
"Fairfield School District","=""""","Stratfield School","=""""","*",0,0,0
"Fairfield School District","=""""","Tomlinson Middle School","=""""",15,19,0,11
"Fairfield School District","=""""","Walter Fitzgerald Campus","=""""","*","*",0,0
"Farmington School District","=""""","East Farms School","=""""",6,"*",0,0
"Farmington School District","=""""","Farmington Alternative High School","=""""","*","*",0,0
"Farmington School District","=""""","Farmington High School","=""""",20,11,0,0
"Farmington School District","=""""","Irving A. Robbins Middle School","=""""",13,"*",0,0
"Farmington School District","=""""","Noah Wallace School","=""""","*","*",0,0
"Farmington School District","=""""","Union School","=""""","*",0,0,0
"Farmington School District","=""""","West Woods Upper Elementary School","=""""","*","*",0,0
"Franklin School District","=""""","Franklin Elementary School","=""""",11,0,0,0
"Glastonbury School District","=""""","Buttonball Lane School","=""""","*",0,0,0
"Glastonbury School District","=""""","Eastbury School","=""""","*",0,0,0
"Glastonbury School District","=""""","Gideon Welles School","=""""",15,"*",0,0
"Glastonbury School District","=""""","Glastonbury High School","=""""",90,12,"*",0
"Glastonbury School District","=""""","Hopewell School","=""""","*","*",0,0
"Glastonbury School District","=""""","LINKS Academy","=""""",0,"*",0,0
"Glastonbury School District","=""""","Naubuc School","=""""","*",0,0,0
"Glastonbury School District","=""""","Nayaug Elementary School","=""""","*","*",0,"*"
"Glastonbury School District","=""""","Smith Middle School","=""""",14,0,0,0
"Granby School District","=""""","Frank M. Kearns Primary School","=""""","*",0,0,"*"
"Granby School District","=""""","Granby Memorial High School","=""""",53,"*","*","*"
"Granby School District","=""""","Granby Memorial Middle School","=""""",15,"*",0,0
"Granby School District","=""""","Kelly Lane Intermediate School","=""""","*",0,0,"*"
"Granby School District","=""""","Wells Road Intermediate School","=""""","*",0,0,0
"Great Oaks Charter School District","=""""","Great Oaks Charter School","=""""",29,125,0,"*"
"Greenwich School District","=""""","Alternative High School Programs","=""""",30,6,"*",0
"Greenwich School District","=""""","Central Middle School","=""""","*",12,0,0
"Greenwich School District","=""""","Cos Cob School","=""""","*",0,0,0
"Greenwich School District","=""""","Eastern Middle School","=""""","*",0,0,0
"Greenwich School District","=""""","Glenville School","=""""","*","*",0,0
"Greenwich School District","=""""","Greenwich High School","=""""",62,19,"*",0
"Greenwich School District","=""""","Hamilton Avenue School","=""""","*","*",0,0
"Greenwich School District","=""""","Julian Curtiss School","=""""",0,"*",0,0
"Greenwich School District","=""""","New Lebanon School","=""""","*",6,0,0
"Greenwich School District","=""""","North Mianus School","=""""",0,"*",0,0
"Greenwich School District","=""""","Western Middle School","=""""",27,11,0,0
"Griswold School District","=""""","Griswold Alternative School","=""""","*",6,0,0
"Griswold School District","=""""","Griswold Elementary School","=""""","*","*",0,0
"Griswold School District","=""""","Griswold High School","=""""",169,69,"*",0
"Griswold School District","=""""","Griswold Middle School","=""""",33,32,"*",0
"Groton School District","=""""","Carl C. Cutler Middle School","=""""",83,22,0,0
"Groton School District","=""""","Catherine Kolnaski Magnet School","=""""",12,42,"*",0
"Groton School District","=""""","Charles Barnum School","=""""",9,"*",0,0
"Groton School District","=""""","Claude Chester School","=""""",13,22,0,0
"Groton School District","=""""","Mary Morrisson School","=""""","*",11,0,7
"Groton School District","=""""","New Beginnings Alternative Program","=""""",27,24,"*","*"
"Groton School District","=""""","Northeast Academy Elementary School","=""""",0,"*",0,0
"Groton School District","=""""","Robert E. Fitch High School","=""""",311,116,"*","*"
"Groton School District","=""""","S. B. Butler School","=""""","*",6,0,"*"
"Groton School District","=""""","West Side Middle School","=""""",144,53,0,0
"Guilford School District","=""""","A. Baldwin Middle School","=""""","*",0,0,"*"
"Guilford School District","=""""","A. W. Cox School","=""""","*",0,0,0
"Guilford School District","=""""","Calvin Leete School","=""""","*",0,0,0
"Guilford School District","=""""","E. C. Adams Middle School","=""""",24,"*",0,0
"Guilford School District","=""""","Guilford High School","=""""",40,37,"*","*"
"Guilford School District","=""""","Melissa Jones School","=""""","*",0,0,0
"Hamden School District","=""""","Alice Peck Learning Center","=""""",0,"*",0,0
"Hamden School District","=""""","Bear Path School","=""""",12,15,"*","*"
"Hamden School District","=""""","Church Street School","=""""",34,40,0,0
"Hamden School District","=""""","Dunbar Hill School","=""""",17,24,0,0
"Hamden School District","=""""","Hamden Collaborative Learning Center","=""""","*",68,"*",0
"Hamden School District","=""""","Hamden High School","=""""",266,75,11,0
"Hamden School District","=""""","Hamden Middle School","=""""",195,59,"*",14
"Hamden School District","=""""","Helen Street School","=""""",30,19,0,0
"Hamden School District","=""""","Ridge Hill School","=""""","*",27,"*",0
"Hamden School District","=""""","Shepherd Glen School","=""""",10,12,0,0
"Hamden School District","=""""","Spring Glen School","=""""",7,14,0,22
"Hamden School District","=""""","West Woods School","=""""","*","*",0,"*"
"Hartford School District","=""""","Asian Studies Academy","=""""",41,144,"*",0
"Hartford School District","=""""","Batchelder School","=""""",166,68,0,"*"
"Hartford School District","=""""","Breakthrough II Elementary School","=""""","*",12,0,0
"Hartford School District","=""""","Breakthrough Magnet School","=""""","*",0,0,0
"Hartford School District","=""""","Bulkeley High School Lower School","=""""",30,47,13,0
"Hartford School District","=""""","Bulkeley High School Upper School","=""""",28,143,6,0
"Hartford School District","=""""","Burns Latino Studies Academy","=""""",107,425,"*","*"
"Hartford School District","=""""","Burr School","=""""",228,124,0,"*"
"Hartford School District","=""""","Capital Community College Magnet Academy","=""""",0,24,0,0
"Hartford School District","=""""","Capital Preparatory Magnet School","=""""","*",116,"*",0
"Hartford School District","=""""","Clark School","=""""",23,113,"*",0
"Hartford School District","=""""","Classical Magnet School","=""""",591,137,"*","*"
"Hartford School District","=""""","Culinary Arts Academy","=""""","*",165,14,0
"Hartford School District","=""""","Dr. James H Naylor/CCSU Leadership Academy","=""""",7,87,"*",0
"Hartford School District","=""""","Dr. Ramon E. Betances Early Reading Lab","=""""",8,11,0,0
"Hartford School District","=""""","EDP - Betances Early Reading Lab","=""""","*",9,0,"*"
"Hartford School District","=""""","EDP - Bulkeley High School","=""""",0,"*",0,0
"Hartford School District","=""""","EDP - HPHS Academy of Engineering and Green Technology","=""""",8,27,0,0
"Hartford School District","=""""","EDP - M.D. Fox","=""""","*",84,0,"*"
"Hartford School District","=""""","EDP - McDonough Expeditionary Learning School","=""""",7,6,0,0
"Hartford School District","=""""","Environmental Sciences Magnet School at Mary M Hooker","=""""",9,11,0,0
"Hartford School District","=""""","Expeditionary Learning Academy at Moylan School","=""""","*",8,0,0
"Hartford School District","=""""","Fred D. Wish Museum School","=""""",37,122,"*",9
"Hartford School District","=""""","Global Communications Academy","=""""",204,167,0,"*"
"Hartford School District","=""""","Great Path Academy High School at MCC","=""""",113,50,"*",0
"Hartford School District","=""""","HPHS Academy of Engineering and Green Technology","=""""",259,117,"*","*"
"Hartford School District","=""""","HPHS Academy of Nursing and Health Science","=""""",266,173,6,0
"Hartford School District","=""""","HPHS Law and Government Academy","=""""",104,191,"*","*"
"Hartford School District","=""""","Hartford Magnet Trinity College Academy","=""""",161,160,"*",0
"Hartford School District","=""""","High School Inc.","=""""",37,146,13,0
"Hartford School District","=""""","Journalism and Media Academy Magnet School","=""""",111,54,"*",0
"Hartford School District","=""""","Kennelly School","=""""",111,190,"*",0
"Hartford School District","=""""","M. D. Fox Elementary School","=""""",78,190,0,0
"Hartford School District","=""""","M. L. King School","=""""",22,211,0,0
"Hartford School District","=""""","MDP - HPHS Law and Government Academy","=""""","*",0,0,0
"Hartford School District","=""""","McDonough Expeditionary Learning School","=""""",109,56,"*",0
"Hartford School District","=""""","Milner Elementary School","=""""","*",232,0,0
"Hartford School District","=""""","Montessori Magnet School at Annie Fisher","=""""",18,21,0,7
"Hartford School District","=""""","Montessori Magnet at Moylan School","=""""",0,"*",0,0
"Hartford School District","=""""","New Visions Program","=""""","*","*","*",0
"Hartford School District","=""""","Noah Webster Micro Society School","=""""",65,44,"*",0
"Hartford School District","=""""","OPPortunity High School","=""""",0,23,"*",0
"Hartford School District","=""""","Parkville Community School","=""""",79,99,"*","*"
