"Sanction Counts, 2012-13"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Ellington School District","=""""","Windermere Intermediate School","=""""",22,0,0,"*"
"Ellington School District","=""""","Windermere School","=""""",23,"*",0,0
"Elm City College Preparatory School District","=""""","Elm City College Preparatory School","=""""",230,398,"*","*"
"Enfield School District","=""""","Edgar H. Parkman School","=""""",19,"*",0,"*"
"Enfield School District","=""""","Eli Whitney School","=""""",59,13,0,0
"Enfield School District","=""""","Enfield High School","=""""",162,32,7,0
"Enfield School District","=""""","Enfield Street School","=""""",9,"*",0,0
"Enfield School District","=""""","Enrico Fermi High School","=""""",322,102,7,0
"Enfield School District","=""""","Hazardville Memorial School","=""""",8,"*",0,0
"Enfield School District","=""""","Henry Barnard School","=""""",6,0,0,0
"Enfield School District","=""""","John F. Kennedy Middle School","=""""",370,156,10,18
"Enfield School District","=""""","Nathan Hale School","=""""",0,0,0,"*"
"Enfield School District","=""""","Prudence Crandall School","=""""",26,"*",0,6
"Essex School District","=""""","Essex Elementary School","=""""",6,"*",0,0
"Explorations District","=""""","Explorations","=""""",19,11,0,0
"Fairfield School District","=""""","Fairfield Ludlowe High School","=""""",104,6,0,0
"Fairfield School District","=""""","Fairfield Warde High School","=""""",94,26,0,0
"Fairfield School District","=""""","Fairfield Woods Middle School","=""""",18,"*",0,0
"Fairfield School District","=""""","Holland Hill School","=""""",0,"*",0,0
"Fairfield School District","=""""","North Stratfield School","=""""",10,"*",0,0
"Fairfield School District","=""""","Roger Ludlowe Middle School","=""""",64,15,0,0
"Fairfield School District","=""""","Tomlinson Middle School","=""""",35,8,0,"*"
"Farmington School District","=""""","East Farms School","=""""","*","*",0,"*"
"Farmington School District","=""""","Farmington High School","=""""",30,47,0,0
"Farmington School District","=""""","Irving A. Robbins Middle School","=""""","*","*",0,0
"Farmington School District","=""""","Union School","=""""",8,"*",0,"*"
"Farmington School District","=""""","West District School","=""""","*",0,0,0
"Farmington School District","=""""","West Woods Upper Elementary School","=""""","*","*",0,"*"
"Franklin School District","=""""","Franklin Elementary School","=""""","*",0,0,0
"Glastonbury School District","=""""","Gideon Welles School","=""""","*",8,0,0
"Glastonbury School District","=""""","Glastonbury High School","=""""",97,32,6,"*"
"Glastonbury School District","=""""","Hopewell School","=""""","*","*",0,0
"Glastonbury School District","=""""","Smith Middle School","=""""",27,"*",0,0
"Granby School District","=""""","Frank M. Kearns Primary School","=""""","*","*",0,"*"
"Granby School District","=""""","Granby Memorial High School","=""""",30,"*","*","*"
"Granby School District","=""""","Granby Memorial Middle School","=""""",16,"*",0,6
"Granby School District","=""""","Kelly Lane Intermediate School","=""""","*",7,0,"*"
"Granby School District","=""""","Wells Road Intermediate School","=""""","*",0,0,0
"Greenwich School District","=""""","Central Middle School","=""""",6,19,0,0
"Greenwich School District","=""""","Eastern Middle School","=""""",7,"*",0,0
"Greenwich School District","=""""","Glenville School","=""""","*",0,0,0
"Greenwich School District","=""""","Greenwich High School","=""""",147,40,7,"*"
"Greenwich School District","=""""","Hamilton Avenue School","=""""","*","*",0,0
"Greenwich School District","=""""","Julian Curtiss School","=""""",0,"*",0,0
"Greenwich School District","=""""","New Lebanon School","=""""",0,"*",0,0
"Greenwich School District","=""""","Western Middle School","=""""",44,"*",0,0
"Griswold School District","=""""","Griswold Elementary School","=""""","*","*",0,0
"Griswold School District","=""""","Griswold High School","=""""",247,86,"*",0
"Griswold School District","=""""","Griswold Middle School","=""""",57,14,"*",0
"Groton School District","=""""","Carl C. Cutler Middle School","=""""",74,26,"*","*"
"Groton School District","=""""","Catherine Kolnaski Magnet School","=""""",27,59,0,0
"Groton School District","=""""","Charles Barnum School","=""""","*","*",0,0
"Groton School District","=""""","Mary Morrisson School","=""""",12,9,"*","*"
"Groton School District","=""""","Northeast Academy Elementary School","=""""",0,6,0,"*"
"Groton School District","=""""","Pleasant Valley School","=""""",16,"*",0,0
"Groton School District","=""""","Robert E. Fitch High School","=""""",245,114,12,"*"
"Groton School District","=""""","S. B. Butler School","=""""","*","*",0,0
"Groton School District","=""""","West Side Middle School","=""""",101,46,0,0
"Guilford School District","=""""","A. Baldwin Middle School","=""""","*","*",0,0
"Guilford School District","=""""","A. W. Cox School","=""""","*","*",0,"*"
"Guilford School District","=""""","E. C. Adams Middle School","=""""",38,6,0,0
"Guilford School District","=""""","Guilford High School","=""""",79,42,"*",0
"Hamden School District","=""""","Alice Peck Learning Center","=""""",0,"*",0,0
"Hamden School District","=""""","Bear Path School","=""""","*","*",0,"*"
"Hamden School District","=""""","Church Street School","=""""",7,28,0,0
"Hamden School District","=""""","Dunbar Hill School","=""""",11,"*",0,"*"
"Hamden School District","=""""","Hamden High School","=""""",702,340,15,"*"
"Hamden School District","=""""","Hamden Middle School","=""""",303,98,"*",18
"Hamden School District","=""""","Helen Street School","=""""","*","*",0,0
"Hamden School District","=""""","Ridge Hill School","=""""","*",31,0,"*"
"Hamden School District","=""""","Shepherd Glen School","=""""","*",7,0,0
"Hamden School District","=""""","Spring Glen School","=""""",40,"*",0,"*"
"Hamden School District","=""""","West Woods School","=""""",0,"*",0,0
"Hartford School District","=""""","Asian Studies Academy","=""""",132,247,"*",0
"Hartford School District","=""""","Batchelder School","=""""",45,211,"*","*"
"Hartford School District","=""""","Breakthrough II Elementary School","=""""","*",10,0,0
"Hartford School District","=""""","Breakthrough Magnet School","=""""","*",6,0,0
"Hartford School District","=""""","Bulkeley High School Lower School","=""""","*",96,6,0
"Hartford School District","=""""","Bulkeley High School Upper School","=""""",21,110,"*",0
"Hartford School District","=""""","Burns Latino Studies Academy","=""""",320,587,"*",8
"Hartford School District","=""""","Burr School","=""""",21,147,"*",0
"Hartford School District","=""""","Capital Preparatory Magnet School","=""""",0,95,"*",0
"Hartford School District","=""""","Clark School","=""""","*",92,0,0
"Hartford School District","=""""","Classical Magnet School","=""""",356,42,0,"*"
"Hartford School District","=""""","Culinary Arts Academy","=""""",305,175,7,0
"Hartford School District","=""""","Dr. James H Naylor/CCSU Leadership Academy","=""""","*",49,0,0
"Hartford School District","=""""","Dr. Joseph Bellizzi Middle School","=""""",23,39,"*",0
"Hartford School District","=""""","Dr. Ramon E. Betances Early Reading Lab","=""""","*","*",0,0
"Hartford School District","=""""","Environmental Sciences Magnet School at Mary M Hooker","=""""",54,68,0,0
"Hartford School District","=""""","Expeditionary Learning Academy at Moylan School","=""""",21,69,0,0
"Hartford School District","=""""","Fred D. Wish Museum School","=""""",0,33,0,0
"Hartford School District","=""""","Global Communications Academy","=""""",130,50,"*",0
"Hartford School District","=""""","Great Path Academy High School at MCC","=""""",97,41,6,"*"
"Hartford School District","=""""","HPHS Academy of Engineering and Green Technology","=""""",409,78,"*","*"
"Hartford School District","=""""","HPHS Academy of Nursing and Health Science","=""""",236,359,7,0
"Hartford School District","=""""","HPHS Law and Government Academy","=""""","*",110,"*",0
"Hartford School District","=""""","Hartford Magnet Trinity College Academy","=""""","*",182,9,"*"
"Hartford School District","=""""","Hartford Transitional Learning Academy (Elementary)","=""""","*",31,0,0
"Hartford School District","=""""","High School Inc.","=""""","*",128,"*",0
"Hartford School District","=""""","Journalism and Media Academy Magnet School","=""""",298,396,9,"*"
"Hartford School District","=""""","Kennelly School","=""""",92,204,"*",0
"Hartford School District","=""""","M. D. Fox Elementary School","=""""",73,235,"*",14
"Hartford School District","=""""","M. L. King School","=""""",67,114,"*","*"
"Hartford School District","=""""","McDonough Expeditionary Learning School","=""""","*",237,11,0
"Hartford School District","=""""","Milner Elementary School","=""""",178,265,"*",0
"Hartford School District","=""""","Montessori Magnet School at Annie Fisher","=""""","*",20,0,7
"Hartford School District","=""""","Noah Webster Micro Society School","=""""",11,84,"*","*"
"Hartford School District","=""""","Parkville Community School","=""""",83,72,0,0
"Hartford School District","=""""","Pathways Academy of Technology and Design","=""""",48,68,"*","*"
"Hartford School District","=""""","R.J. Kinsella Magnet School of Performing Arts","=""""",89,96,0,8
"Hartford School District","=""""","Renzulli Academy","=""""","*",9,"*",0
"Hartford School District","=""""","SAND School","=""""",6,274,"*",0
"Hartford School District","=""""","STEM Magnet School at Annie Fisher","=""""",81,70,"*",12
"Hartford School District","=""""","STEM Magnet School at Dwight","=""""",8,21,"*","*"
"Hartford School District","=""""","Sanchez School","=""""",40,130,0,0
"Hartford School District","=""""","Sarah J. Rawson Elementary School","=""""","*",89,"*",0
"Hartford School District","=""""","Simpson-Waverly School","=""""",15,50,"*",0
"Hartford School District","=""""","Sports and Medical Sciences Academy","=""""",574,123,0,56
"Hartford School District","=""""","University High of Science and Engineering","=""""",47,38,"*",0
"Hartford School District","=""""","West Middle School","=""""",37,141,"*",0
"Hartland School District","=""""","Hartland School","=""""","*",0,0,0
"Hebron School District","=""""","Gilead Hill School","=""""",0,"*",0,0
"Hebron School District","=""""","Hebron Elementary School","=""""",0,"*",0,0
"Highville Charter School District","=""""","Highville Charter School","=""""",0,"*","*",0
"Integrated Day Charter School District","=""""","Integrated Day Charter School","=""""",9,7,0,"*"
"Interdistrict School for Arts and Comm District","=""""","Interdistrict School For Arts And Communication","=""""",37,19,0,0
"Jumoke Academy District","=""""","Jumoke Academy","=""""",65,14,0,0
"Killingly School District","=""""","Killingly Central School","=""""","*",6,0,0
"Killingly School District","=""""","Killingly High School","=""""",514,30,0,0
"Killingly School District","=""""","Killingly Intermediate School","=""""",215,91,0,14
"Killingly School District","=""""","Killingly Memorial School","=""""","*","*",0,"*"
"Learn","=""""","Connecticut River Academy","=""""",184,74,0,0
"Learn","=""""","Dual Language & Arts Magnet Middle School","=""""",8,6,0,0
"Learn","=""""","Marine Science Magnet High School of Southeastern Connecticut","=""""",0,7,0,0
"Learn","=""""","Regional Multicultural Magnet School","=""""",17,14,0,10
"Learn","=""""","The Friendship School","=""""",0,6,0,"*"
"Learn","=""""","Three Rivers Middle College Magnet School","=""""",0,"*",0,0
"Lebanon School District","=""""","Lebanon Elementary School","=""""","*",0,0,"*"
"Lebanon School District","=""""","Lebanon Middle School","=""""",22,0,0,0
"Lebanon School District","=""""","Lyman Memorial High School","=""""",32,"*",0,0
"Ledyard School District","=""""","Gallup Hill School","=""""",18,"*",0,0
"Ledyard School District","=""""","Juliet W. Long School","=""""",7,0,0,"*"
"Ledyard School District","=""""","Ledyard Center School","=""""",21,"*",0,"*"
"Ledyard School District","=""""","Ledyard High School","=""""",46,35,"*",0
"Ledyard School District","=""""","Ledyard Middle School","=""""",24,"*","*",0
"Lisbon School District","=""""","Community Connection - The Big Picture High School","=""""",10,"*",0,0
"Lisbon School District","=""""","Lisbon Central School","=""""",9,"*","*",0
"Litchfield School District","=""""","Litchfield High School","=""""",59,8,6,0
"Litchfield School District","=""""","Litchfield Intermediate School","=""""",6,0,0,0
"Madison School District","=""""","Daniel Hand High School","=""""",132,36,6,0
"Madison School District","=""""","Dr. Robert H. Brown Middle School","=""""",7,"*",0,0
"Madison School District","=""""","J. Milton Jeffrey Elementary School","=""""","*",0,0,0
"Madison School District","=""""","Kathleen H. Ryerson Elementary School","=""""",0,"*",0,0
"Madison School District","=""""","Walter C. Polson Upper Middle School","=""""",12,"*",0,"*"
"Manchester School District","=""""","Bowers School","=""""",0,7,0,0
"Manchester School District","=""""","Buckley School","=""""",6,16,0,0
"Manchester School District","=""""","Elisabeth M. Bennet Academy","=""""",17,16,0,0
"Manchester School District","=""""","Highland Park School","=""""",6,"*",0,0
